trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
0,0_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,1457,3339,0.802834284543991083538116981799,0.329512570679187766220508137849,str\(\'intersection\'\),0.014075047299265862343897737219,False
1,1_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,4732,2149,0.441786216270178555554082322487,0.894575070966035168495977814018,str\(\'kl\'\),0.094639465222135191191377145969,True
2,2_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,3213,3793,0.572397957555949687957763671875,0.209983128679916253300774542367,str\(\'kl\'\),0.065111157437786448820560281092,False
3,3_0,COMPLETED,SOBOL,0.550000000000000044408920985006,2.000000000000000000000000000000,0.000000000000000000000000000000,561,104,0.181017102973535654042436249256,0.519148093998432202944570690306,str\(\'intersection\'\),0.046416160687804228213160229188,True
4,4_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,1027,4809,0.350032722271978846695361653474,0.729861718129366621177211982285,str\(\'intersection\'\),0.027533995285630226412809662406,False
5,5_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,2740,962,0.894581433119252311669811206229,0.045897880697622898960030823901,str\(\'kl\'\),0.081202508499845865719279913719,True
6,6_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,4268,3104,0.027138596517965199450550528582,0.855393529631197413465315548819,str\(\'kl\'\),0.068549222508445389889786270032,False
7,7_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,1928,1758,0.726282814081758210100758788030,0.415628000712022160900716016840,str\(\'intersection\'\),0.043000129964202646326576484626,True
8,8_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,2449,4354,0.065648014705628157661188026850,0.092980445805937048109335307799,str\(\'kl\'\),0.052268142038956293127238694751,False
9,9_0,COMPLETED,SOBOL,0.550000000000000044408920985006,2.000000000000000000000000000000,0.000000000000000000000000000000,3859,509,0.672175794212147570405591068265,0.651706340940669148764641249727,str\(\'intersection\'\),0.056204982232302434785875533407,True
10,10_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,2885,3559,0.311553742038086056709289550781,0.462108885511755940189715374800,str\(\'intersection\'\),0.094176362305879599001734447938,False
11,11_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,848,2212,0.948657985292375105501605503378,0.777610456911847047756225492776,str\(\'kl\'\),0.017108945464715363815599857844,True
12,12_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,66,2543,0.518321435125544627275928633026,0.972365744808688758915593552956,str\(\'kl\'\),0.033360016709193592021609475751,False
13,13_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,3664,1354,0.219496112950146204934043225876,0.283039315816014991344928830586,str\(\'intersection\'\),0.075091196596622472592130748126,True
14,14_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,4643,4589,0.856941249575465913146388174937,0.597295873781666153412572839443,str\(\'intersection\'\),0.084937557559460405420814765876,False
15,15_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,1668,899,0.403276768339797864193485565920,0.162892932705581194863242444626,str\(\'kl\'\),0.026325796330347657481230072563,True
16,16_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,1755,4430,0.636567774422466703398981735518,0.823121493959799388484555038303,str\(\'intersection\'\),0.072460853625088930685116395125,True
17,17_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,4397,740,0.124639922769740230101831457432,0.389149368714541199487655376288,str\(\'kl\'\),0.036363513963297004749630758624,False
18,18_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,3577,2697,0.984205106867477308441038985620,0.699753996824845625468469734187,str\(\'kl\'\),0.023710210872814059535063080375,True
19,19_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,312,1507,0.252622761931270367607993421188,0.010006269671022891692979683853,str\(\'intersection\'\),0.087926973216235645991467606564,False
20,20_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,778,3712,0.216119757739827028641954598243,0.236130547631531961805251285114,str\(\'intersection\'\),0.059177709184587007351652232501,True
21,21_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.000000000000000000000000000000,3108,2366,0.545095152061432552947906060581,0.551203132377937388142186136974,str\(\'kl\'\),0.049624709887430076826753122532,False
