trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,max_window_size,min_window_size,min_p_value
0,0_0,COMPLETED,SOBOL,0.330000000000000015543122344752,179.000000000000000000000000000000,0.000000000000000000000000000000,3555,4875,3287,0.140792303958535175434363395652
1,1_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,594,1690,2329,0.763111757454462358296609636454
2,2_0,COMPLETED,SOBOL,0.190000000000000002220446049250,23.000000000000000000000000000000,0.000000000000000000000000000000,1600,3055,4478,0.278755796072445827249453031982
3,3_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,4892,1010,1137,0.628059495622292129901609314402
4,4_0,COMPLETED,SOBOL,0.190000000000000002220446049250,128.000000000000000000000000000000,0.000000000000000000000000000000,4199,3687,1651,0.616549130954779700530821173743
5,5_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,2450,376,2734,0.477986619881540508725237259569
6,6_0,COMPLETED,SOBOL,0.190000000000000002220446049250,75.000000000000000000000000000000,0.000000000000000000000000000000,994,4240,499,0.993521537632867657308111120074
7,7_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,2998,2323,3886,0.098102997806482017395524053427
8,8_0,COMPLETED,SOBOL,0.190000000000000002220446049250,74.000000000000000000000000000000,0.000000000000000000000000000000,2541,2701,29,0.411469677296094571428142216973
9,9_0,COMPLETED,SOBOL,0.190000000000000002220446049250,23.000000000000000000000000000000,0.000000000000000000000000000000,812,738,4336,0.557719885499402878714647613378
10,10_0,COMPLETED,SOBOL,0.190000000000000002220446049250,92.000000000000000000000000000000,0.000000000000000000000000000000,1994,4680,1494,0.039268029157072309454079572788
11,11_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,4016,1259,2872,0.927010303356684772779772174545
12,12_0,COMPLETED,SOBOL,0.190000000000000002220446049250,25.000000000000000000000000000000,0.000000000000000000000000000000,4397,4044,4955,0.814141149038448919128541092505
13,13_0,COMPLETED,SOBOL,0.540000000000000035527136788005,122.000000000000000000000000000000,0.000000000000000000000000000000,1456,1894,680,0.215117212614975850115683897457
14,14_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,99,3337,3452,0.702378681084699918457658895932
15,15_0,COMPLETED,SOBOL,0.190000000000000002220446049250,23.000000000000000000000000000000,0.000000000000000000000000000000,3411,101,2183,0.329790895965695385338989353841
16,16_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,3136,3167,4133,0.963744108871743110356078432233
17,17_0,COMPLETED,SOBOL,0.900000000000000022204460492503,1792.000000000000000000000000000000,0.560000000000000053290705182008,217,272,252,0.068196607398800554444839860935
18,18_0,COMPLETED,SOBOL,0.479999999999999982236431605997,280.000000000000000000000000000000,0.000000000000000000000000000000,1340,3903,3098,0.583722348689474146432587531308
19,19_0,COMPLETED,SOBOL,0.350000000000000033306690738755,187.000000000000000000000000000000,0.010000000000000000208166817117,4668,2036,1288,0.445276653290539947693815747698
20,20_0,COMPLETED,SOBOL,0.190000000000000002220446049250,82.000000000000000000000000000000,0.000000000000000000000000000000,3820,4519,925,0.308421291363798089069092611680
21,21_0,COMPLETED,SOBOL,0.190000000000000002220446049250,23.000000000000000000000000000000,0.000000000000000000000000000000,2034,1419,4691,0.657597696361318262425754710421
22,22_0,COMPLETED,SOBOL,0.369999999999999995559107901499,240.000000000000000000000000000000,0.000000000000000000000000000000,773,2550,1921,0.173263280683755876987461874705
23,23_0,COMPLETED,SOBOL,0.190000000000000002220446049250,24.000000000000000000000000000000,0.000000000000000000000000000000,2735,888,3694,0.795697406447120059169719752390
24,24_0,COMPLETED,SOBOL,0.190000000000000002220446049250,137.000000000000000000000000000000,0.000000000000000000000000000000,2957,4099,2396,0.732040723109431579196382244845
25,25_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,1191,2465,3239,0.359324928969144807844315891998
26,26_0,COMPLETED,SOBOL,0.200000000000000011102230246252,100.000000000000000000000000000000,0.000000000000000000000000000000,2256,3517,1087,0.846606767246499636314638337353
27,27_0,COMPLETED,SOBOL,0.190000000000000002220446049250,23.000000000000000000000000000000,0.000000000000000000000000000000,4238,547,4548,0.247700599122606196500484543321
28,28_0,COMPLETED,SOBOL,0.589999999999999968913755310496,570.000000000000000000000000000000,0.080000000000000001665334536938,4774,2902,2625,0.009485480035096405942995900773
29,29_0,COMPLETED,SOBOL,0.190000000000000002220446049250,21.000000000000000000000000000000,0.000000000000000000000000000000,1875,1161,1740,0.897101412307657275491123982647
30,30_0,COMPLETED,SOBOL,0.369999999999999995559107901499,399.000000000000000000000000000000,0.000000000000000000000000000000,323,4713,3973,0.378639679920487082220859065274
31,31_0,COMPLETED,SOBOL,0.479999999999999982236431605997,98.000000000000000000000000000000,0.010000000000000000208166817117,3671,1850,393,0.525005513016506997203691753384
32,32_0,COMPLETED,SOBOL,0.369999999999999995559107901499,114.000000000000000000000000000000,0.010000000000000000208166817117,3681,3004,1409,0.800956925942655661998514915467
33,33_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,469,1059,2958,0.166841619752813113963796354255
34,34_0,COMPLETED,SOBOL,0.190000000000000002220446049250,70.000000000000000000000000000000,0.000000000000000000000000000000,1728,4924,100,0.680416004919353833990669500054
35,35_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,4764,1639,4267,0.288342794495355325690155723350
36,36_0,COMPLETED,SOBOL,0.190000000000000002220446049250,289.000000000000000000000000000000,0.010000000000000000208166817117,4364,4308,3533,0.455840241467673323860765322024
37,37_0,COMPLETED,SOBOL,0.530000000000000026645352591004,842.000000000000000000000000000000,0.059999999999999997779553950750,2286,2256,2104,0.574801028807368163953128714638
38,38_0,COMPLETED,SOBOL,0.190000000000000002220446049250,21.000000000000000000000000000000,0.000000000000000000000000000000,1162,3621,4881,0.092417031513433903211485187512
39,39_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,2831,443,756,0.937263999927137048118197526492
40,40_0,COMPLETED,SOBOL,0.630000000000000004440892098501,1346.000000000000000000000000000000,0.059999999999999997779553950750,2725,4571,4398,0.500973651027772581834085485752
41,41_0,COMPLETED,SOBOL,0.640000000000000013322676295502,585.000000000000000000000000000000,0.040000000000000000832667268469,627,1367,1219,0.405296919487696138961752012619
42,42_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,2180,2810,3363,0.886726386256422860476789082895
43,43_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,3830,628,2254,0.018583930539805441906064942259
44,44_0,COMPLETED,SOBOL,0.440000000000000002220446049250,87.000000000000000000000000000000,0.010000000000000000208166817117,4542,3424,585,0.225192907803785036247035122869
45,45_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,1310,15,3801,0.866984449850860983133316040039
46,46_0,COMPLETED,SOBOL,0.450000000000000011102230246252,108.000000000000000000000000000000,0.000000000000000000000000000000,247,3958,1581,0.354376026712823644082561713731
47,47_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,3263,1981,2805,0.738761569776292925659788579651
48,48_0,COMPLETED,SOBOL,0.369999999999999995559107901499,96.000000000000000000000000000000,0.000000000000000000000000000000,3304,3796,1012,0.124089767797570679763730083778
49,49_0,COMPLETED,SOBOL,0.190000000000000002220446049250,24.000000000000000000000000000000,0.000000000000000000000000000000,50,2142,4624,0.968818967911694195471739021741
50,50_0,COMPLETED,SOBOL,0.500000000000000000000000000000,247.000000000000000000000000000000,0.000000000000000000000000000000,1505,3272,2477,0.486414600810129216235111471178
51,51_0,COMPLETED,SOBOL,0.190000000000000002220446049250,28.000000000000000000000000000000,0.000000000000000000000000000000,4504,166,3159,0.605503397171106239049720443290
52,52_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,3948,2640,4044,0.648619903662148833412004478305
53,53_0,COMPLETED,SOBOL,0.719999999999999973354647408996,170.000000000000000000000000000000,0.050000000000000002775557561563,1906,800,322,0.256431068345438661904012178638
54,54_0,COMPLETED,SOBOL,0.200000000000000011102230246252,146.000000000000000000000000000000,0.000000000000000000000000000000,899,4430,2540,0.770015329556819061451733432477
55,55_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,2610,1509,1827,0.136026365294028062091769015751
56,56_0,COMPLETED,SOBOL,0.589999999999999968913755310496,419.000000000000000000000000000000,0.020000000000000000416333634234,3105,3469,3028,0.322576710345316652883695951459
57,57_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,1043,594,1359,0.706845437734480941394110686815
58,58_0,COMPLETED,SOBOL,0.190000000000000002220446049250,27.000000000000000000000000000000,0.000000000000000000000000000000,2401,4146,4219,0.194246191057097145060694742824
59,59_0,COMPLETED,SOBOL,0.190000000000000002220446049250,77.000000000000000000000000000000,0.000000000000000000000000000000,4092,2416,168,0.836166694750729910801112509944
60,60_0,COMPLETED,SOBOL,0.589999999999999968913755310496,109.000000000000000000000000000000,0.020000000000000000416333634234,4961,4783,1997,0.918393764023389680417608360585
61,61_0,COMPLETED,SOBOL,0.190000000000000002220446049250,24.000000000000000000000000000000,0.000000000000000000000000000000,1688,1781,3620,0.050136636039335283343554294788
62,62_0,COMPLETED,SOBOL,0.190000000000000002220446049250,104.000000000000000000000000000000,0.000000000000000000000000000000,507,2833,845,0.531544557103607817616364172864
