trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
0,0_0,COMPLETED,SOBOL,0.880000000000000004440892098501,4.000000000000000000000000000000,0.560000000000000053290705182008,931,41,0.563525329351425185997470634902,0.299043238341808292890533493846,149,EDFSMode.RANDOM
1,1_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,3837,60,0.174797781722620143574076223558,0.525051133977249229189965262776,716,EDFSMode.RANDOM
2,2_0,COMPLETED,SOBOL,0.910000000000000031086244689504,2.000000000000000000000000000000,0.000000000000000000000000000000,3298,25,0.904466154888272311218599952554,0.067679082626476885775623770769,836,EDFSMode.RANDOM
3,3_0,COMPLETED,SOBOL,0.910000000000000031086244689504,3.000000000000000000000000000000,0.000000000000000000000000000000,1311,76,0.356236155334860082888326360262,0.854820498066023004568592114083,495,EDFSMode.RANDOM
4,4_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,2460,13,0.117687794862315064925439855870,0.984011147169396305223187937372,377,EDFSMode.RANDOM
5,5_0,COMPLETED,SOBOL,0.910000000000000031086244689504,5.000000000000000000000000000000,0.000000000000000000000000000000,2933,88,0.629406768055632670488819258026,0.212384001752361661896628675095,944,EDFSMode.RANDOM
6,6_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,4895,28,0.415775077521800984214905838598,0.629846687017008632913928067865,612,EDFSMode.RANDOM
7,7_0,COMPLETED,SOBOL,0.910000000000000031086244689504,4.000000000000000000000000000000,0.000000000000000000000000000000,339,73,0.838104937333613686512023832620,0.419352108707651494157175875443,271,EDFSMode.RANDOM
8,8_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,310,15,0.461488823274150472553145618804,0.154784934936091300716753949018,754,EDFSMode.RANDOM
9,9_0,COMPLETED,SOBOL,0.910000000000000031086244689504,10.000000000000000000000000000000,0.700000000000000066613381477509,4455,86,0.791412806740030672081331886147,0.926575970163568851667434955743,187,EDFSMode.RANDOM
10,10_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,2670,49,0.007162559133023023785757921189,0.477031175998970879970073610821,461,EDFSMode.RANDOM
11,11_0,COMPLETED,SOBOL,0.910000000000000031086244689504,3.000000000000000000000000000000,0.000000000000000000000000000000,1942,52,0.738961229361593696651766549621,0.687201863547787117347809271450,803,EDFSMode.RANDOM
12,12_0,COMPLETED,SOBOL,0.910000000000000031086244689504,3.000000000000000000000000000000,0.000000000000000000000000000000,1828,37,0.982340790564194321632385253906,0.590252803796902258959278242401,976,EDFSMode.RANDOM
13,13_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,3562,64,0.279332294082269061430423562342,0.364408886270597587309083564833,410,EDFSMode.RANDOM
14,14_0,COMPLETED,SOBOL,0.910000000000000031086244689504,2.000000000000000000000000000000,0.880000000000000004440892098501,4276,2,0.547538360174745331043766327639,0.789698739493265744471273137606,234,EDFSMode.RANDOM
15,15_0,COMPLETED,SOBOL,0.910000000000000031086244689504,2.000000000000000000000000000000,0.000000000000000000000000000000,961,99,0.191763132952153692034613641226,0.002233522521331906401931277628,576,EDFSMode.RANDOM
16,16_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,1233,5,0.772709915682673442738348512648,0.673949358977377399604336005723,526,EDFSMode.RANDOM
17,17_0,COMPLETED,SOBOL,0.910000000000000031086244689504,3.000000000000000000000000000000,0.000000000000000000000000000000,4157,95,0.473373224172741191573265950865,0.400596773803234107447224232601,861,EDFSMode.RANDOM
18,18_0,COMPLETED,SOBOL,0.910000000000000031086244689504,2.000000000000000000000000000000,0.000000000000000000000000000000,3602,33,0.696865216774866014226574861823,0.944297977991402137654119997023,684,EDFSMode.RANDOM
19,19_0,COMPLETED,SOBOL,0.920000000000000039968028886506,3.000000000000000000000000000000,0.930000000000000048849813083507,1634,67,0.058026221143081785358575075406,0.234561933428049096406198259501,124,EDFSMode.RANDOM
20,20_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,2136,46,0.282924336045980440168534641998,0.113244189146906135134962312350,302,EDFSMode.RANDOM
21,21_0,COMPLETED,SOBOL,0.910000000000000031086244689504,5.000000000000000000000000000000,0.000000000000000000000000000000,2630,55,0.954387349177151955714748510218,0.838501166101545125641791855742,637,EDFSMode.RANDOM
22,22_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,4573,18,0.249929375736042846956053153917,0.256893113527446981247948087912,912,EDFSMode.RANDOM
23,23_0,COMPLETED,SOBOL,0.910000000000000031086244689504,3.000000000000000000000000000000,0.000000000000000000000000000000,38,83,0.511784357549622703764669040538,0.545767582859843947140632280934,353,EDFSMode.RANDOM
24,24_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,614,32,0.139892842601984729311581645561,0.779223420295864332985047440161,827,EDFSMode.RANDOM
25,25_0,COMPLETED,SOBOL,0.910000000000000031086244689504,3.000000000000000000000000000000,0.000000000000000000000000000000,4779,70,0.622799275524914319746017099533,0.053650166716426611612789088213,493,EDFSMode.RANDOM
26,26_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.609999999999999986677323704498,2971,10,0.329123929092660527651048596454,0.605117715004831580039024174766,163,EDFSMode.RANDOM
27,27_0,COMPLETED,SOBOL,0.910000000000000031086244689504,7.000000000000000000000000000000,0.000000000000000000000000000000,2263,92,0.909158530553802801676965827937,0.316414749618619706161837257241,722,EDFSMode.RANDOM
28,28_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,1508,22,0.679413986649364254333249846241,0.468018202133476723947325126574,600,EDFSMode.RANDOM
29,29_0,COMPLETED,SOBOL,0.910000000000000031086244689504,11.000000000000000000000000000000,1.000000000000000000000000000000,3260,79,0.074506676845252514662654164113,0.741054599910974554077824905107,266,EDFSMode.RANDOM
30,30_0,COMPLETED,SOBOL,0.910000000000000031086244689504,3.000000000000000000000000000000,0.000000000000000000000000000000,3953,44,0.849125046456232657199336699705,0.167212802208960065186715837626,385,EDFSMode.RANDOM
31,31_0,COMPLETED,SOBOL,0.910000000000000031086244689504,2.000000000000000000000000000000,0.000000000000000000000000000000,656,57,0.395979708557948451019825597541,0.877120439946651453411163856799,944,EDFSMode.RANDOM
32,32_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,781,23,0.017010380413383246328562492522,0.556715849377214855309148333617,295,EDFSMode.RANDOM
33,33_0,COMPLETED,SOBOL,0.910000000000000031086244689504,4.000000000000000000000000000000,0.000000000000000000000000000000,3989,79,0.721297497741878013144400938472,0.268330283403396596675349883299,630,EDFSMode.RANDOM
34,34_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,3136,39,0.451526804829016303877153859503,0.827064706332981569580908853823,919,EDFSMode.RANDOM
35,35_0,COMPLETED,SOBOL,0.910000000000000031086244689504,4.000000000000000000000000000000,0.000000000000000000000000000000,1471,63,0.809190735524520254884350833890,0.102295205086469651045710804738,360,EDFSMode.RANDOM
36,36_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,2300,26,0.537983207236975458087613333191,0.245998876515775927176221671289,519,EDFSMode.RANDOM
37,37_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,3095,75,0.209096125550568112672067400126,0.955246478732675319278655479138,854,EDFSMode.RANDOM
38,38_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,4743,10,0.992025368938222573689245109563,0.389648038838058707877820552312,691,EDFSMode.RANDOM
39,39_0,COMPLETED,SOBOL,0.920000000000000039968028886506,5.000000000000000000000000000000,0.989999999999999991118215802999,489,91,0.261869876047596317203414173491,0.662512657549232275577821837942,132,EDFSMode.RANDOM
40,40_0,COMPLETED,SOBOL,0.910000000000000031086244689504,3.000000000000000000000000000000,0.000000000000000000000000000000,148,48,0.883261374264955545498878564104,0.895896101210266304626372857456,551,EDFSMode.RANDOM
41,41_0,COMPLETED,SOBOL,0.910000000000000031086244689504,4.000000000000000000000000000000,0.810000000000000053290705182008,4615,52,0.369655482161790116535371453210,0.186477485802024611771798845439,217,EDFSMode.RANDOM
42,42_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,2520,14,0.584859532622620470476704213070,0.721790633860975527902326120966,434,EDFSMode.RANDOM
43,43_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,2094,87,0.161249029459431758581899885030,0.449241830762475702343294869934,994,EDFSMode.RANDOM
44,44_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,1676,1,0.437302983030676828413163548248,0.335679198987781979290900835622,778,EDFSMode.RANDOM
45,45_0,COMPLETED,SOBOL,0.910000000000000031086244689504,6.000000000000000000000000000000,0.000000000000000000000000000000,3712,99,0.824385328028351072049417780363,0.623893603056669188156035943393,443,EDFSMode.RANDOM
46,46_0,COMPLETED,SOBOL,0.910000000000000031086244689504,3.000000000000000000000000000000,0.790000000000000035527136788005,4116,36,0.096045692188665265920377578368,0.034874037005007268996692459950,212,EDFSMode.RANDOM
47,47_0,COMPLETED,SOBOL,0.910000000000000031086244689504,3.000000000000000000000000000000,0.000000000000000000000000000000,1123,65,0.643240574525669184247078646877,0.759959205150604222289700828696,772,EDFSMode.RANDOM
48,48_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,1080,33,0.319285164469853055546622044858,0.431307110453024500351659753505,328,EDFSMode.RANDOM
49,49_0,COMPLETED,SOBOL,0.910000000000000031086244689504,4.000000000000000000000000000000,0.000000000000000000000000000000,4308,68,0.926813205515965798930722030491,0.642287260936573178859987365286,895,EDFSMode.RANDOM
50,50_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,0.000000000000000000000000000000,3442,5,0.149861062403768313666674316664,0.199942717725411056584050584206,661,EDFSMode.RANDOM
51,51_0,COMPLETED,SOBOL,0.910000000000000031086244689504,5.000000000000000000000000000000,0.000000000000000000000000000000,1797,96,0.605015145383775210241594777472,0.972056862967088819438288282981,320,EDFSMode.RANDOM
52,52_0,COMPLETED,SOBOL,0.910000000000000031086244689504,5.000000000000000000000000000000,0.750000000000000000000000000000,1973,17,0.858685419240966418819027694553,0.867261313645169118480282577366,100,EDFSMode.RANDOM
53,53_0,COMPLETED,SOBOL,0.910000000000000031086244689504,3.000000000000000000000000000000,0.000000000000000000000000000000,2790,84,0.378641496112570141718833838240,0.079633835276588793572472013693,667,EDFSMode.RANDOM
54,54_0,COMPLETED,SOBOL,0.910000000000000031086244689504,2.000000000000000000000000000000,0.000000000000000000000000000000,4423,45,0.669739386957138749245643793984,0.513096615551039580971348641469,885,EDFSMode.RANDOM
55,55_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,191,55,0.091959116198122498042621941750,0.286602180173620602054995742947,544,EDFSMode.RANDOM
56,56_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,454,7,0.718075217245146668609834250674,0.021954998491331936816273184832,969,EDFSMode.RANDOM
57,57_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,4941,94,0.044601674469187856109098078150,0.809905906608328174378641506337,403,EDFSMode.RANDOM
58,58_0,COMPLETED,SOBOL,0.910000000000000031086244689504,4.000000000000000000000000000000,0.900000000000000022204460492503,2818,29,0.751385688304901155909476528905,0.344201001612469581480979741173,241,EDFSMode.RANDOM
59,59_0,COMPLETED,SOBOL,0.910000000000000031086244689504,3.000000000000000000000000000000,0.000000000000000000000000000000,2413,72,0.486911997754126801840612870365,0.570532037934288416280992350949,583,EDFSMode.RANDOM
60,60_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,1358,42,0.228410526884719716766980468492,0.707409279758110631775025467505,747,EDFSMode.RANDOM
61,61_0,COMPLETED,SOBOL,0.910000000000000031086244689504,5.000000000000000000000000000000,0.670000000000000039968028886506,3413,60,0.525494910197332520951363221684,0.496752410309389214049247129878,180,EDFSMode.RANDOM
62,62_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,3791,20,0.304572640076279654852697831302,0.906854977512732141065043833805,468,EDFSMode.RANDOM
63,63_0,COMPLETED,SOBOL,0.910000000000000031086244689504,6.000000000000000000000000000000,0.000000000000000000000000000000,816,81,0.940547341350466026277388209564,0.134577284501865512833518323532,809,EDFSMode.RANDOM
64,64_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,857,11,0.268091078525409087784936446042,0.802683247305452818309845497424,625,EDFSMode.RANDOM
65,65_0,COMPLETED,SOBOL,0.910000000000000031086244689504,9.000000000000000000000000000000,0.000000000000000000000000000000,3753,90,0.969220608556643159481325255911,0.031134369850158691989117087928,284,EDFSMode.RANDOM
66,66_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,0.000000000000000000000000000000,3373,27,0.199951169304549702943063493876,0.565503558404743644771883737121,360,EDFSMode.RANDOM
67,67_0,COMPLETED,SOBOL,0.910000000000000031086244689504,4.000000000000000000000000000000,0.000000000000000000000000000000,1395,74,0.561762562122195996394680150843,0.355084868639707562643081928400,927,EDFSMode.RANDOM
68,68_0,COMPLETED,SOBOL,0.910000000000000031086244689504,2.000000000000000000000000000000,0.000000000000000000000000000000,2376,39,0.785167624196037694517258387350,0.491965798560529965488541392915,852,EDFSMode.RANDOM
