trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
0,0_0,COMPLETED,SOBOL,0.729999999999999982236431605997,4.000000000000000000000000000000,0.750000000000000000000000000000,3278,2973,0.193766866385936736838502270075,28,0.1
1,1_0,COMPLETED,SOBOL,0.719999999999999973354647408996,4.000000000000000000000000000000,0.100000000000000005551115123126,271,2206,0.992094703860580962029303009331,11,0.05
2,2_0,COMPLETED,SOBOL,0.729999999999999982236431605997,4.000000000000000000000000000000,0.230000000000000009992007221626,1892,4184,0.623754295602440889112472177658,19,0.001
3,3_0,COMPLETED,SOBOL,0.750000000000000000000000000000,7.000000000000000000000000000000,0.989999999999999991118215802999,3962,1229,0.316627686100080629749697891384,45,0.25
4,4_0,COMPLETED,SOBOL,0.729999999999999982236431605997,4.000000000000000000000000000000,0.569999999999999951150186916493,4622,4937,0.846008187163621139248448344006,25,0.025
5,5_0,COMPLETED,SOBOL,0.739999999999999991118215802999,145.000000000000000000000000000000,0.800000000000000044408920985006,1378,391,0.092759843138977879362094824955,39,0.005
6,6_0,COMPLETED,SOBOL,0.729999999999999982236431605997,3.000000000000000000000000000000,0.160000000000000003330669073875,851,3492,0.461222070133313510886807762290,34,0.25
7,7_0,COMPLETED,SOBOL,0.729999999999999982236431605997,5.000000000000000000000000000000,0.920000000000000039968028886506,2532,1759,0.723269192691892381930074407137,4,0.01
8,8_0,COMPLETED,SOBOL,0.729999999999999982236431605997,3.000000000000000000000000000000,0.550000000000000044408920985006,2984,3992,0.283688486879691503794731488597,2,0.05
9,9_0,COMPLETED,SOBOL,0.750000000000000000000000000000,17.000000000000000000000000000000,0.959999999999999964472863211995,993,715,0.530389378335326955316020303144,35,0.005
10,10_0,COMPLETED,SOBOL,0.739999999999999991118215802999,5.000000000000000000000000000000,0.579999999999999960031971113494,1872,2547,0.898851731736213022116999127320,43,0.1
11,11_0,COMPLETED,SOBOL,0.739999999999999991118215802999,5.000000000000000000000000000000,0.900000000000000022204460492503,4801,2082,0.160949618814513084608108783868,20,0.01
12,12_0,COMPLETED,SOBOL,0.729999999999999982236431605997,4.000000000000000000000000000000,0.660000000000000031086244689504,4133,3295,0.629386391505599052109687363554,50,0.025
13,13_0,COMPLETED,SOBOL,0.729999999999999982236431605997,4.000000000000000000000000000000,0.930000000000000048849813083507,2374,1260,0.431663431929424412647477993232,14,0.25
14,14_0,COMPLETED,SOBOL,0.729999999999999982236431605997,127.000000000000000000000000000000,0.000000000000000000000000000000,401,4506,0.063322912136092784907148711682,9,0.001
15,15_0,COMPLETED,SOBOL,0.739999999999999991118215802999,18.000000000000000000000000000000,1.000000000000000000000000000000,3723,283,0.752247093178331827090232764021,30,0.025
16,16_0,COMPLETED,SOBOL,0.729999999999999982236431605997,226.000000000000000000000000000000,0.209999999999999992228438827624,3463,4624,0.101916038414463394623510339443,32,0.01
17,17_0,COMPLETED,SOBOL,0.739999999999999991118215802999,19.000000000000000000000000000000,1.000000000000000000000000000000,535,87,0.837855592977255536624170417781,8,0.1
18,18_0,COMPLETED,SOBOL,0.719999999999999973354647408996,3.000000000000000000000000000000,0.569999999999999951150186916493,2312,3178,0.715114732149988441278765094467,16,0.025
19,19_0,COMPLETED,SOBOL,0.750000000000000000000000000000,7.000000000000000000000000000000,0.989999999999999991118215802999,4303,1454,0.470380206121131794194667463671,49,0.1
20,20_0,COMPLETED,SOBOL,0.729999999999999982236431605997,5.000000000000000000000000000000,0.959999999999999964472863211995,4885,2663,0.937872811108827586501490713999,21,0.25
21,21_0,COMPLETED,SOBOL,0.739999999999999991118215802999,5.000000000000000000000000000000,0.680000000000000048849813083507,1564,1888,0.246982294382527473031174736207,41,0.05
22,22_0,COMPLETED,SOBOL,0.729999999999999982236431605997,14.000000000000000000000000000000,0.220000000000000001110223024625,1193,3875,0.369844988817349062948380833404,37,0.1
23,23_0,COMPLETED,SOBOL,0.739999999999999991118215802999,5.000000000000000000000000000000,0.959999999999999964472863211995,2952,911,0.569530477009713598235407516768,1,0.005
24,24_0,COMPLETED,SOBOL,0.729999999999999982236431605997,3.000000000000000000000000000000,0.520000000000000017763568394003,2779,3609,0.375554207587614652386065472456,5,0.25
25,25_0,COMPLETED,SOBOL,0.729999999999999982236431605997,5.000000000000000000000000000000,0.400000000000000022204460492503,710,1563,0.684612889163196070008154947573,32,0.025
26,26_0,COMPLETED,SOBOL,0.729999999999999982236431605997,3.000000000000000000000000000000,0.179999999999999993338661852249,1433,4820,0.807475457191467294038034197001,40,0.25
27,27_0,COMPLETED,SOBOL,0.739999999999999991118215802999,120.000000000000000000000000000000,0.780000000000000026645352591004,4439,587,0.007211747081950306906272807339,23,0.001
28,28_0,COMPLETED,SOBOL,0.729999999999999982236431605997,3.000000000000000000000000000000,0.479999999999999982236431605997,3850,4301,0.537536386106163277531777566765,47,0.05
29,29_0,COMPLETED,SOBOL,0.729999999999999982236431605997,21.000000000000000000000000000000,0.939999999999999946709294817992,2169,1034,0.277425172431394473360199981471,17,0.001
30,30_0,COMPLETED,SOBOL,0.729999999999999982236431605997,3.000000000000000000000000000000,0.010000000000000000208166817117,40,2855,0.154684423139318821815990645518,13,0.01
31,31_0,COMPLETED,SOBOL,0.739999999999999991118215802999,4.000000000000000000000000000000,0.800000000000000044408920985006,3283,2401,0.906000665348023148659706293984,27,0.25
32,32_0,COMPLETED,SOBOL,0.729999999999999982236431605997,408.000000000000000000000000000000,0.209999999999999992228438827624,3391,4075,0.220236349709331979962456671274,39,0.001
33,33_0,COMPLETED,SOBOL,0.729999999999999982236431605997,4.000000000000000000000000000000,0.119999999999999995559107901499,148,1102,0.965685902187600753165952482959,25,0.1
34,34_0,COMPLETED,SOBOL,0.729999999999999982236431605997,4.000000000000000000000000000000,0.520000000000000017763568394003,2081,3098,0.589424889223650105840590640582,5,0.025
