trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,n_clusters,threshold
0,0_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2004,4648,10,0.998803162693977397701416975906
1,1_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.859999999999999986677323704498,2707,575,3,0.185221759412437680936136530363
2,2_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4252,3547,7,0.628385953368619132319849995838
3,3_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1050,1350,2,0.439034213684499241558967241872
4,4_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,244,2958,5,0.312983039492741255127583599460
5,5_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4383,2029,9,0.502761150330305106592732045101
6,6_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3502,4045,3,0.059884406728670000474856749406
7,7_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1863,1243,6,0.872917602460831387745088250085
8,8_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1438,3214,2,0.581539932094514377958205386676
9,9_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3234,1641,7,0.267445968272164491530418217735
10,10_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4818,4941,5,0.796149108681827755162885296158
11,11_0,COMPLETED,SOBOL,0.560000000000000053290705182008,1.000000000000000000000000000000,0.979999999999999982236431605997,522,244,8,0.107310222318395973029048207081
12,12_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,694,4338,8,0.231472856622189276931678136862
13,13_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.910000000000000031086244689504,4051,909,1,0.919763538224622645422812183824
14,14_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3053,2626,10,0.390894773632287972908727624599
15,15_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2195,2324,4,0.705415149504318828022064735705
16,16_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2461,2721,6,0.011276911104097963461923015416
17,17_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2850,2418,2,0.819924212217330916629975945398
18,18_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3805,4125,9,0.366463968647643911769051783267
19,19_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.460000000000000019984014443253,916,698,5,0.550881582926958768275937927683
20,20_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,451,4723,1,0.676751700183376714292649012350
21,21_0,COMPLETED,SOBOL,0.570000000000000062172489379009,14.000000000000000000000000000000,1.000000000000000000000000000000,4904,25,8,0.491785855118185288858967396664
22,22_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3285,3315,4,0.945564005585387334917868429329
23,23_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1332,1744,9,0.137343075625598443068042797677
24,24_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1621,3793,3,0.413188057791441687438549479339
25,25_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,1.000000000000000000000000000000,3729,990,10,0.722348227096721529072453904519
26,26_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4644,3015,1,0.214052708566188826244669485277
