trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
0,0_0,COMPLETED,SOBOL,0.900000000000000022204460492503,258.000000000000000000000000000000,1.000000000000000000000000000000,3720,4,0.173370143353939049069012412474,0.541700539469718966856248698605,993,EDFSMode.RANDOM
1,1_0,FAILED,SOBOL,,,,1746,80,0.897121965911239382940323139337,0.436691284073516705621642586266,298,EDFSMode.RANDOM
2,2_0,COMPLETED,SOBOL,0.820000000000000062172489379009,524.000000000000000000000000000000,0.209999999999999992228438827624,224,38,0.313169240059331055459068693381,0.963497351223602915837318505510,533,EDFSMode.RANDOM
3,3_0,FAILED,SOBOL,,,,4617,58,0.601263492843136182486318830342,0.077328898269683130073381960301,770,EDFSMode.RANDOM
4,4_0,FAILED,SOBOL,,,,4327,39,0.775166936499998016074641782325,0.174655679382383827169533674351,562,EDFSMode.RANDOM
5,5_0,COMPLETED,SOBOL,0.920000000000000039968028886506,1292.000000000000000000000000000000,1.000000000000000000000000000000,1146,68,0.061419891262426973277399611106,0.788415101421996999953023532726,349,EDFSMode.RANDOM
6,6_0,COMPLETED,SOBOL,0.839999999999999968913755310496,5514.000000000000000000000000000000,1.000000000000000000000000000000,2042,23,0.728808495033532399709486071515,0.316247986847534801047032715360,119,EDFSMode.RANDOM
7,7_0,COMPLETED,SOBOL,0.890000000000000013322676295502,12123.000000000000000000000000000000,1.000000000000000000000000000000,2806,97,0.450718945212662203125830728823,0.709260049182921625821052202809,776,EDFSMode.RANDOM
8,8_0,COMPLETED,SOBOL,0.930000000000000048849813083507,5918.000000000000000000000000000000,1.000000000000000000000000000000,2983,28,0.626106550484895718611255688302,0.841513530861586311893063339085,213,EDFSMode.RANDOM
9,9_0,COMPLETED,SOBOL,0.830000000000000071054273576010,6261.000000000000000000000000000000,1.000000000000000000000000000000,2493,55,0.413076225172728295209623183837,0.199496387349441639535996273480,908,EDFSMode.RANDOM
10,10_0,FAILED,SOBOL,,,,893,13,0.860564545558765492394570628676,0.670750281518325164320515341387,686,EDFSMode.RANDOM
11,11_0,COMPLETED,SOBOL,0.930000000000000048849813083507,579.000000000000000000000000000000,1.000000000000000000000000000000,3958,83,0.085177498644217849999016323181,0.307945159405469903735053094351,448,EDFSMode.RANDOM
12,12_0,COMPLETED,SOBOL,0.930000000000000048849813083507,460.000000000000000000000000000000,1.000000000000000000000000000000,4908,13,0.293313858656212678166497198617,0.444014481198042654241930904391,433,EDFSMode.RANDOM
13,13_0,COMPLETED,SOBOL,0.869999999999999995559107901499,5791.000000000000000000000000000000,0.419999999999999984456877655248,555,93,0.511963628062978348687295238051,0.581188015328720219976332828082,646,EDFSMode.RANDOM
14,14_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1197.000000000000000000000000000000,0.880000000000000004440892098501,1530,48,0.214915104243904364622608227364,0.055416994756087661899712770719,860,EDFSMode.RANDOM
15,15_0,FAILED,SOBOL,,,,3309,71,0.995921647302806412049847040180,0.907471976250410095055087822402,204,EDFSMode.RANDOM
16,16_0,COMPLETED,SOBOL,0.910000000000000031086244689504,4276.000000000000000000000000000000,1.000000000000000000000000000000,3267,46,0.400053796324878918611034350761,0.351554164525121448647837496537,723,EDFSMode.RANDOM
17,17_0,FAILED,SOBOL,,,,1252,75,0.686000654630362971531098992273,0.736267058702185783758409343136,511,EDFSMode.RANDOM
18,18_0,COMPLETED,SOBOL,0.900000000000000022204460492503,234.000000000000000000000000000000,0.600000000000000088817841970013,356,17,0.104194877116009596007550896957,0.148120978644117717859529648194,295,EDFSMode.RANDOM
19,19_0,FAILED,SOBOL,,,,4787,91,0.825800190040841708416508026858,0.752636600092053464905461623857,952,EDFSMode.RANDOM
20,20_0,COMPLETED,SOBOL,0.910000000000000031086244689504,1809.000000000000000000000000000000,1.000000000000000000000000000000,3843,9,0.550658781157806531680876105384,0.998301947709172909917185734230,831,EDFSMode.RANDOM
21,21_0,COMPLETED,SOBOL,0.930000000000000048849813083507,9045.000000000000000000000000000000,1.000000000000000000000000000000,702,85,0.270300962453708049082479192293,0.104839392514899376607218073332,136,EDFSMode.RANDOM
22,22_0,FAILED,SOBOL,,,,2222,31,0.939958340734243447123219539208,0.513718227198347476836204350548,357,EDFSMode.RANDOM
23,23_0,COMPLETED,SOBOL,0.900000000000000022204460492503,845.000000000000000000000000000000,1.000000000000000000000000000000,2948,51,0.223942015361040830390138012262,0.402358516767621021692491467547,594,EDFSMode.RANDOM
24,24_0,FAILED,SOBOL,,,,2539,20,0.914008100200444428828916443308,0.019576636008918287673585822972,482,EDFSMode.RANDOM
25,25_0,COMPLETED,SOBOL,0.600000000000000088817841970013,238.000000000000000000000000000000,1.000000000000000000000000000000,2009,100,0.140737039454281342987229663777,0.880875418094918094524814478063,696,EDFSMode.RANDOM
26,26_0,COMPLETED,SOBOL,0.880000000000000004440892098501,5220.000000000000000000000000000000,0.540000000000000035527136788005,1035,42,0.586108868045732367413336305617,0.471083363005891431196658913905,923,EDFSMode.RANDOM
27,27_0,COMPLETED,SOBOL,0.920000000000000039968028886506,1254.000000000000000000000000000000,1.000000000000000000000000000000,4138,65,0.375195540154352802364456920259,0.616556065294891597616810940963,267,EDFSMode.RANDOM
