trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,n_clusters,threshold
0,0_0,COMPLETED,SOBOL,0.029999999999999998889776975375,4140.000000000000000000000000000000,0.020000000000000000416333634234,108,4828,6,0.116432498812675477850575589400
1,1_0,FAILED,SOBOL,,,,4173,42,4,0.761431970657780787803403654834
2,2_0,COMPLETED,SOBOL,0.089999999999999996669330926125,2808.000000000000000000000000000000,0.670000000000000039968028886506,2554,3712,8,0.430948467185720773819923579140
3,3_0,COMPLETED,SOBOL,0.270000000000000017763568394003,494.000000000000000000000000000000,1.000000000000000000000000000000,1605,1470,1,0.690448486600071187346827628062
4,4_0,COMPLETED,SOBOL,0.200000000000000011102230246252,6823.000000000000000000000000000000,0.660000000000000031086244689504,1918,2855,4,0.526630499243736283077055304602
5,5_0,COMPLETED,SOBOL,0.220000000000000001110223024625,1443.000000000000000000000000000000,1.000000000000000000000000000000,3493,2014,8,0.345150279486551858632026323903
6,6_0,COMPLETED,SOBOL,0.160000000000000003330669073875,600.000000000000000000000000000000,1.000000000000000000000000000000,4484,4279,3,0.956139432264491939683637156122
7,7_0,COMPLETED,SOBOL,0.289999999999999980015985556747,629.000000000000000000000000000000,0.989999999999999991118215802999,1044,903,9,0.170869139563292277150807763064
8,8_0,COMPLETED,SOBOL,0.119999999999999995559107901499,1500.000000000000000000000000000000,0.260000000000000008881784197001,888,3329,2,0.260258051251992583718930518444
9,9_0,COMPLETED,SOBOL,0.260000000000000008881784197001,4659.000000000000000000000000000000,1.000000000000000000000000000000,4953,1863,10,0.609451682556420570868738195713
10,10_0,COMPLETED,SOBOL,0.130000000000000004440892098501,8358.000000000000000000000000000000,0.729999999999999982236431605997,3336,4440,5,0.193325332023203372289188450850
11,11_0,COMPLETED,SOBOL,0.300000000000000044408920985006,627.000000000000000000000000000000,1.000000000000000000000000000000,2386,439,7,0.935754284726455831666669382685
12,12_0,COMPLETED,SOBOL,0.130000000000000004440892098501,1639.000000000000000000000000000000,0.350000000000000033306690738755,1450,4052,9,0.850009273288771516341455480870
13,13_0,COMPLETED,SOBOL,0.270000000000000017763568394003,593.000000000000000000000000000000,1.000000000000000000000000000000,3025,1140,1,0.029682592477649451939702984760
14,14_0,COMPLETED,SOBOL,0.209999999999999992228438827624,1305.000000000000000000000000000000,1.000000000000000000000000000000,4014,2623,6,0.664185148194432306567591695057
15,15_0,COMPLETED,SOBOL,0.119999999999999995559107901499,1162.000000000000000000000000000000,0.250000000000000000000000000000,575,2256,4,0.455384413013234734535217285156
16,16_0,COMPLETED,SOBOL,0.089999999999999996669330926125,1088.000000000000000000000000000000,0.149999999999999994448884876874,399,2681,10,0.978043717924505506822185907367
17,17_0,COMPLETED,SOBOL,0.209999999999999992228438827624,1445.000000000000000000000000000000,1.000000000000000000000000000000,3839,2423,2,0.141533397933468224616504471669
18,18_0,COMPLETED,SOBOL,0.110000000000000000555111512313,3043.000000000000000000000000000000,0.750000000000000000000000000000,2888,3753,7,0.536219472439959599086023445125
19,19_0,COMPLETED,SOBOL,0.289999999999999980015985556747,674.000000000000000000000000000000,1.000000000000000000000000000000,1314,1039,5,0.343480066947638995600300404476
20,20_0,COMPLETED,SOBOL,0.050000000000000002775557561563,1480.000000000000000000000000000000,0.479999999999999982236431605997,2250,4615,1,0.382426280181854982842537538090
21,21_0,COMPLETED,SOBOL,0.380000000000000004440892098501,917.000000000000000000000000000000,1.000000000000000000000000000000,3199,490,9,0.746645662946626598177601863426
22,22_0,COMPLETED,SOBOL,0.190000000000000002220446049250,2281.000000000000000000000000000000,0.989999999999999991118215802999,4777,3226,4,0.071210643703117970648719392557
23,23_0,COMPLETED,SOBOL,0.190000000000000002220446049250,867.000000000000000000000000000000,0.450000000000000011102230246252,713,1566,6,0.798491535454988521358643538406
24,24_0,COMPLETED,SOBOL,0.119999999999999995559107901499,1134.000000000000000000000000000000,0.280000000000000026645352591004,1181,4151,3,0.646240380423143467858437816176
25,25_0,COMPLETED,SOBOL,0.380000000000000004440892098501,1338.000000000000000000000000000000,1.000000000000000000000000000000,4620,651,7,0.480760517783463015017986208477
26,26_0,COMPLETED,SOBOL,0.179999999999999993338661852249,468.000000000000000000000000000000,1.000000000000000000000000000000,3669,3074,2,0.836583091694861669118665759015
27,27_0,COMPLETED,SOBOL,0.040000000000000000832667268469,3593.000000000000000000000000000000,0.920000000000000039968028886506,2094,2040,8,0.035190132385119796132322278481
28,28_0,COMPLETED,SOBOL,0.170000000000000012212453270877,2193.000000000000000000000000000000,0.500000000000000000000000000000,1780,3467,8,0.245807036915794002718271826780
29,29_0,COMPLETED,SOBOL,0.209999999999999992228438827624,712.000000000000000000000000000000,1.000000000000000000000000000000,2730,1335,5,0.875597471520304648784360779246
30,30_0,COMPLETED,SOBOL,0.140000000000000013322676295502,4231.000000000000000000000000000000,0.849999999999999977795539507497,4309,4851,10,0.301642701681703317984073464686
31,31_0,COMPLETED,SOBOL,0.320000000000000006661338147751,766.000000000000000000000000000000,0.930000000000000048849813083507,244,263,3,0.576229445127770301127156926668
32,32_0,COMPLETED,SOBOL,0.040000000000000000832667268469,1872.000000000000000000000000000000,0.040000000000000000832667268469,164,3629,5,0.787733761750161631809419304773
33,33_0,COMPLETED,SOBOL,0.280000000000000026645352591004,1220.000000000000000000000000000000,1.000000000000000000000000000000,4233,1504,7,0.092081893207505344234320432406
34,34_0,COMPLETED,SOBOL,0.089999999999999996669330926125,844.000000000000000000000000000000,0.589999999999999968913755310496,2811,4705,2,0.726520621052011872365028466447
35,35_0,COMPLETED,SOBOL,0.520000000000000017763568394003,11726.000000000000000000000000000000,1.000000000000000000000000000000,1856,115,10,0.392925150964409108933494962912
