trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
10,10_0,COMPLETED,SOBOL,0.729999999999999982236431605997,59.000000000000000000000000000000,0.000000000000000000000000000000,3010,726,1020,0.868960186081007113223506621580,0.630102874986827377057352350676,5.131008342172950875692549743690,str\(\'ks-test\'\),str\(\'full\'\),200
11,11_0,FAILED,SOBOL,,,,1710,4886,2720,0.031246763862669467426425029544,0.467951656520366687797007898553,2.176406752264127053564379821182,str\(\'t-test\'\),str\(\'bounded\'\),3796
12,12_0,COMPLETED,SOBOL,0.729999999999999982236431605997,419.000000000000000000000000000000,0.000000000000000000000000000000,2052,112,4532,0.236667117413133371028877149911,0.255868449017405519274603875601,3.517246814386919329109559839708,str\(\'ks-test\'\),str\(\'full\'\),1221
13,13_0,FAILED,SOBOL,,,,3215,4271,1709,0.894065376518294208096904185368,0.593447510935366184803285705129,9.331603288397193551872987882234,str\(\'t-test\'\),str\(\'bounded\'\),4806
14,14_0,FAILED,SOBOL,,,,4810,2015,3442,0.499680382896214747567853464716,0.989485313888639250734513552743,6.438435370415449554570841428358,str\(\'ks-test\'\),str\(\'bounded\'\),3630
15,15_0,FAILED,SOBOL,,,,1165,3597,299,0.650296987837180484604004959692,0.168995017457753415879295744162,0.634148988099768828874402970541,str\(\'t-test\'\),str\(\'full\'\),2222
16,16_0,FAILED,SOBOL,,,,1041,2176,4318,0.096697411831468349507900938988,0.726375004423782222318095591618,8.792444368140772681385897158179,str\(\'t-test\'\),str\(\'bounded\'\),1426
17,17_0,FAILED,SOBOL,,,,4861,3445,1924,0.756971910713240547785574108275,0.424125829776749008193093004593,3.357611161097884266979463063763,str\(\'ks-test\'\),str\(\'full\'\),2512
18,18_0,COMPLETED,SOBOL,0.729999999999999982236431605997,97.000000000000000000000000000000,0.000000000000000000000000000000,3330,270,2603,0.356071120429784060412714552513,0.028270710313692690857090283885,1.241667301267385337126825106679,str\(\'t-test\'\),str\(\'full\'\),4050
19,19_0,FAILED,SOBOL,,,,2029,4118,1139,0.509533508604392393337434441491,0.813431238444522031194594546832,6.685960309477523288990141736576,str\(\'ks-test\'\),str\(\'bounded\'\),142
20,20_0,FAILED,SOBOL,,,,1747,886,1740,0.725189171561971268609170238051,0.900591164873912886079665440775,7.756975597700105140575033146888,str\(\'t-test\'\),str\(\'full\'\),4904
21,21_0,FAILED,SOBOL,,,,2910,4734,4502,0.377763267084956166907971919500,0.189483876923099148203988306705,4.471976669829339279260693729157,str\(\'ks-test\'\),str\(\'bounded\'\),1006
22,22_0,FAILED,SOBOL,,,,3874,1559,24,0.976998109893873367681749186886,0.352567193126305911121676217590,2.198711354997008982081752037629,str\(\'t-test\'\),str\(\'bounded\'\),2437
23,23_0,FAILED,SOBOL,,,,231,2829,3717,0.138384316124021994331982909898,0.549560518292710131760259173461,5.493780374562368784552290890133,str\(\'ks-test\'\),str\(\'full\'\),3532
24,24_0,COMPLETED,SOBOL,0.729999999999999982236431605997,117.000000000000000000000000000000,0.000000000000000000000000000000,432,488,571,0.458057296251878132142820732042,0.492061873115599179850931932378,7.342795071882196822343757958151,str\(\'t-test\'\),str\(\'full\'\),4412
25,25_0,FAILED,SOBOL,,,,4289,3906,3169,0.672919206935912339595518005808,0.669311945065856006564786184754,0.591347289669327480510219174903,str\(\'ks-test\'\),str\(\'bounded\'\),815
26,26_0,FAILED,SOBOL,,,,2680,2393,1349,0.214030153362080449719329067193,0.753779350627213684532534898608,2.703210129591636423640466091456,str\(\'t-test\'\),str\(\'bounded\'\),2002
27,27_0,FAILED,SOBOL,,,,1342,3232,4892,0.935704159881919572683273145230,0.092643360432237392698695543913,9.445198706624097439998877234757,str\(\'ks-test\'\),str\(\'full\'\),3401
28,28_0,COMPLETED,SOBOL,0.729999999999999982236431605997,34.000000000000000000000000000000,0.000000000000000000000000000000,2388,1777,2993,0.829206628151237912227600190818,0.130227649044245469278635596311,6.113666411140003198454451194266,str\(\'t-test\'\),str\(\'bounded\'\),1606
29,29_0,FAILED,SOBOL,,,,3587,2617,748,0.051992315994575620530238069250,0.966821939233690530457465683867,1.586946849755011434979223849950,str\(\'ks-test\'\),str\(\'full\'\),3015
30,30_0,COMPLETED,SOBOL,0.729999999999999982236431605997,50.000000000000000000000000000000,0.000000000000000000000000000000,4473,1104,3770,0.593238683596253424390454256354,0.616126217961311395399093271408,3.854529132044874017992697190493,str\(\'t-test\'\),str\(\'full\'\),4173
31,31_0,FAILED,SOBOL,,,,794,4522,2470,0.307212275603786111322079932506,0.294620693258941190872945981027,8.371179197722113940471899695694,str\(\'ks-test\'\),str\(\'bounded\'\),586
32,32_0,FAILED,SOBOL,,,,929,1688,997,0.145537302181124678090995416824,0.917868795121088654198615586211,9.587471689395606233574653742835,str\(\'t-test\'\),str\(\'bounded\'\),2641
33,33_0,FAILED,SOBOL,,,,4416,2684,2744,0.985202805886045140937312680762,0.241373427541926505179858963857,2.562602911422029006160983044538,str\(\'ks-test\'\),str\(\'full\'\),1551
34,34_0,FAILED,SOBOL,,,,3452,1034,2094,0.400768920935690386997407586023,0.343574151528999227611649303071,0.456099483186379106580687903261,str\(\'t-test\'\),str\(\'full\'\),12
35,35_0,FAILED,SOBOL,,,,2445,4609,4146,0.749216063933446974054675138177,0.504980872591957452577560161444,7.471509055979550950610246218275,str\(\'ks-test\'\),str\(\'bounded\'\),3925
36,36_0,COMPLETED,SOBOL,0.729999999999999982236431605997,97.000000000000000000000000000000,0.000000000000000000000000000000,1322,399,3575,0.517006295798346449110738376476,0.717838758921250708056049916195,8.241117184508592430347562185489,str\(\'t-test\'\),str\(\'full\'\),1033
37,37_0,FAILED,SOBOL,,,,2778,3973,166,0.364443319972604540257776761791,0.380977663902565821807399970567,3.987816011441871477671838874812,str\(\'ks-test\'\),str\(\'bounded\'\),4936
38,38_0,FAILED,SOBOL,,,,4309,2323,4673,0.779779589598998401633878074790,0.044116830991581083842856259025,1.724639561889693029073100660753,str\(\'t-test\'\),str\(\'bounded\'\),3505
39,39_0,FAILED,SOBOL,,,,333,3319,1568,0.120434974480420356468535203476,0.864863963225856458016949090961,5.967871239248664139154243457597,str\(\'ks-test\'\),str\(\'full\'\),2405
40,40_0,COMPLETED,SOBOL,0.729999999999999982236431605997,123.000000000000000000000000000000,0.000000000000000000000000000000,251,660,4751,0.284168551074340913764615379478,0.175814635980874295340115054387,6.860274606536143515711501095211,str\(\'t-test\'\),str\(\'full\'\),901
41,41_0,FAILED,SOBOL,,,,3776,4977,1491,0.569265090174973065195729304833,0.976818514999002185383858432033,1.073924969752319213966984534636,str\(\'ks-test\'\),str\(\'bounded\'\),4502
42,42_0,COMPLETED,SOBOL,0.729999999999999982236431605997,418.000000000000000000000000000000,0.000000000000000000000000000000,2890,1314,3341,0.044770802715793249493270167250,0.563230069674551470093604166323,3.176271091763861686985137566808,str\(\'t-test\'\),str\(\'bounded\'\),3315
43,43_0,FAILED,SOBOL,,,,1846,3052,400,0.821085687652230222788318769744,0.276340272411704057642367615699,8.972080529714935082097326812800,str\(\'ks-test\'\),str\(\'full\'\),1911
44,44_0,FAILED,SOBOL,,,,1895,1950,2329,0.912949779946357065085749127320,0.437734215259552028598477591004,5.317017893924378846293166134274,str\(\'t-test\'\),str\(\'bounded\'\),3086
45,45_0,FAILED,SOBOL,,,,3387,3688,3912,0.190254520034417506924029339643,0.650574698381125915425116090773,2.383538152233697360316000413150,str\(\'ks-test\'\),str\(\'full\'\),1672
46,46_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1249.000000000000000000000000000000,0.000000000000000000000000000000,4996,25,920,0.665530175235122478660798606143,0.799823133658617679841995595780,4.641107855559327255434709513793,str\(\'t-test\'\),str\(\'full\'\),515
47,47_0,FAILED,SOBOL,,,,984,4342,2822,0.449616569487377992775378743318,0.104071416024118665322184540400,7.584657688944600906211235269438,str\(\'ks-test\'\),str\(\'bounded\'\),4107
48,48_0,COMPLETED,SOBOL,0.729999999999999982236431605997,181.000000000000000000000000000000,0.000000000000000000000000000000,1187,181,1293,0.800467104393988826416261872509,0.544692438451573224256208050065,1.994468721880577444238724638126,str\(\'ks-test\'\),str\(\'full\'\),4600
49,49_0,FAILED,SOBOL,,,,4710,4185,4947,0.080739453887566925427421438144,0.367181842600926733322097561540,5.310068370715715246888066758402,str\(\'t-test\'\),str\(\'bounded\'\),686
50,50_0,FAILED,SOBOL,,,,3194,2104,509,0.556687056567519933381049668242,0.217750612298026668955941431705,8.042081744314170776988248690031,str\(\'ks-test\'\),str\(\'bounded\'\),2126
51,51_0,FAILED,SOBOL,,,,2151,3530,3232,0.343771516768261786722860051668,0.878172561632469261816424932476,4.735941896646283844063418655423,str\(\'t-test\'\),str\(\'full\'\),3218
52,52_0,FAILED,SOBOL,,,,1574,1470,3872,0.423454887973144677992820561485,0.841697973819449551946547671832,0.803883722255937849254792126885,str\(\'ks-test\'\),str\(\'bounded\'\),1731
53,53_0,FAILED,SOBOL,,,,3068,2896,2369,0.707529229350388089159196169931,0.005852107072249055318147181737,6.266704694946296783086836512666,str\(\'t-test\'\),str\(\'full\'\),2832
54,54_0,COMPLETED,SOBOL,0.729999999999999982236431605997,152.000000000000000000000000000000,0.000000000000000000000000000000,4057,815,3087,0.187239848354831345256243935182,0.419257749935612100689041881196,9.154246795122512381226442812476,str\(\'ks-test\'\),str\(\'full\'\),4360
55,55_0,FAILED,SOBOL,,,,43,4819,654,0.962502079024910917048885039549,0.740989653898403100029668166826,3.701495914126746278327573236311,str\(\'t-test\'\),str\(\'bounded\'\),456
56,56_0,FAILED,SOBOL,,,,624,2473,2540,0.627237090704962585441251121665,0.299491093032062061229936489326,4.137079072464257656349673197838,str\(\'ks-test\'\),str\(\'bounded\'\),1297
57,57_0,FAILED,SOBOL,,,,4111,3156,1201,0.475722962077707034467266566935,0.601510200321674348700184964400,8.633198508871720022739282285329,str\(\'t-test\'\),str\(\'full\'\),2700
58,58_0,COMPLETED,SOBOL,0.729999999999999982236431605997,72.000000000000000000000000000000,0.000000000000000000000000000000,2516,549,4263,0.886858132308348978689593877789,0.938553716722875797096037331357,5.906487332222983610563460388221,str\(\'ks-test\'\),str\(\'full\'\),3867
59,59_0,FAILED,SOBOL,,,,1510,3811,1979,0.228531907845288512204362518787,0.152648691188544044505803753964,1.400908690635114917100167986064,str\(\'t-test\'\),str\(\'bounded\'\),266
60,60_0,FAILED,SOBOL,,,,2261,1184,119,0.008506652995944023396002187098,0.064375137921422714848418422662,3.062685209326446056365966796875,str\(\'ks-test\'\),str\(\'full\'\),4721
61,61_0,FAILED,SOBOL,,,,3719,4445,3624,0.845170283684506973287398068351,0.776200392771512315270854287519,9.786145821878687200978674809448,str\(\'t-test\'\),str\(\'bounded\'\),1131
62,62_0,COMPLETED,SOBOL,0.729999999999999982236431605997,43.000000000000000000000000000000,0.000000000000000000000000000000,4629,1839,1841,0.260068258322775358593048622424,0.674182344838976876921776693052,6.903066769177094386122917057946,str\(\'ks-test\'\),str\(\'bounded\'\),2307
63,63_0,FAILED,SOBOL,,,,652,2522,4401,0.605543984847143335059627133887,0.477445855475962188663174856629,0.169536660917103287893326069025,str\(\'t-test\'\),str\(\'full\'\),3720
64,64_0,FAILED,SOBOL,,,,677,2270,1657,0.482554372658953067976028705743,0.245919654928147796146831183250,3.492334992710500962687092396664,str\(\'t-test\'\),str\(\'full\'\),3982
65,65_0,FAILED,SOBOL,,,,4669,3344,4603,0.635973048333078661009665211168,0.906591175407171268041395251203,9.278379446981475098255032207817,str\(\'ks-test\'\),str\(\'bounded\'\),73
66,66_0,COMPLETED,SOBOL,0.729999999999999982236431605997,199.000000000000000000000000000000,0.000000000000000000000000000000,3704,443,253,0.219781197829172020297150424994,0.508718339715153011759696255467,6.551534471286461602801409753738,str\(\'t-test\'\),str\(\'bounded\'\),1494
67,67_0,FAILED,SOBOL,,,,2193,3939,3508,0.879981512796133791276531610492,0.330973341505974516518762129635,0.755419925320893526077270507812,str\(\'ks-test\'\),str\(\'full\'\),2580
68,68_0,COMPLETED,SOBOL,0.729999999999999982236431605997,46.000000000000000000000000000000,0.000000000000000000000000000000,1538,1059,4079,0.853932113759219624249396929372,0.383100703742355108705197608288,4.957305183060467967948170553427,str\(\'t-test\'\),str\(\'bounded\'\),2348
69,69_0,FAILED,SOBOL,,,,2563,4554,2181,0.015365965964272618876629294959,0.705085926432162501953371247509,7.891090181762353772398910223274,str\(\'ks-test\'\),str\(\'full\'\),3445
70,70_0,FAILED,SOBOL,,,,4094,1653,2674,0.598700376033783010498723342607,0.870050023391842786146810340142,5.008144332120195940660778433084,str\(\'t-test\'\),str\(\'full\'\),4993
71,71_0,FAILED,SOBOL,,,,549,2728,1086,0.251352588945999766423256005510,0.033965887732803824727856323307,2.064899532251060154663946377696,str\(\'ks-test\'\),str\(\'bounded\'\),1093
72,72_0,FAILED,SOBOL,,,,36,69,2909,0.087617086511105293777923463949,0.972517118511721512241763321072,0.139883270352147537352038852987,str\(\'t-test\'\),str\(\'bounded\'\),1934
73,73_0,FAILED,SOBOL,,,,3991,4308,852,0.809216801298782262286124478123,0.186846435850486158880556786244,7.165057305336930859596122900257,str\(\'ks-test\'\),str\(\'full\'\),3332
74,74_0,FAILED,SOBOL,,,,3105,1896,4002,0.335036572251468878214097912860,0.273331617126241321891200186656,9.896364732519723261816579906736,str\(\'t-test\'\),str\(\'full\'\),4480
75,75_0,FAILED,SOBOL,,,,1630,3712,2260,0.549854632874950732812635578739,0.575101093785837291783025193581,2.881260193242691336479310848517,str\(\'ks-test\'\),str\(\'bounded\'\),884
76,76_0,FAILED,SOBOL,,,,2147,1280,331,0.716245915556326551154597837012,0.647718095304444463344850646536,1.408595067764632391416057544120,str\(\'t-test\'\),str\(\'full\'\),4084
77,77_0,FAILED,SOBOL,,,,3135,3097,3431,0.430297479957342132728115302598,0.451219696396961800211045101605,5.661591058318504288138228730531,str\(\'ks-test\'\),str\(\'bounded\'\),498
78,78_0,COMPLETED,SOBOL,0.729999999999999982236431605997,63.000000000000000000000000000000,0.000000000000000000000000000000,4744,685,1423,0.955643782885745141086886178527,0.098643372824415570532252672820,8.549838508923537361283706559334,str\(\'t-test\'\),str\(\'bounded\'\),1694
79,79_0,FAILED,SOBOL,,,,1236,4923,4838,0.178477001450955879979787255252,0.810215130491182211613931940519,4.306301723550074456170477787964,str\(\'ks-test\'\),str\(\'full\'\),3102
80,80_0,COMPLETED,SOBOL,0.729999999999999982236431605997,52.000000000000000000000000000000,0.000000000000000000000000000000,970,849,741,0.576139155531302127322135220311,0.369733185011893505933500136962,6.215361266518943494929771986790,str\(\'ks-test\'\),str\(\'bounded\'\),3274
81,81_0,FAILED,SOBOL,,,,4927,4775,3020,0.292914676994085299011061351848,0.531389477219432637689067178144,1.719546938125975366062903049169,str\(\'t-test\'\),str\(\'full\'\),2188
82,82_0,FAILED,SOBOL,,,,3411,1446,2458,0.812354314120486420414124495437,0.883904943473637128015241160028,3.820881968458183397530092406669,str\(\'ks-test\'\),str\(\'full\'\),630
83,83_0,FAILED,SOBOL,,,,1935,2949,3802,0.037941946290433410660103419332,0.207175173535943030200812131625,8.326765792558900258768517232966,str\(\'t-test\'\),str\(\'bounded\'\),4538
84,84_0,FAILED,SOBOL,,,,1827,2060,3162,0.198974773507565261265739309238,0.009848205715417862604610377275,7.211807127921843196816098497948,str\(\'ks-test\'\),str\(\'full\'\),401
85,85_0,COMPLETED,SOBOL,0.729999999999999982236431605997,30.000000000000000000000000000000,0.000000000000000000000000000000,2815,3564,598,0.919795942915603514933309270418,0.830848656676709595991781043267,0.488041481853462799644916003672,str\(\'t-test\'\),str\(\'bounded\'\),4299
86,86_0,COMPLETED,SOBOL,0.729999999999999982236431605997,236.000000000000000000000000000000,0.000000000000000000000000000000,3803,235,4880,0.442754702363163221701114480311,0.744302625518292182427160241787,2.746621680871583759397935864399,str\(\'ks-test\'\),str\(\'bounded\'\),2888
87,87_0,FAILED,SOBOL,,,,297,4160,1380,0.656763761064037665526882392442,0.407203261587768816642807223616,9.479846532120369317908625816926,str\(\'t-test\'\),str\(\'full\'\),1792
88,88_0,FAILED,SOBOL,,,,371,1814,4490,0.992030645482242068311506955069,0.599203725988045388106684185914,7.733360643394291855656774714589,str\(\'ks-test\'\),str\(\'full\'\),288
89,89_0,FAILED,SOBOL,,,,4364,2576,1772,0.154269692542031405801949972556,0.312548271598294402640050293485,4.417455961043015300049319193931,str\(\'t-test\'\),str\(\'bounded\'\),3885
90,90_0,FAILED,SOBOL,,,,2770,1218,3710,0.740468921184539774493771346897,0.147645143492147329356001250744,2.310513588497415060629691652139,str\(\'ks-test\'\),str\(\'bounded\'\),2678
91,91_0,FAILED,SOBOL,,,,1257,4402,51,0.393895872408524139185459489454,0.948399391880258901821321160241,5.616348179154099007348577288212,str\(\'t-test\'\),str\(\'full\'\),1279
92,92_0,COMPLETED,SOBOL,0.729999999999999982236431605997,105.000000000000000000000000000000,0.000000000000000000000000000000,2478,603,1912,0.373208721032366130820889793540,0.771470693713054100904003007599,8.845354124490171443540020845830,str\(\'ks-test\'\),str\(\'bounded\'\),3699
93,93_0,FAILED,SOBOL,,,,3502,3787,4349,0.523869176033884276222352127661,0.075957066534087055997837012455,3.382838259814306969275321534951,str\(\'t-test\'\),str\(\'full\'\),2290
94,94_0,FAILED,SOBOL,,,,4413,2429,1132,0.113587798399850725683535301869,0.473890878515318025865354911730,1.120100158585235483599262806820,str\(\'ks-test\'\),str\(\'full\'\),1152
95,95_0,FAILED,SOBOL,,,,869,3191,2630,0.771060349237173814351820055890,0.686477864453569064373539276858,6.573156222093850864496289432282,str\(\'t-test\'\),str\(\'bounded\'\),4739
96,96_0,COMPLETED,SOBOL,0.729999999999999982236431605997,104.000000000000000000000000000000,0.000000000000000000000000000000,848,358,3983,0.679701839460060019959541932622,0.062226971991360187363984124431,5.449665959236212664507092995336,str\(\'ks-test\'\),str\(\'bounded\'\),2039
97,97_0,FAILED,SOBOL,,,,4512,4010,2278,0.466833941917866479531795675939,0.847637071266770347754970771348,2.485299460145645067399300387478,str\(\'t-test\'\),str\(\'full\'\),3129
98,98_0,FAILED,SOBOL,,,,3523,2203,2888,0.926881353517994277524394419743,0.700208388406783344137807034713,4.596647069442086674939673685003,str\(\'ks-test\'\),str\(\'full\'\),4687
99,99_0,FAILED,SOBOL,,,,2378,3433,873,0.207231816682964559150903482987,0.397724811401218181217132041638,7.550943476838060774980476708151,str\(\'t-test\'\),str\(\'bounded\'\),774
100,100_0,FAILED,SOBOL,,,,1393,1569,1562,0.060803875893354418502578795369,0.326095803480595358703197916839,6.756921417766251103387276089052,str\(\'ks-test\'\),str\(\'full\'\),4291
101,101_0,FAILED,SOBOL,,,,2712,2799,4700,0.836022397780790904597836288303,0.523342447374016028760479457560,0.942869977272115744604263909423,str\(\'t-test\'\),str\(\'bounded\'\),388
102,102_0,COMPLETED,SOBOL,0.729999999999999982236431605997,91.000000000000000000000000000000,0.000000000000000000000000000000,4228,992,466,0.300441714905202383878446426024,0.934852259665727602921947436698,3.210966894201003007935923960758,str\(\'ks-test\'\),str\(\'bounded\'\),1800
103,103_0,FAILED,SOBOL,,,,429,4644,3295,0.584441876085475042756911534525,0.223506702803075302243840383198,9.015558533527888940284356067423,str\(\'t-test\'\),str\(\'full\'\),2900
104,104_0,COMPLETED,SOBOL,0.729999999999999982236431605997,33.000000000000000000000000000000,0.000000000000000000000000000000,161,1991,232,0.763769356969744017682444336970,0.781956485135480772186156173120,8.186625381084159158717739046551,str\(\'ks-test\'\),str\(\'full\'\),3779
105,105_0,FAILED,SOBOL,,,,3861,3651,3528,0.105521108618006106971698443431,0.121054837813600893459131668806,3.964210294932127176537051127525,str\(\'t-test\'\),str\(\'bounded\'\),178
106,106_0,COMPLETED,SOBOL,0.729999999999999982236431605997,273.000000000000000000000000000000,0.000000000000000000000000000000,2951,145,1639,0.500755972515791625276904142083,0.456095866257324789039273582603,1.847179057106375754671034883359,str\(\'ks-test\'\),str\(\'bounded\'\),1384
107,107_0,FAILED,SOBOL,,,,1769,4228,4621,0.349289378328248856231397212468,0.633096307577565298174704366829,6.079663638966159133758537791437,str\(\'t-test\'\),str\(\'full\'\),2789
108,108_0,COMPLETED,SOBOL,0.729999999999999982236431605997,82.000000000000000000000000000000,0.000000000000000000000000000000,1956,780,2810,0.386559187890961775124765154033,0.579977263646200280611253674579,9.612670478736982104805974813644,str\(\'ks-test\'\),str\(\'bounded\'\),2238
109,109_0,FAILED,SOBOL,,,,3311,4862,951,0.731960618965327713958402000571,0.258709829399362212232205138207,2.615502833988517572549881151645,str\(\'t-test\'\),str\(\'full\'\),3653
110,110_0,COMPLETED,SOBOL,0.729999999999999982236431605997,149.000000000000000000000000000000,0.000000000000000000000000000000,4906,1356,4217,0.131567659789696339567299787632,0.158587790494784719452781018845,0.343324301164597278646084532738,str\(\'ks-test\'\),str\(\'full\'\),4790
111,111_0,FAILED,SOBOL,,,,1070,3017,2043,0.968187436699867287615006716806,0.994928583500906849046430124872,7.349951151093469192687734903302,str\(\'t-test\'\),str\(\'bounded\'\),1198
112,112_0,COMPLETED,SOBOL,0.729999999999999982236431605997,71.000000000000000000000000000000,0.000000000000000000000000000000,1101,1506,3650,0.274274479867890497164495400284,0.437413564596325132871612595409,3.009490273272618754418772368808,str\(\'t-test\'\),str\(\'full\'\),80
113,113_0,FAILED,SOBOL,,,,4801,2853,111,0.622795803062617725487370989867,0.723838892143219725383573859290,9.761243237998336041982838651165,str\(\'ks-test\'\),str\(\'bounded\'\),3994
114,114_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1178.000000000000000000000000000000,0.000000000000000000000000000000,3270,930,4432,0.022465660506859420897374235437,0.824021899901330456827963644173,7.024309397023172252261247194838,str\(\'t-test\'\),str\(\'bounded\'\),2574
115,115_0,FAILED,SOBOL,,,,2090,4700,1829,0.862174872994422858418772648292,0.022523094624280929482162960653,0.282625928005203641557585569899,str\(\'ks-test\'\),str\(\'full\'\),1482
116,116_0,COMPLETED,SOBOL,0.729999999999999982236431605997,93.000000000000000000000000000000,0.000000000000000000000000000000,1650,295,1228,0.902857726339250765690280786657,0.200348416760563863281419116902,4.160980994435028001987575407838,str\(\'t-test\'\),str\(\'bounded\'\),3594
117,117_0,FAILED,SOBOL,,,,3007,4064,2533,0.243434997549280524031800609919,0.896579832382500163667771175824,8.687395298808812782453969703056,str\(\'ks-test\'\),str\(\'full\'\),2492
118,118_0,FAILED,SOBOL,,,,3971,2141,2011,0.643483898770064066674478908681,0.561599780227988953917872549937,5.795009017571807419244578341022,str\(\'t-test\'\),str\(\'full\'\),945
119,119_0,FAILED,SOBOL,,,,134,3489,4251,0.490873280687257662613376396621,0.349269451636821048889913754465,1.278053918378427633584237810283,str\(\'ks-test\'\),str\(\'bounded\'\),4849
120,120_0,FAILED,SOBOL,,,,529,1147,2401,0.171202181786298757160125205701,0.656270000347867643597510323161,0.935234920197166585964509977202,str\(\'t-test\'\),str\(\'bounded\'\),3383
121,121_0,FAILED,SOBOL,,,,4192,4488,3860,0.947560920501127834647547842906,0.494353124754503381321768529233,6.369762870228850459852765197866,str\(\'ks-test\'\),str\(\'full\'\),1980
122,122_0,FAILED,SOBOL,,,,2583,1723,680,0.407170007370412367908585338228,0.082782455144450067807682103194,9.111082876375876438146406144369,str\(\'t-test\'\),str\(\'full\'\),833
123,123_0,FAILED,SOBOL,,,,1439,2641,3079,0.692340841921046390439187234733,0.758798124736174917082109914190,3.666484834649600177414185964153,str\(\'ks-test\'\),str\(\'bounded\'\),4433
124,124_0,FAILED,SOBOL,,,,2327,2359,4979,0.542503679288551254877859264525,0.955224780490621871997802827536,1.892412400481291001597128342837,str\(\'t-test\'\),str\(\'full\'\),603
125,125_0,FAILED,SOBOL,,,,3647,3277,1281,0.326542539101093987063961776585,0.134972574515268201045259388593,5.177716510864907029088044509990,str\(\'ks-test\'\),str\(\'bounded\'\),4194
126,126_0,COMPLETED,SOBOL,0.729999999999999982236431605997,86.000000000000000000000000000000,0.000000000000000000000000000000,4534,513,3259,0.786530941149219842145612346940,0.282340407492592926352870108531,8.075480679380707016434826073237,str\(\'t-test\'\),str\(\'bounded\'\),2998
127,127_0,FAILED,SOBOL,,,,733,3852,502,0.063757705125957728209407093800,0.619665972227230632540795340901,4.780716767829843227843866770854,str\(\'ks-test\'\),str\(\'full\'\),1585
128,128_0,FAILED,SOBOL,,,,706,1301,4857,0.873811692722141764022580900928,0.333079136146232468451700015066,7.430594950316474545104483695468,str\(\'t-test\'\),str\(\'full\'\),974
129,129_0,FAILED,SOBOL,,,,4566,3079,1403,0.026426397847011687258778067644,0.514470346173271586565078905551,0.423664296094328207686885434669,str\(\'ks-test\'\),str\(\'bounded\'\),4878
130,130_0,COMPLETED,SOBOL,0.729999999999999982236431605997,77.000000000000000000000000000000,0.000000000000000000000000000000,3655,627,3137,0.611038183286786051873207270546,0.912282279932871476013644951308,2.535164180029183533804371108999,str\(\'t-test\'\),str\(\'bounded\'\),3564
131,131_0,FAILED,SOBOL,,,,2315,4982,623,0.270434542575851089019067785557,0.247964532764628542427232105183,9.532025338543579806582783930935,str\(\'ks-test\'\),str\(\'full\'\),2463
