trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,feature_id,batch_size,divergence,statistic,significance,subsets,detect_batch
0,0_0,COMPLETED,SOBOL,0.670000000000000039968028886506,10.000000000000000000000000000000,0.350000000000000033306690738755,1090,1,3808,str\(\'KL\'\),str\(\'stdev\'\),0.551453652501106228456251301395,1,2
1,1_0,COMPLETED,SOBOL,0.680000000000000048849813083507,12.000000000000000000000000000000,0.270000000000000017763568394003,3614,6,2146,str\(\'H\'\),str\(\'tstat\'\),0.479716892290860397185525698660,77,3
2,2_0,COMPLETED,SOBOL,0.690000000000000057731597280508,12.000000000000000000000000000000,0.089999999999999996669330926125,4197,3,3507,str\(\'KL\'\),str\(\'tstat\'\),0.099480779042467479267308760882,66,1
3,3_0,COMPLETED,SOBOL,0.680000000000000048849813083507,15.000000000000000000000000000000,0.239999999999999991118215802999,1722,4,561,str\(\'H\'\),str\(\'stdev\'\),0.931693260518833943351069137861,40,2
4,4_0,COMPLETED,SOBOL,0.680000000000000048849813083507,23.000000000000000000000000000000,0.100000000000000005551115123126,2415,2,1597,str\(\'H\'\),str\(\'tstat\'\),0.148696494655683630892184510230,99,2
5,5_0,COMPLETED,SOBOL,0.680000000000000048849813083507,10.000000000000000000000000000000,0.000000000000000000000000000000,4793,5,4980,str\(\'KL\'\),str\(\'stdev\'\),0.820098801041021951974130388408,25,3
6,6_0,COMPLETED,SOBOL,0.680000000000000048849813083507,12.000000000000000000000000000000,0.200000000000000011102230246252,3022,0,638,str\(\'H\'\),str\(\'stdev\'\),0.693261956229805909046604028845,36,1
7,7_0,COMPLETED,SOBOL,0.680000000000000048849813083507,13.000000000000000000000000000000,0.350000000000000033306690738755,400,7,2805,str\(\'KL\'\),str\(\'tstat\'\),0.275537319414317583010642920271,60,3
8,8_0,COMPLETED,SOBOL,0.690000000000000057731597280508,14.000000000000000000000000000000,0.330000000000000015543122344752,2,3,1075,str\(\'KL\'\),str\(\'tstat\'\),0.240424871858209376895842979138,50,1
9,9_0,COMPLETED,SOBOL,0.680000000000000048849813083507,10.000000000000000000000000000000,0.179999999999999993338661852249,2791,4,2973,str\(\'H\'\),str\(\'stdev\'\),0.790749199304729644133260535455,74,3
10,10_0,COMPLETED,SOBOL,0.670000000000000039968028886506,20.000000000000000000000000000000,0.220000000000000001110223024625,4395,1,1376,str\(\'KL\'\),str\(\'stdev\'\),0.660236513352021603395769488998,85,2
11,11_0,COMPLETED,SOBOL,0.680000000000000048849813083507,12.000000000000000000000000000000,0.280000000000000026645352591004,2184,6,4558,str\(\'H\'\),str\(\'tstat\'\),0.370933927340433011732301338270,11,3
12,12_0,COMPLETED,SOBOL,0.680000000000000048849813083507,11.000000000000000000000000000000,0.200000000000000011102230246252,1495,0,3207,str\(\'H\'\),str\(\'stdev\'\),0.584705575020983858713918834837,51,1
13,13_0,COMPLETED,SOBOL,0.680000000000000048849813083507,11.000000000000000000000000000000,0.130000000000000004440892098501,3804,7,218,str\(\'KL\'\),str\(\'tstat\'\),0.384093735942617031664525484302,26,3
14,14_0,COMPLETED,SOBOL,0.680000000000000048849813083507,13.000000000000000000000000000000,0.260000000000000008881784197001,3387,2,4166,str\(\'H\'\),str\(\'tstat\'\),0.007978890776634215906137903573,15,2
15,15_0,COMPLETED,SOBOL,0.680000000000000048849813083507,19.000000000000000000000000000000,0.149999999999999994448884876874,696,5,2392,str\(\'KL\'\),str\(\'stdev\'\),0.960816310115158556115488863725,91,2
16,16_0,COMPLETED,SOBOL,0.680000000000000048849813083507,13.000000000000000000000000000000,0.179999999999999993338661852249,876,2,2937,str\(\'H\'\),str\(\'tstat\'\),0.770220498539507358870537245821,20,3
17,17_0,COMPLETED,SOBOL,0.680000000000000048849813083507,36.000000000000000000000000000000,0.220000000000000001110223024625,3166,5,1122,str\(\'KL\'\),str\(\'stdev\'\),0.198578598648309706531378537875,96,2
18,18_0,COMPLETED,SOBOL,0.680000000000000048849813083507,13.000000000000000000000000000000,0.280000000000000026645352591004,4020,0,4516,str\(\'H\'\),str\(\'stdev\'\),0.317268496671691546673343964358,59,2
19,19_0,COMPLETED,SOBOL,0.680000000000000048849813083507,13.000000000000000000000000000000,0.260000000000000008881784197001,1310,7,1407,str\(\'KL\'\),str\(\'tstat\'\),0.651526977481320490603877715330,34,3
20,20_0,COMPLETED,SOBOL,0.680000000000000048849813083507,9.000000000000000000000000000000,0.190000000000000002220446049250,1889,1,107,str\(\'KL\'\),str\(\'stdev\'\),0.427889372898265729627809150770,80,3
21,21_0,COMPLETED,SOBOL,0.680000000000000048849813083507,11.000000000000000000000000000000,0.209999999999999992228438827624,4658,6,3326,str\(\'H\'\),str\(\'tstat\'\),0.603284964090213149390251601289,7,1
22,22_0,COMPLETED,SOBOL,0.690000000000000057731597280508,9.000000000000000000000000000000,0.280000000000000026645352591004,2533,3,2268,str\(\'KL\'\),str\(\'tstat\'\),0.975373654667288092490196049766,42,3
23,23_0,COMPLETED,SOBOL,0.680000000000000048849813083507,11.000000000000000000000000000000,0.000000000000000000000000000000,302,4,4281,str\(\'H\'\),str\(\'stdev\'\),0.055796579685062172582199480075,67,2
24,24_0,COMPLETED,SOBOL,0.680000000000000048849813083507,12.000000000000000000000000000000,0.359999999999999986677323704498,529,0,1948,str\(\'H\'\),str\(\'stdev\'\),0.457240831695497063069666410229,32,3
25,25_0,COMPLETED,SOBOL,0.680000000000000048849813083507,13.000000000000000000000000000000,0.250000000000000000000000000000,2926,7,3995,str\(\'KL\'\),str\(\'tstat\'\),0.511554666623473153208578878548,55,2
26,26_0,COMPLETED,SOBOL,0.680000000000000048849813083507,11.000000000000000000000000000000,0.160000000000000003330669073875,4885,2,369,str\(\'H\'\),str\(\'tstat\'\),0.879978937262669180796592627303,92,3
27,27_0,COMPLETED,SOBOL,0.680000000000000048849813083507,14.000000000000000000000000000000,0.340000000000000024424906541753,2282,5,3710,str\(\'KL\'\),str\(\'stdev\'\),0.088820076273754239304381030706,17,1
28,28_0,COMPLETED,SOBOL,0.690000000000000057731597280508,14.000000000000000000000000000000,0.460000000000000019984014443253,1708,3,4700,str\(\'KL\'\),str\(\'tstat\'\),0.865845515666529563780784428673,71,1
29,29_0,COMPLETED,SOBOL,0.680000000000000048849813083507,13.000000000000000000000000000000,0.220000000000000001110223024625,4252,4,1869,str\(\'H\'\),str\(\'stdev\'\),0.165324746569618596936379617546,44,2
30,30_0,COMPLETED,SOBOL,0.670000000000000039968028886506,9.000000000000000000000000000000,0.309999999999999997779553950750,3564,1,2539,str\(\'KL\'\),str\(\'stdev\'\),0.288147333879023803682173365814,9,2
31,31_0,COMPLETED,SOBOL,0.680000000000000048849813083507,20.000000000000000000000000000000,0.110000000000000000555111512313,1108,6,914,str\(\'H\'\),str\(\'tstat\'\),0.743026915740221727268988161086,84,1
32,32_0,COMPLETED,SOBOL,0.690000000000000057731597280508,9.000000000000000000000000000000,0.160000000000000003330669073875,1223,3,1267,str\(\'H\'\),str\(\'tstat\'\),0.216984332071617241899375017056,4,3
33,33_0,COMPLETED,SOBOL,0.680000000000000048849813083507,18.000000000000000000000000000000,0.460000000000000019984014443253,3445,4,4686,str\(\'KL\'\),str\(\'stdev\'\),0.751841390425339373138058363111,80,1
34,34_0,COMPLETED,SOBOL,0.680000000000000048849813083507,9.000000000000000000000000000000,0.179999999999999993338661852249,4366,1,972,str\(\'H\'\),str\(\'stdev\'\),0.636798841878771781921386718750,69,3
35,35_0,COMPLETED,SOBOL,0.680000000000000048849813083507,12.000000000000000000000000000000,0.190000000000000002220446049250,1588,6,3097,str\(\'KL\'\),str\(\'tstat\'\),0.332030860565602770062554327524,43,2
36,36_0,COMPLETED,SOBOL,0.680000000000000048849813083507,12.000000000000000000000000000000,0.260000000000000008881784197001,2246,0,4141,str\(\'KL\'\),str\(\'stdev\'\),0.623639914404600870234673948289,96,3
37,37_0,COMPLETED,SOBOL,0.680000000000000048849813083507,14.000000000000000000000000000000,0.149999999999999994448884876874,4927,7,2438,str\(\'H\'\),str\(\'tstat\'\),0.407561044175177800141796069511,22,2
38,38_0,COMPLETED,SOBOL,0.680000000000000048849813083507,14.000000000000000000000000000000,0.200000000000000011102230246252,2889,2,3176,str\(\'KL\'\),str\(\'tstat\'\),0.046916102191433307899703919475,33,2
39,39_0,COMPLETED,SOBOL,0.680000000000000048849813083507,28.000000000000000000000000000000,0.209999999999999992228438827624,569,5,267,str\(\'H\'\),str\(\'stdev\'\),0.984288364170119112195322941261,57,2
40,40_0,COMPLETED,SOBOL,0.660000000000000031086244689504,10.000000000000000000000000000000,0.220000000000000001110223024625,181,1,3540,str\(\'H\'\),str\(\'stdev\'\),0.528258670451119516364713035728,47,1
41,41_0,COMPLETED,SOBOL,0.680000000000000048849813083507,28.000000000000000000000000000000,0.250000000000000000000000000000,2647,6,509,str\(\'KL\'\),str\(\'tstat\'\),0.440571126798167844729192665909,71,2
42,42_0,COMPLETED,SOBOL,0.690000000000000057731597280508,9.000000000000000000000000000000,0.239999999999999991118215802999,4539,3,3835,str\(\'H\'\),str\(\'tstat\'\),0.076281034439802164470734169299,82,3
43,43_0,COMPLETED,SOBOL,0.680000000000000048849813083507,16.000000000000000000000000000000,0.390000000000000013322676295502,2005,4,2098,str\(\'KL\'\),str\(\'stdev\'\),0.892544652737677135512228687730,8,1
44,44_0,COMPLETED,SOBOL,0.680000000000000048849813083507,15.000000000000000000000000000000,0.179999999999999993338661852249,1351,2,744,str\(\'KL\'\),str\(\'tstat\'\),0.187876404788345108265446015139,55,1
45,45_0,COMPLETED,SOBOL,0.680000000000000048849813083507,13.000000000000000000000000000000,0.330000000000000015543122344752,3983,5,2679,str\(\'H\'\),str\(\'stdev\'\),0.843328152660280494501421344467,29,2
46,46_0,COMPLETED,SOBOL,0.680000000000000048849813083507,12.000000000000000000000000000000,0.209999999999999992228438827624,3208,0,1709,str\(\'KL\'\),str\(\'stdev\'\),0.732437094515189568433299882599,18,3
