trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
0,0_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.680000000000000048849813083507,4434,4,0.620966071963310217718401418097,0.670433327317237814924055783194,675,EDFSMode.RANDOM
1,1_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.140000000000000013322676295502,96,66,0.076209395386278633299781404276,0.263413695978000739206237312828,275,EDFSMode.RANDOM
2,2_0,COMPLETED,SOBOL,0.560000000000000053290705182008,3.000000000000000000000000000000,0.739999999999999991118215802999,1653,35,0.879831285117194106248916796176,0.963749532291665711447592457262,368,EDFSMode.RANDOM
3,3_0,COMPLETED,SOBOL,0.550000000000000044408920985006,25.000000000000000000000000000000,0.890000000000000013322676295502,3488,97,0.426474711649119875289670744678,0.118240039985626932406148625887,880,EDFSMode.RANDOM
4,4_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.969999999999999973354647408996,2851,48,0.143816153379157180003389271405,0.207316635478287936145136427513,971,EDFSMode.RANDOM
5,5_0,COMPLETED,SOBOL,0.550000000000000044408920985006,5.000000000000000000000000000000,0.920000000000000039968028886506,2343,84,0.659578211273998071817459276645,0.858833645792677957686578338325,459,EDFSMode.RANDOM
6,6_0,COMPLETED,SOBOL,0.560000000000000053290705182008,2.000000000000000000000000000000,0.930000000000000048849813083507,774,17,0.354956278787925849638185127333,0.412994593495503048430350645503,185,EDFSMode.RANDOM
7,7_0,COMPLETED,SOBOL,0.550000000000000044408920985006,3.000000000000000000000000000000,0.579999999999999960031971113494,3780,53,0.837307509046047893086495150783,0.505016966309398407375397255237,585,EDFSMode.RANDOM
8,8_0,COMPLETED,SOBOL,0.560000000000000053290705182008,2.000000000000000000000000000000,0.890000000000000013322676295502,4311,31,0.276635565549135209462150442050,0.795633761258795813020583409525,222,EDFSMode.RANDOM
9,9_0,COMPLETED,SOBOL,0.550000000000000044408920985006,219.000000000000000000000000000000,0.570000000000000062172489379009,1146,88,0.792276721155270924334956816892,0.138216152656823410005415553314,731,EDFSMode.RANDOM
10,10_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.849999999999999977795539507497,2088,12,0.222682134285569183207442733874,0.588075468625873343242460578040,821,EDFSMode.RANDOM
11,11_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.849999999999999977795539507497,2750,70,0.704912462254986160736791589443,0.493913166755810373320656481155,425,EDFSMode.RANDOM
12,12_0,COMPLETED,SOBOL,0.550000000000000044408920985006,2.000000000000000000000000000000,0.520000000000000017763568394003,3433,25,0.987573046747595051364498885960,0.330644432591274406441073097085,518,EDFSMode.RANDOM
13,13_0,COMPLETED,SOBOL,0.550000000000000044408920985006,48.000000000000000000000000000000,0.719999999999999973354647408996,1439,57,0.442937234351411468491477307907,0.735508689109235946901321767655,913,EDFSMode.RANDOM
14,14_0,COMPLETED,SOBOL,0.550000000000000044408920985006,6.000000000000000000000000000000,0.250000000000000000000000000000,505,44,0.513531863976269931093554532708,0.039193116467446088846404705919,638,EDFSMode.RANDOM
15,15_0,COMPLETED,SOBOL,0.579999999999999960031971113494,3.000000000000000000000000000000,0.910000000000000031086244689504,4997,76,0.060296137029305099663822886669,0.878817476699128796724380663363,130,EDFSMode.RANDOM
16,16_0,COMPLETED,SOBOL,0.550000000000000044408920985006,37.000000000000000000000000000000,0.880000000000000004440892098501,4693,39,0.770564697070047266436176869320,0.390147340994328239993649276585,850,EDFSMode.RANDOM
17,17_0,COMPLETED,SOBOL,0.550000000000000044408920985006,2.000000000000000000000000000000,0.429999999999999993338661852249,433,81,0.286226205267012145938565481629,0.543699524292722391471954779263,341,EDFSMode.RANDOM
18,18_0,COMPLETED,SOBOL,0.560000000000000053290705182008,2.000000000000000000000000000000,0.920000000000000039968028886506,1374,20,0.730225147185847189845731008973,0.244904654012992967215822659455,306,EDFSMode.RANDOM
19,19_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,0.700000000000000066613381477509,3132,62,0.216435178332030769832172723000,0.837084739807993138960284795758,701,EDFSMode.RANDOM
