trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,const,max_depth,threshold
0,0_0,COMPLETED,SOBOL,0.419999999999999984456877655248,187.000000000000000000000000000000,0.239999999999999991118215802999,964,1930,5.514288337707520248898163117701,5,0.361535186707973466013754659798
1,1_0,FAILED,SOBOL,,,,4752,3402,4.468425882653333403027318126988,16,0.617653501870110588356510561425
2,2_0,COMPLETED,SOBOL,0.609999999999999986677323704498,1514.000000000000000000000000000000,0.989999999999999991118215802999,3607,476,8.267670372575521398061937361490,6,0.824353928083553899597291092505
3,3_0,FAILED,SOBOL,,,,2398,4155,1.754207921894267219187213413534,15,0.068825450619682676522970155020
4,4_0,COMPLETED,SOBOL,0.540000000000000035527136788005,255.000000000000000000000000000000,0.609999999999999986677323704498,1525,1250,3.024153421384282669492904460640,13,0.234315178547054525637349797762
5,5_0,FAILED,SOBOL,,,,2736,4749,6.958562000262551450191494950559,8,0.973899049758911172780528886506
6,6_0,COMPLETED,SOBOL,0.560000000000000053290705182008,3647.000000000000000000000000000000,0.989999999999999991118215802999,3907,1356,0.778030679045245143754527816782,18,0.704930228881537890295305714972
7,7_0,COMPLETED,SOBOL,0.320000000000000006661338147751,279.000000000000000000000000000000,0.020000000000000000416333634234,116,2687,9.243848807398229894261021399871,3,0.464056001823395514183090426741
8,8_0,COMPLETED,SOBOL,0.560000000000000053290705182008,6712.000000000000000000000000000000,0.530000000000000026645352591004,354,299,0.612835325241088857417537383299,10,0.513267689157277384737199099618
9,9_0,FAILED,SOBOL,,,,4064,3822,9.411226069035008023888622119557,11,0.255157910361886008931975311498
10,10_0,COMPLETED,SOBOL,0.450000000000000011102230246252,21.000000000000000000000000000000,0.650000000000000022204460492503,3045,2302,3.170924400671385257055590045638,1,0.048502194888889793578101716776
11,11_0,FAILED,SOBOL,,,,1758,3618,6.814183908150532431591273052618,20,0.805932652231305834966690326837
12,12_0,COMPLETED,SOBOL,0.350000000000000033306690738755,7982.000000000000000000000000000000,0.640000000000000013322676295502,2135,1611,8.122005544869228543802819331177,18,0.892844497440382856012774936971
13,13_0,COMPLETED,SOBOL,0.460000000000000019984014443253,28.000000000000000000000000000000,0.510000000000000008881784197001,3425,3098,1.902057041380554425202831225761,3,0.151387898312881602480572951208
14,14_0,COMPLETED,SOBOL,0.600000000000000088817841970013,7432.000000000000000000000000000000,0.989999999999999991118215802999,4468,800,5.680589852404781758821172843454,13,0.420281566778197890332791075707
15,15_0,FAILED,SOBOL,,,,755,4454,4.304519648390822794681298546493,8,0.663178886061534300644382255996
16,16_0,FAILED,SOBOL,,,,929,633,9.813124525927007013592628936749,19,0.101404608665034173808905393344
17,17_0,COMPLETED,SOBOL,0.440000000000000002220446049250,22.000000000000000000000000000000,0.460000000000000019984014443253,4641,4620,0.174330760458484307351412212483,2,0.857069776223972401574258128676
18,18_0,COMPLETED,SOBOL,0.470000000000000028865798640254,998.000000000000000000000000000000,0.890000000000000013322676295502,3252,1777,6.473353429383599255686476681149,12,0.587857303002849218565017963556
19,19_0,FAILED,SOBOL,,,,1962,2931,3.553245695495046874157196725719,9,0.331876388972625113726877543741
20,20_0,COMPLETED,SOBOL,0.479999999999999982236431605997,445.000000000000000000000000000000,0.309999999999999997779553950750,1579,2449,2.323488408317789577495204866864,6,0.493710751760751020977835423764
21,21_0,FAILED,SOBOL,,,,2867,3471,7.663965686094016405149886850268,15,0.734722858622670171868662691850
22,22_0,COMPLETED,SOBOL,0.619999999999999995559107901499,3644.000000000000000000000000000000,1.000000000000000000000000000000,4242,152,3.983212543879635525456706091063,5,0.941179632492363471563123766828
23,23_0,FAILED,SOBOL,,,,532,3968,6.043385389025323739531359024113,16,0.201731975492089987689325880638
24,24_0,COMPLETED,SOBOL,0.380000000000000004440892098501,4078.000000000000000000000000000000,0.080000000000000001665334536938,250,1522,4.755551577246748706784273963422,14,0.776262681458145364921108466660
25,25_0,COMPLETED,SOBOL,0.479999999999999982236431605997,3826.000000000000000000000000000000,0.760000000000000008881784197001,4041,2520,5.273556056254544266437278565718,7,0.018724785983562471786134651097
26,26_0,COMPLETED,SOBOL,0.489999999999999991118215802999,320.000000000000000000000000000000,1.000000000000000000000000000000,2602,1083,1.532956243328750023380280254059,17,0.287862106792628746898543568022
27,27_0,COMPLETED,SOBOL,0.419999999999999984456877655248,6103.000000000000000000000000000000,0.100000000000000005551115123126,1390,4914,8.457178003916517639027006225660,4,0.545866113048046774913757417380
28,28_0,COMPLETED,SOBOL,0.540000000000000035527136788005,67.000000000000000000000000000000,1.000000000000000000000000000000,2258,329,7.265220604901203138581422535935,1,0.630584507180377840107610154519
29,29_0,FAILED,SOBOL,,,,3468,4302,2.763885836626402969784521701513,20,0.387580939473584296095509671432
30,30_0,COMPLETED,SOBOL,0.479999999999999982236431605997,9995.000000000000000000000000000000,0.950000000000000066613381477509,4891,2076,9.042120503088458605134292156436,10,0.181168876344338064532379917182
31,31_0,FAILED,SOBOL,,,,1103,3255,0.948012552183121526283571256499,11,0.922518513223156366720445475949
32,32_0,COMPLETED,SOBOL,0.600000000000000088817841970013,12596.000000000000000000000000000000,0.950000000000000066613381477509,1247,550,3.357699171592481324211121318513,17,0.443432974817231317921084610134
33,33_0,COMPLETED,SOBOL,0.429999999999999993338661852249,7349.000000000000000000000000000000,0.429999999999999993338661852249,4957,4078,6.668967299799435366480793163646,4,0.699490085972472974695790526312
34,34_0,COMPLETED,SOBOL,0.479999999999999982236431605997,53.000000000000000000000000000000,0.839999999999999968913755310496,3558,2007,0.448185262149199847847569344594,14,0.992017102321609889337139520649
35,35_0,COMPLETED,SOBOL,0.320000000000000006661338147751,11162.000000000000000000000000000000,0.250000000000000000000000000000,2271,3327,9.539507822986692531230801250786,6,0.236427901381626726085016798606
36,36_0,COMPLETED,SOBOL,0.530000000000000026645352591004,1008.000000000000000000000000000000,0.489999999999999991118215802999,1261,1272,5.847838865122758633674493466970,9,0.090163968443870548541418941113
37,37_0,FAILED,SOBOL,,,,2551,2773,4.178826414295472524429442273686,12,0.829565884862095148655214416067
38,38_0,COMPLETED,SOBOL,0.579999999999999960031971113494,53.000000000000000000000000000000,0.989999999999999991118215802999,3936,1163,7.937820187784732084423922060523,2,0.599764111321419490785444850189
39,39_0,FAILED,SOBOL,,,,223,4833,2.049871705377474651044167330838,19,0.358706494383513929680162846125
40,40_0,COMPLETED,SOBOL,0.390000000000000013322676295502,6420.000000000000000000000000000000,0.119999999999999995559107901499,559,2220,8.417675139224156666273302107584,11,0.680809453621506688314468647150
41,41_0,FAILED,SOBOL,,,,4347,3697,1.572221309270709799221776847844,9,0.422881770897656661389873988810
42,42_0,FAILED,SOBOL,,,,2918,219,5.390985467155464228028449724661,19,0.130277624245733025798443804888
43,43_0,COMPLETED,SOBOL,0.410000000000000031086244689504,144.000000000000000000000000000000,0.209999999999999992228438827624,1709,3904,4.638054819832556852077232178999,2,0.887891597874462590311850362923
44,44_0,COMPLETED,SOBOL,0.589999999999999968913755310496,67.000000000000000000000000000000,1.000000000000000000000000000000,1950,871,0.908509687490761330685984376032,4,0.787556137310341020096871034184
45,45_0,FAILED,SOBOL,,,,3161,4385,9.081385569030418380975788750220,17,0.046160633442923426628112792969
46,46_0,COMPLETED,SOBOL,0.550000000000000044408920985006,42.000000000000000000000000000000,0.959999999999999964472863211995,4575,1681,2.881315247527323819554112560581,7,0.276009065872058256818633026342
47,47_0,FAILED,SOBOL,,,,784,3025,7.147723847487010395695961051388,14,0.518967011967673919059507170459
48,48_0,COMPLETED,SOBOL,0.400000000000000022204460492503,18.000000000000000000000000000000,0.170000000000000012212453270877,645,1847,1.402228410376235911982689685829,3,0.206753640221431861379031147408
49,49_0,FAILED,SOBOL,,,,4436,2860,8.619391821790486574172973632812,18,0.962236369667574753528072051267
50,50_0,COMPLETED,SOBOL,0.589999999999999968913755310496,952.000000000000000000000000000000,1.000000000000000000000000000000,3300,706,4.898331642386503759212246222887,8,0.732190943783149084111983029288
51,51_0,FAILED,SOBOL,,,,2089,4551,5.084335504326038979172608378576,12,0.476027123192325207767794381652
52,52_0,FAILED,SOBOL,,,,1843,73,8.891869295880198365011892747134,15,0.326108776882290840593014991100
53,53_0,COMPLETED,SOBOL,0.410000000000000031086244689504,6250.000000000000000000000000000000,0.300000000000000044408920985006,3052,4050,1.129752128260210097820959163073,6,0.567059208501130340707163668412
54,54_0,FAILED,SOBOL,,,,4213,2367,7.388467759995721806376423046459,16,0.859342572506517132779890744132
55,55_0,COMPLETED,SOBOL,0.380000000000000004440892098501,902.000000000000000000000000000000,0.050000000000000002775557561563,425,3551,2.594200578690506464596410296508,5,0.119834660477936269518117740063
56,56_0,COMPLETED,SOBOL,0.350000000000000033306690738755,513.000000000000000000000000000000,0.020000000000000000416333634234,45,998,6.306160737422295881060563260689,7,0.920474079668521905084332956903
57,57_0,FAILED,SOBOL,,,,3758,4999,3.678994654360227212208656055736,13,0.162997762773185977946965863339
58,58_0,COMPLETED,SOBOL,0.450000000000000011102230246252,107.000000000000000000000000000000,0.920000000000000039968028886506,2729,1438,9.997556919557974097756414266769,3,0.393089847546070791928229937184
59,59_0,COMPLETED,SOBOL,0.470000000000000028865798640254,2096.000000000000000000000000000000,0.270000000000000017763568394003,1439,2608,0.026762537021189931191189614879,18,0.651153997294604769408010724874
60,60_0,FAILED,SOBOL,,,,2444,2153,3.796496477662585800061378904502,20,0.548626037420704926184100713726
