trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
0,0_0,COMPLETED,SOBOL,0.670000000000000039968028886506,4.000000000000000000000000000000,0.939999999999999946709294817992,2803,2431,0.149063160091638557958049204899,0.586737141132354755868050233403
1,1_0,COMPLETED,SOBOL,0.719999999999999973354647408996,4.000000000000000000000000000000,0.400000000000000022204460492503,1223,2863,0.949836075752973574282123081503,0.198676462413743148971434493433
2,2_0,COMPLETED,SOBOL,0.689999999999999946709294817992,6.000000000000000000000000000000,0.419999999999999984456877655248,1893,501,0.460600721523165723692017081703,0.816720660338178250370333444152
3,3_0,COMPLETED,SOBOL,0.640000000000000013322676295502,4.000000000000000000000000000000,0.750000000000000000000000000000,4083,4834,0.638358469134196693239857722801,0.459875257600098841237468150211
4,4_0,COMPLETED,SOBOL,0.729999999999999982236431605997,13.000000000000000000000000000000,0.979999999999999982236431605997,4534,928,0.821547178449109183340226536529,0.334959652936086038632623740341
5,5_0,COMPLETED,SOBOL,0.680000000000000048849813083507,6.000000000000000000000000000000,0.280000000000000026645352591004,1758,3782,0.020039475452154877077592942669,0.941027122989296915811507915350
6,6_0,COMPLETED,SOBOL,0.670000000000000039968028886506,3.000000000000000000000000000000,0.100000000000000005551115123126,147,1457,0.509335757639259090190364531736,0.073787453316152093463209382662
7,7_0,COMPLETED,SOBOL,0.699999999999999955591079014994,5.000000000000000000000000000000,0.839999999999999968913755310496,3564,3213,0.332312761114910260040744560683,0.711017024947330322781624545314
8,8_0,COMPLETED,SOBOL,0.719999999999999973354647408996,8.000000000000000000000000000000,0.989999999999999991118215802999,3169,258,0.593053927410393977304181589716,0.881271803012117715958595454140
9,9_0,COMPLETED,SOBOL,0.680000000000000048849813083507,3.000000000000000000000000000000,0.080000000000000001665334536938,388,4450,0.255494552383199347023179370808,0.271061289489269274799454478853
10,10_0,COMPLETED,SOBOL,0.719999999999999973354647408996,5.000000000000000000000000000000,0.530000000000000026645352591004,1518,2047,0.779723537588491999450468483701,0.651260870315134576813420608232
11,11_0,COMPLETED,SOBOL,0.709999999999999964472863211995,8.000000000000000000000000000000,0.969999999999999973354647408996,4927,2621,0.068641251180320980718185808200,0.009890162466093897070118501347
12,12_0,COMPLETED,SOBOL,0.719999999999999973354647408996,8.000000000000000000000000000000,0.989999999999999991118215802999,3854,1839,0.376701842434704281536994585622,0.134900995876640089621290030664
13,13_0,COMPLETED,SOBOL,0.719999999999999973354647408996,3.000000000000000000000000000000,0.579999999999999960031971113494,2281,3453,0.713534054486080981938300737966,0.526615511702373639835172980384
14,14_0,COMPLETED,SOBOL,0.699999999999999955591079014994,5.000000000000000000000000000000,0.689999999999999946709294817992,836,1169,0.189122344894334687426251662146,0.396098722184076879049285935253
15,15_0,COMPLETED,SOBOL,0.680000000000000048849813083507,3.000000000000000000000000000000,0.560000000000000053290705182008,3031,4164,0.900931764535605861254907722468,0.756599859986454292837265711569
16,16_0,COMPLETED,SOBOL,0.709999999999999964472863211995,6.000000000000000000000000000000,0.979999999999999982236431605997,2865,1001,0.306003353098407371302158708204,0.125547917751595378144102710394
17,17_0,COMPLETED,SOBOL,0.640000000000000013322676295502,3.000000000000000000000000000000,0.140000000000000013322676295502,689,4334,0.596084754962474150374873715919,0.731859248347580426674596765224
18,18_0,COMPLETED,SOBOL,0.699999999999999955591079014994,3.000000000000000000000000000000,0.979999999999999982236431605997,2447,1696,0.118484766785055400939441483388,0.347767089337110535396391242102
19,19_0,COMPLETED,SOBOL,0.650000000000000022204460492503,3.000000000000000000000000000000,0.179999999999999993338661852249,4001,3598,0.783543379956856411716614729812,0.985240045627579053011402265838
20,20_0,COMPLETED,SOBOL,0.650000000000000022204460492503,3.000000000000000000000000000000,0.440000000000000002220446049250,4800,1879,0.725089858768507844466455480870,0.860229243818670497034872823860
21,21_0,COMPLETED,SOBOL,0.689999999999999946709294817992,5.000000000000000000000000000000,0.460000000000000019984014443253,1332,2790,0.434281319953501221409197796675,0.472412423783913237862464029604
22,22_0,COMPLETED,SOBOL,0.739999999999999991118215802999,29.000000000000000000000000000000,1.000000000000000000000000000000,515,115,0.911820380173623545871919304773,0.606821850972250054212508985074
23,23_0,COMPLETED,SOBOL,0.689999999999999946709294817992,4.000000000000000000000000000000,0.699999999999999955591079014994,3354,4595,0.247488933695480223251550455643,0.250219832893461002765178591289
24,24_0,COMPLETED,SOBOL,0.719999999999999973354647408996,10.000000000000000000000000000000,0.989999999999999991118215802999,3749,1297,0.983782316923141442188693872595,0.406443967182189225262334275612
25,25_0,COMPLETED,SOBOL,0.699999999999999955591079014994,3.000000000000000000000000000000,0.050000000000000002775557561563,274,3370,0.166711366942152383607833598944,0.798401927152648571706095026457
26,26_0,COMPLETED,SOBOL,0.729999999999999982236431605997,12.000000000000000000000000000000,0.989999999999999991118215802999,1572,773,0.671631811058148731063965897192,0.184250545354560008037836382755
27,27_0,COMPLETED,SOBOL,0.709999999999999964472863211995,5.000000000000000000000000000000,0.920000000000000039968028886506,4406,3935,0.479045563831925369502329203897,0.544995603185147059477344555489
28,28_0,COMPLETED,SOBOL,0.729999999999999982236431605997,33.000000000000000000000000000000,1.000000000000000000000000000000,4230,341,0.046220279674977063355534312450,0.669911176247522277549251157325
29,29_0,COMPLETED,SOBOL,0.689999999999999946709294817992,2.000000000000000000000000000000,0.330000000000000015543122344752,2059,4992,0.862556482287123782448645670229,0.059944106869399549353261136275
30,30_0,COMPLETED,SOBOL,0.719999999999999973354647408996,3.000000000000000000000000000000,0.050000000000000002775557561563,1076,2276,0.357818762557581049321697719279,0.923290900930762270526486190647
31,31_0,COMPLETED,SOBOL,0.680000000000000048849813083507,4.000000000000000000000000000000,0.790000000000000035527136788005,2637,3016,0.551139786895364469643254778930,0.282164113109931335987567990742
32,32_0,COMPLETED,SOBOL,0.709999999999999964472863211995,7.000000000000000000000000000000,0.989999999999999991118215802999,2542,606,0.763863715741783355639427099959,0.225639786386862384315321605754
33,33_0,COMPLETED,SOBOL,0.699999999999999955591079014994,3.000000000000000000000000000000,0.190000000000000002220446049250,1016,4725,0.083694926405325525964329358430,0.613364017341285983064835818368
34,34_0,COMPLETED,SOBOL,0.650000000000000022204460492503,3.000000000000000000000000000000,0.839999999999999968913755310496,2140,2401,0.576766823539510364859950186656,0.494616889681667115663543654591
35,35_0,COMPLETED,SOBOL,0.699999999999999955591079014994,4.000000000000000000000000000000,0.500000000000000000000000000000,4305,2892,0.270608127582818269729614257812,0.851189611183479466482992847887
36,36_0,COMPLETED,SOBOL,0.719999999999999973354647408996,3.000000000000000000000000000000,0.209999999999999992228438827624,4482,1486,0.204433932237327087300116090773,0.975770190156996286567903098330
37,37_0,COMPLETED,SOBOL,0.709999999999999964472863211995,5.000000000000000000000000000000,0.460000000000000019984014443253,1653,3182,0.884842583579942609794954933022,0.369427183566614969478791863366
