trial_index,arm_name,trial_status,generation_node,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
10,10_0,FAILED,SOBOL,156,2151,2679,0.235905199142172922188720463055,0.037668658116832377802385423138,5.754934117257596071226544154342,str\(\'ks-test\'\),str\(\'full\'\),4463
11,11_0,FAILED,SOBOL,3426,2866,1239,0.626587603624910061128616689530,0.652099704183638051446791905619,1.046162356759421374619023481500,str\(\'t-test\'\),str\(\'bounded\'\),1757
12,12_0,FAILED,SOBOL,2621,1784,1868,0.562820022625848626063316260115,0.614848513562232246165706328611,4.215063084841706775307557109045,str\(\'ks-test\'\),str\(\'full\'\),4104
13,13_0,FAILED,SOBOL,911,3280,4568,0.048330163009464743861798297075,0.200092403529211870782944515668,8.846327054386957655651713139378,str\(\'t-test\'\),str\(\'bounded\'\),2178
14,14_0,FAILED,SOBOL,2424,1007,17,0.910178066303953481330779595737,0.401189795263111603773609203927,7.455536515461282043304436228937,str\(\'ks-test\'\),str\(\'bounded\'\),697
15,15_0,FAILED,SOBOL,4151,4047,3567,0.457337900772690764128469709249,0.783663681814447010687274541851,2.160272503753192907538505096454,str\(\'t-test\'\),str\(\'full\'\),3090
16,16_0,FAILED,SOBOL,4280,1224,2109,0.687734333481639592555723083933,0.080450601907446975258331178793,9.083870219554752267754338390660,str\(\'t-test\'\),str\(\'bounded\'\),3217
17,17_0,FAILED,SOBOL,2257,3791,4332,0.172793100239709007670541041080,0.726190899789333377256639323605,3.793641104697250021615673176711,str\(\'ks-test\'\),str\(\'full\'\),492
18,18_0,FAILED,SOBOL,650,1689,1030,0.784623456079512782146423433005,0.935465815683826806825607036444,2.411280203680507661090359761147,str\(\'t-test\'\),str\(\'full\'\),1663
19,19_0,FAILED,SOBOL,2690,3336,2558,0.333269714469090094777214972055,0.257687061917036774882916461138,7.037509276375175204520928673446,str\(\'ks-test\'\),str\(\'bounded\'\),4542
20,20_0,FAILED,SOBOL,3145,1938,4415,0.396186412081122374395647511847,0.482971238225698484836101442852,7.695751061281190352758585504489,str\(\'t-test\'\),str\(\'full\'\),1943
21,21_0,FAILED,SOBOL,165,3117,1646,0.973293020507320805201345592650,0.834379644276574294892157013237,2.992014197633601657599911050056,str\(\'ks-test\'\),str\(\'bounded\'\),4354
22,22_0,FAILED,SOBOL,1775,234,3697,0.111932451643049712952660001974,0.501757573407143331323254642484,0.635659935806877962605199172685,str\(\'t-test\'\),str\(\'bounded\'\),2867
23,23_0,FAILED,SOBOL,4733,4831,216,0.501181258989498057410116871324,0.180685982873663303349687225818,6.003395053656772617500791966449,str\(\'ks-test\'\),str\(\'full\'\),926
24,24_0,FAILED,SOBOL,4397,1389,3331,0.895289886996149975040282242844,0.669780663343146454025145430933,6.725675606230274716779149457579,str\(\'t-test\'\),str\(\'full\'\),2434
25,25_0,FAILED,SOBOL,1436,3667,563,0.474120542487129592590378024397,0.024042189061641693753612614159,1.474507171076722356062305152591,str\(\'ks-test\'\),str\(\'bounded\'\),3770
26,26_0,FAILED,SOBOL,532,936,4801,0.610372128583490880515682874830,0.314331509253010177307174899397,4.730423710339703546878808992915,str\(\'t-test\'\),str\(\'bounded\'\),2758
27,27_0,FAILED,SOBOL,3509,4131,1319,0.002810585154220461914786888258,0.992112094055861204466850722383,9.395713462738319421418964338955,str\(\'ks-test\'\),str\(\'full\'\),952
28,28_0,FAILED,SOBOL,3027,519,694,0.188421469833701837881534402186,0.766273955911397908202786766196,5.064134334720671759555443713907,str\(\'t-test\'\),str\(\'bounded\'\),3658
29,29_0,FAILED,SOBOL,985,4495,2914,0.672174966992810318799911328824,0.414867652298882616523911792683,0.321336195382289580013690510896,str\(\'ks-test\'\),str\(\'full\'\),134
30,30_0,FAILED,SOBOL,1892,2232,2426,0.286454080957919354766261221812,0.249025610726326701582777900512,3.306328365019522763645909435581,str\(\'t-test\'\),str\(\'full\'\),1464
31,31_0,FAILED,SOBOL,3912,2792,3955,0.831370086485520021213346808509,0.570099296262487786890460483846,8.635002207178622768424247624353,str\(\'ks-test\'\),str\(\'bounded\'\),4833
32,32_0,FAILED,SOBOL,4023,385,2771,0.517607841335237073288055853482,0.449103641448542478809002886919,9.649991212101653559329861309379,str\(\'t-test\'\),str\(\'bounded\'\),608
33,33_0,FAILED,SOBOL,1981,4670,1164,0.097447310326620933951247138793,0.860937648434191959978534214315,4.946098423396238175087091804016,str\(\'ks-test\'\),str\(\'full\'\),3179
34,34_0,FAILED,SOBOL,1091,2411,4114,0.989957693308591846204080866301,0.535625328192487315526193469850,1.337397976622916706546106979658,str\(\'t-test\'\),str\(\'full\'\),4660
35,35_0,FAILED,SOBOL,3111,2653,1970,0.381448249464854616253006724946,0.154127776093781004851379634601,6.705282314678655097850423771888,str\(\'ks-test\'\),str\(\'bounded\'\),1622
36,36_0,FAILED,SOBOL,3557,1528,82,0.320467681948095550747979132211,0.114805570293217903965476978101,8.535892314359545096635883965064,str\(\'t-test\'\),str\(\'full\'\),4238
37,37_0,FAILED,SOBOL,596,3488,3485,0.803280892828479364808913487650,0.700120148269459563472594254563,3.245513383309357013928320156992,str\(\'ks-test\'\),str\(\'bounded\'\),1981
38,38_0,FAILED,SOBOL,1489,761,1786,0.160240281950682406097996590688,0.901110823132097671361862012418,0.615749263226054610598225735885,str\(\'t-test\'\),str\(\'bounded\'\),807
39,39_0,FAILED,SOBOL,4466,4265,4633,0.706157486842945214533528996981,0.283757911959663045031732053758,5.242133664991706964997320028488,str\(\'ks-test\'\),str\(\'full\'\),2908
40,40_0,FAILED,SOBOL,4844,2073,1497,0.818847873453050878467252005066,0.800629015384241915498364505765,7.018386107284576347353777237004,str\(\'t-test\'\),str\(\'full\'\),3889
41,41_0,FAILED,SOBOL,1864,2945,4901,0.304846926489844904928361302154,0.388796750206500285607091882412,2.275437406769953874174916563788,str\(\'ks-test\'\),str\(\'bounded\'\),2394
42,42_0,FAILED,SOBOL,271,57,389,0.659403242301195846586381321686,0.214670709261670700218616048005,4.008068491789512854950316977920,str\(\'t-test\'\),str\(\'bounded\'\),1068
43,43_0,FAILED,SOBOL,3229,4971,3236,0.207048301326110961717574809882,0.596169995732605428884198772721,9.336896918036043047095517977141,str\(\'ks-test\'\),str\(\'full\'\),2720
44,44_0,FAILED,SOBOL,2737,1085,3855,0.019505565784871579937398422544,0.635912975478917341654039319110,6.177685483304784064273462718120,str\(\'t-test\'\),str\(\'bounded\'\),16
45,45_0,FAILED,SOBOL,715,3968,2248,0.595603360710665552524289978464,0.050600343791767955770044551400,0.926363060050644060439140048402,str\(\'ks-test\'\),str\(\'full\'\),3698
46,46_0,FAILED,SOBOL,2310,1861,3010,0.490577730089426067294766653504,0.348199172951281055166106170873,2.934890087944455494550766161410,str\(\'t-test\'\),str\(\'full\'\),4717
47,47_0,FAILED,SOBOL,4350,3202,867,0.880774437850341151978739162587,0.965554037848487478612469203654,7.600330997506157260090731142554,str\(\'ks-test\'\),str\(\'bounded\'\),1502
48,48_0,FAILED,SOBOL,4087,1609,4711,0.143445982949808231721178231055,0.171702167095616448078132521005,1.145434879488311574746717269591,str\(\'ks-test\'\),str\(\'full\'\),2314
49,49_0,FAILED,SOBOL,2377,3414,1397,0.721042095165699725711760947888,0.522135943323373763469419372996,5.815605540636927806019684794592,str\(\'t-test\'\),str\(\'bounded\'\),3983
50,50_0,FAILED,SOBOL,842,1146,3408,0.365998444924131027811142757855,0.812288090100511950275574690750,7.830121044330299540092710230965,str\(\'ks-test\'\),str\(\'bounded\'\),2653
51,51_0,FAILED,SOBOL,2569,3868,474,0.755732830021530355146808233258,0.494140314679592851376810358488,2.574068869489245070525385017390,str\(\'t-test\'\),str\(\'full\'\),1140
52,52_0,FAILED,SOBOL,3337,313,2360,0.944373900925740583645051628991,0.266231101870536779330222998396,1.906139653691090618536918555037,str\(\'ks-test\'\),str\(\'bounded\'\),3470
53,53_0,FAILED,SOBOL,45,4753,4034,0.428943636059761046475102830300,0.914895248325541587952614008827,7.239697831524536830727356573334,str\(\'t-test\'\),str\(\'full\'\),240
54,54_0,FAILED,SOBOL,1581,2017,772,0.534456601111218287947224325762,0.748946727823466051887635330786,8.983276002878323396316773141734,str\(\'ks-test\'\),str\(\'full\'\),1252
55,55_0,FAILED,SOBOL,4852,3040,2848,0.082617753915488714722137331137,0.070193377694115044462819241744,4.235597550776788011717144399881,str\(\'t-test\'\),str\(\'bounded\'\),4953
56,56_0,FAILED,SOBOL,4595,856,943,0.444564155435189622966873912446,0.578544237198308164416005183739,3.513320574124343842470352683449,str\(\'ks-test\'\),str\(\'bounded\'\),3405
57,57_0,FAILED,SOBOL,1322,4209,2618,0.928807156383991250336862322001,0.228112522512674331665039062500,8.144434727476909330334819969721,str\(\'t-test\'\),str\(\'full\'\),388
58,58_0,FAILED,SOBOL,335,1311,2170,0.035809498457238075896924556218,0.437493917336687465624578408097,5.501282358950004613973305822583,str\(\'ks-test\'\),str\(\'full\'\),1875
59,59_0,FAILED,SOBOL,3625,3745,4244,0.581211081735789725222218748968,0.755643761735409480451153285685,0.206173676312901094087592923643,str\(\'t-test\'\),str\(\'bounded\'\),4422
60,60_0,FAILED,SOBOL,2830,2311,3628,0.643046339707449066125377612479,0.982998953223228499886943154706,4.547442619170062982902891235426,str\(\'ks-test\'\),str\(\'full\'\),2062
61,61_0,FAILED,SOBOL,1100,2714,312,0.221387963574379675879555406937,0.334336671264842177908604980985,9.920056708812714063583371171262,str\(\'t-test\'\),str\(\'bounded\'\),4142
62,62_0,FAILED,SOBOL,2090,597,4511,0.864915849396958980044303189061,0.001851773809641599558006852533,6.302926624130458677086608076934,str\(\'ks-test\'\),str\(\'bounded\'\),2972
63,63_0,FAILED,SOBOL,3798,4418,1577,0.256869200382381701608380808466,0.680606980999931665543556391640,1.594304083838127494843206477526,str\(\'t-test\'\),str\(\'full\'\),737
64,64_0,FAILED,SOBOL,3752,742,4593,0.935076505815610303784524148796,0.869767276104539632797241210938,4.115927983641625154120902152499,str\(\'t-test\'\),str\(\'full\'\),1585
65,65_0,FAILED,SOBOL,2042,4245,1825,0.451808350324630736416509080300,0.440513851618394236542286535041,8.780759813274256586623778275680,str\(\'ks-test\'\),str\(\'bounded\'\),4620
66,66_0,FAILED,SOBOL,1138,1508,3524,0.588448021261021469996421728865,0.145410627946257586806666495249,7.359376599206590263690941355890,str\(\'t-test\'\),str\(\'bounded\'\),3139
67,67_0,FAILED,SOBOL,2865,3469,42,0.042072064690291885447059883063,0.544574700044468062998248569784,2.108665639828890547846640401985,str\(\'ks-test\'\),str\(\'full\'\),571
68,68_0,FAILED,SOBOL,3672,2353,1931,0.230711176292970776557922363281,0.691406688218936360534883078799,2.688779509471729500802439360996,str\(\'t-test\'\),str\(\'bounded\'\),2945
69,69_0,FAILED,SOBOL,380,2594,4153,0.651395179133862245457464723586,0.123758868183940648477481261125,8.018219436843878611398395150900,str\(\'ks-test\'\),str\(\'full\'\),847
70,70_0,FAILED,SOBOL,1287,326,1203,0.265224823007360110960206611708,0.292583613591268665299338636032,5.700885104120709812036693620030,str\(\'t-test\'\),str\(\'full\'\),2021
71,71_0,FAILED,SOBOL,4557,4611,2732,0.874246317479759449398102333362,0.892517345204949408277173006354,0.957327286427840595806060264295,str\(\'ks-test\'\),str\(\'bounded\'\),4276
72,72_0,FAILED,SOBOL,4885,1803,827,0.729397836761549123174575015582,0.379969197090715193887433542841,1.796782428277656329385081335204,str\(\'t-test\'\),str\(\'bounded\'\),2679
73,73_0,FAILED,SOBOL,1612,3143,3049,0.152776570003479716941541255437,0.809224329924210894482428102492,6.422557750114240349148531095125,str\(\'ks-test\'\),str\(\'full\'\),1030
74,74_0,FAILED,SOBOL,4,1026,2288,0.765055923769250467714186925150,0.604881604298949215881009422446,9.717569163826293987540339003317,str\(\'t-test\'\),str\(\'full\'\),2356
75,75_0,FAILED,SOBOL,3294,3909,3815,0.374347165379673219032241604509,0.205719247983768588339259508757,4.427801696652546858956611686153,str\(\'ks-test\'\),str\(\'bounded\'\),3848
76,76_0,FAILED,SOBOL,2539,37,3197,0.436180456614121803138317545745,0.059315640455111860729342510012,0.018113724950701001747965790400,str\(\'t-test\'\),str\(\'full\'\),1543
77,77_0,FAILED,SOBOL,809,4951,428,0.950636348187923418961986499198,0.626965440239757310081358809839,5.386609564132057492713556712260,str\(\'ks-test\'\),str\(\'bounded\'\),4755
78,78_0,FAILED,SOBOL,2419,2053,4940,0.088887222317978742402999614569,0.956722558693960278830559218477,8.332504475372843444347381591797,str\(\'t-test\'\),str\(\'bounded\'\),3736
79,79_0,FAILED,SOBOL,4127,2925,1459,0.541700914971530389507847758068,0.356790799394249902309894650898,3.628002569489181095008234478883,str\(\'ks-test\'\),str\(\'full\'\),57
80,80_0,FAILED,SOBOL,4314,1958,2965,0.311232151690870539884059553515,0.530729361765086671276492324978,5.122454915934242514197194395820,str\(\'ks-test\'\),str\(\'bounded\'\),1099
81,81_0,FAILED,SOBOL,2272,2981,656,0.826207471946254323746927639149,0.162876524949446321866020070956,0.413223258463665865658498432822,str\(\'t-test\'\),str\(\'full\'\),2615
82,82_0,FAILED,SOBOL,762,254,3918,0.214415393125265835161386007712,0.485186957303434585053736327609,3.365182931819930889361103254487,str\(\'ks-test\'\),str\(\'full\'\),3945
83,83_0,FAILED,SOBOL,2782,4695,2476,0.665795488642528687783794794086,0.821001609636470619513204383111,8.738408522588200000313918280881,str\(\'t-test\'\),str\(\'bounded\'\),2275
84,84_0,FAILED,SOBOL,3267,1126,591,0.604813073359429798081521312270,0.905945816988125485202942854812,6.820002769819461185818454396212,str\(\'ks-test\'\),str\(\'full\'\),4993
85,85_0,FAILED,SOBOL,307,3848,3290,0.027740432975813748145421655522,0.274948309503495691430430269975,1.525505551058798925367909760098,str\(\'t-test\'\),str\(\'bounded\'\),1290
86,86_0,FAILED,SOBOL,1819,1590,1279,0.889002283900976131292281934293,0.078783108038827778796253653582,4.831387764789164762646578310523,str\(\'ks-test\'\),str\(\'bounded\'\),277
87,87_0,FAILED,SOBOL,4796,3394,4829,0.499779949432238912443438039190,0.740117159638553845368846850761,9.461892838212660805652376438957,str\(\'t-test\'\),str\(\'full\'\),3510
88,88_0,FAILED,SOBOL,4509,578,1694,0.105675275348126887497990367137,0.219520836584269990465756450249,7.802818561117165430118802760262,str\(\'ks-test\'\),str\(\'full\'\),4384
89,89_0,FAILED,SOBOL,1529,4398,4395,0.526810179648920851036564272363,0.587375775838270830497833685513,3.054530991837382192244376710732,str\(\'t-test\'\),str\(\'bounded\'\),1835
90,90_0,FAILED,SOBOL,566,2292,195,0.390657843142747873699249794299,0.764591237489134045723915278359,0.723884696986526243733806040836,str\(\'ks-test\'\),str\(\'bounded\'\),347
91,91_0,FAILED,SOBOL,3524,2694,3745,0.998192441528663043648350594594,0.428778680158779013087411158267,6.058054375945591374374998849817,str\(\'t-test\'\),str\(\'full\'\),3367
92,92_0,FAILED,SOBOL,3071,1252,4362,0.810647865656763277897312036657,0.343288073057308795732467388007,9.148827188764698803424835205078,str\(\'ks-test\'\),str\(\'bounded\'\),775
93,93_0,FAILED,SOBOL,1048,3686,2052,0.326859809318557403834404340159,0.974287404142320179190051021578,3.893386477800086176159766182536,str\(\'t-test\'\),str\(\'full\'\),3012
94,94_0,FAILED,SOBOL,2014,798,2501,0.712542831014841837600215512794,0.672011606974527220259574278316,2.463497339507564998228872354957,str\(\'ks-test\'\),str\(\'full\'\),4183
95,95_0,FAILED,SOBOL,4054,4150,1061,0.167599999414756894999811720481,0.010679386410862207884564512028,7.133058920727112450776985497214,str\(\'t-test\'\),str\(\'bounded\'\),2101
96,96_0,FAILED,SOBOL,3950,1431,2225,0.481366283997893329438255705099,0.879874996688216892692935289233,6.118220104488544919263404153753,str\(\'ks-test\'\),str\(\'bounded\'\),2575
97,97_0,FAILED,SOBOL,1927,3548,3900,0.901560783049091707397337813745,0.309303331797942504532983321042,0.823567556656897070688216899725,str\(\'t-test\'\),str\(\'full\'\),1218
98,98_0,FAILED,SOBOL,939,664,912,0.009073508299887182021459253178,0.104853889301419256341318941850,2.877179275769740307566735282307,str\(\'ks-test\'\),str\(\'full\'\),2237
99,99_0,FAILED,SOBOL,2979,4324,2987,0.617609425021335534111699416826,0.705762220995500677567235925380,7.507834165385925295765900955303,str\(\'t-test\'\),str\(\'bounded\'\),4061
100,100_0,FAILED,SOBOL,3474,404,4846,0.680524163331836406953812002030,0.557287538802251236624840657896,6.918030480903573753437285631662,str\(\'ks-test\'\),str\(\'full\'\),1330
101,101_0,FAILED,SOBOL,494,4532,1531,0.197745039464905847381714920630,0.129008740421384576757546369663,2.208649603227153424001016901457,str\(\'t-test\'\),str\(\'bounded\'\),4874
102,102_0,FAILED,SOBOL,1484,2430,3269,0.840702101189643169476539696916,0.458628923403099186817399868232,3.913129175214097088542075653095,str\(\'ks-test\'\),str\(\'bounded\'\),3548
103,103_0,FAILED,SOBOL,4442,2516,335,0.294811250204220387516329537902,0.854869176670908892390343680745,9.286510691040195553114244830795,str\(\'t-test\'\),str\(\'full\'\),161
104,104_0,FAILED,SOBOL,4692,949,3449,0.182124995972961195578321280664,0.369846159007400254736808165035,8.447056741164065130078597576357,str\(\'ks-test\'\),str\(\'full\'\),1797
105,105_0,FAILED,SOBOL,1732,3988,134,0.696091383757069692705954366829,0.940419770186767034481079008401,3.191464873036369720438187869149,str\(\'t-test\'\),str\(\'bounded\'\),4500
106,106_0,FAILED,SOBOL,198,1725,4685,0.341619029778987171042103909713,0.645453481987118715679230263049,0.509291532428935211918030745437,str\(\'ks-test\'\),str\(\'bounded\'\),3327
107,107_0,FAILED,SOBOL,3175,3222,1750,0.793947144681587779757592215901,0.044547104017809036058395122382,5.179007101749070862695134565001,str\(\'t-test\'\),str\(\'full\'\),466
108,108_0,FAILED,SOBOL,2732,2131,1122,0.979556062623858414539768091345,0.193450107371434559810907671817,9.598382504343055288131836277898,str\(\'ks-test\'\),str\(\'bounded\'\),3050
109,109_0,FAILED,SOBOL,690,2846,2796,0.403423827489838016102652318295,0.621730647560209015445309432835,4.849940350975842306979757267982,str\(\'t-test\'\),str\(\'full\'\),659
110,110_0,FAILED,SOBOL,2227,114,1996,0.508426881529390861658157518832,0.790662109838798587979624699074,1.271828854426741539640488554141,str\(\'ks-test\'\),str\(\'full\'\),2141
111,111_0,FAILED,SOBOL,4247,4873,4071,0.118203228725120429443151692794,0.394423590943217272641874160399,6.606149094562047352496847452130,str\(\'t-test\'\),str\(\'bounded\'\),4064
112,112_0,FAILED,SOBOL,4199,175,255,0.855581179225817334277337522508,0.719426725409925027499014049681,4.642990382438526353325869422406,str\(\'t-test\'\),str\(\'full\'\),4582
113,113_0,FAILED,SOBOL,2469,4773,3659,0.278019626189023261186861191163,0.087454628998413677654077957868,9.972275725723244832465752551798,str\(\'ks-test\'\),str\(\'bounded\'\),1701
114,114_0,FAILED,SOBOL,876,1880,1608,0.632979255111888017282240070926,0.264563611719757341145253803916,6.402670153398998920124540745746,str\(\'t-test\'\),str\(\'bounded\'\),531
115,115_0,FAILED,SOBOL,2584,3059,4454,0.243271696086972966099892801140,0.928821504456922464321166899026,1.659262896882370164064468553988,str\(\'ks-test\'\),str\(\'full\'\),3257
116,116_0,FAILED,SOBOL,3381,1669,2598,0.056564435346052051312160102725,0.841259882176294881972467010200,3.567979356300085669317923020571,str\(\'t-test\'\),str\(\'bounded\'\),885
117,117_0,FAILED,SOBOL,108,3317,991,0.572029140420258097599059965432,0.476330853037536139371610488524,8.232660028769634763534668309148,str\(\'ks-test\'\),str\(\'full\'\),2829
118,118_0,FAILED,SOBOL,1704,1205,4292,0.466538811435922962100875110991,0.173917882455512873285385921918,5.563798650289886182918053236790,str\(\'t-test\'\),str\(\'full\'\),4317
119,119_0,FAILED,SOBOL,4994,3771,2148,0.918404603675007868979207614757,0.508757912401109901878726304858,0.313241679012775442458860197803,str\(\'ks-test\'\),str\(\'bounded\'\),1903
120,120_0,FAILED,SOBOL,4629,2213,3994,0.556461683912202742519070852723,0.030808333896100520421512669600,1.972317148081958348981856943283,str\(\'t-test\'\),str\(\'bounded\'\),989
121,121_0,FAILED,SOBOL,1337,2772,2388,0.072184714920818807137870010138,0.662782294804230343032713790308,7.340663767057471922328204527730,str\(\'ks-test\'\),str\(\'full\'\),2798
122,122_0,FAILED,SOBOL,447,499,2876,0.965159324100241078348005885346,0.985229900572448968887329101562,9.034272539026103387982402637135,str\(\'t-test\'\),str\(\'full\'\),3810
123,123_0,FAILED,SOBOL,3717,4476,732,0.419731267943978303414098718349,0.320973864896222926823554644216,4.329926558200270392262609675527,str\(\'ks-test\'\),str\(\'bounded\'\),2472
124,124_0,FAILED,SOBOL,2952,877,1359,0.355961846614256505194617830057,0.407989146912470457273514057306,1.248840654784813430921985855093,str\(\'t-test\'\),str\(\'full\'\),4795
125,125_0,FAILED,SOBOL,1242,4072,4762,0.777586135733872696462753992819,0.772920237593352821292569387879,5.874460647550412417672305309679,str\(\'ks-test\'\),str\(\'bounded\'\),1424
126,126_0,FAILED,SOBOL,2134,1331,523,0.134141739578917618125331046031,0.576861515058204488148874133913,7.922007604547776971060102368938,str\(\'t-test\'\),str\(\'bounded\'\),94
127,127_0,FAILED,SOBOL,3861,3609,3371,0.742162034686654759063628716831,0.242023554090410458750071143186,2.632389953566715234956063795835,str\(\'ks-test\'\),str\(\'full\'\),3620
128,128_0,FAILED,SOBOL,3841,71,1267,0.240555568795651208979791135789,0.540801359485834853835228841490,6.664692826286890081632918736432,str\(\'t-test\'\),str\(\'full\'\),4327
129,129_0,FAILED,SOBOL,2114,4985,4816,0.629802651064470420116947479983,0.141637170275673268671212667869,1.369429093947634124006640377047,str\(\'ks-test\'\),str\(\'bounded\'\),1878
130,130_0,FAILED,SOBOL,1221,2097,617,0.267442171428352581941112475761,0.444051271080970755278372052999,4.986682324411348510295738378773,str\(\'t-test\'\),str\(\'bounded\'\),864
131,131_0,FAILED,SOBOL,2931,2968,3318,0.844550980815663931977610445756,0.873304578455165070316468245437,9.617946610574611199240280257072,str\(\'ks-test\'\),str\(\'full\'\),2846
132,132_0,FAILED,SOBOL,3736,1837,3929,0.905501030445098886723087616701,0.896541952243074757866736490541,5.276602685122750990842632745625,str\(\'t-test\'\),str\(\'bounded\'\),515
133,133_0,FAILED,SOBOL,466,3178,2489,0.454149489795789118584679044943,0.296608337741345151616911834935,0.567830012019723717742181179347,str\(\'ks-test\'\),str\(\'full\'\),3277
134,134_0,FAILED,SOBOL,1356,1071,2939,0.566979280523955853077211486379,0.119498105825856335004964137170,3.211014787331223363509025148232,str\(\'t-test\'\),str\(\'full\'\),4608
135,135_0,FAILED,SOBOL,4648,3954,628,0.052036322204396127932835014462,0.687146042972803128279224438302,8.583783926676026965196797391400,str\(\'ks-test\'\),str\(\'bounded\'\),1689
136,136_0,FAILED,SOBOL,4974,2386,2533,0.407402145564556117385279776499,0.209978820633143187235347681963,9.306064628246240033604408381507,str\(\'t-test\'\),str\(\'bounded\'\),112
137,137_0,FAILED,SOBOL,1684,2628,1092,0.952316426014527706023216069298,0.609141059836372678049087880936,4.049862171597779614273804327240,str\(\'ks-test\'\),str\(\'full\'\),3597
138,138_0,FAILED,SOBOL,89,369,4354,0.067595926634967329338365971125,0.805200912594795203958142337797,2.306239673722535243882703070994,str\(\'t-test\'\),str\(\'full\'\),4766
139,139_0,FAILED,SOBOL,3362,4654,2045,0.551351624755188840509845249471,0.375945662649348366635138063430,6.976565235576592804989104479318,str\(\'ks-test\'\),str\(\'bounded\'\),1438
140,140_0,FAILED,SOBOL,2604,777,163,0.738924755495041662989308406395,0.353254569640383098150238083690,7.644571519923396785145541798556,str\(\'t-test\'\),str\(\'full\'\),3798
141,141_0,FAILED,SOBOL,896,4280,3714,0.131365413026884203517852256482,0.953186446052044611398912365985,2.896738167116418516400244698161,str\(\'ks-test\'\),str\(\'bounded\'\),2500
142,142_0,FAILED,SOBOL,2489,1553,1702,0.766616136584430951650404040265,0.630737591089680749156798356125,0.882116205273196118952228061971,str\(\'t-test\'\),str\(\'bounded\'\),1014
143,143_0,FAILED,SOBOL,4219,3513,4402,0.345445066997781380369048065404,0.063087908416986457349473482736,6.215824664914049613173574471148,str\(\'ks-test\'\),str\(\'full\'\),2779
144,144_0,FAILED,SOBOL,4227,1297,1177,0.614953883646056076450747696072,0.824774948336184032804396792926,2.534709106825292046494269015966,str\(\'ks-test\'\),str\(\'bounded\'\),3533
145,145_0,FAILED,SOBOL,2207,3731,2705,0.005957133255898952074736119044,0.488960416832938782327744320355,7.863382669615559983355979056796,str\(\'t-test\'\),str\(\'full\'\),182
146,146_0,FAILED,SOBOL,670,833,1943,0.891164967065677049440353130194,0.159339103627949951746956003262,5.854978042519651815212000656174,str\(\'ks-test\'\),str\(\'full\'\),1356
147,147_0,FAILED,SOBOL,2712,4185,4166,0.470517129510641118894653800453,0.527192061273381140651395071473,1.112179586563259325870944849157,str\(\'t-test\'\),str\(\'bounded\'\),4863
148,148_0,FAILED,SOBOL,3194,621,3550,0.281845663407817470513805346854,0.736092554459348291651110685052,4.271315517211333734337586065521,str\(\'ks-test\'\),str\(\'full\'\),2247
149,149_0,FAILED,SOBOL,217,4442,70,0.828250171128660395147846884356,0.074758382029831413340126289313,8.936606182214804405816721555311,str\(\'t-test\'\),str\(\'bounded\'\),4036
150,150_0,FAILED,SOBOL,1751,2325,4581,0.192512113140895974039423776958,0.279209073720499856285925943666,7.204007056989707891148100316059,str\(\'ks-test\'\),str\(\'bounded\'\),2553
151,151_0,FAILED,SOBOL,4712,2728,1812,0.675812626849859987565594110492,0.910206460375338810564471714315,1.952839497191831474864898154920,str\(\'t-test\'\),str\(\'full\'\),1234
