trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
0,0_0,FAILED,SOBOL,,,,4806,1246,6.829823208212853380416618165327,0.028971439212560654713479735278,True,True
1,1_0,COMPLETED,SOBOL,0.800000000000000044408920985006,48.000000000000000000000000000000,0.190000000000000002220446049250,1743,4871,0.245684279521927256828561780821,0.019562188360374422463339172396,False,False
2,2_0,COMPLETED,SOBOL,0.190000000000000002220446049250,25.000000000000000000000000000000,0.000000000000000000000000000000,1026,1707,9.734587735752574744196863321122,0.039678704737685623060716721966,False,False
3,3_0,FAILED,SOBOL,,,,3033,2848,3.189469481148757168398333305959,0.011948699389118702662848647833,True,True
4,4_0,FAILED,SOBOL,,,,3190,1955,2.398828436813317477316331860493,0.005910718418192118656095956908,True,True
5,5_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,0.000000000000000000000000000000,243,3177,5.858202796955593427696840080898,0.045807305397465830631986705157,False,False
6,6_0,COMPLETED,SOBOL,0.479999999999999982236431605997,24.000000000000000000000000000000,0.000000000000000000000000000000,1898,248,4.161088774930686184916339698248,0.013330918640363962138217779341,False,False
7,7_0,FAILED,SOBOL,,,,4026,3946,7.581442684480920846112894651014,0.035293375643901531146795491622,True,True
8,8_0,FAILED,SOBOL,,,,4097,1279,4.591831523686647820170492195757,0.048240577642340215502869682496,False,True
9,9_0,FAILED,SOBOL,,,,2472,2656,8.637695080606267339362602797337,0.001910921125672757677621538264,True,False
10,10_0,FAILED,SOBOL,,,,387,820,1.344979953619651391605316348432,0.034391199592035265331091409280,True,False
11,11_0,FAILED,SOBOL,,,,3691,4677,5.429940247447230916577609605156,0.018854070013388991855496357175,False,True
12,12_0,COMPLETED,SOBOL,0.910000000000000031086244689504,5918.000000000000000000000000000000,1.000000000000000000000000000000,2596,522,8.994141541450284549341631645802,0.024888970735482872365107454016,False,True
13,13_0,FAILED,SOBOL,,,,857,4301,3.073388639477081518691647943342,0.028253570616710934476634164980,True,False
14,14_0,FAILED,SOBOL,,,,1379,2232,6.948382237676531403280932863709,0.008139252217486498894305491092,True,False
15,15_0,FAILED,SOBOL,,,,4564,3530,0.988532598795369366051488668745,0.041909565872978421507966118043,False,True
16,16_0,FAILED,SOBOL,,,,4515,2474,8.392288809585384257161422283389,0.015554903153330088341754766645,True,False
17,17_0,FAILED,SOBOL,,,,1409,3595,4.932266053006984840578752482543,0.036941105881240221542327617499,False,True
18,18_0,COMPLETED,SOBOL,0.910000000000000031086244689504,4869.000000000000000000000000000000,1.000000000000000000000000000000,730,431,5.047962157234549884776697581401,0.004460922197438776243272329225,False,True
19,19_0,FAILED,SOBOL,,,,2704,4075,1.627036137564107809438951335324,0.044941316737327728636497425896,True,False
20,20_0,FAILED,SOBOL,,,,3487,731,2.710769319403916632893469795818,0.038610345905181024661612099180,True,False
21,21_0,FAILED,SOBOL,,,,572,4449,9.295556495534256669088790658861,0.010689199812710286144334936864,False,True
22,22_0,FAILED,SOBOL,,,,2189,1520,0.723769345595501434331708878744,0.030803424166981133169862516752,False,True
