trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
287,287_0,FAILED,SOBOL,,,,3224,4733,1975,0.640309722471982256664091437415,0.0000000001
288,288_0,FAILED,SOBOL,,,,3154,1773,1112,0.927362647388130456604926621367,0.01
289,289_0,FAILED,SOBOL,,,,1770,2828,4861,0.022756057249382139612281505947,0.1
290,290_0,FAILED,SOBOL,,,,979,1020,2376,0.588568905889987892265935442992,0.6
291,291_0,FAILED,SOBOL,,,,3945,4965,3626,0.494936128495261085102896458920,0.7
292,292_0,FAILED,SOBOL,,,,4879,605,4363,0.317277652781456698249940018286,0.0001
293,293_0,FAILED,SOBOL,,,,43,4160,614,0.722857297876849824724843074364,0.000000001
294,294_0,FAILED,SOBOL,,,,2083,2188,3089,0.164837987475097175193994303299,0.2
295,295_0,FAILED,SOBOL,,,,2838,3634,1839,0.757504375999793366780465930788,0.000000000001
296,296_0,FAILED,SOBOL,,,,2771,873,2712,0.652970261448994282460489557707,0.8
297,297_0,FAILED,SOBOL,,,,2309,4506,1465,0.309803389605134704698485847985,0.000000001
298,298_0,FAILED,SOBOL,,,,600,1295,3979,0.859066916069015862333912991744,0.01
299,299_0,FAILED,SOBOL,,,,4480,2662,226,0.203986802525818355924513980426,0.0000000001
300,300_0,FAILED,SOBOL,,,,4168,2042,2138,0.108267850460484621466505927856,0.00000000001
301,301_0,FAILED,SOBOL,,,,910,3175,3385,0.950400159407407074674267732917,0.5
302,302_0,FAILED,SOBOL,,,,1369,126,861,0.377750289035961028805132855268,0.6
303,303_0,FAILED,SOBOL,,,,3709,3994,4614,0.533856395855546006501413103251,0.001
304,304_0,FAILED,SOBOL,,,,3567,252,1364,0.133361423578113313936910344637,0.00001
305,305_0,FAILED,SOBOL,,,,1514,3885,2616,0.788373969102278304710296197300,0.00000000001
306,306_0,FAILED,SOBOL,,,,742,1916,91,0.355088002778589706398548742072,0.9
307,307_0,FAILED,SOBOL,,,,4339,3284,3840,0.698324346175417276505470454140,0.4
308,308_0,FAILED,SOBOL,,,,4652,1423,3173,0.614227872271090769018542232516,0.2
309,309_0,FAILED,SOBOL,,,,426,2556,1921,0.458189333470538251447123911930,0.7
310,310_0,FAILED,SOBOL,,,,2448,745,4436,0.899267886266112315141185717948,0.0000000001
311,311_0,FAILED,SOBOL,,,,2630,4612,688,0.057066105766221883466293718357,0.6
312,312_0,FAILED,SOBOL,,,,3012,2395,4844,0.419369175450876374711128846684,0.00000001
313,313_0,FAILED,SOBOL,,,,1912,3449,1090,0.513071439269930151816367924766,0.01
314,314_0,FAILED,SOBOL,,,,184,399,3565,0.065185369519516825342897448081,0.0000000001
315,315_0,FAILED,SOBOL,,,,4741,4344,2320,0.969724376767873708082845496392,0.001
316,316_0,FAILED,SOBOL,,,,3800,1224,318,0.842817426512017853212910267757,0.3
317,317_0,FAILED,SOBOL,,,,1122,4779,4072,0.250081551562994719439814161888,0.5
318,318_0,FAILED,SOBOL,,,,1600,1570,1587,0.674580325638875377691761059396,0.000001
319,319_0,FAILED,SOBOL,,,,3322,3015,2833,0.269068263433873633427850791122,0.4
320,320_0,FAILED,SOBOL,,,,3320,2238,1768,0.505697818014770761330112236465,0.7
321,321_0,FAILED,SOBOL,,,,1604,3605,3013,0.412243548976257423444025107528,0.5
322,322_0,FAILED,SOBOL,,,,1145,555,528,0.976857647120952576891284024896,0.8
323,323_0,FAILED,SOBOL,,,,3779,4188,4282,0.072551287410780790354536406994,0.0000000001
324,324_0,FAILED,SOBOL,,,,4713,1068,3707,0.241864694517105821569558088413,0.000000001
325,325_0,FAILED,SOBOL,,,,208,4935,2461,0.834346031287685030441991784755,0.6
326,326_0,FAILED,SOBOL,,,,1917,1725,4937,0.277532133750617526768422749228,0.000000000001
327,327_0,FAILED,SOBOL,,,,3004,2858,1183,0.682804767077788699047857789992,0.4
328,328_0,FAILED,SOBOL,,,,2605,96,4538,0.795623295539990116331807712413,0.000000001
329,329_0,FAILED,SOBOL,,,,2475,4041,790,0.140851130660623324875047046589,0.0001
330,330_0,FAILED,SOBOL,,,,434,2072,3305,0.690827054699882814325917479437,0.01
331,331_0,FAILED,SOBOL,,,,4646,3127,2053,0.347846201248466990740837445628,0.4
332,332_0,FAILED,SOBOL,,,,4334,1267,311,0.466529414596036084983410319182,0.1
333,333_0,FAILED,SOBOL,,,,743,2712,4059,0.622336257625371258583868439018,0.0000001
334,334_0,FAILED,SOBOL,,,,1535,902,1535,0.048965423775836826314478145150,0.00001
335,335_0,FAILED,SOBOL,,,,3543,4457,2787,0.890920161262154564063564521348,0.3
336,336_0,FAILED,SOBOL,,,,3713,718,768,0.301579394306987547125231685641,0.000001
337,337_0,FAILED,SOBOL,,,,1367,4663,4521,0.644506004476919747148144779203,0.5
338,338_0,FAILED,SOBOL,,,,888,1451,1996,0.212458762861788275078112064875,0.001
339,339_0,FAILED,SOBOL,,,,4192,2506,3243,0.867283267488703102365832364740,0.8
340,340_0,FAILED,SOBOL,,,,4505,1885,3769,0.943034628171473765512189402216,0.01
341,341_0,FAILED,SOBOL,,,,573,3331,16,0.101134133966639644386376062357,0.3
342,342_0,FAILED,SOBOL,,,,2301,283,2531,0.540982527956366587851277927257,0.7
343,343_0,FAILED,SOBOL,,,,2776,3838,1284,0.385123345179483267397557710865,0.00000001
344,344_0,FAILED,SOBOL,,,,2866,1617,2918,0.031104228394106030186616607125,0.0000001
345,345_0,FAILED,SOBOL,,,,2058,2984,1668,0.935462942723184864846075470268,0.4
346,346_0,FAILED,SOBOL,,,,37,1176,4143,0.486828308252617691920249853865,0.00001
347,347_0,FAILED,SOBOL,,,,4887,4809,394,0.580228319138288539669190413406,0.00000001
348,348_0,FAILED,SOBOL,,,,3946,449,2244,0.730099486062303237865478422464,0.1
349,349_0,FAILED,SOBOL,,,,975,4316,3494,0.324774498116224996646650424736,0.8
