trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
80,80_0,FAILED,SOBOL,,,,3741,2341,3939,0.244948831243440495741836571142,0.00000000001
81,81_0,FAILED,SOBOL,,,,1336,3708,188,0.837581608638167329772272751143,0.8
82,82_0,FAILED,SOBOL,,,,877,492,2673,0.272743369372561550445510647478,0.3
83,83_0,FAILED,SOBOL,,,,4201,4124,1424,0.678349959511309830162417711108,0.2
84,84_0,FAILED,SOBOL,,,,4516,1014,901,0.508491688122972851360259483045,0.00000001
85,85_0,FAILED,SOBOL,,,,564,4881,4652,0.414825299598276631130033820227,0.01
86,86_0,FAILED,SOBOL,,,,2273,1818,2176,0.971870000625029151208877919998,0.4
87,87_0,FAILED,SOBOL,,,,2807,2951,3426,0.067290355529636150522243553951,0.000000000001
88,88_0,FAILED,SOBOL,,,,2874,33,2414,0.453974099777638917529998252576,0.00000001
89,89_0,FAILED,SOBOL,,,,2047,3978,3667,0.610054213320836424827575683594,0.000000001
90,90_0,FAILED,SOBOL,,,,6,2175,1152,0.059816077481955290395809754500,0.000001
91,91_0,FAILED,SOBOL,,,,4915,3229,4899,0.901982949325814797880696005450,0.1
92,92_0,FAILED,SOBOL,,,,3977,1359,3051,0.782869083732366521921619550994,0.0000000001
93,93_0,FAILED,SOBOL,,,,947,2804,1798,0.127762976912781600624668953969,0.5
94,94_0,FAILED,SOBOL,,,,1738,848,4323,0.701387456659227637167930424766,0.0000001
95,95_0,FAILED,SOBOL,,,,3186,4403,576,0.358255147712305210827565815634,0.01
96,96_0,FAILED,SOBOL,,,,3270,1444,1261,0.085821095736697314282359627668,0.7
97,97_0,FAILED,SOBOL,,,,1808,2577,2514,0.990389615196734629520847192907,0.4
98,98_0,COMPLETED,SOBOL,0.619999999999999995559107901499,4121.000000000000000000000000000000,0.900000000000000022204460492503,1017,765,38,0.433333018941804759549540904118,0.001
99,99_0,FAILED,SOBOL,,,,4061,4632,3785,0.527003867015242599691760005953,0.000000000001
100,100_0,FAILED,SOBOL,,,,4997,271,3266,0.661771949553862204318477324705,0.7
101,101_0,FAILED,SOBOL,,,,83,3904,2013,0.256169462051242580180598906736,0.9
102,102_0,FAILED,SOBOL,,,,2123,1937,4499,0.821026262631639802691552176839,0.5
103,103_0,FAILED,SOBOL,,,,2957,3305,752,0.228382716514170164279207142499,0.1
104,104_0,FAILED,SOBOL,,,,2731,1243,4740,0.372860799085348859627231377090,0.3
105,105_0,FAILED,SOBOL,,,,2191,4798,989,0.716004828521981884215108493663,0.00000001
106,106_0,FAILED,SOBOL,,,,482,1591,3514,0.142391292236745348187554327524,0.000000000001
107,107_0,FAILED,SOBOL,,,,4440,3036,2264,0.797494248187169407771079931990,0.0001
108,108_0,FAILED,SOBOL,,,,4130,2416,413,0.889322410348802772084297885158,0.6
109,109_0,FAILED,SOBOL,,,,793,3470,4163,0.047152030723169445491915752200,0.7
110,110_0,FAILED,SOBOL,,,,1253,418,1649,0.597370653480291391446144189104,0.00001
111,111_0,FAILED,SOBOL,,,,3671,4363,2898,0.441302617339417335706741596368,0.000001
112,112_0,FAILED,SOBOL,,,,3448,622,1206,0.849609696606174136235267724260,0.00000001
113,113_0,FAILED,SOBOL,,,,1473,4176,4952,0.194559080403298140238277369463,0.0001
114,114_0,FAILED,SOBOL,,,,701,2212,2437,0.634652080362662629475778430788,0.000000001
115,115_0,FAILED,SOBOL,,,,4220,3657,3691,0.291453807644546036836885605226,0.4
116,116_0,FAILED,SOBOL,,,,4536,1797,4259,0.395034828888252365075572924979,0.2
117,117_0,FAILED,SOBOL,,,,388,2852,513,0.551050525281578273961713421158,0.6
118,118_0,FAILED,SOBOL,,,,2410,1037,3037,0.118758681414648889496099570806,0.00000000001
119,119_0,FAILED,SOBOL,,,,2514,4982,1783,0.960983304321765929856269394804,0.1
120,120_0,FAILED,SOBOL,,,,3050,2066,2805,0.574299567509442554502641087311,0.9
121,121_0,FAILED,SOBOL,,,,2028,3198,1557,0.480574461283162224223275416080,0.3
122,122_0,FAILED,SOBOL,,,,299,143,4042,0.906059739962220223041811095754,0.01
123,123_0,FAILED,SOBOL,,,,4778,4011,290,0.001543575121089816063954525127,0.1
124,124_0,FAILED,SOBOL,,,,3840,890,2035,0.186934675987809884034618335136,0.0001
125,125_0,FAILED,SOBOL,,,,1240,4523,3283,0.779632480258122040339685554500,0.00000000001
126,126_0,FAILED,SOBOL,,,,1718,1319,808,0.330753239817917321641260741671,0.0000001
127,127_0,FAILED,SOBOL,,,,3362,2685,4559,0.736303372701630043373199896450,0.000001
128,128_0,FAILED,SOBOL,,,,3382,330,2164,0.286678697032853979642652575421,0.9
129,129_0,FAILED,SOBOL,,,,1699,4275,3409,0.629816233262419755689620615158,0.8
130,130_0,FAILED,SOBOL,,,,1220,2465,934,0.197384959252551200892256133557,0.00001
131,131_0,FAILED,SOBOL,,,,3860,3519,4688,0.852496308226138310715214174706,0.7
132,132_0,FAILED,SOBOL,,,,4798,1659,2676,0.959910596957430195530491801037,0.6
133,133_0,FAILED,SOBOL,,,,280,3104,1431,0.117747063733637330473769111450,0.0001
134,134_0,FAILED,SOBOL,,,,2008,1136,3916,0.557970935368910403440168011002,0.000001
135,135_0,COMPLETED,SOBOL,0.640000000000000013322676295502,12831.000000000000000000000000000000,0.750000000000000000000000000000,3070,4690,162,0.401894145574420713629137935641,0.000000000001
136,136_0,FAILED,SOBOL,,,,2534,2006,4308,0.016184493921697139934279263684,0.3
137,137_0,FAILED,SOBOL,,,,2390,3373,560,0.920761752163991364916739712498,0.0000001
138,138_0,FAILED,SOBOL,,,,369,164,3085,0.471781152259558411721229731484,0.00001
139,139_0,FAILED,SOBOL,,,,4555,3797,1833,0.565445168802514719352814154263,0.000000001
140,140_0,FAILED,SOBOL,,,,4240,677,1156,0.747002102464437434115041014593,0.9
141,141_0,FAILED,SOBOL,,,,682,4544,4904,0.341391236810013654068285404719,0.001
142,142_0,FAILED,SOBOL,,,,1453,1493,2390,0.766984544757753572419289866957,0.01
143,143_0,FAILED,SOBOL,,,,3468,2626,3642,0.174347476975992315972874280305,0.2
144,144_0,FAILED,SOBOL,,,,3652,1387,382,0.520159629886969954171149765898,0.8
145,145_0,FAILED,SOBOL,,,,1272,2754,4136,0.426428045324981186414703415721,0.9
146,146_0,FAILED,SOBOL,,,,813,783,1621,0.991386212805286048954656052956,0.3
147,147_0,FAILED,SOBOL,,,,4111,4415,2868,0.086878426115959889175499597513,0.00000001
148,148_0,FAILED,SOBOL,,,,4420,55,4770,0.225480668423697350188916743718,0.000000000001
149,149_0,FAILED,SOBOL,,,,502,3922,1017,0.818185304224491094515769873396,0.4
150,150_0,FAILED,SOBOL,,,,2210,2114,3541,0.261020686136558655032757769732,0.00001
151,151_0,FAILED,SOBOL,,,,2712,3247,2294,0.666562080238014442734595377260,0.01
152,152_0,FAILED,SOBOL,,,,2937,949,3157,0.810066070213913969055852248857,0.0000000001
153,153_0,FAILED,SOBOL,,,,2143,4894,1907,0.155024207664653662641640607944,0.00000000001
154,154_0,FAILED,SOBOL,,,,102,1846,4392,0.705382268000394052620549700805,0.9
155,155_0,FAILED,SOBOL,,,,4978,2900,643,0.362177148880437005384891335780,0.5
156,156_0,FAILED,SOBOL,,,,4042,2280,1370,0.450172036118805407589604783425,0.0000001
157,157_0,FAILED,SOBOL,,,,1037,3726,2621,0.606179339488968293991888458550,0.6
158,158_0,COMPLETED,SOBOL,0.520000000000000017763568394003,3193.000000000000000000000000000000,0.000000000000000000000000000000,1828,514,145,0.032434938963502649156289692201,0.8
159,159_0,FAILED,SOBOL,,,,3250,4069,3895,0.874666055077686910301792977407,0.0001
160,160_0,FAILED,SOBOL,,,,3167,2359,3021,0.681175853231921757391376104351,0.000000000001
161,161_0,FAILED,SOBOL,,,,1758,3492,1770,0.275629995863884702522739189590,0.0001
162,162_0,FAILED,SOBOL,,,,966,434,4295,0.832806512897834139153019350488,0.4
163,163_0,FAILED,SOBOL,,,,3958,4301,545,0.240112999014556405263931537775,0.000001
164,164_0,FAILED,SOBOL,,,,4896,1191,2444,0.074210721002891666397971448532,0.5
165,165_0,FAILED,SOBOL,,,,26,4824,3695,0.978729272697120955548655274470,0.8
166,166_0,FAILED,SOBOL,,,,2067,1602,1180,0.413752547619864352590468570270,0.0000000001
167,167_0,FAILED,SOBOL,,,,2855,2969,4929,0.507480025827884650979626712797,0.00001
168,168_0,FAILED,SOBOL,,,,2788,288,792,0.893189684916287696125891670818,0.3
169,169_0,FAILED,SOBOL,,,,2293,3843,4545,0.050961723389104006398664381550,0.0000001
170,170_0,FAILED,SOBOL,,,,584,1881,2070,0.624695176735520329991402377345,0.5
171,171_0,FAILED,SOBOL,,,,4497,3326,3317,0.468676156593486659129865756768,0.7
172,172_0,FAILED,SOBOL,,,,4181,1456,4048,0.345607197340577820821039267685,0.000000001
173,173_0,FAILED,SOBOL,,,,897,2510,295,0.688800242776051119264479893900,0.00000000001
174,174_0,FAILED,SOBOL,,,,1356,713,2780,0.138461691804230208058257289849,0.00000001
175,175_0,FAILED,SOBOL,,,,3722,4658,1533,0.793507065853104043284815816151,0.9
176,176_0,FAILED,SOBOL,,,,3554,917,4524,0.383370694192126382215946023280,0.4
177,177_0,FAILED,SOBOL,,,,1526,4471,776,0.539443972487002598725780444511,0.001
178,178_0,FAILED,SOBOL,,,,755,1252,3261,0.099231048030778770674409372532,0.3
179,179_0,FAILED,SOBOL,,,,4326,2697,2009,0.941406654939055398401137608744,0.6
180,180_0,COMPLETED,SOBOL,0.790000000000000035527136788005,8528.000000000000000000000000000000,1.000000000000000000000000000000,4635,2087,4,0.869066438222304005201124255109,0.00000000001
181,181_0,FAILED,SOBOL,,,,443,3142,3752,0.213966806020587679837419159412,0.1
182,182_0,FAILED,SOBOL,,,,2464,82,1276,0.646378570666536700350945920945,0.0001
183,183_0,FAILED,SOBOL,,,,2614,4027,2528,0.303237879849970359824595789178,0.00000001
184,184_0,FAILED,SOBOL,,,,2996,1731,1675,0.159733882438391455727000334264,0.01
185,185_0,FAILED,SOBOL,,,,1929,2863,2921,0.752375056574121070518401666050,0.1
186,186_0,FAILED,SOBOL,,,,200,1063,406,0.326769849680364155020129146578,0.2
187,187_0,FAILED,SOBOL,,,,4724,4930,4160,0.732369950329884833450933001586,0.0000000001
188,188_0,FAILED,SOBOL,,,,3788,560,3477,0.578113052371889368785673468665,0.0000001
189,189_0,FAILED,SOBOL,,,,1134,4193,2232,0.484437913911417106227474960178,0.7
190,190_0,FAILED,SOBOL,,,,1613,2233,4756,0.933437071412801744330067776900,0.000000001
191,191_0,FAILED,SOBOL,,,,3309,3600,1002,0.028864276437088848964451770485,0.00000000001
192,192_0,FAILED,SOBOL,,,,3332,1574,4849,0.759500742534175543596575153060,0.2
193,193_0,FAILED,SOBOL,,,,1591,3020,1095,0.167107444208115352157761890339,0.8
194,194_0,FAILED,SOBOL,,,,1132,1219,3619,0.725003972953185416017163333890,0.9
195,195_0,FAILED,SOBOL,,,,3792,4774,2373,0.319636638812720752511609134672,0.00000000001
196,196_0,FAILED,SOBOL,,,,4730,404,616,0.492909368621185395298311959777,0.1
197,197_0,FAILED,SOBOL,,,,192,4349,4370,0.586329849932342717089284178655,0.00001
198,198_0,FAILED,SOBOL,,,,1901,2390,1855,0.020639775512740016205626147894,0.5
199,199_0,FAILED,SOBOL,,,,3021,3445,3101,0.924973260581493428311716797907,0.000000001
200,200_0,FAILED,SOBOL,,,,2622,760,1447,0.531954324889928109598713490414,0.4
201,201_0,FAILED,SOBOL,,,,2459,4627,2699,0.376121308268979215316818454085,0.0000001
202,202_0,COMPLETED,SOBOL,0.810000000000000053290705182008,14275.000000000000000000000000000000,0.900000000000000022204460492503,418,1408,223,0.948648396983742703270081619848,0.2
203,203_0,FAILED,SOBOL,,,,4662,2541,3972,0.106728398991748685276093056018,0.000001
204,204_0,FAILED,SOBOL,,,,4347,1931,3393,0.205858480151742684327587085136,0.0001
205,205_0,FAILED,SOBOL,,,,731,3298,2141,0.860726297611370649853768100002,0.000001
206,206_0,FAILED,SOBOL,,,,1522,237,4626,0.311585545368492589091147237923,0.0000000001
207,207_0,FAILED,SOBOL,,,,3556,3870,878,0.654479312142357216863786106842,0.8
208,208_0,FAILED,SOBOL,,,,3701,131,2599,0.059426039846614001072033772743,0.3
209,209_0,FAILED,SOBOL,,,,1379,3998,1352,0.901413620728999331888076085306,0.00001
210,210_0,FAILED,SOBOL,,,,901,2037,3838,0.460459745688363897286876635917,0.000001
211,211_0,COMPLETED,SOBOL,0.750000000000000000000000000000,13321.000000000000000000000000000000,1.000000000000000000000000000000,4179,3170,85,0.616223275884985932648874040751,0.7
212,212_0,FAILED,SOBOL,,,,4488,1300,1928,0.695934018755331673666830738512,0.6
213,213_0,FAILED,SOBOL,,,,589,2667,3175,0.352972669091075663683199081788,0.00000000001
214,214_0,FAILED,SOBOL,,,,2318,869,700,0.786133950224146227370169981441,0.5
215,215_0,FAILED,SOBOL,,,,2760,4501,4452,0.131335619188845148519462213699,0.0000001
216,216_0,FAILED,SOBOL,,,,2849,2203,1077,0.267529760014265760581508857285,0.1
217,217_0,FAILED,SOBOL,,,,2075,3648,4827,0.672827622601762431742145054159,0.00001
218,218_0,FAILED,SOBOL,,,,53,590,2312,0.248453526280820374827484897651,0.4
219,219_0,FAILED,SOBOL,,,,4871,4145,3563,0.840914392625913054146735703398,0.0001
220,220_0,FAILED,SOBOL,,,,3934,1035,4075,0.971232486847788067940712153359,0.5
221,221_0,FAILED,SOBOL,,,,988,4980,326,0.066968473332002759201841968206,0.000001
222,222_0,FAILED,SOBOL,,,,1759,1759,2850,0.514729857891798037172748081503,0.7
223,223_0,FAILED,SOBOL,,,,3162,2813,1600,0.421241808561608199745762703969,0.000000001
224,224_0,COMPLETED,SOBOL,0.630000000000000004440892098501,8548.000000000000000000000000000000,0.900000000000000022204460492503,3235,1105,238,0.147894714636728180634506202296,0.7
225,225_0,FAILED,SOBOL,,,,1845,4738,3987,0.802696315512061109309627227049,0.9
226,226_0,FAILED,SOBOL,,,,1074,1690,1512,0.369554547460749727161299915679,0.0000001
227,227_0,FAILED,SOBOL,,,,4007,3057,2762,0.712504057664424150786430800508,0.01
228,228_0,FAILED,SOBOL,,,,4945,2437,4602,0.597719305982813198241387908638,0.001
229,229_0,FAILED,SOBOL,,,,133,3570,853,0.441943817354738699432203929973,0.0001
230,230_0,FAILED,SOBOL,,,,2155,358,3338,0.882886748934164633517696074705,0.000000001
231,231_0,FAILED,SOBOL,,,,2923,4225,2087,0.040902556862682105942585764069,0.5
232,232_0,FAILED,SOBOL,,,,2680,1543,3712,0.433921499989926795493033750972,0.000001
233,233_0,FAILED,SOBOL,,,,2244,2598,2465,0.527405208742246056630165185197,0.01
234,234_0,FAILED,SOBOL,,,,515,626,4990,0.079625262867659335475067905463,0.3
235,235_0,FAILED,SOBOL,,,,4409,4572,1237,0.983900283047929424817823473859,0.8
236,236_0,FAILED,SOBOL,,,,4093,211,1753,0.826282208889722813438538651098,0.0000001
237,237_0,FAILED,SOBOL,,,,828,3766,2999,0.233832230238243926612184964142,0.0000000001
238,238_0,FAILED,SOBOL,,,,1307,1958,485,0.658218221787363333419307309669,0.00000000001
239,239_0,FAILED,SOBOL,,,,3615,3404,4238,0.252916137592867018568654202682,0.000000000001
240,240_0,FAILED,SOBOL,,,,3486,2162,2209,0.912293628638610187842061804986,0.001
241,241_0,FAILED,SOBOL,,,,1438,3217,3461,0.007964365176856516570502719787,0.000001
242,242_0,FAILED,SOBOL,,,,647,7,946,0.573673000911250730027290956059,0.0001
243,243_0,FAILED,SOBOL,,,,4277,3953,4695,0.480241631906479615743421618390,0.00000000001
244,244_0,FAILED,SOBOL,,,,4586,833,2943,0.334268882034346459519724703568,0.00001
245,245_0,FAILED,SOBOL,,,,335,4387,1691,0.739625209510326397932544750802,0.000000000001
246,246_0,FAILED,SOBOL,,,,2376,1337,4216,0.181716785537078984180681118232,0.7
247,247_0,FAILED,SOBOL,,,,2545,2782,468,0.774114424441009751909348324261,0.5
248,248_0,FAILED,SOBOL,,,,3103,486,3814,0.637920276179909651048660634842,0.000000001
249,249_0,COMPLETED,SOBOL,0.619999999999999995559107901499,5435.000000000000000000000000000000,0.739999999999999991118215802999,1977,4119,59,0.295023120595142240851771475718,0.0000001
250,250_0,FAILED,SOBOL,,,,268,2309,2545,0.844144359756261120075748749514,0.8
251,251_0,FAILED,SOBOL,,,,4812,3676,1299,0.189288500728085645752329924107,0.3
252,252_0,FAILED,SOBOL,,,,3875,1816,714,0.125232428379356858227922089100,0.9
253,253_0,FAILED,SOBOL,,,,1202,2948,4468,0.967164265831932379313684577937,0.5
254,254_0,FAILED,SOBOL,,,,1661,979,1992,0.394648120578378447387279948089,0.001
255,255_0,FAILED,SOBOL,,,,3416,4846,3238,0.550477867359295491844761727407,0.2
256,256_0,FAILED,SOBOL,,,,3408,994,4004,0.042441119767725465905527926225,0.000000000001
257,257_0,FAILED,SOBOL,,,,1673,4861,250,0.884639392485842113167393563344,0.00001
258,258_0,FAILED,SOBOL,,,,1194,1801,2764,0.443571783151477549989039061984,0.8
259,259_0,FAILED,SOBOL,,,,3886,2934,1518,0.599622399354353574629783452110,0.0000001
260,260_0,FAILED,SOBOL,,,,4821,2323,846,0.710996007069945368250785122655,0.4
261,261_0,FAILED,SOBOL,,,,257,3691,4600,0.367771384162828340880224686771,0.01
262,262_0,FAILED,SOBOL,,,,1986,471,2075,0.801037837404757757653328553715,0.3
263,263_0,FAILED,SOBOL,,,,3092,4104,3321,0.146022141011431821899790861607,0.001
264,264_0,FAILED,SOBOL,,,,2556,1342,2478,0.250556262997910283996105818005,0.0000000001
265,265_0,FAILED,SOBOL,,,,2368,2787,3730,0.656072427839040739350195963198,0.00000001
266,266_0,FAILED,SOBOL,,,,346,828,1244,0.231561758534982814472513723558,0.00000000001
267,267_0,FAILED,SOBOL,,,,4578,4382,4992,0.824286864761263116108125359460,0.7
268,268_0,FAILED,SOBOL,,,,4266,12,2997,0.986290669953450604978684168600,0.5
269,269_0,FAILED,SOBOL,,,,656,3958,1745,0.081740537069737911890499049150,0.0001
270,270_0,FAILED,SOBOL,,,,1427,2157,4221,0.529645168134942667670372884459,0.000000001
271,271_0,FAILED,SOBOL,,,,3495,3212,472,0.435947363864630454965976014137,0.01
272,272_0,FAILED,SOBOL,,,,3626,1973,3473,0.776016554892063115111966453696,0.000000001
273,273_0,FAILED,SOBOL,,,,1299,3418,2226,0.183345706818625331369077002819,0.9
274,274_0,FAILED,SOBOL,,,,839,197,4702,0.741376912448555192014509884757,0.5
275,275_0,FAILED,SOBOL,,,,4085,3751,949,0.335808392988517889765631707633,0.2
276,276_0,FAILED,SOBOL,,,,4398,641,1689,0.478370013765990753640267030278,0.000001
277,277_0,FAILED,SOBOL,,,,524,4586,2936,0.572013559883460365185214868688,0.00001
278,278_0,FAILED,SOBOL,,,,2233,1529,451,0.006182149928063154602220219402,0.4
279,279_0,FAILED,SOBOL,,,,2689,2583,4204,0.910784637430682830760986234964,0.00000000001
280,280_0,COMPLETED,SOBOL,0.829999999999999960031971113494,6152.000000000000000000000000000000,1.000000000000000000000000000000,2915,362,77,0.548481560310348892350873484247,0.0000001
281,281_0,FAILED,SOBOL,,,,2166,4230,3826,0.392378604359924776368018228823,0.6
282,282_0,FAILED,SOBOL,,,,125,2432,1302,0.965017531270161321721445801813,0.0001
283,283_0,FAILED,SOBOL,,,,4956,3565,2552,0.122873501833528284143959297126,0.000001
284,284_0,FAILED,SOBOL,,,,4015,1695,4460,0.191315320087596774101257324219,0.3
285,285_0,FAILED,SOBOL,,,,1063,3062,711,0.846383356228470828952481497254,0.7
286,286_0,FAILED,SOBOL,,,,1854,1100,3226,0.297139342846348908366849173035,0.2
