trial_index,arm_name,trial_status,generation_node,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
72,72_0,FAILED,SOBOL,3437,2248,36,793,0.554213137239217723539752569195
73,73_0,FAILED,SOBOL,1321,4659,60,482,0.115401000913232562594679109225
74,74_0,FAILED,SOBOL,402,873,23,644,0.381921986825764170347952131124
75,75_0,FAILED,SOBOL,4863,3461,98,83,0.940618694130331278735468458763
76,76_0,FAILED,SOBOL,3841,369,64,222,0.794070175433531422193311755109
77,77_0,FAILED,SOBOL,798,2800,39,537,0.359148784397169962279150468021
78,78_0,FAILED,SOBOL,2496,1513,76,338,0.153783584998920558328805441306
79,79_0,FAILED,SOBOL,2885,4082,2,904,0.716371186306700158397120503651
80,80_0,FAILED,SOBOL,3106,1306,57,41,0.476499609500169729603413770747
81,81_0,FAILED,SOBOL,2256,4363,33,733,0.910442494865506879442307308636
82,82_0,FAILED,SOBOL,711,576,94,392,0.584408594913780721213925062330
83,83_0,FAILED,SOBOL,3908,2519,20,835,0.020835052255541088028767404694
84,84_0,FAILED,SOBOL,4772,684,43,970,0.248521245801821361043337788033
85,85_0,FAILED,SOBOL,474,3722,67,289,0.686370223699137582684670633171
86,86_0,FAILED,SOBOL,1547,2436,5,587,0.824059910165146014549009123584
87,87_0,FAILED,SOBOL,3191,4398,79,156,0.264392370810732246777519094394
88,88_0,FAILED,SOBOL,3561,254,9,353,0.992744467919692397117614746094
89,89_0,FAILED,SOBOL,1761,2841,84,921,0.433076962025836120773192305933
90,90_0,FAILED,SOBOL,258,1628,46,205,0.072072169406339522956805865306
91,91_0,FAILED,SOBOL,4401,4041,72,523,0.509921121278777755847499975062
92,92_0,FAILED,SOBOL,4319,2132,94,657,0.721783770728856355347602402617
93,93_0,FAILED,SOBOL,966,4701,18,101,0.158210135124623785252140351076
94,94_0,FAILED,SOBOL,2002,987,56,774,0.331359922479838142628238983889
95,95_0,FAILED,SOBOL,2697,3420,31,469,0.765302893355488733639901965944
96,96_0,FAILED,SOBOL,2763,2025,25,132,0.217624540353193868247316800080
97,97_0,FAILED,SOBOL,1897,4886,100,565,0.652545823572203476103936736763
98,98_0,FAILED,SOBOL,1056,1094,38,311,0.857910900281742216932912015182
99,99_0,FAILED,SOBOL,4268,3234,62,994,0.295323399355635063390224104296
100,100_0,FAILED,SOBOL,4495,127,77,829,0.441887146323919288715131870049
101,101_0,FAILED,SOBOL,202,3046,3,384,0.880699330981820849295615971641
102,102_0,FAILED,SOBOL,1822,1755,65,742,0.614178467757999890785924890224
103,103_0,FAILED,SOBOL,3461,3836,40,48,0.055481719557195899317214582425
104,104_0,FAILED,SOBOL,3208,812,74,444,0.687320734966546331712322626117
105,105_0,FAILED,SOBOL,1412,3517,48,752,0.128624012790620328994251053700
106,106_0,FAILED,SOBOL,613,2309,86,124,0.360919454824179419816232439189
107,107_0,FAILED,SOBOL,4750,4603,10,682,0.799731606021523488969648951752
108,108_0,FAILED,SOBOL,4052,1413,26,516,0.962119016056880327347755610390
109,109_0,FAILED,SOBOL,684,4178,51,196,0.399531429620459677121147024081
110,110_0,FAILED,SOBOL,2268,469,13,930,0.105590992851182813305754848443
111,111_0,FAILED,SOBOL,2977,2705,89,361,0.540512369016185378889360890753
112,112_0,FAILED,SOBOL,2907,476,45,692,0.266521626878529760418246041809
113,113_0,FAILED,SOBOL,2357,2615,70,4,0.830095154665410506211742358573
114,114_0,FAILED,SOBOL,932,1406,7,873,0.656945482563227378669523659482
115,115_0,FAILED,SOBOL,3824,4268,83,434,0.223002612069249150916760982000
116,116_0,FAILED,SOBOL,4993,2375,54,264,0.011155190890654920199409616544
117,117_0,FAILED,SOBOL,390,4454,29,948,0.570822745116427499034728043625
118,118_0,FAILED,SOBOL,1348,746,92,178,0.931827422482892853139446742716
119,119_0,FAILED,SOBOL,3293,3666,16,613,0.493978429714217792678709884058
120,120_0,FAILED,SOBOL,3702,1689,96,880,0.763173410499468407586221019301
121,121_0,FAILED,SOBOL,1601,3985,22,317,0.325324443755671377509486319468
122,122_0,FAILED,SOBOL,135,193,59,559,0.187634634600952254768202465129
123,123_0,FAILED,SOBOL,4582,2897,35,246,0.747302155366167397687604534440
124,124_0,FAILED,SOBOL,4195,1087,6,77,0.519600733548402748951389185095
125,125_0,FAILED,SOBOL,1148,3324,80,636,0.085657777544111010636918024375
126,126_0,FAILED,SOBOL,2142,2033,44,490,0.411691800184547873620033442421
127,127_0,FAILED,SOBOL,2537,4796,68,800,0.975265420917421632651667096070
128,128_0,FAILED,SOBOL,2504,349,5,424,0.466605890559032565612085363682
129,129_0,FAILED,SOBOL,2117,2741,79,867,0.904942217757925382315420392842
130,130_0,FAILED,SOBOL,1159,1533,42,10,0.606006911659613289877768238512
131,131_0,FAILED,SOBOL,4204,4141,66,702,0.045852023003622892349806505763
132,132_0,FAILED,SOBOL,4598,2189,95,619,0.195584752447903159611186652000
133,133_0,FAILED,SOBOL,139,4639,21,188,0.630014957372099115850971884356
134,134_0,FAILED,SOBOL,1563,931,57,938,0.865356049984693509458111293497
135,135_0,FAILED,SOBOL,3681,3480,33,258,0.301295187767595062933168037489
136,136_0,FAILED,SOBOL,3310,1875,56,236,0.940323835980147126889505670988
137,137_0,FAILED,SOBOL,1349,3799,30,553,0.376262940302491188937494825950
138,138_0,FAILED,SOBOL,354,8,94,323,0.112787735093384980378239390575
139,139_0,FAILED,SOBOL,4970,3083,18,890,0.547217966042458980879814589571
140,140_0,FAILED,SOBOL,3793,1214,46,806,0.712284079594537655744090898224
141,141_0,FAILED,SOBOL,904,3198,72,500,0.152129283884540195126433559381
142,142_0,FAILED,SOBOL,2370,1905,9,626,0.352499483829364190778932197645
143,143_0,FAILED,SOBOL,2914,4923,85,71,0.790835725517943455287195320125
144,144_0,FAILED,SOBOL,3000,2152,27,988,0.020037601660937071068602222113
145,145_0,FAILED,SOBOL,2303,4759,53,302,0.579221684291958860413274123857
146,146_0,FAILED,SOBOL,683,967,15,574,0.908301364947110445591249572317
147,147_0,FAILED,SOBOL,4034,3361,91,138,0.469001845858991128768167300223
148,148_0,FAILED,SOBOL,4744,313,75,57,0.259833247167989611625671386719
149,149_0,FAILED,SOBOL,599,2861,49,748,0.822908082524314576922108699364
150,150_0,FAILED,SOBOL,1441,1570,88,378,0.680223396604880736759923820500
151,151_0,FAILED,SOBOL,3239,4021,12,819,0.244814778955653317149554482057
152,152_0,FAILED,SOBOL,3453,626,76,676,0.513642362819984543698126344680
153,153_0,FAILED,SOBOL,1811,3702,1,115,0.078233711710199715927416264094
154,154_0,FAILED,SOBOL,228,2494,63,762,0.434243519747629758143148137606
155,155_0,FAILED,SOBOL,4528,4417,39,450,0.997318381128832642801285146561
156,156_0,FAILED,SOBOL,4289,1286,24,371,0.772785822816193124218386856228
157,157_0,FAILED,SOBOL,1094,4304,98,936,0.333486396674066765122290689760
158,158_0,FAILED,SOBOL,1894,596,36,190,0.163382375150918968120805629951
159,159_0,FAILED,SOBOL,2747,2578,61,506,0.722566372271627233025981240644
160,160_0,FAILED,SOBOL,2734,1472,92,840,0.291613192362710826888161363968
161,161_0,FAILED,SOBOL,2023,4197,17,402,0.851768066147342350902249563660
162,162_0,FAILED,SOBOL,950,410,55,724,0.651397736078128231085315746896
163,163_0,FAILED,SOBOL,4316,2685,29,35,0.213061423750594253201384731256
164,164_0,FAILED,SOBOL,4389,831,7,146,0.047980081927031278943296399575
165,165_0,FAILED,SOBOL,250,3575,83,581,0.612040959015488605921007092547
166,166_0,FAILED,SOBOL,1794,2289,44,295,0.875516294348984924766909898608
167,167_0,FAILED,SOBOL,3587,4544,70,980,0.441086074553430074196569421474
168,168_0,FAILED,SOBOL,3177,108,44,528,0.800517962582409370320135622023
169,169_0,FAILED,SOBOL,1541,2988,68,215,0.366087716761976489365792986064
170,170_0,FAILED,SOBOL,504,1775,7,911,0.130746731966733920060619311698
171,171_0,FAILED,SOBOL,4800,3894,81,347,0.694807642515748780098761017143
172,172_0,FAILED,SOBOL,3943,1967,58,459,0.545090141342952860803450221283
173,173_0,FAILED,SOBOL,735,4867,34,769,0.106753914525732393481227688881
174,174_0,FAILED,SOBOL,2237,1153,96,107,0.405689112806692731005853147508
175,175_0,FAILED,SOBOL,3105,3254,22,667,0.965843893645331297292955241574
176,176_0,FAILED,SOBOL,2857,1029,65,280,0.223316832728683939413016901199
177,177_0,FAILED,SOBOL,2465,3305,41,963,0.662616336945444306394392697257
178,178_0,FAILED,SOBOL,804,2091,78,163,0.832720466285943983208994723100
179,179_0,FAILED,SOBOL,3855,4815,3,595,0.273536398526281143706029297391
180,180_0,FAILED,SOBOL,4865,1670,38,711,0.498053728567436349017327756883
181,181_0,FAILED,SOBOL,420,3926,62,17,0.933462361088022607447101108846
182,182_0,FAILED,SOBOL,1298,213,25,859,0.577452445233240685418252269301
183,183_0,FAILED,SOBOL,3401,2956,99,415,0.014377595005556940283009126347
184,184_0,FAILED,SOBOL,3654,2394,14,92,0.744064084274694281795348160813
185,185_0,FAILED,SOBOL,1707,4512,90,650,0.180989208022132502806655907079
186,186_0,FAILED,SOBOL,10,726,26,476,0.323673763817176218804405607443
187,187_0,FAILED,SOBOL,4610,3607,52,783,0.759082429798319968661246548436
188,188_0,FAILED,SOBOL,4070,535,86,898,0.968266256760805799075342292781
189,189_0,FAILED,SOBOL,1176,2634,10,329,0.409082274511456511767448773753
190,190_0,FAILED,SOBOL,2095,1347,73,547,0.080002723980695009120545080350
191,191_0,FAILED,SOBOL,2643,4248,47,228,0.519302135251462404497146962967
192,192_0,FAILED,SOBOL,2588,2343,71,646,0.850806944165378831179680219066
193,193_0,FAILED,SOBOL,2032,4580,47,82,0.286757469691336142059157054973
194,194_0,FAILED,SOBOL,1233,789,84,794,0.210094125714153062700617624614
195,195_0,FAILED,SOBOL,4129,3552,10,480,0.644528163731098224786819628207
196,196_0,FAILED,SOBOL,4673,433,31,342,0.622713881393894608251571298752
197,197_0,FAILED,SOBOL,65,2728,55,902,0.062555278616026041560438386568
198,198_0,FAILED,SOBOL,1648,1437,19,224,0.449874409107491379788967833520
199,199_0,FAILED,SOBOL,3597,4141,93,534,0.888199229592457450976894506312
200,200_0,FAILED,SOBOL,3382,1131,20,958,0.368937114665284726644500779003
201,201_0,FAILED,SOBOL,1276,3210,95,269,0.807262020660564294516348127217
202,202_0,FAILED,SOBOL,435,2002,32,607,0.695886664630845142021087212925
203,203_0,FAILED,SOBOL,4887,4922,58,168,0.135727968906983742503058465445
204,204_0,FAILED,SOBOL,3876,1720,79,29,0.098091094240546225502264121587
205,205_0,FAILED,SOBOL,823,3859,4,714,0.532525106232613287815524927282
206,206_0,FAILED,SOBOL,2443,149,67,413,0.955045456998050212860107421875
207,207_0,FAILED,SOBOL,2842,3012,41,847,0.390996015984565015166651846812
208,208_0,FAILED,SOBOL,3082,157,99,210,0.665465734848752599184251721454
209,209_0,FAILED,SOBOL,2222,2922,23,517,0.230060890806838863609229406393
210,210_0,FAILED,SOBOL,756,1713,61,359,0.274615420641377561139506724430
211,211_0,FAILED,SOBOL,3963,3949,35,916,0.837701703226193750140282645589
212,212_0,FAILED,SOBOL,4815,2068,1,781,0.924799540802836439468137541553
213,213_0,FAILED,SOBOL,527,4773,77,462,0.485488693457096831540553694140
214,214_0,FAILED,SOBOL,1522,1065,38,664,0.003579158358275890544630826184
215,215_0,FAILED,SOBOL,3156,3359,64,95,0.562759348411112969579050968605
216,216_0,FAILED,SOBOL,3528,1371,50,398,0.180028086040169010839662178114
217,217_0,FAILED,SOBOL,1737,4290,75,830,0.739208361603319596966343851818
218,218_0,FAILED,SOBOL,312,499,13,46,0.756115131761878722649328210537
219,219_0,FAILED,SOBOL,4445,2579,87,728,0.316804191470146156994758257497
220,220_0,FAILED,SOBOL,4372,781,52,594,0.419755196889862403075710517442
221,221_0,FAILED,SOBOL,1009,3642,28,150,0.982841453449800561692484279774
222,222_0,FAILED,SOBOL,1967,2351,90,977,0.528090469805523765600696606271
223,223_0,FAILED,SOBOL,2672,4490,15,282,0.092685659224167465941590648981
224,224_0,FAILED,SOBOL,2806,889,34,119,0.890214738354086820848465322342
225,225_0,FAILED,SOBOL,1950,3457,59,686,0.455780685465782875454010536487
226,226_0,FAILED,SOBOL,1031,2243,21,439,0.033260457389056682919736829263
227,227_0,FAILED,SOBOL,4233,4676,97,757,0.597309946734458252493027430319
228,228_0,FAILED,SOBOL,4472,1498,69,922,0.634962049672380124398785028461
229,229_0,FAILED,SOBOL,169,4085,43,367,0.196637244058772919785837984818
230,230_0,FAILED,SOBOL,1867,372,81,509,0.308012477399781325893002303928
231,231_0,FAILED,SOBOL,3516,2784,6,203,0.868171065306290956620216547890
232,232_0,FAILED,SOBOL,3262,1941,82,307,0.388980258127674449752930740942
233,233_0,FAILED,SOBOL,1456,4978,8,999,0.949138938980177093718282321788
234,234_0,FAILED,SOBOL,578,1192,69,127,0.561819693235680484022509517672
235,235_0,FAILED,SOBOL,4725,3154,45,569,0.123494802111759782725641798606
236,236_0,FAILED,SOBOL,4019,49,18,736,0.145293856177479030478139065963
237,237_0,FAILED,SOBOL,661,3107,92,55,0.709343312062323039235423038917
238,238_0,FAILED,SOBOL,2322,1820,30,821,0.786006771292537487205720481143
239,239_0,FAILED,SOBOL,3021,3763,54,390,0.351572744429111461172965391597
240,240_0,FAILED,SOBOL,2932,1613,11,559,0.591939002117142121228710038849
241,241_0,FAILED,SOBOL,2392,4044,85,247,0.028852704660966992794568497516
242,242_0,FAILED,SOBOL,889,257,48,878,0.483603573052212576399710997066
243,243_0,FAILED,SOBOL,3771,2826,73,317,0.919008431965485206305288556905
244,244_0,FAILED,SOBOL,4948,1004,89,487,0.816072654817253329007087359059
245,245_0,FAILED,SOBOL,336,3415,14,803,0.256892479635775106139305989927
246,246_0,FAILED,SOBOL,1371,2129,51,73,0.239985824730247265801352796188
247,247_0,FAILED,SOBOL,3326,4717,27,638,0.679296657204627951642805783194
248,248_0,FAILED,SOBOL,3737,560,62,871,0.063506232306361196093824617037
249,249_0,FAILED,SOBOL,1626,2523,37,434,0.502817157726734853540051517484
250,250_0,FAILED,SOBOL,82,1310,100,692,0.984726815514266440310109373968
251,251_0,FAILED,SOBOL,4539,4346,24,5,0.425546554822474720758407329413
252,252_0,FAILED,SOBOL,4141,2451,40,174,0.338433488974347718158952602607
253,253_0,FAILED,SOBOL,1103,4395,66,615,0.773838314427062856637462573417
254,254_0,FAILED,SOBOL,2176,681,3,261,0.729283661903813440474664275825
255,255_0,FAILED,SOBOL,2561,3738,78,951,0.166197390472516415282910884343
256,256_0,FAILED,SOBOL,2575,665,59,200,0.304294417399913086352825075664
257,257_0,FAILED,SOBOL,2181,3742,33,511,0.864456901602447036481180475676
258,258_0,FAILED,SOBOL,1108,2455,97,364,0.630881329279392999431763655593
259,259_0,FAILED,SOBOL,4156,4378,21,926,0.192552627369761475417675455901
260,260_0,FAILED,SOBOL,4544,1325,43,755,0.045014256155118344271404140500
261,261_0,FAILED,SOBOL,97,4343,69,440,0.609067522825673224318165921432
262,262_0,FAILED,SOBOL,1641,557,6,686,0.901849662913009497700045358215
263,263_0,FAILED,SOBOL,3742,2538,82,120,0.467411832699552165504286449504
264,264_0,FAILED,SOBOL,3331,2113,8,388,0.789724808985367454639003881312
265,265_0,FAILED,SOBOL,1387,4720,82,824,0.355286945311352631016177383572
266,266_0,FAILED,SOBOL,350,1007,45,52,0.149374598877504455307629882554
267,267_0,FAILED,SOBOL,4953,3400,69,738,0.713427891572937400432863341848
268,268_0,FAILED,SOBOL,3786,274,92,569,0.550065857291221593783347998396
269,269_0,FAILED,SOBOL,894,2822,17,128,0.111737248327583069129609327774
270,270_0,FAILED,SOBOL,2396,1608,54,998,0.377345370747148967094375393572
271,271_0,FAILED,SOBOL,2947,4060,30,307,0.937507769439369420538810118160
272,272_0,FAILED,SOBOL,3017,1835,85,640,0.243703802937641739179142064131
273,273_0,FAILED,SOBOL,2307,3760,11,73,0.683010917572304587785936291766
274,274_0,FAILED,SOBOL,646,47,72,803,0.820153457002714247892072307877
275,275_0,FAILED,SOBOL,4014,3122,48,486,0.260976999660953890014525313745
276,276_0,FAILED,SOBOL,4711,1175,14,320,0.471849796593189263482770456903
277,277_0,FAILED,SOBOL,573,3158,89,876,0.907250818695872984775974146032
278,278_0,FAILED,SOBOL,1451,1945,27,250,0.580304055251181116759084943624
279,279_0,FAILED,SOBOL,3246,4962,51,555,0.017221594605594872651188609325
280,280_0,FAILED,SOBOL,3501,389,37,952,0.725565661389380722745556795417
281,281_0,FAILED,SOBOL,1862,2780,63,259,0.162483167283236973332805064274
282,282_0,FAILED,SOBOL,164,1494,24,616,0.334352709095925071380861481884
283,283_0,FAILED,SOBOL,4457,4102,100,174,0.769753757223486934080369792355
284,284_0,FAILED,SOBOL,4228,2228,66,7,0.996480554794892614545176456886
285,285_0,FAILED,SOBOL,1016,4679,40,688,0.437304190399125214394615568381
286,286_0,FAILED,SOBOL,1936,892,78,438,0.075141216350719339245323169507
287,287_0,FAILED,SOBOL,2801,3442,3,868,0.514448245475068732801560145163
288,288_0,FAILED,SOBOL,2657,2355,47,534,0.438239544034004224748457545502
289,289_0,FAILED,SOBOL,1963,4474,71,226,0.876568260814994615337525374343
290,290_0,FAILED,SOBOL,1004,765,10,900,0.610960023142397390394364720123
291,291_0,FAILED,SOBOL,4358,3647,84,343,0.050797524068504573691029690963
292,292_0,FAILED,SOBOL,4440,496,55,478,0.214174786621704693612144865256
293,293_0,FAILED,SOBOL,298,2595,31,797,0.648612601963803214744075376075
294,294_0,FAILED,SOBOL,1722,1386,93,79,0.854525063650682592530927195185
295,295_0,FAILED,SOBOL,3523,4287,19,648,0.290471811851486572120251139495
296,296_0,FAILED,SOBOL,3151,1068,96,846,0.966680284893140173707593021390
297,297_0,FAILED,SOBOL,1507,3343,20,413,0.402627007069066178424066038133
298,298_0,FAILED,SOBOL,512,2052,58,713,0.109844989670440554285768541831
299,299_0,FAILED,SOBOL,4810,4776,32,31,0.544282838473096441944676371349
300,300_0,FAILED,SOBOL,3948,1708,4,165,0.691805981416255266758241759817
301,301_0,FAILED,SOBOL,751,3965,80,609,0.131643567852675918983251790451
302,302_0,FAILED,SOBOL,2217,173,41,267,0.365219017487019292911298862236
303,303_0,FAILED,SOBOL,3068,2917,67,961,0.803547641322016725773380585451
304,304_0,FAILED,SOBOL,2847,146,23,97,0.015213926767930388561644861056
305,305_0,FAILED,SOBOL,2457,3027,99,661,0.574390398981049710158686139039
306,306_0,FAILED,SOBOL,838,1735,36,465,0.936553495718166262307136094023
307,307_0,FAILED,SOBOL,3881,3855,61,779,0.497246366212144519369786621610
308,308_0,FAILED,SOBOL,4902,2006,76,917,0.270534796912223096665428556662
309,309_0,FAILED,SOBOL,440,4905,1,357,0.833617242686450432564981838368
310,310_0,FAILED,SOBOL,1281,1114,64,519,0.661747578185051699151131288090
311,311_0,FAILED,SOBOL,3397,3214,38,209,0.226346570953726761166180381224
312,312_0,FAILED,SOBOL,3612,1433,74,286,0.516455664217472021348953603592
313,313_0,FAILED,SOBOL,1653,4158,50,974,0.081054630961269136246727384787
314,314_0,FAILED,SOBOL,70,449,87,152,0.408001279152929774429736653474
315,315_0,FAILED,SOBOL,4688,2724,13,591,0.971083758387714657267508755467
316,316_0,FAILED,SOBOL,4134,792,28,730,0.760195733183994915016512550210
317,317_0,FAILED,SOBOL,1247,3537,52,45,0.320888689188286668763083753220
318,318_0,FAILED,SOBOL,2047,2328,16,831,0.183746265010908238490827670830
319,319_0,FAILED,SOBOL,2592,4583,90,396,0.742922644278034560727519419743
320,320_0,FAILED,SOBOL,2648,1332,17,978,0.887393822820857214317413763638
321,321_0,FAILED,SOBOL,2109,4252,93,296,0.452967380350455639526074946843
322,322_0,FAILED,SOBOL,1191,538,29,580,0.059495083848014475302878878438
323,323_0,FAILED,SOBOL,4075,2619,55,148,0.623552183611318477929330583720
324,324_0,FAILED,SOBOL,4625,743,83,32,0.647559753440320462480883634271
325,325_0,FAILED,SOBOL,14,3603,7,726,0.209227337408810859509245005938
326,326_0,FAILED,SOBOL,1712,2390,70,399,0.287656201675534239914355794099
327,327_0,FAILED,SOBOL,3669,4529,44,844,0.847807179164141389016151606484
328,328_0,FAILED,SOBOL,3416,196,68,666,0.393811547156423302773475825234
329,329_0,FAILED,SOBOL,1302,2960,44,109,0.953962610155344004070343544299
330,330_0,FAILED,SOBOL,425,1674,81,767,0.533575176600366796186847295758
331,331_0,FAILED,SOBOL,4879,3909,6,460,0.095242667622864249366010369613
332,332_0,FAILED,SOBOL,3859,2107,34,345,0.134584692297503361047006364970
333,333_0,FAILED,SOBOL,818,4812,59,914,0.698641766035929312472774199705
334,334_0,FAILED,SOBOL,2480,1026,22,212,0.804474975576624284911986251245
335,335_0,FAILED,SOBOL,2862,3320,96,531,0.370048566566780201547715023480
336,336_0,FAILED,SOBOL,3090,1170,41,418,0.565574939068406834508095926140
337,337_0,FAILED,SOBOL,2232,3249,65,857,0.002496252030134201143479755203
338,338_0,FAILED,SOBOL,730,1962,3,19,0.486538704339414818100806314760
339,339_0,FAILED,SOBOL,3929,4883,78,708,0.921951173670589874120651074918
340,340_0,FAILED,SOBOL,4795,1759,62,597,0.836558367131277957895463259774
341,341_0,FAILED,SOBOL,490,3897,37,162,0.277370581531897197891112227808
342,342_0,FAILED,SOBOL,1526,111,99,963,0.227273905208334320304786047018
343,343_0,FAILED,SOBOL,3173,2972,25,279,0.666577127264812552276396218076
344,344_0,FAILED,SOBOL,3582,2304,89,230,0.091880192967131735226615774081
345,345_0,FAILED,SOBOL,1779,4541,14,544,0.531183500533923491637722236192
346,346_0,FAILED,SOBOL,235,828,52,332,0.979781318167224579696039654664
347,347_0,FAILED,SOBOL,4385,3591,26,896,0.420593439621850861964702517071
348,348_0,FAILED,SOBOL,4301,394,10,784,0.319835840664803972011043242674
349,349_0,FAILED,SOBOL,945,2690,86,474,0.755248283971100997646885844006
