trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,const,max_depth,threshold
0,0_0,FAILED,SOBOL,,,,4608,2353,5.645198039770127351744122279342,11,0.593509320020675690265932189504
1,1_0,COMPLETED,SOBOL,0.520000000000000017763568394003,5.000000000000000000000000000000,0.040000000000000000832667268469,516,4767,4.093692087017000602600091951899,3,0.184549828663468362677235745650
2,2_0,COMPLETED,SOBOL,0.619999999999999995559107901499,1399.000000000000000000000000000000,0.950000000000000066613381477509,2356,471,9.283517030502668632152563077398,16,0.290893148120492717190188614040
3,3_0,COMPLETED,SOBOL,0.530000000000000026645352591004,8.000000000000000000000000000000,0.450000000000000011102230246252,2678,2899,0.857688334225677029287737695995,8,0.947181610692292452746698927513
4,4_0,COMPLETED,SOBOL,0.589999999999999968913755310496,26.000000000000000000000000000000,0.950000000000000066613381477509,3674,940,3.452831234037876395603916535038,7,0.854920205879956429662058781105
5,5_0,COMPLETED,SOBOL,0.560000000000000053290705182008,11.000000000000000000000000000000,0.130000000000000004440892098501,1516,3680,6.256654056634754823562616365962,19,0.390403210159391167444198345038
6,6_0,COMPLETED,SOBOL,0.600000000000000088817841970013,9.000000000000000000000000000000,0.230000000000000009992007221626,927,1572,1.456900434634648133780387979641,2,0.026989595726132395436813737888
7,7_0,COMPLETED,SOBOL,0.560000000000000053290705182008,11.000000000000000000000000000000,0.369999999999999995559107901499,4354,4299,8.635294697034172628491432988085,14,0.742724441595375539648671292525
8,8_0,COMPLETED,SOBOL,0.700000000000000066613381477509,8400.000000000000000000000000000000,0.969999999999999973354647408996,3774,189,2.222083686783909772799461279646,19,0.203324114326387639373194815562
9,9_0,COMPLETED,SOBOL,0.550000000000000044408920985006,9.000000000000000000000000000000,0.160000000000000003330669073875,952,2614,7.522909606020898642952943191631,7,0.543121588896960050263373886992
10,10_0,COMPLETED,SOBOL,0.540000000000000035527136788005,12.000000000000000000000000000000,0.270000000000000017763568394003,1607,2067,2.734484203941188962261321648839,14,0.929895457297563510223881166894
11,11_0,COMPLETED,SOBOL,0.540000000000000035527136788005,7.000000000000000000000000000000,0.270000000000000017763568394003,3200,4487,7.410382754954509820777275308501,2,0.338940867207944418471043945829
12,12_0,COMPLETED,SOBOL,0.579999999999999960031971113494,12.000000000000000000000000000000,0.859999999999999986677323704498,2945,1286,9.384240660134702594064037839416,5,0.496348876915872094794934810125
13,13_0,COMPLETED,SOBOL,0.520000000000000017763568394003,6.000000000000000000000000000000,0.170000000000000012212453270877,2018,4018,0.331347982801497020766134937730,13,0.780588888019323356992629214801
14,14_0,COMPLETED,SOBOL,0.540000000000000035527136788005,12.000000000000000000000000000000,0.080000000000000001665334536938,112,657,5.512285272489302556664370058570,10,0.635230770479887740798119466490
15,15_0,COMPLETED,SOBOL,0.579999999999999960031971113494,10.000000000000000000000000000000,0.400000000000000022204460492503,4771,3396,4.583571155353450166103357332759,18,0.103722623173147440733821156300
16,16_0,COMPLETED,SOBOL,0.589999999999999968913755310496,25.000000000000000000000000000000,0.940000000000000057731597280508,4982,930,7.990225636829622501977610227186,1,0.981081922600045785998190694954
17,17_0,COMPLETED,SOBOL,0.520000000000000017763568394003,6.000000000000000000000000000000,0.020000000000000000416333634234,286,3202,2.061705852941610128681304558995,13,0.264371396617963883013402437427
18,18_0,COMPLETED,SOBOL,0.540000000000000035527136788005,5.000000000000000000000000000000,0.530000000000000026645352591004,2117,1562,6.940778097419069148088510701200,6,0.152176584100350731354467370693
19,19_0,COMPLETED,SOBOL,0.530000000000000026645352591004,9.000000000000000000000000000000,0.260000000000000008881784197001,3085,3819,2.887080945307388901710510253906,18,0.617667356399819289514141473774
20,20_0,COMPLETED,SOBOL,0.530000000000000026645352591004,11.000000000000000000000000000000,0.550000000000000044408920985006,3299,2031,0.173526187532581394057373813666,16,0.716629200665280241544508044171
21,21_0,COMPLETED,SOBOL,0.530000000000000026645352591004,8.000000000000000000000000000000,0.149999999999999994448884876874,1747,4600,9.849229213324376175364704977255,9,0.061316180264577267722270192962
22,22_0,COMPLETED,SOBOL,0.690000000000000057731597280508,8243.000000000000000000000000000000,0.979999999999999982236431605997,1164,149,4.738799327628687940716645243810,11,0.414987537758424895883990757284
23,23_0,COMPLETED,SOBOL,0.550000000000000044408920985006,12.000000000000000000000000000000,0.660000000000000031086244689504,3948,2733,5.040430913617835351203666505171,4,0.822973471889272278900762103149
24,24_0,COMPLETED,SOBOL,0.540000000000000035527136788005,18.000000000000000000000000000000,0.930000000000000048849813083507,4176,1842,3.939722154715098678678941723774,10,0.373267139447852946965156206716
25,25_0,COMPLETED,SOBOL,0.570000000000000062172489379009,10.000000000000000000000000000000,0.059999999999999997779553950750,709,4106,6.118311793339439752514863357646,17,0.903799606641754516012099429645
