trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,delta
0,0_0,COMPLETED,SOBOL,0.550000000000000044408920985006,5.000000000000000000000000000000,0.000000000000000000000000000000,2874,0.713607499480247486900452713598
1,1_0,COMPLETED,SOBOL,0.550000000000000044408920985006,5.000000000000000000000000000000,0.000000000000000000000000000000,289,0.408406391698867055062294184609
2,2_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,2466,0.849766497425734956827625410369
3,3_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,4452,0.031981549339368940676475716600
4,4_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,4084,0.909947161503136148219539336424
5,5_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,1501,0.216912213416770111029663326008
6,6_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,1175,0.524777365272864670941999065690
7,7_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,3164,0.344326278869062640808351716259
8,8_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,3648,0.805875052670016911449124563660
9,9_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,770,0.064345668464899058447414859074
10,10_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,1711,0.628751981195062370488813030533
11,11_0,COMPLETED,SOBOL,0.550000000000000044408920985006,5.000000000000000000000000000000,0.000000000000000000000000000000,3951,0.497267399890348293922670563916
12,12_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,4857,0.568570305865258029953679397295
13,13_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,1982,0.312335724560543870342854688715
14,14_0,COMPLETED,SOBOL,0.550000000000000044408920985006,5.000000000000000000000000000000,0.000000000000000000000000000000,421,0.994704154247418093071075873013
15,15_0,COMPLETED,SOBOL,0.550000000000000044408920985006,5.000000000000000000000000000000,0.000000000000000000000000000000,2663,0.128424770042300212535835157723
16,16_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,2637,0.957345650970935824197738384100
17,17_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,525,0.169042643913999202087694584407
18,18_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,2074,0.601901462985202639899284804414
19,19_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,4844,0.267705740239471190466957750687
20,20_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,3850,0.666467854378745006016515617375
21,21_0,COMPLETED,SOBOL,0.550000000000000044408920985006,5.000000000000000000000000000000,0.000000000000000000000000000000,1735,0.457022131633013473095417111836
22,22_0,COMPLETED,SOBOL,0.550000000000000044408920985006,5.000000000000000000000000000000,0.000000000000000000000000000000,786,0.771926685824990244100263225846
23,23_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,3553,0.108373678768053649523750436856
24,24_0,COMPLETED,SOBOL,0.550000000000000044408920985006,5.000000000000000000000000000000,0.000000000000000000000000000000,3411,0.554309546399861519105911611405
25,25_0,COMPLETED,SOBOL,0.550000000000000044408920985006,4.000000000000000000000000000000,0.000000000000000000000000000000,1006,0.327069586565718051218709661043
26,26_0,COMPLETED,SOBOL,0.550000000000000044408920985006,5.000000000000000000000000000000,0.000000000000000000000000000000,1319,0.884444349037483368292100749386
