trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,n_clusters,threshold
0,0_0,COMPLETED,SOBOL,0.670000000000000039968028886506,74.000000000000000000000000000000,0.969999999999999973354647408996,4440,374,3,0.297574126541614525365275767399
1,1_0,COMPLETED,SOBOL,0.570000000000000062172489379009,8.000000000000000000000000000000,0.110000000000000000555111512313,670,3069,7,0.756292175289243417957152360032
2,2_0,COMPLETED,SOBOL,0.570000000000000062172489379009,66.000000000000000000000000000000,0.810000000000000053290705182008,1811,1505,5,0.005592298856005072267560951360
3,3_0,COMPLETED,SOBOL,0.550000000000000044408920985006,9.000000000000000000000000000000,0.520000000000000017763568394003,3081,3809,10,0.548740773672237946989582724200
4,4_0,COMPLETED,SOBOL,0.570000000000000062172489379009,13.000000000000000000000000000000,0.709999999999999964472863211995,3642,2434,6,0.683833818638697299441275845311
5,5_0,COMPLETED,SOBOL,0.520000000000000017763568394003,6.000000000000000000000000000000,0.200000000000000011102230246252,2411,4739,1,0.135661531111225475143555740942
6,6_0,COMPLETED,SOBOL,0.600000000000000088817841970013,10.000000000000000000000000000000,0.149999999999999994448884876874,109,675,9,0.882432067360728988880680390139
7,7_0,COMPLETED,SOBOL,0.579999999999999960031971113494,12.000000000000000000000000000000,0.609999999999999986677323704498,3839,3371,4,0.436474681802093977811551894774
8,8_0,COMPLETED,SOBOL,0.640000000000000013322676295502,25.000000000000000000000000000000,0.989999999999999991118215802999,4250,1692,8,0.198106835460290314765430252919
9,9_0,COMPLETED,SOBOL,0.550000000000000044408920985006,6.000000000000000000000000000000,0.040000000000000000832667268469,480,4230,3,0.746123509088531089439300103550
10,10_0,COMPLETED,SOBOL,0.540000000000000035527136788005,9.000000000000000000000000000000,0.989999999999999991118215802999,2001,168,7,0.498809343241155167536504677628
11,11_0,COMPLETED,SOBOL,0.579999999999999960031971113494,13.000000000000000000000000000000,0.719999999999999973354647408996,3271,2628,2,0.944862381380051408186204753292
12,12_0,COMPLETED,SOBOL,0.589999999999999968913755310496,14.000000000000000000000000000000,0.940000000000000057731597280508,2514,1115,5,0.818630643796175672122217292781
13,13_0,COMPLETED,SOBOL,0.579999999999999960031971113494,11.000000000000000000000000000000,0.220000000000000001110223024625,1283,3577,10,0.360000629775226121953579649926
14,14_0,COMPLETED,SOBOL,0.570000000000000062172489379009,13.000000000000000000000000000000,0.419999999999999984456877655248,1238,2012,2,0.611182270953431694415769470652
15,15_0,COMPLETED,SOBOL,0.530000000000000026645352591004,45.000000000000000000000000000000,0.419999999999999984456877655248,4968,4552,7,0.067885796373710033391191132068
16,16_0,COMPLETED,SOBOL,0.619999999999999995559107901499,21.000000000000000000000000000000,0.859999999999999986677323704498,4776,2038,3,0.935402070533484231162901778589
17,17_0,COMPLETED,SOBOL,0.540000000000000035527136788005,8.000000000000000000000000000000,0.089999999999999996669330926125,1045,4500,9,0.383085707835853106484336194626
18,18_0,COMPLETED,SOBOL,0.609999999999999986677323704498,32.000000000000000000000000000000,0.920000000000000039968028886506,1475,1060,1,0.634756557235494289770372233761
19,19_0,COMPLETED,SOBOL,0.560000000000000053290705182008,168.000000000000000000000000000000,0.450000000000000011102230246252,2706,3600,6,0.185142624264583000037731608245
20,20_0,COMPLETED,SOBOL,0.719999999999999973354647408996,118.000000000000000000000000000000,1.000000000000000000000000000000,3385,154,10,0.050147968208417298408008377919
21,21_0,COMPLETED,SOBOL,0.530000000000000026645352591004,7.000000000000000000000000000000,0.530000000000000026645352591004,2115,2692,5,0.504725990513339661802660884860
22,22_0,COMPLETED,SOBOL,0.530000000000000026645352591004,9.000000000000000000000000000000,0.149999999999999994448884876874,366,1754,7,0.256922616444528129076019240529
23,23_0,COMPLETED,SOBOL,0.560000000000000053290705182008,9.000000000000000000000000000000,0.350000000000000033306690738755,4136,4214,2,0.796418112974613956467351272295
24,24_0,COMPLETED,SOBOL,0.600000000000000088817841970013,41.000000000000000000000000000000,0.979999999999999982236431605997,4037,896,8,0.567064473891630727031554215500
25,25_0,COMPLETED,SOBOL,0.520000000000000017763568394003,19.000000000000000000000000000000,0.050000000000000002775557561563,306,3201,3,0.112574490031227464337248989068
26,26_0,COMPLETED,SOBOL,0.570000000000000062172489379009,7.000000000000000000000000000000,0.739999999999999991118215802999,2214,2262,9,0.858859625127166514957366416638
27,27_0,COMPLETED,SOBOL,0.540000000000000035527136788005,8.000000000000000000000000000000,0.289999999999999980015985556747,3445,4957,5,0.319216128833591961111437740328
28,28_0,COMPLETED,SOBOL,0.609999999999999986677323704498,20.000000000000000000000000000000,0.979999999999999982236431605997,2962,1297,1,0.445531027056276784925614720123
29,29_0,COMPLETED,SOBOL,0.560000000000000053290705182008,7.000000000000000000000000000000,0.140000000000000013322676295502,1692,3992,6,0.997691775854676943247056897235
30,30_0,COMPLETED,SOBOL,0.600000000000000088817841970013,32.000000000000000000000000000000,0.950000000000000066613381477509,789,553,4,0.247477300575003028582088404619
31,31_0,COMPLETED,SOBOL,0.570000000000000062172489379009,17.000000000000000000000000000000,0.859999999999999986677323704498,4559,2857,9,0.697186886126175520139724994806
32,32_0,COMPLETED,SOBOL,0.579999999999999960031971113494,32.000000000000000000000000000000,0.989999999999999991118215802999,4682,1467,7,0.783099857479333860688086588198
33,33_0,COMPLETED,SOBOL,0.560000000000000053290705182008,9.000000000000000000000000000000,0.149999999999999994448884876874,912,3850,2,0.270773861441761243273873560611
34,34_0,COMPLETED,SOBOL,0.670000000000000039968028886506,62.000000000000000000000000000000,0.969999999999999973354647408996,1569,411,8,0.521940300373360477337314478063
35,35_0,COMPLETED,SOBOL,0.579999999999999960031971113494,8.000000000000000000000000000000,0.479999999999999982236431605997,2839,3028,3,0.032400668846443297921311454957
36,36_0,COMPLETED,SOBOL,0.609999999999999986677323704498,50.000000000000000000000000000000,0.959999999999999964472863211995,3567,715,2,0.171232254462316629828322334106
37,37_0,COMPLETED,SOBOL,0.540000000000000035527136788005,8.000000000000000000000000000000,0.390000000000000013322676295502,2336,3333,7,0.648255763707682453045322290563
38,38_0,COMPLETED,SOBOL,0.560000000000000053290705182008,6.000000000000000000000000000000,0.050000000000000002775557561563,184,2394,5,0.400895946506410860710190036116
39,39_0,COMPLETED,SOBOL,0.540000000000000035527136788005,8.000000000000000000000000000000,0.330000000000000015543122344752,3915,4777,10,0.918002995193004656115931538807
40,40_0,COMPLETED,SOBOL,0.690000000000000057731597280508,108.000000000000000000000000000000,0.979999999999999982236431605997,4170,286,5,0.710548562271520522948264897423
41,41_0,COMPLETED,SOBOL,0.560000000000000053290705182008,9.000000000000000000000000000000,0.100000000000000005551115123126,400,2512,10,0.233674004556611192295889622983
42,42_0,COMPLETED,SOBOL,0.540000000000000035527136788005,6.000000000000000000000000000000,0.839999999999999968913755310496,2081,1574,3,0.980429279074072845823195621051
43,43_0,COMPLETED,SOBOL,0.550000000000000044408920985006,8.000000000000000000000000000000,0.280000000000000026645352591004,3351,4346,8,0.463235143709927799093861722213
44,44_0,COMPLETED,SOBOL,0.530000000000000026645352591004,12.000000000000000000000000000000,0.869999999999999995559107901499,2741,1896,9,0.333203952390700552932401024009
45,45_0,COMPLETED,SOBOL,0.550000000000000044408920985006,8.000000000000000000000000000000,0.130000000000000004440892098501,1510,4671,4,0.845435247614979790142797355657
46,46_0,COMPLETED,SOBOL,0.600000000000000088817841970013,20.000000000000000000000000000000,0.680000000000000048849813083507,1010,1231,6,0.094689660342410206239627257219
