trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,max_window_size,min_window_size,min_p_value
0,0_0,COMPLETED,SOBOL,0.640000000000000013322676295502,425.000000000000000000000000000000,0.140000000000000013322676295502,1621,3092,2596,0.347202593731880171379344801608
1,1_0,COMPLETED,SOBOL,0.579999999999999960031971113494,31.000000000000000000000000000000,0.000000000000000000000000000000,4458,29,904,0.943394483128376259983838281187
2,2_0,COMPLETED,SOBOL,0.619999999999999995559107901499,393.000000000000000000000000000000,0.190000000000000002220446049250,3577,4889,4094,0.228776917591877265722999368336
3,3_0,COMPLETED,SOBOL,0.579999999999999960031971113494,31.000000000000000000000000000000,0.000000000000000000000000000000,37,1982,2409,0.576857699330151074690320456284
4,4_0,COMPLETED,SOBOL,0.589999999999999968913755310496,98.000000000000000000000000000000,0.010000000000000000208166817117,831,3830,344,0.658426445929240378163171953929
5,5_0,COMPLETED,SOBOL,0.579999999999999960031971113494,32.000000000000000000000000000000,0.000000000000000000000000000000,3061,1780,3658,0.007850623425189405535373765588
6,6_0,COMPLETED,SOBOL,0.630000000000000004440892098501,151.000000000000000000000000000000,0.119999999999999995559107901499,4055,3128,1346,0.791590678890887633478712359647
7,7_0,COMPLETED,SOBOL,0.579999999999999960031971113494,30.000000000000000000000000000000,0.000000000000000000000000000000,2370,1234,4653,0.388639157644938670888024034866
8,8_0,COMPLETED,SOBOL,0.600000000000000088817841970013,129.000000000000000000000000000000,0.020000000000000000416333634234,1882,4586,1636,0.090627255148533730766402527479
9,9_0,COMPLETED,SOBOL,0.579999999999999960031971113494,32.000000000000000000000000000000,0.000000000000000000000000000000,4192,2304,4871,0.743304271313082409733397071250
10,10_0,COMPLETED,SOBOL,0.600000000000000088817841970013,243.000000000000000000000000000000,0.050000000000000002775557561563,2612,2789,133,0.458038727566134173940781693091
11,11_0,COMPLETED,SOBOL,0.579999999999999960031971113494,30.000000000000000000000000000000,0.000000000000000000000000000000,1006,352,3361,0.858889055151585534275682221050
12,12_0,COMPLETED,SOBOL,0.579999999999999960031971113494,30.000000000000000000000000000000,0.000000000000000000000000000000,486,3449,3883,0.903158285670168647918387705431
13,13_0,COMPLETED,SOBOL,0.579999999999999960031971113494,33.000000000000000000000000000000,0.000000000000000000000000000000,3401,931,2112,0.305352961638569841973378515831
14,14_0,COMPLETED,SOBOL,0.619999999999999995559107901499,258.000000000000000000000000000000,0.220000000000000001110223024625,4946,4153,2885,0.519545038893818866831963987352
15,15_0,COMPLETED,SOBOL,0.660000000000000031086244689504,416.000000000000000000000000000000,0.190000000000000002220446049250,1484,1479,1122,0.173077706675417719583975895148
16,16_0,COMPLETED,SOBOL,0.579999999999999960031971113494,30.000000000000000000000000000000,0.000000000000000000000000000000,1350,4276,4826,0.760262002202775288850489232573
17,17_0,COMPLETED,SOBOL,0.579999999999999960031971113494,31.000000000000000000000000000000,0.000000000000000000000000000000,4764,1365,1833,0.419982979586441040886768405471
18,18_0,COMPLETED,SOBOL,0.640000000000000013322676295502,453.000000000000000000000000000000,0.260000000000000008881784197001,3144,3729,3174,0.627323775866348243290815389628
19,19_0,COMPLETED,SOBOL,0.630000000000000004440892098501,157.000000000000000000000000000000,0.050000000000000002775557561563,435,661,169,0.038937954732682557301703951680
20,20_0,COMPLETED,SOBOL,0.640000000000000013322676295502,321.000000000000000000000000000000,0.089999999999999996669330926125,1204,2515,1923,0.197446190526708947876599609117
21,21_0,COMPLETED,SOBOL,0.579999999999999960031971113494,31.000000000000000000000000000000,0.000000000000000000000000000000,2722,616,3920,0.608203765150718389520534401527
22,22_0,COMPLETED,SOBOL,0.589999999999999968913755310496,117.000000000000000000000000000000,0.070000000000000006661338147751,4229,4467,1075,0.316102182432822897961699482039
23,23_0,COMPLETED,SOBOL,0.579999999999999960031971113494,31.000000000000000000000000000000,0.000000000000000000000000000000,2163,2413,3084,0.974479764058813424654204027320
24,24_0,COMPLETED,SOBOL,0.600000000000000088817841970013,101.000000000000000000000000000000,0.040000000000000000832667268469,2339,3407,632,0.550629877002350998083102240344
25,25_0,COMPLETED,SOBOL,0.579999999999999960031971113494,32.000000000000000000000000000000,0.000000000000000000000000000000,3779,965,2706,0.141977782852575173944131847747
26,26_0,COMPLETED,SOBOL,0.600000000000000088817841970013,168.000000000000000000000000000000,0.080000000000000001665334536938,2859,3953,2289,0.934504853851720662660795824195
27,27_0,COMPLETED,SOBOL,0.579999999999999960031971113494,30.000000000000000000000000000000,0.000000000000000000000000000000,716,1667,4375,0.274021791751496490707751263471
28,28_0,COMPLETED,SOBOL,0.609999999999999986677323704498,242.000000000000000000000000000000,0.010000000000000000208166817117,298,4771,3539,0.489125549070257681361084678429
