trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
0,0_0,COMPLETED,SOBOL,0.780000000000000026645352591004,827.000000000000000000000000000000,1.000000000000000000000000000000,1004,622,0.702622859477996852817227591004,0.367295310139656050463230485548
1,1_0,COMPLETED,SOBOL,0.579999999999999960031971113494,72.000000000000000000000000000000,0.010000000000000000208166817117,4592,2650,0.401268935058265940885036116015,0.983214276557788258159575889295
2,2_0,COMPLETED,SOBOL,0.719999999999999973354647408996,262.000000000000000000000000000000,1.000000000000000000000000000000,3277,2291,0.764440940100699628523273077008,0.090146673053503031947109036537
3,3_0,COMPLETED,SOBOL,0.660000000000000031086244689504,99.000000000000000000000000000000,0.340000000000000024424906541753,2496,4634,0.088715653309598560549709134193,0.690425820790231181689478034968
4,4_0,COMPLETED,SOBOL,0.709999999999999964472863211995,413.000000000000000000000000000000,0.630000000000000004440892098501,1612,1786,0.298336287401616551129279741872,0.580205746274441436227675694681
5,5_0,COMPLETED,SOBOL,0.690000000000000057731597280508,146.000000000000000000000000000000,0.709999999999999964472863211995,2714,3811,0.597710550470277657275630645017,0.198177687261253593353771407237
6,6_0,COMPLETED,SOBOL,0.650000000000000022204460492503,169.000000000000000000000000000000,0.239999999999999991118215802999,3875,977,0.236518399177119142962055775570,0.873172636041417704610978489654
7,7_0,COMPLETED,SOBOL,0.690000000000000057731597280508,133.000000000000000000000000000000,0.179999999999999993338661852249,590,3311,0.910264010675251533655227831332,0.475627585547044873237609863281
8,8_0,COMPLETED,SOBOL,0.660000000000000031086244689504,86.000000000000000000000000000000,0.080000000000000001665334536938,168,2092,0.139203825591132035466301886117,0.152469889122992752206187105912
9,9_0,COMPLETED,SOBOL,0.690000000000000057731597280508,224.000000000000000000000000000000,0.849999999999999977795539507497,4080,4755,0.960599426217377150294396415120,0.503355478610843398712404450634
10,10_0,COMPLETED,SOBOL,0.839999999999999968913755310496,7114.000000000000000000000000000000,1.000000000000000000000000000000,3053,30,0.326031248770654202839835988925,0.429603205921128383781848469880
11,11_0,COMPLETED,SOBOL,0.589999999999999968913755310496,73.000000000000000000000000000000,0.040000000000000000832667268469,1333,3008,0.523554549200460295210746153316,0.796159259313717448947045340901
12,12_0,COMPLETED,SOBOL,0.570000000000000062172489379009,60.000000000000000000000000000000,0.020000000000000000416333634234,2060,932,0.861816486258059732961100962711,0.935617637386545575317597922549
13,13_0,COMPLETED,SOBOL,0.700000000000000066613381477509,266.000000000000000000000000000000,0.959999999999999964472863211995,3458,3591,0.038441210338845850646993795863,0.288435450656339520403292908668
14,14_0,COMPLETED,SOBOL,0.660000000000000031086244689504,158.000000000000000000000000000000,0.369999999999999995559107901499,4955,1353,0.674989241534844075509624872211,0.642635378070175677933661972929
15,15_0,COMPLETED,SOBOL,0.680000000000000048849813083507,127.000000000000000000000000000000,0.170000000000000012212453270877,740,4322,0.475486265812069153202656934809,0.011000921919941900745110174853
16,16_0,COMPLETED,SOBOL,0.579999999999999960031971113494,74.000000000000000000000000000000,0.040000000000000000832667268469,889,1516,0.998580814501270674909960689547,0.817269903305917977398564744362
17,17_0,COMPLETED,SOBOL,0.700000000000000066613381477509,221.000000000000000000000000000000,1.000000000000000000000000000000,4804,4178,0.167434835314750674051254009100,0.466444684099405981747565874684
18,18_0,COMPLETED,SOBOL,0.739999999999999991118215802999,728.000000000000000000000000000000,0.859999999999999986677323704498,3621,763,0.561536292538046821753994208848,0.602484455572441235382541435683
19,19_0,COMPLETED,SOBOL,0.700000000000000066613381477509,306.000000000000000000000000000000,0.500000000000000000000000000000,1898,3740,0.354261665498837807763976570641,0.236111565271392459530730434381
20,20_0,FAILED,SOBOL,,,,1493,179,0.002348001312464475902330729440,0.094638761257752779254559527544
21,21_0,COMPLETED,SOBOL,0.560000000000000053290705182008,78.000000000000000000000000000000,0.140000000000000013322676295502,2892,2840,0.831575218291953244253988941637,0.741760577706620072291343603865
22,22_0,COMPLETED,SOBOL,0.739999999999999991118215802999,535.000000000000000000000000000000,1.000000000000000000000000000000,4234,1948,0.439392463790252818522930056133,0.325280765645205971470232952925
23,23_0,COMPLETED,SOBOL,0.579999999999999960031971113494,51.000000000000000000000000000000,0.000000000000000000000000000000,16,4918,0.644748328622430588730196632241,0.956732058703899435059270217607
24,24_0,COMPLETED,SOBOL,0.640000000000000013322676295502,99.000000000000000000000000000000,0.100000000000000005551115123126,439,1120,0.435412560986354946201970506081,0.664914117110893099216184509714
25,25_0,COMPLETED,SOBOL,0.709999999999999964472863211995,297.000000000000000000000000000000,1.000000000000000000000000000000,4024,3148,0.727017072554677734608219452639,0.048934770187363030302662991744
26,26_0,COMPLETED,SOBOL,0.619999999999999995559107901499,125.000000000000000000000000000000,0.170000000000000012212453270877,2553,1637,0.122858682524412871073238306963,0.879714874908328003932922456443
27,27_0,COMPLETED,SOBOL,0.700000000000000066613381477509,235.000000000000000000000000000000,0.440000000000000002220446049250,1775,3979,0.788835498007014357391142311826,0.279252578951418417574359409628
28,28_0,COMPLETED,SOBOL,0.680000000000000048849813083507,122.000000000000000000000000000000,0.940000000000000057731597280508,2336,2459,0.565577405855059667239004284056,0.387588627036660915425869688988
29,29_0,COMPLETED,SOBOL,0.589999999999999968913755310496,92.000000000000000000000000000000,0.089999999999999996669330926125,3436,4485,0.272054132079705579538853044141,0.769677071202546358996698927513
30,30_0,COMPLETED,SOBOL,0.770000000000000017763568394003,1199.000000000000000000000000000000,1.000000000000000000000000000000,4440,459,0.878131224831566248312242350949,0.156962007069960246541384663033
31,31_0,COMPLETED,SOBOL,0.709999999999999964472863211995,186.000000000000000000000000000000,0.380000000000000004440892098501,1157,2794,0.210235647141933434944860437099,0.554690205784514556164310761233
32,32_0,COMPLETED,SOBOL,0.589999999999999968913755310496,73.000000000000000000000000000000,0.010000000000000000208166817117,1218,2252,0.331073404373601054562215040278,0.941371228573843810139010201965
33,33_0,COMPLETED,SOBOL,0.690000000000000057731597280508,222.000000000000000000000000000000,0.969999999999999973354647408996,4495,4594,0.507768695633858402338489668182,0.340916658287867879728594289190
34,34_0,COMPLETED,SOBOL,0.770000000000000017763568394003,1293.000000000000000000000000000000,1.000000000000000000000000000000,3332,505,0.143409078743308771031195192336,0.726536316841840723590451034397
35,35_0,COMPLETED,SOBOL,0.670000000000000039968028886506,102.000000000000000000000000000000,0.880000000000000004440892098501,2246,2533,0.943732069807127094129839406378,0.110564472518861298122594405413
36,36_0,COMPLETED,SOBOL,0.760000000000000008881784197001,811.000000000000000000000000000000,1.000000000000000000000000000000,1870,1094,0.667997711032629060134979681607,0.220544727783650168495555021764
37,37_0,COMPLETED,SOBOL,0.670000000000000039968028886506,101.000000000000000000000000000000,0.550000000000000044408920985006,2652,3429,0.493221181979402900630304884544,0.618265438769012742881159283570
38,38_0,COMPLETED,SOBOL,0.739999999999999991118215802999,749.000000000000000000000000000000,1.000000000000000000000000000000,3974,1825,0.855662215119227798076906310598,0.451198125490918755531311035156
39,39_0,COMPLETED,SOBOL,0.650000000000000022204460492503,130.000000000000000000000000000000,0.050000000000000002775557561563,374,3850,0.057257986262440684066543639119,0.833278829114511565556711047975
40,40_0,COMPLETED,SOBOL,0.770000000000000017763568394003,447.000000000000000000000000000000,0.739999999999999991118215802999,111,148,0.765607957905158453826288678101,0.539358462173491703950389819511
41,41_0,COMPLETED,SOBOL,0.709999999999999964472863211995,382.000000000000000000000000000000,1.000000000000000000000000000000,4333,3125,0.069053739920258525031293572738,0.172993297543376695069028414764
42,42_0,COMPLETED,SOBOL,0.550000000000000044408920985006,76.000000000000000000000000000000,0.100000000000000005551115123126,2842,2131,0.702921580463647832637263945799,0.754178286911919681934080017527
43,43_0,COMPLETED,SOBOL,0.690000000000000057731597280508,159.000000000000000000000000000000,0.300000000000000044408920985006,1427,4793,0.380496014049276687352119097341,0.403360570305958399117685075908
44,44_0,COMPLETED,SOBOL,0.739999999999999991118215802999,910.000000000000000000000000000000,1.000000000000000000000000000000,1959,1314,0.233402006473392237273500882111,0.264142056098207844705427760346
45,45_0,COMPLETED,SOBOL,0.589999999999999968913755310496,64.000000000000000000000000000000,0.059999999999999997779553950750,3676,4283,0.931874986665323423729034857388,0.895585861427709462034840726119
46,46_0,COMPLETED,SOBOL,0.760000000000000008881784197001,1169.000000000000000000000000000000,1.000000000000000000000000000000,4700,814,0.296088562371209285117856779834,0.033473526783287528563182178232
47,47_0,COMPLETED,SOBOL,0.619999999999999995559107901499,78.000000000000000000000000000000,0.070000000000000006661338147751,800,3474,0.620432890992611674185752690391,0.680587602689862292137945587456
