trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,n_windows,disjoint_training_windows
0,0_0,COMPLETED,SOBOL,0.709999999999999964472863211995,41.000000000000000000000000000000,0.579999999999999960031971113494,4473,3326,1325,False
1,1_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,1565,1884,4917,True
2,2_0,COMPLETED,SOBOL,0.719999999999999973354647408996,3.000000000000000000000000000000,0.010000000000000000208166817117,50,4188,229,False
3,3_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,3586,553,3512,True
4,4_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,2511,4938,4191,True
5,5_0,COMPLETED,SOBOL,0.709999999999999964472863211995,32.000000000000000000000000000000,0.000000000000000000000000000000,1047,1075,2167,False
6,6_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,2013,2519,3105,True
7,7_0,COMPLETED,SOBOL,0.729999999999999982236431605997,13.000000000000000000000000000000,0.989999999999999991118215802999,4103,1463,754,False
8,8_0,COMPLETED,SOBOL,0.709999999999999964472863211995,81.000000000000000000000000000000,0.179999999999999993338661852249,3936,3769,2640,False
9,9_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,2434,211,1236,True
10,10_0,COMPLETED,SOBOL,0.619999999999999995559107901499,70.000000000000000000000000000000,0.100000000000000005551115123126,900,3688,4051,False
11,11_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,3029,2322,2329,True
12,12_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,3360,2940,361,True
13,13_0,COMPLETED,SOBOL,0.709999999999999964472863211995,63.000000000000000000000000000000,0.000000000000000000000000000000,491,1804,3323,False
14,14_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,1475,4578,1759,True
15,15_0,COMPLETED,SOBOL,0.709999999999999964472863211995,26.000000000000000000000000000000,0.000000000000000000000000000000,4973,634,4422,False
16,16_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,4772,4530,1056,True
17,17_0,COMPLETED,SOBOL,0.709999999999999964472863211995,27.000000000000000000000000000000,0.000000000000000000000000000000,1277,895,2782,False
18,18_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,387,3043,2470,True
19,19_0,COMPLETED,SOBOL,0.709999999999999964472863211995,44.000000000000000000000000000000,0.000000000000000000000000000000,3259,1600,3869,False
20,20_0,COMPLETED,SOBOL,0.709999999999999964472863211995,77.000000000000000000000000000000,0.070000000000000006661338147751,2848,3466,3190,False
21,21_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,721,2410,532,True
22,22_0,COMPLETED,SOBOL,0.650000000000000022204460492503,90.000000000000000000000000000000,0.050000000000000002775557561563,2311,4011,4594,False
23,23_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,3816,147,1627,True
24,24_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,4235,2760,4746,True
25,25_0,COMPLETED,SOBOL,0.670000000000000039968028886506,25.000000000000000000000000000000,0.469999999999999973354647408996,2146,1395,1458,False
26,26_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,1237,4716,3644,True
27,27_0,COMPLETED,SOBOL,0.689999999999999946709294817992,5.000000000000000000000000000000,0.979999999999999982236431605997,2703,1158,57,False
28,28_0,COMPLETED,SOBOL,0.689999999999999946709294817992,69.000000000000000000000000000000,0.260000000000000008881784197001,3698,4294,2024,False
29,29_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,164,351,4371,True
30,30_0,COMPLETED,SOBOL,0.709999999999999964472863211995,9.000000000000000000000000000000,0.489999999999999991118215802999,1774,3281,935,False
31,31_0,COMPLETED,SOBOL,0.709999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,4685,2146,2964,True
