trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,n_clusters,threshold
0,0_0,COMPLETED,SOBOL,0.739999999999999991118215802999,92.000000000000000000000000000000,0.920000000000000039968028886506,2686,378,9,0.685660587549209554758533613494
1,1_0,COMPLETED,SOBOL,0.729999999999999982236431605997,198.000000000000000000000000000000,0.140000000000000013322676295502,2255,3719,5,0.429144290657714033709879686285
2,2_0,COMPLETED,SOBOL,0.719999999999999973354647408996,190.000000000000000000000000000000,0.020000000000000000416333634234,128,2414,7,0.885766924044117276437759755936
3,3_0,COMPLETED,SOBOL,0.729999999999999982236431605997,130.000000000000000000000000000000,0.309999999999999997779553950750,4932,4195,1,0.128559898644685755009220429201
4,4_0,COMPLETED,SOBOL,0.739999999999999991118215802999,159.000000000000000000000000000000,0.250000000000000000000000000000,4077,1813,4,0.084461995743215084742061549150
5,5_0,COMPLETED,SOBOL,0.729999999999999982236431605997,72.000000000000000000000000000000,0.100000000000000005551115123126,827,4725,8,0.839719415737316010606150484818
6,6_0,COMPLETED,SOBOL,0.739999999999999991118215802999,132.000000000000000000000000000000,0.409999999999999975575093458247,1870,1017,2,0.344110503816977164603940764209
7,7_0,COMPLETED,SOBOL,0.729999999999999982236431605997,260.000000000000000000000000000000,0.400000000000000022204460492503,3229,2993,8,0.602576393101364349291770849959
8,8_0,COMPLETED,SOBOL,0.739999999999999991118215802999,93.000000000000000000000000000000,0.839999999999999968913755310496,3746,2036,3,0.763135469015687739613440498943
9,9_0,COMPLETED,SOBOL,0.729999999999999982236431605997,349.000000000000000000000000000000,0.000000000000000000000000000000,1352,3849,7,0.005685209529474377632141113281
10,10_0,COMPLETED,SOBOL,0.699999999999999955591079014994,125.000000000000000000000000000000,1.000000000000000000000000000000,954,18,3,0.554897637074813210311674538389
11,11_0,COMPLETED,SOBOL,0.729999999999999982236431605997,242.000000000000000000000000000000,0.239999999999999991118215802999,3950,3396,9,0.298624587282538433985479287003
12,12_0,COMPLETED,SOBOL,0.729999999999999982236431605997,100.000000000000000000000000000000,0.709999999999999964472863211995,4512,776,6,0.474782484330236898006916135273
13,13_0,COMPLETED,SOBOL,0.729999999999999982236431605997,74.000000000000000000000000000000,0.140000000000000013322676295502,548,2706,2,0.733004306731745547409673235961
14,14_0,COMPLETED,SOBOL,0.729999999999999982236431605997,219.000000000000000000000000000000,0.260000000000000008881784197001,2070,1551,10,0.207184407720342272929414662030
