trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
0,0_0,COMPLETED,SOBOL,0.250000000000000000000000000000,1024.000000000000000000000000000000,0.010000000000000000208166817117,3168,3144,0.792649188280105554404997292295,0.121497215196490288002806323675,str\(\'intersection\'\),0.037895700633525854217342754282,True
1,1_0,COMPLETED,SOBOL,0.190000000000000002220446049250,734.000000000000000000000000000000,0.000000000000000000000000000000,1480,503,0.394541810810565940492722347699,0.782473181204870305016640941176,str\(\'kl\'\),0.068192270947620273191525086531,False
2,2_0,COMPLETED,SOBOL,0.190000000000000002220446049250,8023.000000000000000000000000000000,0.000000000000000000000000000000,181,4898,0.543667758140712997771970549366,0.325589716266840689673500719437,str\(\'kl\'\),0.086262504272162920937461194626,True
3,3_0,COMPLETED,SOBOL,0.380000000000000004440892098501,642.000000000000000000000000000000,0.020000000000000000416333634234,4389,1329,0.144513237172737729618887669858,0.522888620903715461984972989740,str\(\'intersection\'\),0.027649531355127696108375801032,False
4,4_0,COMPLETED,SOBOL,0.190000000000000002220446049250,847.000000000000000000000000000000,0.000000000000000000000000000000,3786,3911,0.354257568439468761845034805447,0.697642092844471317647503383341,str\(\'intersection\'\),0.054872099952772264430667092938,True
5,5_0,COMPLETED,SOBOL,0.190000000000000002220446049250,3459.000000000000000000000000000000,0.000000000000000000000000000000,789,2216,0.958048411905765506801913033996,0.391564759951084861988590546389,str\(\'kl\'\),0.062555222716182468101209224187,False
6,6_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1648.000000000000000000000000000000,0.000000000000000000000000000000,2088,2862,0.105276397619396444582662297762,0.995481022881343990960090195586,str\(\'kl\'\),0.091594703355804094058179032345,True
7,7_0,COMPLETED,SOBOL,0.630000000000000004440892098501,749.000000000000000000000000000000,0.130000000000000004440892098501,2565,846,0.708020552093163169082856711611,0.162862420395016666008203287674,str\(\'intersection\'\),0.010977981854230165273400565695,False
8,8_0,COMPLETED,SOBOL,0.190000000000000002220446049250,2928.000000000000000000000000000000,0.000000000000000000000000000000,2880,4672,0.061311456749215724471024913100,0.456750266462564447067506989697,str\(\'kl\'\),0.022905436437577010588828585469,True
9,9_0,COMPLETED,SOBOL,0.190000000000000002220446049250,700.000000000000000000000000000000,0.000000000000000000000000000000,2400,1689,0.627123006004840166660585509817,0.634406518908217531560467250529,str\(\'intersection\'\),0.082567645432427533291885879407,False
10,10_0,COMPLETED,SOBOL,0.190000000000000002220446049250,898.000000000000000000000000000000,0.000000000000000000000000000000,1102,3546,0.310355204388499283929547800653,0.224393859293311848102092653789,str\(\'intersection\'\),0.072930873874574905779688549501,True
