trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,const,max_depth,threshold
0,0_0,FAILED,SOBOL,,,,606,2985,7.610086203277111494003293046262,16,0.151781748592853538148972347699
1,1_0,COMPLETED,SOBOL,0.890000000000000013322676295502,142.000000000000000000000000000000,1.000000000000000000000000000000,3544,1366,1.190660903399810122138546830683,3,0.805840187698602661292568427598
2,2_0,COMPLETED,SOBOL,0.780000000000000026645352591004,12918.000000000000000000000000000000,0.460000000000000019984014443253,4797,4939,5.402779068989679522871938388562,13,0.681550407923757983752466316218
3,3_0,COMPLETED,SOBOL,0.910000000000000031086244689504,9595.000000000000000000000000000000,1.000000000000000000000000000000,1838,663,3.397582378325983754052685981151,10,0.275096802810206986222851810453
4,4_0,COMPLETED,SOBOL,0.670000000000000039968028886506,32.000000000000000000000000000000,0.289999999999999980015985556747,2250,3802,2.045631966723129302465622458840,7,0.439357326487079258292567374156
5,5_0,COMPLETED,SOBOL,0.920000000000000039968028886506,12665.000000000000000000000000000000,1.000000000000000000000000000000,4233,617,9.097337417630479095009832235519,14,0.596229079641401815692347554432
6,6_0,COMPLETED,SOBOL,0.739999999999999991118215802999,54.000000000000000000000000000000,0.460000000000000019984014443253,2976,3256,4.877572144856676672475259692874,2,0.968988928586244635532409574807
7,7_0,FAILED,SOBOL,,,,1013,2415,6.265173893427476770057182875462,19,0.065622741760686040257688489419
8,8_0,COMPLETED,SOBOL,0.780000000000000026645352591004,14155.000000000000000000000000000000,0.089999999999999996669330926125,831,4647,3.922085330249741819130804287852,14,0.838771644517779302319127054943
9,9_0,COMPLETED,SOBOL,0.810000000000000053290705182008,1410.000000000000000000000000000000,1.000000000000000000000000000000,2521,954,7.220961755888537503267343709012,6,0.243569324957206845283508300781
10,10_0,FAILED,SOBOL,,,,3788,2694,1.753838782543316376916209264891,20,0.370783966416493082629557420660
11,11_0,COMPLETED,SOBOL,0.650000000000000022204460492503,31.000000000000000000000000000000,0.630000000000000004440892098501,2078,1658,9.388832086900249507266380533110,2,0.710582282148301547231028507667
12,12_0,COMPLETED,SOBOL,0.780000000000000026645352591004,120.000000000000000000000000000000,0.190000000000000002220446049250,1393,3586,5.740956493699924223506059206557,5,0.500892136536538412627805882948
13,13_0,FAILED,SOBOL,,,,4625,2083,3.059713153311983013793451391393,18,0.409914259189739837996313553958
14,14_0,COMPLETED,SOBOL,0.750000000000000000000000000000,2057.000000000000000000000000000000,0.400000000000000022204460492503,3363,4134,8.533835992129519709692431206349,9,0.032280091868713500780074809882
15,15_0,COMPLETED,SOBOL,0.859999999999999986677323704498,4073.000000000000000000000000000000,0.260000000000000008881784197001,151,287,0.266600773023441428577484657580,11,0.877551568076014532060469264252
16,16_0,COMPLETED,SOBOL,0.640000000000000013322676295502,28.000000000000000000000000000000,0.020000000000000000416333634234,183,4258,7.053437825614587097788898972794,1,0.311838357539847510491171078684
17,17_0,COMPLETED,SOBOL,0.920000000000000039968028886506,11086.000000000000000000000000000000,1.000000000000000000000000000000,3181,94,4.071299799719826140176337503362,18,0.653580419361591391513854887307
18,18_0,COMPLETED,SOBOL,0.800000000000000044408920985006,5031.000000000000000000000000000000,0.579999999999999960031971113494,4418,3711,9.845632535161451315275371598545,8,0.778851314730942267949842516828
19,19_0,FAILED,SOBOL,,,,1441,1890,1.278727979497984001966415235074,15,0.185592741260305060801982790508
20,20_0,FAILED,SOBOL,,,,1965,2570,2.582770882697775771674741918105,12,0.100033471236005422344561566206
21,21_0,COMPLETED,SOBOL,0.849999999999999977795539507497,9596.000000000000000000000000000000,0.979999999999999982236431605997,4046,1851,6.197150823341683434364313143305,10,0.943349780149757899394558080530
