trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
0,0_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3267,2015,4997,0.705934770584106474622387850104,0.0000001
1,1_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,207,3782,2473,0.451018459957092998635630465287,0.5
2,2_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2050,564,2781,0.761025740901008274086336768960,0.3
3,3_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3853,3641,294,0.021595178527757524777896946944,0.7
4,4_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4745,1107,1551,0.241993625480681651129799547562,0.01
5,5_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1859,3088,4024,0.977282332234084560873554892169,0.6
6,6_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1198,1316,1227,0.297136924391612433637988033297,0.00000000001
7,7_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2825,4490,3742,0.547911394270136908879464954225,0.2
8,8_0,COMPLETED,SOBOL,0.570000000000000062172489379009,1998.000000000000000000000000000000,1.000000000000000000000000000000,2594,149,721,0.931460470773279647360709532222,0.00001
9,9_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,802,3148,3237,0.161085811648517845950934201937,0.6
10,10_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1475,2430,1670,0.595682474480941914762865962985,0.0000000001
11,11_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4507,4275,4144,0.372197081973776211505366973142,0.5
12,12_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4091,1721,2900,0.405196598496288085122785105341,0.000000001
13,13_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2435,4974,414,0.625026964187622047219861087797,0.0001
14,14_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,603,701,4491,0.069366258738562461272358916631,0.4
15,15_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3498,2605,1968,0.836085898483172051953715708805,0.9
16,16_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3653,841,3314,0.274097681717947128099410747382,0.4
17,17_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,446,2768,801,0.506596437534317378670323250844,0.1
18,18_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2280,1582,4224,0.188771588094532483115273180374,0.000001
19,19_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4248,4811,1747,0.966210131529718685428065327869,0.3
20,20_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4661,2277,493,0.808216427294537465009227616974,0.00000001
21,21_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1318,4106,2977,0.034920215362682936743876638275,0.7
22,22_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,647,303,2045,0.722822754498571140580054361635,0.8
23,23_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2752,3317,4570,0.494466322749853137707987116301,0.0000000001
24,24_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2980,1479,2237,0.111899120280519126513496530606,0.3
25,25_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1041,4630,4763,0.857906284583732525739208085724,0.9
26,26_0,COMPLETED,SOBOL,0.540000000000000035527136788005,193.000000000000000000000000000000,0.979999999999999982236431605997,1704,944,60,0.415538199082016945773432325950,0.0001
27,27_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4902,2949,2545,0.678980553459376134917135914293,0.00000000001
28,28_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4007,395,3791,0.583575342452153589256624854897,0.000000000001
29,29_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1893,3488,1315,0.323787539007142188829391216132,0.01
30,30_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,51,2184,3506,0.887282007861882493493510537519,0.8
31,31_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3425,3935,994,0.144929387055337421941203501774,0.2
32,32_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3296,484,1637,0.474518745427951194049143168741,0.5
33,33_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,108,3712,4113,0.744779573233798175557751619635,0.01
34,34_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2013,1939,671,0.060715508420020339319655988675,0.3
35,35_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3961,3868,3185,0.784310449294745914983195689274,0.00000001
36,36_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4943,1392,4441,0.938405658403411502277435829455,0.0001
37,37_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1580,4405,1915,0.218465261025354268165088456044,0.8
38,38_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,989,1187,2867,0.524654757425188966735163376143,0.001
39,39_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3114,3018,383,0.258048480551689884965327337341,0.000001
40,40_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2720,2345,2674,0.137587903736159200551725234618,0.001
41,41_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,761,4351,191,0.892614253485575326330092593707,0.0000000001
42,42_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1340,78,4873,0.333078181590884925267204152988,0.2
43,43_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4556,3229,2348,0.572395381093025235053062260704,0.000000001
44,44_0,COMPLETED,SOBOL,0.540000000000000035527136788005,699.000000000000000000000000000000,1.000000000000000000000000000000,4348,772,1103,0.663902215944603080188812782580,0.9
45,45_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2253,2524,3617,0.428727340510115018101799932992,0.00001
46,46_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,336,1807,1444,0.859340150333940955285072504921,0.0000001
47,47_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3690,4898,3921,0.108456132087856538248615834164,0.0001
48,48_0,COMPLETED,SOBOL,0.540000000000000035527136788005,149.000000000000000000000000000000,1.000000000000000000000000000000,3535,1652,111,0.545442955967038844988792334334,0.5
49,49_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,494,4730,2597,0.297596121281385406209807342748,0.9
50,50_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2408,927,2271,0.989496804801747176227877389465,0.6
51,51_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4191,2692,4793,0.227889837855473148531260108030,0.0001
52,52_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4402,217,3540,0.011389886029064655303955078125,0.8
53,53_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1497,3393,1023,0.769341833595186486149941629265,0.0000001
