trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
0,0_0,COMPLETED,SOBOL,0.729999999999999982236431605997,7.000000000000000000000000000000,0.179999999999999993338661852249,1458,4044,0.598083214640617422119817092607,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1,1_0,COMPLETED,SOBOL,0.739999999999999991118215802999,5.000000000000000000000000000000,0.839999999999999968913755310496,4273,2320,0.035297983197495344520611126882,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
2,2_0,COMPLETED,SOBOL,0.729999999999999982236431605997,8.000000000000000000000000000000,0.540000000000000035527136788005,2885,3374,0.933805891336873195029966154834,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
3,3_0,COMPLETED,SOBOL,0.729999999999999982236431605997,5.000000000000000000000000000000,0.179999999999999993338661852249,75,411,0.494677554601803404210613734904,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
4,4_0,COMPLETED,SOBOL,0.729999999999999982236431605997,5.000000000000000000000000000000,0.170000000000000012212453270877,685,2916,0.218456326127052319341359520877,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
5,5_0,COMPLETED,SOBOL,0.750000000000000000000000000000,9.000000000000000000000000000000,0.979999999999999982236431605997,3505,879,0.648678986780345412377357661171,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
6,6_0,COMPLETED,SOBOL,0.729999999999999982236431605997,7.000000000000000000000000000000,0.599999999999999977795539507497,4883,4824,0.256987000133842236060388586338,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
7,7_0,COMPLETED,SOBOL,0.719999999999999973354647408996,6.000000000000000000000000000000,0.900000000000000022204460492503,2079,1548,0.813053687173873163018811283109,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
8,8_0,COMPLETED,SOBOL,0.729999999999999982236431605997,6.000000000000000000000000000000,0.440000000000000002220446049250,2347,3526,0.339551778912544233168802065848,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
9,9_0,COMPLETED,SOBOL,0.739999999999999991118215802999,21.000000000000000000000000000000,0.989999999999999991118215802999,4537,259,0.777570838682353548954040434182,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
10,10_0,COMPLETED,SOBOL,0.729999999999999982236431605997,6.000000000000000000000000000000,0.390000000000000013322676295502,3148,4204,0.128581977035850281154694130237,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
11,11_0,COMPLETED,SOBOL,0.729999999999999982236431605997,6.000000000000000000000000000000,0.359999999999999986677323704498,963,2159,0.692446014959365085950082630006,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
12,12_0,COMPLETED,SOBOL,0.729999999999999982236431605997,9.000000000000000000000000000000,0.040000000000000000832667268469,343,4665,0.968677686845883734179096791195,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
13,13_0,COMPLETED,SOBOL,0.729999999999999982236431605997,5.000000000000000000000000000000,0.900000000000000022204460492503,2538,1709,0.413690786866471149618718072816,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
14,14_0,COMPLETED,SOBOL,0.739999999999999991118215802999,7.000000000000000000000000000000,0.760000000000000008881784197001,3917,2764,0.555901820005848978922813330428,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
15,15_0,COMPLETED,SOBOL,0.739999999999999991118215802999,7.000000000000000000000000000000,0.939999999999999946709294817992,1736,1031,0.124568930620327589231521869806,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
16,16_0,COMPLETED,SOBOL,0.739999999999999991118215802999,7.000000000000000000000000000000,0.510000000000000008881784197001,1636,2649,0.784019941017031651853130824747,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
17,17_0,COMPLETED,SOBOL,0.739999999999999991118215802999,8.000000000000000000000000000000,0.979999999999999982236431605997,3822,1215,0.348909399308264256411860060325,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
18,18_0,COMPLETED,SOBOL,0.729999999999999982236431605997,8.000000000000000000000000000000,0.340000000000000024424906541753,2711,4456,0.744458120446652160673295384186,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
19,19_0,COMPLETED,SOBOL,0.729999999999999982236431605997,5.000000000000000000000000000000,0.230000000000000009992007221626,521,1829,0.185451759848743680247906695513,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
20,20_0,COMPLETED,SOBOL,0.729999999999999982236431605997,6.000000000000000000000000000000,0.140000000000000013322676295502,1142,4334,0.399460015496239051469018477292,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
21,21_0,COMPLETED,SOBOL,0.739999999999999991118215802999,8.000000000000000000000000000000,0.930000000000000048849813083507,3322,1961,0.967101765228435383825456028717,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
