trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,n_windows,disjoint_training_windows
0,0_0,COMPLETED,SOBOL,0.510000000000000008881784197001,57.000000000000000000000000000000,0.560000000000000053290705182008,1955,3070,4947,False
1,1_0,COMPLETED,SOBOL,0.320000000000000006661338147751,9.000000000000000000000000000000,0.000000000000000000000000000000,4800,2256,2245,True
2,2_0,COMPLETED,SOBOL,0.450000000000000011102230246252,51.000000000000000000000000000000,0.680000000000000048849813083507,3617,4953,3713,False
3,3_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,792,387,973,True
4,4_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,477,4201,1282,True
5,5_0,COMPLETED,SOBOL,0.419999999999999984456877655248,65.000000000000000000000000000000,0.849999999999999977795539507497,2692,1119,4030,False
6,6_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,3854,3588,54,True
7,7_0,COMPLETED,SOBOL,0.570000000000000062172489379009,90.000000000000000000000000000000,0.830000000000000071054273576010,1661,1758,2762,False
8,8_0,COMPLETED,SOBOL,0.460000000000000019984014443253,29.000000000000000000000000000000,0.309999999999999997779553950750,1472,4444,483,False
9,9_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,4278,271,2958,True
10,10_0,COMPLETED,SOBOL,0.500000000000000000000000000000,37.000000000000000000000000000000,0.969999999999999973354647408996,2938,2564,1790,False
11,11_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,153,2137,4147,True
12,12_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,1078,3316,3206,True
13,13_0,COMPLETED,SOBOL,0.579999999999999960031971113494,69.000000000000000000000000000000,0.989999999999999991118215802999,3253,1405,855,False
14,14_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,4572,3926,4516,True
15,15_0,COMPLETED,SOBOL,0.550000000000000044408920985006,39.000000000000000000000000000000,0.989999999999999991118215802999,2417,769,2050,False
16,16_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,2304,3836,3087,True
17,17_0,COMPLETED,SOBOL,0.609999999999999986677323704498,117.000000000000000000000000000000,1.000000000000000000000000000000,4459,825,350,False
18,18_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,3299,3220,4320,True
19,19_0,COMPLETED,SOBOL,0.560000000000000053290705182008,50.000000000000000000000000000000,0.739999999999999991118215802999,1123,1457,1621,False
20,20_0,COMPLETED,SOBOL,0.390000000000000013322676295502,16.000000000000000000000000000000,0.070000000000000006661338147751,188,2781,678,False
21,21_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,2973,1877,3388,True
22,22_0,COMPLETED,SOBOL,0.520000000000000017763568394003,43.000000000000000000000000000000,0.830000000000000071054273576010,4154,4666,1905,False
23,23_0,COMPLETED,SOBOL,0.320000000000000006661338147751,9.000000000000000000000000000000,0.000000000000000000000000000000,1349,14,4656,True
24,24_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,1771,3649,2413,True
25,25_0,COMPLETED,SOBOL,0.570000000000000062172489379009,76.000000000000000000000000000000,0.940000000000000057731597280508,3966,1653,4772,False
26,26_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,2649,4267,1107,True
27,27_0,COMPLETED,SOBOL,0.380000000000000004440892098501,58.000000000000000000000000000000,0.190000000000000002220446049250,434,1019,3584,False
28,28_0,COMPLETED,SOBOL,0.440000000000000002220446049250,47.000000000000000000000000000000,0.149999999999999994448884876874,760,4707,3890,False
29,29_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,3583,599,1426,True
30,30_0,COMPLETED,SOBOL,0.550000000000000044408920985006,59.000000000000000000000000000000,0.959999999999999964472863211995,4921,2819,2580,False
31,31_0,COMPLETED,SOBOL,0.320000000000000006661338147751,9.000000000000000000000000000000,0.000000000000000000000000000000,2076,2464,232,True
32,32_0,COMPLETED,SOBOL,0.320000000000000006661338147751,8.000000000000000000000000000000,0.000000000000000000000000000000,2110,4856,1834,True
33,33_0,COMPLETED,SOBOL,0.550000000000000044408920985006,79.000000000000000000000000000000,0.989999999999999991118215802999,4955,445,4107,False
34,34_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,3461,2972,602,True
35,35_0,COMPLETED,SOBOL,0.460000000000000019984014443253,40.000000000000000000000000000000,0.250000000000000000000000000000,638,2314,2834,False
36,36_0,COMPLETED,SOBOL,0.390000000000000013322676295502,33.000000000000000000000000000000,0.080000000000000001665334536938,322,3490,4401,False
37,37_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,2537,1816,2160,True
38,38_0,COMPLETED,SOBOL,0.500000000000000000000000000000,56.000000000000000000000000000000,0.900000000000000022204460492503,4010,4104,3172,False
39,39_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,1815,1178,894,True
40,40_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,1315,2622,3603,True
41,41_0,COMPLETED,SOBOL,0.579999999999999960031971113494,62.000000000000000000000000000000,0.979999999999999982236431605997,4120,2039,1089,False
42,42_0,COMPLETED,SOBOL,0.320000000000000006661338147751,8.000000000000000000000000000000,0.000000000000000000000000000000,3095,4503,4908,True
43,43_0,COMPLETED,SOBOL,0.320000000000000006661338147751,27.000000000000000000000000000000,0.059999999999999997779553950750,310,174,2278,False
44,44_0,COMPLETED,SOBOL,0.470000000000000028865798640254,24.000000000000000000000000000000,0.309999999999999997779553950750,1235,3986,94,False
45,45_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,3411,672,2718,True
46,46_0,COMPLETED,SOBOL,0.510000000000000008881784197001,61.000000000000000000000000000000,0.959999999999999964472863211995,4415,3374,1405,False
47,47_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,2260,1307,3910,True
48,48_0,COMPLETED,SOBOL,0.400000000000000022204460492503,26.000000000000000000000000000000,0.739999999999999991118215802999,2461,3161,1228,False
49,49_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,4616,1554,3458,True
50,50_0,COMPLETED,SOBOL,0.500000000000000000000000000000,37.000000000000000000000000000000,0.780000000000000026645352591004,3141,3778,2461,False
51,51_0,COMPLETED,SOBOL,0.320000000000000006661338147751,8.000000000000000000000000000000,0.000000000000000000000000000000,965,923,4731,True
52,52_0,COMPLETED,SOBOL,0.320000000000000006661338147751,8.000000000000000000000000000000,0.000000000000000000000000000000,31,4609,2548,True
53,53_0,COMPLETED,SOBOL,0.600000000000000088817841970013,225.000000000000000000000000000000,1.000000000000000000000000000000,2816,112,267,False
54,54_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,4312,2722,3777,True
55,55_0,COMPLETED,SOBOL,0.560000000000000053290705182008,114.000000000000000000000000000000,0.729999999999999982236431605997,1506,1974,1534,False
56,56_0,COMPLETED,SOBOL,0.489999999999999991118215802999,39.000000000000000000000000000000,0.340000000000000024424906541753,1617,4365,4284,False
57,57_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,3810,961,1652,True
58,58_0,COMPLETED,SOBOL,0.400000000000000022204460492503,32.000000000000000000000000000000,0.700000000000000066613381477509,2804,3746,2978,False
59,59_0,COMPLETED,SOBOL,0.320000000000000006661338147751,8.000000000000000000000000000000,0.000000000000000000000000000000,589,1594,462,True
60,60_0,COMPLETED,SOBOL,0.320000000000000006661338147751,7.000000000000000000000000000000,0.000000000000000000000000000000,914,2916,2032,True
61,61_0,COMPLETED,SOBOL,0.540000000000000035527136788005,97.000000000000000000000000000000,0.940000000000000057731597280508,3739,2404,4535,False
62,62_0,COMPLETED,SOBOL,0.320000000000000006661338147751,11.000000000000000000000000000000,0.000000000000000000000000000000,4766,4805,720,True
