trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,delta
0,0_0,COMPLETED,SOBOL,0.619999999999999995559107901499,218.000000000000000000000000000000,0.119999999999999995559107901499,3053,0.786123873949050921972059313703
1,1_0,COMPLETED,SOBOL,0.630000000000000004440892098501,363.000000000000000000000000000000,0.100000000000000005551115123126,1265,0.216646415760740645994886222070
2,2_0,COMPLETED,SOBOL,0.630000000000000004440892098501,278.000000000000000000000000000000,0.040000000000000000832667268469,888,0.685760300010442747087324733002
3,3_0,COMPLETED,SOBOL,0.640000000000000013322676295502,309.000000000000000000000000000000,0.320000000000000006661338147751,4717,0.319003633845597489582246453210
4,4_0,COMPLETED,SOBOL,0.619999999999999995559107901499,312.000000000000000000000000000000,0.170000000000000012212453270877,3815,0.517721546815708255628862843878
5,5_0,COMPLETED,SOBOL,0.579999999999999960031971113494,319.000000000000000000000000000000,0.010000000000000000208166817117,620,0.479528158945962790227213190519
6,6_0,COMPLETED,SOBOL,0.609999999999999986677323704498,244.000000000000000000000000000000,0.089999999999999996669330926125,2236,0.883160773240029839392661870079
7,7_0,COMPLETED,SOBOL,0.640000000000000013322676295502,364.000000000000000000000000000000,0.200000000000000011102230246252,3409,0.112062916215509178474718510188
8,8_0,COMPLETED,SOBOL,0.600000000000000088817841970013,312.000000000000000000000000000000,0.070000000000000006661338147751,3580,0.716367366226389967742704811826
9,9_0,COMPLETED,SOBOL,0.560000000000000053290705182008,154.000000000000000000000000000000,0.149999999999999994448884876874,2104,0.288332117019221179088361850518
10,10_0,COMPLETED,SOBOL,0.579999999999999960031971113494,176.000000000000000000000000000000,0.010000000000000000208166817117,127,0.816791541881859317619785088027
11,11_0,COMPLETED,SOBOL,0.640000000000000013322676295502,416.000000000000000000000000000000,0.369999999999999995559107901499,4269,0.186035516452044247248664987637
12,12_0,COMPLETED,SOBOL,0.609999999999999986677323704498,307.000000000000000000000000000000,0.160000000000000003330669073875,4537,0.977299920404329891532313467906
13,13_0,COMPLETED,SOBOL,0.709999999999999964472863211995,670.000000000000000000000000000000,0.419999999999999984456877655248,1030,0.017980609243735672098107869488
14,14_0,COMPLETED,SOBOL,0.630000000000000004440892098501,273.000000000000000000000000000000,0.080000000000000001665334536938,1748,0.611800072744488665499318358343
15,15_0,COMPLETED,SOBOL,0.640000000000000013322676295502,246.000000000000000000000000000000,0.160000000000000003330669073875,2609,0.385385238174349054052214569310
16,16_0,COMPLETED,SOBOL,0.630000000000000004440892098501,261.000000000000000000000000000000,0.130000000000000004440892098501,2725,0.584193402633070957286065549852
17,17_0,COMPLETED,SOBOL,0.640000000000000013322676295502,295.000000000000000000000000000000,0.100000000000000005551115123126,1710,0.420764483485370877069442485663
18,18_0,COMPLETED,SOBOL,0.600000000000000088817841970013,261.000000000000000000000000000000,0.050000000000000002775557561563,1138,0.949696462506428362715382718307
19,19_0,COMPLETED,SOBOL,0.670000000000000039968028886506,625.000000000000000000000000000000,0.670000000000000039968028886506,4506,0.053359497642144558537946608112
20,20_0,COMPLETED,SOBOL,0.619999999999999995559107901499,259.000000000000000000000000000000,0.160000000000000003330669073875,4151,0.844882661379873778351168311929
21,21_0,COMPLETED,SOBOL,0.619999999999999995559107901499,203.000000000000000000000000000000,0.029999999999999998889776975375,168,0.150169918220490222759977427813
