trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,n_windows,disjoint_training_windows
0,0_0,COMPLETED,SOBOL,0.059999999999999997779553950750,93.000000000000000000000000000000,0.000000000000000000000000000000,1370,4515,3261,True
1,1_0,COMPLETED,SOBOL,0.200000000000000011102230246252,825.000000000000000000000000000000,0.709999999999999964472863211995,2885,575,2049,False
2,2_0,COMPLETED,SOBOL,0.059999999999999997779553950750,91.000000000000000000000000000000,0.000000000000000000000000000000,3769,2604,4967,True
3,3_0,COMPLETED,SOBOL,0.100000000000000005551115123126,464.000000000000000000000000000000,0.170000000000000012212453270877,418,2482,943,False
4,4_0,COMPLETED,SOBOL,0.119999999999999995559107901499,495.000000000000000000000000000000,0.270000000000000017763568394003,923,3464,1873,False
5,5_0,COMPLETED,SOBOL,0.059999999999999997779553950750,94.000000000000000000000000000000,0.000000000000000000000000000000,4902,1465,2851,True
6,6_0,COMPLETED,SOBOL,0.130000000000000004440892098501,383.000000000000000000000000000000,0.800000000000000044408920985006,3315,4125,142,False
7,7_0,COMPLETED,SOBOL,0.059999999999999997779553950750,105.000000000000000000000000000000,0.000000000000000000000000000000,2423,809,3932,True
8,8_0,COMPLETED,SOBOL,0.059999999999999997779553950750,2126.000000000000000000000000000000,0.000000000000000000000000000000,1919,2907,390,True
9,9_0,COMPLETED,SOBOL,0.209999999999999992228438827624,534.000000000000000000000000000000,0.979999999999999982236431605997,3585,2159,4336,False
10,10_0,COMPLETED,SOBOL,0.059999999999999997779553950750,91.000000000000000000000000000000,0.000000000000000000000000000000,4469,4818,1472,True
11,11_0,COMPLETED,SOBOL,0.170000000000000012212453270877,1198.000000000000000000000000000000,0.450000000000000011102230246252,966,253,2605,False
12,12_0,COMPLETED,SOBOL,0.040000000000000000832667268469,676.000000000000000000000000000000,0.059999999999999997779553950750,223,3802,4590,False
13,13_0,COMPLETED,SOBOL,0.059999999999999997779553950750,1159.000000000000000000000000000000,0.000000000000000000000000000000,4353,1112,722,True
14,14_0,COMPLETED,SOBOL,0.110000000000000000555111512313,569.000000000000000000000000000000,0.869999999999999995559107901499,2766,3141,3484,False
15,15_0,COMPLETED,SOBOL,0.059999999999999997779553950750,100.000000000000000000000000000000,0.000000000000000000000000000000,1723,1769,2429,True
