trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
0,0_0,COMPLETED,SOBOL,0.699999999999999955591079014994,10.000000000000000000000000000000,0.299999999999999988897769753748,1607,4475,0.272574450254440325824845103853,31,0.001
1,1_0,COMPLETED,SOBOL,0.719999999999999973354647408996,21.000000000000000000000000000000,0.989999999999999991118215802999,4579,978,0.904672698544338294013300583174,19,0.005
2,2_0,COMPLETED,SOBOL,0.709999999999999964472863211995,11.000000000000000000000000000000,0.939999999999999946709294817992,2851,2535,0.746359702516347200962343322317,9,0.05
3,3_0,COMPLETED,SOBOL,0.699999999999999955591079014994,13.000000000000000000000000000000,0.450000000000000011102230246252,816,1695,0.115358489274978631700108167024,46,0.025
4,4_0,COMPLETED,SOBOL,0.619999999999999995559107901499,9.000000000000000000000000000000,0.010000000000000000208166817117,42,3713,0.861552070708945350041574329225,4,0.25
5,5_0,COMPLETED,SOBOL,0.719999999999999973354647408996,14.000000000000000000000000000000,0.979999999999999982236431605997,3642,2053,0.495530492095276720032615003220,41,0.01
6,6_0,COMPLETED,SOBOL,0.699999999999999955591079014994,11.000000000000000000000000000000,0.790000000000000035527136788005,3788,4274,0.149725969120860114003335183952,33,0.05
7,7_0,COMPLETED,SOBOL,0.739999999999999991118215802999,17.000000000000000000000000000000,1.000000000000000000000000000000,2376,270,0.516601126555353395986003306461,20,0.005
8,8_0,COMPLETED,SOBOL,0.689999999999999946709294817992,9.000000000000000000000000000000,0.699999999999999955591079014994,2168,2828,0.047012136779725550994601945831,23,0.025
9,9_0,COMPLETED,SOBOL,0.729999999999999982236431605997,17.000000000000000000000000000000,0.969999999999999973354647408996,4194,1402,0.662411918964237012019680150843,35,0.01
10,10_0,COMPLETED,SOBOL,0.709999999999999964472863211995,10.000000000000000000000000000000,0.619999999999999995559107901499,3383,4768,0.941820196757093053285814221454,39,0.25
11,11_0,COMPLETED,SOBOL,0.709999999999999964472863211995,26.000000000000000000000000000000,0.550000000000000044408920985006,420,686,0.325323242893442499124034839042,2,0.005
12,12_0,COMPLETED,SOBOL,0.709999999999999964472863211995,10.000000000000000000000000000000,0.260000000000000008881784197001,1229,3980,0.573503433030098652700701222784,50,0.001
13,13_0,COMPLETED,SOBOL,0.719999999999999973354647408996,17.000000000000000000000000000000,0.989999999999999991118215802999,2631,562,0.191026978380978096350162331873,13,0.005
14,14_0,COMPLETED,SOBOL,0.689999999999999946709294817992,11.000000000000000000000000000000,0.900000000000000022204460492503,4945,3420,0.407452039903029805678613683995,15,0.005
15,15_0,COMPLETED,SOBOL,0.670000000000000039968028886506,12.000000000000000000000000000000,0.530000000000000026645352591004,1356,2346,0.789075049573555564741411672003,27,0.05
16,16_0,COMPLETED,SOBOL,0.719999999999999973354647408996,11.000000000000000000000000000000,0.429999999999999993338661852249,1543,3139,0.457196700938045985651569935726,26,0.1
