trial_index,arm_name,trial_status,generation_node,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
0,0_0,FAILED,SOBOL,437,4264,430,0.756612970948219332179007778905,0.984335055589675933518378769804,9.160864232599735146322927903384,str\(\'t-test\'\),str\(\'full\'\),1384
1,1_0,FAILED,SOBOL,3281,793,4532,0.279830551525577897464813759143,0.139977528484538205066911586982,4.122785194075667014601549453801,str\(\'ks-test\'\),str\(\'bounded\'\),3843
2,2_0,FAILED,SOBOL,4119,3518,1325,0.535168468894436921701185383426,0.306763665262609730444154365614,0.764245857231318992397461897781,str\(\'t-test\'\),str\(\'bounded\'\),3458
3,3_0,FAILED,SOBOL,1943,1384,3473,0.060701635301113131271133482869,0.569990703741088511335988187057,5.646444145823829252606174122775,str\(\'ks-test\'\),str\(\'full\'\),998
4,4_0,FAILED,SOBOL,1435,2644,3975,0.223267841825261714738815044257,0.745380957974120961218034153717,8.071545564501546365931972104590,str\(\'t-test\'\),str\(\'bounded\'\),2608
5,5_0,FAILED,SOBOL,4861,2298,1124,0.746921034969389441293685649725,0.380781100787222381853780461824,3.033422888565808772654008862446,str\(\'ks-test\'\),str\(\'full\'\),148
6,6_0,FAILED,SOBOL,2773,4552,3081,0.444778553027659673269056384015,0.050275921380147338413113544675,2.175922689887694883026370007428,str\(\'t-test\'\),str\(\'full\'\),2233
7,7_0,FAILED,SOBOL,1179,543,2183,0.965876179365441234203615294973,0.824444302260875727661471046304,7.058067842528224389297974994406,str\(\'ks-test\'\),str\(\'bounded\'\),4693
8,8_0,FAILED,SOBOL,931,3403,2545,0.663723384136334026983661260601,0.235258220674470081013041067308,5.404584145516158066868683818029,str\(\'t-test\'\),str\(\'bounded\'\),3030
9,9_0,FAILED,SOBOL,3091,1816,2193,0.186821008615195738311598461223,0.888102605726569849231566422532,0.366461786198429784189301017250,str\(\'ks-test\'\),str\(\'full\'\),490
10,10_0,FAILED,SOBOL,4592,3758,4150,0.878776282105594885862842602364,0.555633522102609300752362742060,4.506001335207373337254921352724,str\(\'t-test\'\),str\(\'full\'\),2125
