trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,max_window_size,min_window_size,min_p_value
0,0_0,COMPLETED,SOBOL,0.729999999999999982236431605997,4.000000000000000000000000000000,0.000000000000000000000000000000,2084,3316,2157,0.339315957930684086729655746240
1,1_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.000000000000000000000000000000,4987,781,2675,0.998105146238580376305549179961
2,2_0,COMPLETED,SOBOL,0.729999999999999982236431605997,3.000000000000000000000000000000,0.000000000000000000000000000000,3232,4321,1164,0.194752932815626250695473231644
3,3_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.000000000000000000000000000000,948,1622,4317,0.596257573489751613315945633076
4,4_0,COMPLETED,SOBOL,0.729999999999999982236431605997,4.000000000000000000000000000000,0.010000000000000000208166817117,185,4621,3286,0.631368976295832551315356795385
5,5_0,COMPLETED,SOBOL,0.729999999999999982236431605997,8.000000000000000000000000000000,0.170000000000000012212453270877,3058,1928,1538,0.034767628275789323744060510535
6,6_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.000000000000000000000000000000,3881,2977,4959,0.775702851308323393375587784249
7,7_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.000000000000000000000000000000,1628,437,534,0.436874763503018737065275445275
8,8_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.000000000000000000000000000000,1526,3901,4499,0.091075396498199553962926700024
9,9_0,COMPLETED,SOBOL,0.729999999999999982236431605997,2.000000000000000000000000000000,0.000000000000000000000000000000,4296,1437,17,0.743340542706474649570225210482
10,10_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.000000000000000000000000000000,2536,3502,3511,0.438539973879978062232254387709
11,11_0,COMPLETED,SOBOL,0.729999999999999982236431605997,1.000000000000000000000000000000,0.000000000000000000000000000000,395,1201,1664,0.848639676094707140485695617826
