trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
0,0_0,COMPLETED,SOBOL,0.739999999999999991118215802999,45.000000000000000000000000000000,1.000000000000000000000000000000,2740,39,0.606631033778190609240255071199,0.076298679307103156599367821400,123,EDFSMode.RANDOM
1,1_0,COMPLETED,SOBOL,0.670000000000000039968028886506,9.000000000000000000000000000000,0.059999999999999997779553950750,81,96,0.119060418497771020041042788762,0.953145715259015591236391173879,701,EDFSMode.RANDOM
2,2_0,COMPLETED,SOBOL,0.619999999999999995559107901499,11.000000000000000000000000000000,0.959999999999999964472863211995,2041,5,0.921001562120392969212900879938,0.471848196063190672422393845409,831,EDFSMode.RANDOM
3,3_0,COMPLETED,SOBOL,0.719999999999999973354647408996,29.000000000000000000000000000000,1.000000000000000000000000000000,4384,62,0.433430951487272952959983740584,0.623458352772519042162002733676,451,EDFSMode.RANDOM
4,4_0,COMPLETED,SOBOL,0.739999999999999991118215802999,17.000000000000000000000000000000,1.000000000000000000000000000000,3868,20,0.193024454690515989696564247424,0.727184616072103384709635065519,392,EDFSMode.RANDOM
5,5_0,COMPLETED,SOBOL,0.719999999999999973354647408996,105.000000000000000000000000000000,0.739999999999999991118215802999,1526,63,0.703984693942591555071430775570,0.364208400834351797570320741215,996,EDFSMode.RANDOM
6,6_0,COMPLETED,SOBOL,0.700000000000000066613381477509,11.000000000000000000000000000000,0.510000000000000008881784197001,670,38,0.257894987680017950815170024725,0.818962507463991684630855161231,648,EDFSMode.RANDOM
7,7_0,COMPLETED,SOBOL,0.729999999999999982236431605997,279.000000000000000000000000000000,0.989999999999999991118215802999,3327,81,0.768855226932093516190036552871,0.214395447844639430723390205458,296,EDFSMode.RANDOM
8,8_0,COMPLETED,SOBOL,0.700000000000000066613381477509,8.000000000000000000000000000000,0.969999999999999973354647408996,3480,7,0.313009491922333848989978832833,0.264561743505299096224092636476,774,EDFSMode.RANDOM
9,9_0,COMPLETED,SOBOL,0.739999999999999991118215802999,57.000000000000000000000000000000,1.000000000000000000000000000000,1137,52,0.831767794024199202951308507181,0.644106292093172716484161810513,169,EDFSMode.RANDOM
10,10_0,COMPLETED,SOBOL,0.729999999999999982236431605997,17.000000000000000000000000000000,0.979999999999999982236431605997,1688,49,0.128383831979706874992785969880,0.157129099799320104402511333319,518,EDFSMode.RANDOM
11,11_0,COMPLETED,SOBOL,0.729999999999999982236431605997,35.000000000000000000000000000000,0.959999999999999964472863211995,4346,94,0.647142134081572284465266875486,0.809451933283358848747468528018,869,EDFSMode.RANDOM
12,12_0,COMPLETED,SOBOL,0.690000000000000057731597280508,2382.000000000000000000000000000000,0.709999999999999964472863211995,4846,27,0.975902753449976456678882641427,0.915386786703020316480206020060,930,EDFSMode.RANDOM
13,13_0,COMPLETED,SOBOL,0.709999999999999964472863211995,25.000000000000000000000000000000,0.989999999999999991118215802999,2189,82,0.496129733501002201379037614970,0.055108016250655054990570391737,352,EDFSMode.RANDOM
14,14_0,COMPLETED,SOBOL,0.719999999999999973354647408996,17.000000000000000000000000000000,0.989999999999999991118215802999,555,19,0.541777093507349483125778988324,0.504304283389821694782995109563,221,EDFSMode.RANDOM
15,15_0,COMPLETED,SOBOL,0.719999999999999973354647408996,11.000000000000000000000000000000,0.969999999999999973354647408996,2896,74,0.062004073558375241703721769682,0.400449952594935876248882777872,603,EDFSMode.RANDOM
16,16_0,COMPLETED,SOBOL,0.709999999999999964472863211995,30.000000000000000000000000000000,0.989999999999999991118215802999,3109,15,0.857049758445471487888767114782,0.871293583150953065974420042039,475,EDFSMode.RANDOM
17,17_0,COMPLETED,SOBOL,0.660000000000000031086244689504,15.000000000000000000000000000000,0.280000000000000026645352591004,454,72,0.369464917780831458848922466132,0.220556155493482952678618858045,799,EDFSMode.RANDOM
18,18_0,COMPLETED,SOBOL,0.680000000000000048849813083507,118.000000000000000000000000000000,0.989999999999999991118215802999,2411,29,0.668403834830969545421908151184,0.705310258092358699499868635030,675,EDFSMode.RANDOM
19,19_0,COMPLETED,SOBOL,0.729999999999999982236431605997,58.000000000000000000000000000000,0.989999999999999991118215802999,4756,86,0.180818994166329516382063502533,0.327590960606932657395162777902,155,EDFSMode.RANDOM
20,20_0,COMPLETED,SOBOL,0.729999999999999982236431605997,34.000000000000000000000000000000,0.989999999999999991118215802999,4162,47,0.443671966848894927526458786815,0.461684613078832628563219486750,320,EDFSMode.RANDOM
