trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
0,0_0,COMPLETED,SOBOL,0.530000000000000026645352591004,7.000000000000000000000000000000,0.179999999999999993338661852249,2132,4775,0.564704271197319029873540330300,0.921999851346015919517640213598
1,1_0,COMPLETED,SOBOL,0.609999999999999986677323704498,33.000000000000000000000000000000,0.940000000000000057731597280508,3617,935,0.015111156383529306124202662431,0.319599773643538365153204949820
2,2_0,COMPLETED,SOBOL,0.589999999999999968913755310496,17.000000000000000000000000000000,0.830000000000000071054273576010,4135,2876,0.827316167069598984440403910412,0.628470540728420012932531335537
3,3_0,COMPLETED,SOBOL,0.500000000000000000000000000000,15.000000000000000000000000000000,0.100000000000000005551115123126,150,1418,0.254210587142035371321924230870,0.115795655176043510437011718750
4,4_0,COMPLETED,SOBOL,0.530000000000000026645352591004,10.000000000000000000000000000000,0.220000000000000001110223024625,888,3571,0.185106914414092910137199510245,0.198043328251689659813550292711
5,5_0,COMPLETED,SOBOL,0.589999999999999968913755310496,20.000000000000000000000000000000,0.849999999999999977795539507497,4871,2137,0.734875123677775299313452705974,0.558679117843508765695048623456
6,6_0,COMPLETED,SOBOL,0.540000000000000035527136788005,8.000000000000000000000000000000,0.489999999999999991118215802999,2889,4093,0.423321919435635185546829006853,0.493185667315498010854213362109
7,7_0,COMPLETED,SOBOL,0.709999999999999964472863211995,98.000000000000000000000000000000,0.989999999999999991118215802999,1405,199,0.996358957270160328079100509058,0.764218545434996454623899353464
8,8_0,COMPLETED,SOBOL,0.570000000000000062172489379009,13.000000000000000000000000000000,0.400000000000000022204460492503,1593,2741,0.465870449813082787571261178527,0.564797733040526495074118429329
9,9_0,COMPLETED,SOBOL,0.570000000000000062172489379009,13.000000000000000000000000000000,0.940000000000000057731597280508,2608,1717,0.890705890076234907404284513177,0.176811964144930250375509217520
10,10_0,COMPLETED,SOBOL,0.560000000000000053290705182008,13.000000000000000000000000000000,0.780000000000000026645352591004,4669,4591,0.204994349172338830022965794342,0.859947922322899072078428162058
11,11_0,COMPLETED,SOBOL,0.560000000000000053290705182008,27.000000000000000000000000000000,0.900000000000000022204460492503,1154,951,0.653342210864648276213983990601,0.382358766071498379357507246823
12,12_0,COMPLETED,SOBOL,0.550000000000000044408920985006,7.000000000000000000000000000000,0.059999999999999997779553950750,347,4043,0.783123451819643379145929884544,0.305745081279426789144793019659
13,13_0,COMPLETED,SOBOL,0.690000000000000057731597280508,64.000000000000000000000000000000,0.979999999999999982236431605997,3863,418,0.358097643291577671931236181990,0.950967076055705518022875821771
14,14_0,COMPLETED,SOBOL,0.550000000000000044408920985006,15.000000000000000000000000000000,0.839999999999999968913755310496,3425,3316,0.546582816811278515700678326539,0.012208374949172137724495712519
15,15_0,COMPLETED,SOBOL,0.510000000000000008881784197001,10.000000000000000000000000000000,0.950000000000000066613381477509,2408,2229,0.098288239197805521429884834106,0.747155107369646409587460311741
16,16_0,COMPLETED,SOBOL,0.520000000000000017763568394003,7.000000000000000000000000000000,0.380000000000000004440892098501,2271,3267,0.928556047912687088086158837541,0.453239992806687974624679782210
17,17_0,COMPLETED,SOBOL,0.570000000000000062172489379009,15.000000000000000000000000000000,0.880000000000000004440892098501,3130,2434,0.495742911797016849728692022836,0.786647900668904220822241768474
