trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
25,25_0,FAILED,SOBOL,,,,4065,23,0.452609768783673649394927451795,0.100354889633134006232673129944,1000,EDFSMode.RANDOM
26,26_0,FAILED,SOBOL,,,,3527,77,0.501674722278490636817593895103,0.697485566215589658511930792884,650,EDFSMode.RANDOM
27,27_0,FAILED,SOBOL,,,,1656,36,0.241720086352899682369255174308,0.468946240918710843814665167884,404,EDFSMode.RANDOM
28,28_0,FAILED,SOBOL,,,,2106,90,0.317818683041259653077048596970,0.262052992666140183164458221654,544,EDFSMode.RANDOM
29,29_0,FAILED,SOBOL,,,,2726,49,0.923317885940894478302709558193,0.532500402117147997316237706400,735,EDFSMode.RANDOM
30,30_0,FAILED,SOBOL,,,,4672,53,0.122397147113457324674179460544,0.139427953699603673909379608631,857,EDFSMode.RANDOM
31,31_0,FAILED,SOBOL,,,,301,13,0.636222155677154677100304525084,0.909863237777724820354308121750,205,EDFSMode.RANDOM
32,32_0,FAILED,SOBOL,,,,219,93,0.969170365670695921345156875759,0.624912171239033309433352769702,676,EDFSMode.RANDOM
33,33_0,FAILED,SOBOL,,,,4598,47,0.272118549229577177950289978980,0.416826496535912138785562319754,469,EDFSMode.RANDOM
34,34_0,FAILED,SOBOL,,,,2809,56,0.711465136168524581172789567063,0.755320091256871828377938982158,137,EDFSMode.RANDOM
35,35_0,COMPLETED,SOBOL,0.589999999999999968913755310496,8062.000000000000000000000000000000,0.089999999999999996669330926125,2178,8,0.047489125391468406389705592119,0.047273072430863975756931694150,777,EDFSMode.RANDOM
36,36_0,FAILED,SOBOL,,,,1574,68,0.402889319250360145030498415508,0.192523006411269320681256544958,918,EDFSMode.RANDOM
37,37_0,FAILED,SOBOL,,,,3453,20,0.853867623182013590898975508026,0.981462722333148129827407046832,221,EDFSMode.RANDOM
38,38_0,FAILED,SOBOL,,,,4149,79,0.162548215536400669778416272493,0.314159442054107784780825340931,331,EDFSMode.RANDOM
39,39_0,FAILED,SOBOL,,,,1019,33,0.580450713803991713568564136949,0.605087032603099927996481710579,589,EDFSMode.RANDOM
40,40_0,FAILED,SOBOL,,,,736,59,0.217530181581154474779182805833,0.921185245709493782939603079285,513,EDFSMode.RANDOM
41,41_0,FAILED,SOBOL,,,,3866,7,0.540331990586593757797118087183,0.151737836258485914164850782981,773,EDFSMode.RANDOM
42,42_0,FAILED,SOBOL,,,,3151,97,0.476327976359054439114970591618,0.552606683792546404809797877533,877,EDFSMode.RANDOM
43,43_0,FAILED,SOBOL,,,,1270,43,0.766053979700431209032274182391,0.281171399714425229721115329085,177,EDFSMode.RANDOM
44,44_0,FAILED,SOBOL,,,,2462,83,0.658935535276308659291544245207,0.488798943618312498049505165909,321,EDFSMode.RANDOM
45,45_0,FAILED,SOBOL,,,,3092,29,0.083207223908975724846470711782,0.716376924792304636824269437057,959,EDFSMode.RANDOM
46,46_0,FAILED,SOBOL,,,,4901,69,0.900133285028859919663091204711,0.111448897326365120585833778932,633,EDFSMode.RANDOM
47,47_0,FAILED,SOBOL,,,,521,17,0.357480779325589526074224977492,0.838988222623243906639345368603,428,EDFSMode.RANDOM
48,48_0,FAILED,SOBOL,,,,389,74,0.520692907521501213707892929961,0.362335024155676366230949270175,830,EDFSMode.RANDOM
49,49_0,FAILED,SOBOL,,,,4760,15,0.221692998381331551893680398280,0.586001302577555227557581929432,119,EDFSMode.RANDOM
50,50_0,FAILED,SOBOL,,,,2950,88,0.793017273930832766737353267672,0.242147222451865679060389879851,459,EDFSMode.RANDOM
51,51_0,FAILED,SOBOL,,,,2331,28,0.464839996626600637785742264896,0.965801375500857872680171567481,708,EDFSMode.RANDOM
52,52_0,FAILED,SOBOL,,,,1412,98,0.102373881081119180724847694819,0.802212684050202406993435033655,564,EDFSMode.RANDOM
53,53_0,FAILED,SOBOL,,,,3283,38,0.655244192602112862644503366027,0.028853571847081184442718182481,377,EDFSMode.RANDOM
54,54_0,FAILED,SOBOL,,,,3998,61,0.330045059202238921791661141469,0.675202616721391701837262644403,259,EDFSMode.RANDOM
55,55_0,FAILED,SOBOL,,,,878,2,0.912092738887295140237654322846,0.399882160395383823292547731398,915,EDFSMode.RANDOM
56,56_0,FAILED,SOBOL,,,,1200,77,0.291875599348917602604558396706,0.066044855058193213670492127676,188,EDFSMode.RANDOM
57,57_0,FAILED,SOBOL,,,,4320,38,0.965125501053407774953996067779,0.851099398732185319360610264994,845,EDFSMode.RANDOM
58,58_0,COMPLETED,SOBOL,0.750000000000000000000000000000,4069.000000000000000000000000000000,0.979999999999999982236431605997,3624,66,0.020407878978177907552948866510,0.444870095536112786227533888450,720,EDFSMode.RANDOM
59,59_0,FAILED,SOBOL,,,,1754,25,0.722835148846730612959277095797,0.731885983332991596483907414949,531,EDFSMode.RANDOM
60,60_0,FAILED,SOBOL,,,,2008,51,0.834583013826981190419473932707,0.505927281223237490515032277472,389,EDFSMode.RANDOM
61,61_0,FAILED,SOBOL,,,,2628,10,0.406462694870308061112496034184,0.293956434272229671922360694225,636,EDFSMode.RANDOM
62,62_0,FAILED,SOBOL,,,,4417,88,0.608004400981590142905020002217,0.877930256076157045086461039318,983,EDFSMode.RANDOM
63,63_0,FAILED,SOBOL,,,,48,49,0.150706713860854518705068016970,0.165971534498035921956216043327,275,EDFSMode.RANDOM
64,64_0,FAILED,SOBOL,,,,8,80,0.576426917254924786604419750802,0.850304199289530493466315874684,474,EDFSMode.RANDOM
65,65_0,FAILED,SOBOL,,,,4379,33,0.181429062850773342718824210351,0.076944968115538359132443702038,664,EDFSMode.RANDOM
66,66_0,RUNNING,SOBOL,,,,2589,66,0.866417926352471057249715613580,0.720979211624711791017716677743,789,EDFSMode.RANDOM
67,67_0,RUNNING,SOBOL,,,,1969,20,0.375969266284257197519025339716,0.445658636327832924362013500286,132,EDFSMode.RANDOM
68,68_0,RUNNING,SOBOL,,,,1793,56,0.051023578017950058094420739963,0.285371022198349255649674205415,219,EDFSMode.RANDOM
69,69_0,FAILED,SOBOL,,,,3664,10,0.691120603241026421059700624028,0.509037181649357073354167368961,927,EDFSMode.RANDOM
70,70_0,FAILED,SOBOL,,,,4358,93,0.261031927954405551517425010388,0.162868300158530487919961160515,580,EDFSMode.RANDOM
71,71_0,FAILED,SOBOL,,,,1239,46,0.996579758841544371961163051310,0.886522334236651610162027736806,333,EDFSMode.RANDOM
72,72_0,FAILED,SOBOL,,,,917,71,0.360769809916615502576320295702,0.585205151367932607797683886020,764,EDFSMode.RANDOM
73,73_0,FAILED,SOBOL,,,,4037,17,0.880517671756446351771785430174,0.373234185446053745582872807063,515,EDFSMode.RANDOM
74,74_0,COMPLETED,SOBOL,0.790000000000000035527136788005,1801.000000000000000000000000000000,1.000000000000000000000000000000,3321,82,0.071878987666219473773310255638,0.954893652025610162326074714656,176,EDFSMode.RANDOM
75,75_0,FAILED,SOBOL,,,,1451,29,0.687077655170112877591748201667,0.242934811476618051084841454212,886,EDFSMode.RANDOM
76,76_0,FAILED,SOBOL,,,,2291,97,0.761305070564150754286458777642,0.020269111540168523871718875284,971,EDFSMode.RANDOM
77,77_0,FAILED,SOBOL,,,,2912,44,0.495458052776753921087049548078,0.805323536243289672675871315732,316,EDFSMode.RANDOM
78,78_0,FAILED,SOBOL,,,,4720,59,0.552145759966224392023548261932,0.396779877822846183121896501689,433,EDFSMode.RANDOM
79,79_0,FAILED,SOBOL,,,,351,5,0.190847936514765031956741836439,0.683795646648854060778432994994,621,EDFSMode.RANDOM
80,80_0,FAILED,SOBOL,,,,482,61,0.930978359907865482547606461594,0.147172684138640763595873295344,121,EDFSMode.RANDOM
81,81_0,COMPLETED,SOBOL,0.579999999999999960031971113494,6527.000000000000000000000000000000,0.000000000000000000000000000000,4862,1,0.326027969636023040589378751974,0.936112281089648612386611148395,821,EDFSMode.RANDOM
82,82_0,FAILED,SOBOL,,,,3053,98,0.628317432653158869371168293583,0.266251022985205032522770807191,716,EDFSMode.RANDOM
83,83_0,FAILED,SOBOL,,,,2423,39,0.114919410545378922194892368225,0.557178494563326243138590143644,457,EDFSMode.RANDOM
84,84_0,FAILED,SOBOL,,,,1310,87,0.444494467318058028570959550052,0.704008235303685059314204863767,372,EDFSMode.RANDOM
85,85_0,FAILED,SOBOL,,,,3189,28,0.796548856385052239659216866130,0.495922441629692900555426149367,577,EDFSMode.RANDOM
86,86_0,FAILED,SOBOL,,,,3906,75,0.249105261724442250681477162289,0.831858058525249410841695407726,903,EDFSMode.RANDOM
87,87_0,FAILED,SOBOL,,,,775,15,0.509607282627373980865570501919,0.123810920728370549293018143544,265,EDFSMode.RANDOM
88,88_0,FAILED,SOBOL,,,,1058,89,0.131093941017985354813291110077,0.412262296183034782082188485219,833,EDFSMode.RANDOM
89,89_0,FAILED,SOBOL,,,,4188,48,0.611294338725507313547780086083,0.639840158386155932745964491914,194,EDFSMode.RANDOM
90,90_0,FAILED,SOBOL,,,,3492,51,0.434603907611221085272035224989,0.032353647468611600179766440988,525,EDFSMode.RANDOM
91,91_0,FAILED,SOBOL,,,,1612,11,0.823251937154680479835633377661,0.759892853794619460572334901372,732,EDFSMode.RANDOM
92,92_0,FAILED,SOBOL,,,,2140,65,0.741958607509732193108220599242,0.969093081077560758451738820440,645,EDFSMode.RANDOM
93,93_0,COMPLETED,SOBOL,0.760000000000000008881784197001,1153.000000000000000000000000000000,0.969999999999999973354647408996,2769,25,0.015654225878417492301419855494,0.199645552655681957077149490942,387,EDFSMode.RANDOM
94,94_0,FAILED,SOBOL,,,,4560,78,0.938447999950498323862291272235,0.597955916738137638333228096599,277,EDFSMode.RANDOM
95,95_0,FAILED,SOBOL,,,,179,37,0.303695986483246083142972793212,0.326520513689145419622406052440,975,EDFSMode.RANDOM
96,96_0,FAILED,SOBOL,,,,262,69,0.090866746108978990736915193338,0.104919086268171674047877672820,348,EDFSMode.RANDOM
97,97_0,FAILED,SOBOL,,,,4632,21,0.667141966570168776229365903419,0.812004879942163859674053583149,594,EDFSMode.RANDOM
98,98_0,FAILED,SOBOL,,,,2687,81,0.349578911602497099941899705300,0.483865662163123488870297705944,944,EDFSMode.RANDOM
99,99_0,FAILED,SOBOL,,,,2067,34,0.892656500227749338804983381124,0.692912799960002323551577774197,230,EDFSMode.RANDOM
100,100_0,FAILED,SOBOL,,,,1696,92,0.532213833820074810887490457390,0.544870039654895665925948833319,149,EDFSMode.RANDOM
101,101_0,FAILED,SOBOL,,,,3565,45,0.209839487154036774541054910515,0.254930442703887816247032560568,800,EDFSMode.RANDOM
102,102_0,FAILED,SOBOL,,,,4105,55,0.773440106838941598965675439104,0.916994349924847518273907098774,679,EDFSMode.RANDOM
103,103_0,FAILED,SOBOL,,,,985,7,0.484263392008841053737455695227,0.127066878346726308546266182020,488,EDFSMode.RANDOM
104,104_0,FAILED,SOBOL,,,,702,85,0.846451751466840485171871932835,0.338834210751578213116630422519,609,EDFSMode.RANDOM
105,105_0,FAILED,SOBOL,,,,3822,31,0.394926538441330188256017663662,0.609281739173457070890549402975,417,EDFSMode.RANDOM
106,106_0,FAILED,SOBOL,,,,3263,71,0.588596232011914244353079084249,0.218767774207517501361408562843,302,EDFSMode.RANDOM
107,107_0,FAILED,SOBOL,,,,1392,19,0.170268650822341438555440618074,0.989203177256509635917325340415,956,EDFSMode.RANDOM
108,108_0,FAILED,SOBOL,,,,2350,57,0.279993051793426261930619602936,0.778780397867783857890344734187,873,EDFSMode.RANDOM
109,109_0,FAILED,SOBOL,,,,2969,5,0.976617405895143786409562380868,0.052202535664662721992534955007,161,EDFSMode.RANDOM
110,110_0,FAILED,SOBOL,,,,4936,95,0.039859344050288202099263656919,0.651891695698723183660661106842,504,EDFSMode.RANDOM
111,111_0,FAILED,SOBOL,,,,565,41,0.703286066316068159132157688873,0.423352489372715357074383746294,747,EDFSMode.RANDOM
112,112_0,FAILED,SOBOL,,,,423,100,0.414641524922102711059324064991,0.897843866284936620303369636531,248,EDFSMode.RANDOM
113,113_0,FAILED,SOBOL,,,,4803,40,0.842213031250983457098868711910,0.175177706833928831242630508314,891,EDFSMode.RANDOM
114,114_0,FAILED,SOBOL,,,,2838,62,0.143259433835744853791283048849,0.529143939208239322269378135388,561,EDFSMode.RANDOM
115,115_0,FAILED,SOBOL,,,,2208,4,0.600130134500563183763688357431,0.304489905130118143627981908139,358,EDFSMode.RANDOM
116,116_0,FAILED,SOBOL,,,,1524,72,0.957405301850289158771545316995,0.465510863143950681664051671760,442,EDFSMode.RANDOM
117,117_0,FAILED,SOBOL,,,,3405,14,0.283729841340333244215088370765,0.739870094317942816886102264107,703,EDFSMode.RANDOM
118,118_0,FAILED,SOBOL,,,,3963,86,0.730798165738582583550453364296,0.088039451692253356540618369763,804,EDFSMode.RANDOM
119,119_0,COMPLETED,SOBOL,0.800000000000000044408920985006,1392.000000000000000000000000000000,1.000000000000000000000000000000,834,26,0.027823510892689227308460786503,0.862360026989132166796991896263,110,EDFSMode.RANDOM
120,120_0,FAILED,SOBOL,,,,1156,53,0.647309013035148428372167472844,0.663945806685835138161166923965,988,EDFSMode.RANDOM
121,121_0,COMPLETED,SOBOL,0.700000000000000066613381477509,10384.000000000000000000000000000000,0.570000000000000062172489379009,4286,11,0.094987514141947032575430398538,0.377891381982713936427131784512,292,EDFSMode.RANDOM
122,122_0,FAILED,SOBOL,,,,3746,90,0.919783669397234882048053350445,0.794232391286641359329223632812,399,EDFSMode.RANDOM
123,123_0,FAILED,SOBOL,,,,1867,50,0.338162976168096041096333692622,0.008216622460633517255335078744,662,EDFSMode.RANDOM
124,124_0,FAILED,SOBOL,,,,1885,76,0.229169543381780388413559990113,0.231609940808266412393123800939,744,EDFSMode.RANDOM
125,125_0,FAILED,SOBOL,,,,2516,36,0.528595011327415709168064950063,0.942580906730145162697453997680,542,EDFSMode.RANDOM
126,126_0,FAILED,SOBOL,,,,4461,65,0.456633325532078748754116759301,0.353125041034072661982889940191,207,EDFSMode.RANDOM
127,127_0,FAILED,SOBOL,,,,82,23,0.785357987813651514663604302768,0.566083881583064774112301620335,848,EDFSMode.RANDOM
128,128_0,FAILED,SOBOL,,,,110,97,0.244740561580285426179770524868,0.309460881762206541090165501373,130,EDFSMode.RANDOM
129,129_0,FAILED,SOBOL,,,,4489,43,0.513023991269990764507724634313,0.522406278602778884057045161171,784,EDFSMode.RANDOM
130,130_0,FAILED,SOBOL,,,,2530,59,0.441077760534360985289481504878,0.181962989248335371694764717176,669,EDFSMode.RANDOM
131,131_0,FAILED,SOBOL,,,,1899,6,0.800913558388128832277175206400,0.892947160936892081473104099132,477,EDFSMode.RANDOM
132,132_0,FAILED,SOBOL,,,,1841,70,0.631753206377848930408447358786,0.867270083099603628085105810896,339,EDFSMode.RANDOM
133,133_0,FAILED,SOBOL,,,,3720,17,0.110543318940326568133869500343,0.081240870565176009909791332575,582,EDFSMode.RANDOM
134,134_0,FAILED,SOBOL,,,,4275,83,0.935354453371837757380546918284,0.746594456210732504430893641256,925,EDFSMode.RANDOM
135,135_0,FAILED,SOBOL,,,,1145,29,0.322592197770252830935078236507,0.460553237274289151148565224503,213,EDFSMode.RANDOM
136,136_0,FAILED,SOBOL,,,,843,57,0.941834281792864214111205001245,0.013174475118517874061563333044,884,EDFSMode.RANDOM
137,137_0,FAILED,SOBOL,,,,3972,9,0.299300859538838281981298905521,0.787508256182074539708537486149,170,EDFSMode.RANDOM
138,138_0,FAILED,SOBOL,,,,3438,93,0.746353736313059901164024267928,0.384689714014530170782535378748,521,EDFSMode.RANDOM
139,139_0,COMPLETED,SOBOL,0.739999999999999991118215802999,957.000000000000000000000000000000,0.979999999999999982236431605997,1557,47,0.012267945894971491599401147710,0.659035501480102592353205182008,766,EDFSMode.RANDOM
140,140_0,FAILED,SOBOL,,,,2202,79,0.430197329720482246617763166796,0.570980828590691102952803248627,627,EDFSMode.RANDOM
141,141_0,FAILED,SOBOL,,,,2832,33,0.826657224593684070157451060368,0.346340000279247772763113744077,435,EDFSMode.RANDOM
142,142_0,FAILED,SOBOL,,,,4773,67,0.127688655437901615874451977106,0.949318333111703438476070004981,314,EDFSMode.RANDOM
143,143_0,FAILED,SOBOL,,,,393,19,0.615700918475165948073879462754,0.226638729952275741474920778273,965,EDFSMode.RANDOM
144,144_0,FAILED,SOBOL,,,,573,66,0.264422016864642506206450889295,0.701660599837079623775082382053,452,EDFSMode.RANDOM
145,145_0,FAILED,SOBOL,,,,4944,24,0.992188438965007635239601313515,0.473107949802652028026273001160,715,EDFSMode.RANDOM
146,146_0,COMPLETED,SOBOL,0.729999999999999982236431605997,12169.000000000000000000000000000000,0.940000000000000057731597280508,3002,78,0.055414899753406646198961027494,0.822810162061825445256602051813,822,EDFSMode.RANDOM
147,147_0,FAILED,SOBOL,,,,2383,38,0.687730516189709262242502063600,0.096245505625382060665984340631,126,EDFSMode.RANDOM
148,148_0,FAILED,SOBOL,,,,1386,88,0.862007541393861154155331405491,0.135753757702186700351276726906,266,EDFSMode.RANDOM
149,149_0,FAILED,SOBOL,,,,3257,48,0.379370746655389667889579641269,0.906175717042759010233510252874,907,EDFSMode.RANDOM
150,150_0,FAILED,SOBOL,,,,3791,52,0.573025438742712167616843998985,0.265674804301932465655511350633,572,EDFSMode.RANDOM
151,151_0,FAILED,SOBOL,,,,672,10,0.185839449668303124951762583805,0.536135538490489116369985822530,370,EDFSMode.RANDOM
152,152_0,FAILED,SOBOL,,,,1013,87,0.547784866889938659717529390036,0.997937436761334506485354722827,727,EDFSMode.RANDOM
153,153_0,FAILED,SOBOL,,,,4134,27,0.194268452225252991061310581244,0.208023170949891200720571760030,524,EDFSMode.RANDOM
154,154_0,FAILED,SOBOL,,,,3579,74,0.757884556712582702076019813830,0.620100606279447630342360753275,195,EDFSMode.RANDOM
155,155_0,FAILED,SOBOL,,,,1709,16,0.499818947711959504776046969710,0.330147565620020011500912460178,838,EDFSMode.RANDOM
156,156_0,FAILED,SOBOL,,,,2041,60,0.075310954323038456492689363131,0.432025843227282158043323079255,976,EDFSMode.RANDOM
157,157_0,FAILED,SOBOL,,,,2661,2,0.682697756497189445212825376075,0.641086186790838841176309870207,282,EDFSMode.RANDOM
158,158_0,FAILED,SOBOL,,,,4621,99,0.365149710448458786338221671031,0.062960497120395295111983102743,383,EDFSMode.RANDOM
159,159_0,FAILED,SOBOL,,,,251,39,0.877085706958547262068748295860,0.770032847085967642186687953654,644,EDFSMode.RANDOM
160,160_0,FAILED,SOBOL,,,,168,58,0.726387576298788140150008985074,0.548430676097050318062997575908,228,EDFSMode.RANDOM
161,161_0,COMPLETED,SOBOL,0.650000000000000022204460492503,2232.000000000000000000000000000000,0.300000000000000044408920985006,4549,4,0.031225262666121127164142734500,0.277008716756477979537010014610,938,EDFSMode.RANDOM
162,162_0,FAILED,SOBOL,,,,2744,95,0.954003551935777016623774215986,0.925306980380788401951974719850,599,EDFSMode.RANDOM
163,163_0,FAILED,SOBOL,,,,2115,42,0.288140432639047483487360068466,0.155846246192231779881254283282,350,EDFSMode.RANDOM
164,164_0,FAILED,SOBOL,,,,1626,84,0.146649734662845726562707682206,0.115124007912352679938727817444,494,EDFSMode.RANDOM
165,165_0,FAILED,SOBOL,,,,3506,31,0.595738550657406440436147931905,0.842676657946780371943873433338,681,EDFSMode.RANDOM
166,166_0,FAILED,SOBOL,,,,4216,72,0.419033110624179250258691808995,0.485178046571090815231031001531,798,EDFSMode.RANDOM
167,167_0,FAILED,SOBOL,,,,1086,18,0.838822732282802463465998243919,0.712742703007534172954251516785,143,EDFSMode.RANDOM
168,168_0,FAILED,SOBOL,,,,744,92,0.460065504105761635678106813430,0.751158620314672620388307677786,954,EDFSMode.RANDOM
169,169_0,FAILED,SOBOL,,,,3875,45,0.780977825174108186701005251962,0.043098276751115917326817594812,297,EDFSMode.RANDOM
170,170_0,FAILED,SOBOL,,,,3183,54,0.233549707880243651025864437543,0.629021317305043292655852837925,422,EDFSMode.RANDOM
171,171_0,FAILED,SOBOL,,,,1304,8,0.525162834612652673627053445671,0.420948967339470958570757375128,611,EDFSMode.RANDOM
172,172_0,FAILED,SOBOL,,,,2456,68,0.915422571839764720458276769932,0.317847200730815515612448507454,753,EDFSMode.RANDOM
173,173_0,FAILED,SOBOL,,,,3086,22,0.341583763280883412338795324104,0.608761466542258822265409889951,506,EDFSMode.RANDOM
174,174_0,FAILED,SOBOL,,,,4870,81,0.643888227781280853001533159841,0.188887632096186280916683131181,159,EDFSMode.RANDOM
175,175_0,FAILED,SOBOL,,,,491,34,0.099348613558337087181548952231,0.977840672755613926625528620207,867,EDFSMode.RANDOM
176,176_0,FAILED,SOBOL,,,,320,77,0.776876092480495605840928874386,0.440687693156301962815746264823,353,EDFSMode.RANDOM
177,177_0,FAILED,SOBOL,,,,4689,35,0.479887036437168734703817563059,0.727716905690729665145966009732,560,EDFSMode.RANDOM
178,178_0,FAILED,SOBOL,,,,2906,64,0.536590191250666981304107139295,0.070159719161689282351801466575,892,EDFSMode.RANDOM
179,179_0,FAILED,SOBOL,,,,2285,24,0.206403503371402619048780024968,0.855200938098132579234800232371,253,EDFSMode.RANDOM
180,180_0,FAILED,SOBOL,,,,1484,52,0.345214006977155818400859743633,0.881612296715378773726001782052,111,EDFSMode.RANDOM
181,181_0,FAILED,SOBOL,,,,3354,12,0.896073480272665645607332862710,0.169666899874806403891724926325,809,EDFSMode.RANDOM
182,182_0,FAILED,SOBOL,,,,4045,91,0.087449767922982576950907684932,0.502312838345766121683766414208,699,EDFSMode.RANDOM
183,183_0,FAILED,SOBOL,,,,925,49,0.671506873054429909153384414822,0.290328666657209411017248612552,441,EDFSMode.RANDOM
184,184_0,COMPLETED,SOBOL,0.739999999999999991118215802999,4934.000000000000000000000000000000,0.859999999999999986677323704498,1228,73,0.035452561678364871711188754944,0.237976917922496783441843604123,657,EDFSMode.RANDOM
185,185_0,FAILED,SOBOL,,,,4347,13,0.706691625157371161591868258256,0.961617746233940140498930304602,398,EDFSMode.RANDOM
186,186_0,FAILED,SOBOL,,,,3638,85,0.276587494811043166365038814547,0.366435812518000614268487424852,293,EDFSMode.RANDOM
187,187_0,FAILED,SOBOL,,,,1767,27,0.981024190125986961241721928673,0.590115415677428201135512608744,993,EDFSMode.RANDOM
188,188_0,FAILED,SOBOL,,,,1983,99,0.591982725771144080439967183338,0.678898673616349701553929207876,849,EDFSMode.RANDOM
189,189_0,FAILED,SOBOL,,,,2602,41,0.165873259911313658543363658282,0.403564892552793041957670538977,211,EDFSMode.RANDOM
190,190_0,FAILED,SOBOL,,,,4407,63,0.850847144236788199833654289250,0.798586083836853477535555612121,538,EDFSMode.RANDOM
191,191_0,FAILED,SOBOL,,,,36,3,0.391540046541020259063259345567,0.025240296371281147058684979356,742,EDFSMode.RANDOM
192,192_0,FAILED,SOBOL,,,,76,71,0.818966530166566397674898780679,0.959002768348902412398615524580,937,EDFSMode.RANDOM
193,193_0,FAILED,SOBOL,,,,4446,19,0.422079172953963299708135537003,0.247057252537459137720077251288,237,EDFSMode.RANDOM
194,194_0,FAILED,SOBOL,,,,2642,84,0.623636334124952562696364566364,0.581043650683015555635790860833,341,EDFSMode.RANDOM
195,195_0,FAILED,SOBOL,,,,2021,30,0.135074782576411950296702002561,0.369059360023587967880587257241,601,EDFSMode.RANDOM
196,196_0,FAILED,SOBOL,,,,1729,96,0.307507290832698343407969332475,0.393144473765045410207363829613,686,EDFSMode.RANDOM
197,197_0,FAILED,SOBOL,,,,3598,42,0.949493803992867424490498251544,0.680173567328602124426595310069,481,EDFSMode.RANDOM
198,198_0,COMPLETED,SOBOL,0.780000000000000026645352591004,1848.000000000000000000000000000000,1.000000000000000000000000000000,4309,57,0.004791161093860864771121210737,0.023956840474158525022829735462,155,EDFSMode.RANDOM
199,199_0,FAILED,SOBOL,,,,1188,5,0.738451868589967475031698995735,0.808997940439730833794840236806,793,EDFSMode.RANDOM
200,200_0,FAILED,SOBOL,,,,886,81,0.117990359164774419320487197638,0.725100976038724143180047576607,309,EDFSMode.RANDOM
