trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,const,max_depth,threshold
0,0_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,4995,2552,9.084205424904823189535818528384,12,0.038370022073388097838542165618
1,1_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1729.000000000000000000000000000000,0.000000000000000000000000000000,143,717,2.615096417522989380444187190733,9,0.540398799236863847106349112437
2,2_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2312,4347,6.540622157059610586316011904273,17,0.820402091251686171879953235475
3,3_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2787,2359,0.510981099255383042212486088829,5,0.320290172761306168869310795344
4,4_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3437,4901,4.908720307673328342445984162623,2,0.464816578883677722355827199863
5,5_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1701,1813,8.428903931776993374569428851828,20,0.956856111861765334936080762418
6,6_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,745,3261,1.964540972497314186284711468033,8,0.676459013251587748527526855469
7,7_0,COMPLETED,SOBOL,0.560000000000000053290705182008,19.000000000000000000000000000000,0.989999999999999991118215802999,4354,15,5.943607348393649125739557348425,15,0.182437901446595801546735060583
8,8_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3895,3785,1.364201246356591568087424093392,18,0.604202524144202501865663634817
9,9_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1243,2031,5.333426389506087161862524226308,1,0.100222624696791176579502291588
10,10_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,1535,3083,4.259185145561583674123085074825,14,0.254409699765965335860329332718
11,11_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,3564,1170,7.789210002412088940104695211630,6,0.760367370972409806206826488051
12,12_0,COMPLETED,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,0.000000000000000000000000000000,2953,3628,7.180011276403442721516512392554,9,0.897013879016041792979763158655
13,13_0,COMPLETED,SOBOL,0.550000000000000044408920985006,3.000000000000000000000000000000,0.619999999999999995559107901499,2186,617,1.160210855359211423731835566286,11,0.399124786254018537601240268486
