trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,delta
0,0_0,COMPLETED,SOBOL,0.520000000000000017763568394003,39.000000000000000000000000000000,0.000000000000000000000000000000,1560,0.632890462875366210937500000000
1,1_0,COMPLETED,SOBOL,0.579999999999999960031971113494,86.000000000000000000000000000000,0.959999999999999964472863211995,4719,0.185833377506583935501183191263
2,2_0,COMPLETED,SOBOL,0.520000000000000017763568394003,28.000000000000000000000000000000,0.000000000000000000000000000000,3365,0.847651288285851456372199663747
3,3_0,COMPLETED,SOBOL,0.530000000000000026645352591004,23.000000000000000000000000000000,0.089999999999999996669330926125,352,0.329721690798178312942212642156
4,4_0,COMPLETED,SOBOL,0.520000000000000017763568394003,39.000000000000000000000000000000,0.000000000000000000000000000000,673,0.897013165190815975336136034457
5,5_0,COMPLETED,SOBOL,0.520000000000000017763568394003,28.000000000000000000000000000000,0.000000000000000000000000000000,3051,0.409023955548182105435017774653
6,6_0,COMPLETED,SOBOL,0.520000000000000017763568394003,28.000000000000000000000000000000,0.000000000000000000000000000000,3788,0.620563114834949414166942460724
7,7_0,COMPLETED,SOBOL,0.589999999999999968913755310496,44.000000000000000000000000000000,0.979999999999999982236431605997,2494,0.077295389380306001037013174937
8,8_0,COMPLETED,SOBOL,0.520000000000000017763568394003,29.000000000000000000000000000000,0.000000000000000000000000000000,2034,0.801670065343379922850886032393
9,9_0,COMPLETED,SOBOL,0.609999999999999986677323704498,51.000000000000000000000000000000,0.810000000000000053290705182008,4187,0.250969049165025326342259859302
10,10_0,COMPLETED,SOBOL,0.520000000000000017763568394003,31.000000000000000000000000000000,0.000000000000000000000000000000,2726,0.711887809930369264144189855870
11,11_0,COMPLETED,SOBOL,0.589999999999999968913755310496,53.000000000000000000000000000000,0.289999999999999980015985556747,1051,0.231571736287325607994702636461
12,12_0,COMPLETED,SOBOL,0.520000000000000017763568394003,28.000000000000000000000000000000,0.000000000000000000000000000000,112,0.541444042919203671893058071873
13,13_0,COMPLETED,SOBOL,0.650000000000000022204460492503,156.000000000000000000000000000000,1.000000000000000000000000000000,3671,0.031678693186491725664044594168
14,14_0,COMPLETED,SOBOL,0.520000000000000017763568394003,27.000000000000000000000000000000,0.000000000000000000000000000000,4496,0.942872398376464859737211554602
15,15_0,COMPLETED,SOBOL,0.520000000000000017763568394003,28.000000000000000000000000000000,0.000000000000000000000000000000,1727,0.487898497710004430683028431304
16,16_0,COMPLETED,SOBOL,0.520000000000000017763568394003,28.000000000000000000000000000000,0.000000000000000000000000000000,1638,0.977859867962077244918361884629
17,17_0,COMPLETED,SOBOL,0.520000000000000017763568394003,29.000000000000000000000000000000,0.000000000000000000000000000000,4641,0.468520973034203036533540398523
18,18_0,COMPLETED,SOBOL,0.520000000000000017763568394003,36.000000000000000000000000000000,0.000000000000000000000000000000,3443,0.506457603175193060707215408911
19,19_0,COMPLETED,SOBOL,0.570000000000000062172489379009,30.000000000000000000000000000000,0.300000000000000044408920985006,274,0.051057121297344569554876869688
20,20_0,COMPLETED,SOBOL,0.520000000000000017763568394003,29.000000000000000000000000000000,0.000000000000000000000000000000,1220,0.739077391404658556872675490013
21,21_0,COMPLETED,SOBOL,0.579999999999999960031971113494,44.000000000000000000000000000000,0.780000000000000026645352591004,2504,0.188802696188911794950016087569
22,22_0,COMPLETED,SOBOL,0.520000000000000017763568394003,27.000000000000000000000000000000,0.000000000000000000000000000000,4335,0.774479491205885994808966188430
23,23_0,COMPLETED,SOBOL,0.550000000000000044408920985006,44.000000000000000000000000000000,0.330000000000000015543122344752,1947,0.293737208135426031141435032623
24,24_0,COMPLETED,SOBOL,0.520000000000000017763568394003,28.000000000000000000000000000000,0.000000000000000000000000000000,2268,0.585347224894911088988180836168
