start_time,end_time,run_time,program_string,n_samples,threshold,outlier_detector_kwargs,result,exit_code,signal,hostname
1727519954,1727519958,4,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 466 threshold 0.5845066785812378 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",466,0.5845066785812378,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519974,1727519977,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 134 threshold 0.771137271821499 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",134,0.771137271821499,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519974,1727519977,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 416 threshold 0.6697485651820898 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",416,0.6697485651820898,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519974,1727519978,4,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 930 threshold 0.5927345950156451 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",930,0.5927345950156451,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519974,1727519978,4,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 453 threshold 0.4777809342369438 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",453,0.4777809342369438,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519974,1727519978,4,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 256 threshold 0.6207514131441714 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",256,0.6207514131441714,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519974,1727519978,4,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 907 threshold 0.7355119738727809 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",907,0.7355119738727809,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519974,1727519978,4,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 531 threshold 0.6284160545095803 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",531,0.6284160545095803,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519974,1727519978,4,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 860 threshold 0.5944997064769268 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",860,0.5944997064769268,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519995,1727519998,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 951 threshold 0.400009511038661 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",951,0.400009511038661,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519994,1727519998,4,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 194 threshold 0.26881238855421546 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",194,0.26881238855421546,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519994,1727519998,4,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 489 threshold 0.6303880179300905 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",489,0.6303880179300905,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519995,1727519998,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 114 threshold 0.5626321654766799 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",114,0.5626321654766799,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519995,1727519998,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 455 threshold 0.29144981130957603 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",455,0.29144981130957603,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519995,1727519998,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 661 threshold 0.7131006490439178 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",661,0.7131006490439178,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519995,1727519998,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 550 threshold 0.7807107413187624 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",550,0.7807107413187624,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727519995,1727519998,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 531 threshold 0.6861019650474192 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",531,0.6861019650474192,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727520004,1727520007,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 OneClassDriftDetector n_samples 564 threshold 0.5660873614251614 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",564,0.5660873614251614,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
