start_time,end_time,run_time,program_string,n_samples,const,max_depth,threshold,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727602479,1727603046,567,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 764 const 0.9216413079760969 max_depth 4 threshold 0.6181387918069959,764,0.9216413079760969,4,0.6181387918069959,0.33233478051133625,0,None,i7186,560,0.0005269828385693408
1727602500,1727603050,550,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 208 const 0.7999990027397871 max_depth 2 threshold 0.2509957324713469,208,0.7999990027397871,2,0.2509957324713469,0.30026893391220455,0,None,i7186,543,0.00015940318369478897
1727602499,1727603051,552,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 288 const 0.7275560945272446 max_depth 2 threshold 0.4021729931235314,288,0.7275560945272446,2,0.4021729931235314,0.3065364206464062,0,None,i7186,545,0.0002164163018551166
1727602477,1727603053,576,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 770 const 0.8603969216346741 max_depth 3 threshold 0.6521066069602968,770,0.8603969216346741,3,0.6521066069602968,0.3353244090689822,0,None,i7186,569,0.0005253439961838974
1727602499,1727603057,558,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 488 const 0.258142252266407 max_depth 3 threshold 0.6894698489457369,488,0.258142252266407,3,0.6894698489457369,0.3178895320791124,0,None,i7186,550,0.00035343927789965434
1727602499,1727603060,561,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 396 const 0.9653591456823051 max_depth 4 threshold 0.7919456901028754,396,0.9653591456823051,4,0.7919456901028754,0.3145224312590449,0,None,i7186,554,0.0002900927798822888
1727602499,1727603061,562,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 416 const 0.5807324868626894 max_depth 4 threshold 0.5695470176637174,416,0.5807324868626894,4,0.5695470176637174,0.31743125904486247,0,None,i7186,554,0.0003017351606135105
1727602499,1727603064,565,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 142 const 0.26312147658318286 max_depth 3 threshold 0.48900593481957916,142,0.26312147658318286,3,0.48900593481957916,0.29069946936806557,0,None,i7186,558,0.00011211374088655477
1727602499,1727603068,569,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 645 const 0.6225879218429327 max_depth 3 threshold 0.4474690197035671,645,0.6225879218429327,3,0.4474690197035671,0.3297624216111915,0,None,i7186,561,0.0004489050738391393
1727602499,1727603071,572,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 320 const 0.3622020931914449 max_depth 2 threshold 0.6859028333798052,320,0.3622020931914449,2,0.6859028333798052,0.30886517124939705,0,None,i7180,565,0.00023868286314017136
1727602499,1727603079,580,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 991 const 0.4095044769346714 max_depth 3 threshold 0.608869461901486,991,0.4095044769346714,3,0.608869461901486,0.34216353111432707,0,None,i7186,573,0.000659798918424861
1727602499,1727603100,601,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 123 const 0.538903581444174 max_depth 2 threshold 0.6330774001777173,123,0.538903581444174,2,0.6330774001777173,0.2868692715870719,0,None,i7181,587,9.824635235277362e-05
1727602535,1727603115,580,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 540 const 0.9582958114333451 max_depth 2 threshold 0.5525584176182747,540,0.9582958114333451,2,0.5525584176182747,0.32642788229618913,0,None,i7178,535,0.0003800933464403257
1727602535,1727603117,582,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 508 const 0.331185810174793 max_depth 2 threshold 0.47026161383837467,508,0.331185810174793,2,0.47026161383837467,0.3265846599131693,0,None,i7178,537,0.0003570769841945461
1727602535,1727603123,588,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 608 const 0.5367284641601145 max_depth 2 threshold 0.6381663927808405,608,0.5367284641601145,2,0.6381663927808405,0.32969488663772306,0,None,i7178,543,0.0004232960240502143
1727602535,1727603143,608,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 577 const 0.1287232818081975 max_depth 4 threshold 0.5226113354787232,577,0.1287232818081975,4,0.5226113354787232,0.3254799807042933,0,None,i7178,563,0.0004073530617153561
1727602535,1727603143,608,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 892 const 0.49668019684031606 max_depth 3 threshold 0.28984699137508874,892,0.49668019684031606,3,0.28984699137508874,0.3365243608297154,0,None,i7178,563,0.0006065412029875077
1727602507,1727603144,637,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 189 const 0.8842067301273346 max_depth 4 threshold 0.7081674978137018,189,0.8842067301273346,4,0.7081674978137018,0.294678002894356,0,None,i7180,631,0.00014754973807465222
1727602524,1727603201,677,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 841 const 0.2974801030009985 max_depth 2 threshold 0.5945624316111208,841,0.2974801030009985,2,0.5945624316111208,0.3376507477086348,0,None,i7179,621,0.0005697331937139922
1727602524,1727603212,688,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 101 const 0.7099334029480815 max_depth 3 threshold 0.564544477686286,101,0.7099334029480815,3,0.564544477686286,0.28186324167872645,0,None,i7179,632,8.19147544082848e-05
1727603402,1727603980,578,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 100 const 0.9605106166839192 max_depth 2 threshold 0.6120452945386256,100,0.9605106166839192,2,0.6120452945386256,0.28032440906898215,0,None,i7186,570,8.143634103881737e-05
1727603422,1727603995,573,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 BayesianNonparametricDetectionMethod n_samples 100 const 0.9348891915709588 max_depth 2 threshold 0.8,100,0.9348891915709588,2,0.8,0.28032440906898215,0,None,i7186,566,8.143634103881737e-05
