trial_index,arm_name,trial_status,generation_method,n_samples,threshold,outlier_detector_kwargs
224,224_0,FAILED,Sobol,921,0.348652482219040438238266688131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
225,225_0,FAILED,Sobol,297,0.578663095645606584405129524384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
226,226_0,FAILED,Sobol,359,0.512573573365807666490923111269,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
227,227_0,FAILED,Sobol,688,0.200890003331005595477165570628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
228,228_0,FAILED,Sobol,611,0.495287712477147645806496711884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
229,229_0,FAILED,Sobol,585,0.787883216887712567455537282513,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
230,230_0,FAILED,Sobol,253,0.600332139246165796819809656881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
231,231_0,FAILED,Sobol,912,0.716732633300125598907470703125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
232,232_0,FAILED,Sobol,203,0.261615456268191381994370203756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
233,233_0,FAILED,Sobol,165,0.470914899371564443786297715633,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
234,234_0,FAILED,Sobol,617,0.763343588262796579613223002525,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
235,235_0,FAILED,Sobol,694,0.311072860844433307647705078125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
236,236_0,FAILED,Sobol,244,0.630802937783300876617431640625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
237,237_0,FAILED,Sobol,445,0.638041958399117037359360438131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
238,238_0,FAILED,Sobol,676,0.666555698774755067681496711884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
239,239_0,FAILED,Sobol,513,0.507377513684332370758056640625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
240,240_0,FAILED,Sobol,379,0.662860863097012087408188563131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
241,241_0,FAILED,Sobol,202,0.658891132846474714135354133759,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
242,242_0,FAILED,Sobol,527,0.718322996050119400024414062500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
243,243_0,FAILED,Sobol,716,0.551654262840747922069795095013,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
244,244_0,FAILED,Sobol,702,0.381065429747104666979851117503,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
245,245_0,FAILED,Sobol,875,0.433749567531049318169777961884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
246,246_0,FAILED,Sobol,286,0.367737708613276481628417968750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
247,247_0,FAILED,Sobol,606,0.528368375264108180999755859375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
248,248_0,FAILED,Sobol,763,0.440871384553611300738396039378,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
249,249_0,FAILED,Sobol,253,0.232494532503187661953703013751,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
250,250_0,FAILED,Sobol,269,0.601834070123732134405258875631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
251,251_0,FAILED,Sobol,126,0.491856485977768931316944645005,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
252,252_0,FAILED,Sobol,156,0.486773763597011632775490852509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
253,253_0,FAILED,Sobol,418,0.477197782881558008050149055634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
254,254_0,FAILED,Sobol,840,0.406864253804087694366131700008,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
255,255_0,FAILED,Sobol,706,0.440204010158777303551858040009,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
256,256_0,FAILED,Sobol,891,0.283153716474771499633789062500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
257,257_0,FAILED,Sobol,141,0.709902732819318815771225672506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
258,258_0,FAILED,Sobol,284,0.517483558692038103643540125631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
259,259_0,FAILED,Sobol,188,0.712425418570637791759736501263,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
260,260_0,FAILED,Sobol,668,0.378384906053543135229233485006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
261,261_0,FAILED,Sobol,646,0.484243068099021956030014735006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
262,262_0,FAILED,Sobol,270,0.370741735771298430712761273753,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
263,263_0,FAILED,Sobol,278,0.655262101255357332085793586884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
264,264_0,FAILED,Sobol,333,0.626000068150460720062255859375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
265,265_0,FAILED,Sobol,947,0.294919847697019621435288172506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
266,266_0,FAILED,Sobol,887,0.577994195185601800091035329388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
267,267_0,FAILED,Sobol,843,0.657097617350518747869614344381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
268,268_0,FAILED,Sobol,672,0.421445331536233480651532090633,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
269,269_0,FAILED,Sobol,599,0.644296016544103622436523437500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
270,270_0,FAILED,Sobol,532,0.283002585731446765215935101878,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
271,271_0,FAILED,Sobol,511,0.476129116490483339507733262508,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
272,272_0,FAILED,Sobol,244,0.520852290838956899499123665009,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
273,273_0,FAILED,Sobol,753,0.449693376198411043365155137508,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
274,274_0,FAILED,Sobol,157,0.681173659674823350762551399384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
275,275_0,FAILED,Sobol,304,0.296913547627627893987778406881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
276,276_0,FAILED,Sobol,783,0.374261566810309920239063785630,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
277,277_0,FAILED,Sobol,654,0.231744895316660426409782758128,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
278,278_0,FAILED,Sobol,519,0.466547390259802408074563118134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
279,279_0,FAILED,Sobol,442,0.385263007506728205608936832505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
280,280_0,FAILED,Sobol,396,0.543454499542713298509966080019,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
281,281_0,FAILED,Sobol,381,0.220172469876706605740324107501,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
282,282_0,FAILED,Sobol,839,0.523284585028886861657326790009,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
283,283_0,FAILED,Sobol,421,0.618548504821956224297707649384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
284,284_0,FAILED,Sobol,281,0.506096940487623214721679687500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
285,285_0,FAILED,Sobol,925,0.233741061203181776928516910630,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
286,286_0,FAILED,Sobol,486,0.652076247148215770721435546875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
287,287_0,FAILED,Sobol,646,0.306572773493826389312744140625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
288,288_0,FAILED,Sobol,658,0.332046619988977942394825504380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
289,289_0,FAILED,Sobol,790,0.220102644711732881033228181877,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
290,290_0,FAILED,Sobol,440,0.281215722113847765850636051255,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
291,291_0,FAILED,Sobol,547,0.577018257789313926409136001894,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
292,292_0,FAILED,Sobol,911,0.498562378995120569769028406881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
293,293_0,FAILED,Sobol,986,0.567309634573757715081399055634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
294,294_0,FAILED,Sobol,913,0.215688479132950305938720703125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
295,295_0,FAILED,Sobol,529,0.270936437696218501702816183752,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
296,296_0,FAILED,Sobol,588,0.537715397030115171972397547506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
297,297_0,FAILED,Sobol,277,0.639948262460529937456499283144,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
298,298_0,FAILED,Sobol,630,0.444177602790296166546113454388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
299,299_0,FAILED,Sobol,571,0.713379399850964546203613281250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
300,300_0,FAILED,Sobol,796,0.378656549565494104925278406881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
301,301_0,FAILED,Sobol,635,0.748024911433458505882754252525,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
302,302_0,FAILED,Sobol,713,0.458750764653086728905861946259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
303,303_0,FAILED,Sobol,265,0.551425408944487660534150563763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
304,304_0,FAILED,Sobol,357,0.748839856497943490154511891888,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
305,305_0,FAILED,Sobol,255,0.521500698663294404155976735638,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
306,306_0,FAILED,Sobol,138,0.748322637192905038006074391888,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
307,307_0,FAILED,Sobol,951,0.705617539025843232280976735638,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
308,308_0,FAILED,Sobol,156,0.445303743332624457629265180003,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
309,309_0,FAILED,Sobol,604,0.666402067430317490703828298138,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
310,310_0,FAILED,Sobol,642,0.495501543767750296520802066880,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
311,311_0,FAILED,Sobol,536,0.710002609342336832298769877525,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
312,312_0,FAILED,Sobol,474,0.677033524774015016411965461884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
313,313_0,FAILED,Sobol,935,0.243865611776709567681820090002,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
314,314_0,FAILED,Sobol,801,0.341288847289979491161915348130,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
315,315_0,FAILED,Sobol,648,0.331145518459379673004150390625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
316,316_0,FAILED,Sobol,801,0.675342448987066745758056640625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
317,317_0,FAILED,Sobol,119,0.362698022276163101196289062500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
318,318_0,FAILED,Sobol,632,0.655670312233269214630126953125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
319,319_0,FAILED,Sobol,131,0.605380581319332256029497330019,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
320,320_0,FAILED,Sobol,433,0.648260866291821002960205078125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
321,321_0,FAILED,Sobol,741,0.256338498368859302178890402502,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
322,322_0,FAILED,Sobol,233,0.334817962162196669506641910630,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
323,323_0,FAILED,Sobol,376,0.443135522119700975274270149384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
324,324_0,FAILED,Sobol,371,0.528948058187961644982522102509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
325,325_0,FAILED,Sobol,324,0.721872024051845251335635111900,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
326,326_0,FAILED,Sobol,351,0.549535490386188096856301399384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
327,327_0,FAILED,Sobol,223,0.590347208268940493169907313131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
328,328_0,FAILED,Sobol,923,0.466626053862273737493637781881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
329,329_0,FAILED,Sobol,387,0.673051080293953551958452408144,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
330,330_0,FAILED,Sobol,761,0.205245610699057584591642466876,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
331,331_0,FAILED,Sobol,362,0.349730022251605987548828125000,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
332,332_0,FAILED,Sobol,775,0.351100595854222818914536219381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
333,333_0,FAILED,Sobol,411,0.492093726806342668389504524384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
334,334_0,FAILED,Sobol,363,0.485703129135072297906106086884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
335,335_0,FAILED,Sobol,364,0.218395539931952958889738170001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
336,336_0,FAILED,Sobol,274,0.763753314688801809850815516256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
337,337_0,FAILED,Sobol,639,0.378380103781819410180276008759,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
338,338_0,FAILED,Sobol,265,0.354027834720909595489501953125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
339,339_0,FAILED,Sobol,924,0.689389339089393704540498220013,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
340,340_0,FAILED,Sobol,917,0.727215322479605852379336283775,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
341,341_0,FAILED,Sobol,346,0.665101971663534685674790125631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
342,342_0,FAILED,Sobol,1000,0.459263462759554430547837000631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
343,343_0,FAILED,Sobol,913,0.210617274045944213867187500000,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
344,344_0,FAILED,Sobol,728,0.573515951633453369140625000000,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
345,345_0,FAILED,Sobol,521,0.352818693220615431371811610006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
346,346_0,FAILED,Sobol,543,0.642723321728408403252785774384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
347,347_0,FAILED,Sobol,873,0.297905548103153727801384320628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
348,348_0,FAILED,Sobol,790,0.466461589746177240911606531881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
349,349_0,FAILED,Sobol,974,0.789271765202284036888613627525,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
350,350_0,FAILED,Sobol,657,0.397182881273329291271778629380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
351,351_0,FAILED,Sobol,230,0.322131262719631217272819867503,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
352,352_0,FAILED,Sobol,576,0.626245515421032905578613281250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
353,353_0,FAILED,Sobol,896,0.520002269744873180101762955019,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
354,354_0,FAILED,Sobol,103,0.656327021494507834020737391256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
355,355_0,FAILED,Sobol,359,0.412022029981017168243084825008,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
356,356_0,FAILED,Sobol,219,0.374573274701833769384506922506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
357,357_0,FAILED,Sobol,810,0.746464673802256672985322438763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
358,358_0,FAILED,Sobol,888,0.343408845737576517986866520005,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
359,359_0,FAILED,Sobol,970,0.541124917194247379015337173769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
360,360_0,FAILED,Sobol,673,0.446920791268348716052116742503,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
361,361_0,FAILED,Sobol,969,0.507096813805401391839211555634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
362,362_0,FAILED,Sobol,266,0.706738726422190710607651453756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
363,363_0,FAILED,Sobol,380,0.423480231314897592742596543758,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
364,364_0,FAILED,Sobol,219,0.357888762839138507843017578125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
365,365_0,FAILED,Sobol,828,0.298193976096808921472103293127,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
366,366_0,FAILED,Sobol,462,0.799695818498730837120547221275,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
367,367_0,FAILED,Sobol,173,0.750958910025656400932803080650,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
368,368_0,FAILED,Sobol,347,0.693046366795897594847986056266,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
369,369_0,FAILED,Sobol,625,0.636910304240882463311379524384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
370,370_0,FAILED,Sobol,281,0.365076740458607718053940516256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
371,371_0,FAILED,Sobol,764,0.486853804625570818487290125631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
372,372_0,FAILED,Sobol,985,0.270761954970657858776661441880,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
373,373_0,FAILED,Sobol,974,0.375047042779624528741067024384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
374,374_0,FAILED,Sobol,580,0.243994465656578563006462445628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
375,375_0,FAILED,Sobol,647,0.333670346625149272234978070628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
376,376_0,FAILED,Sobol,856,0.714835745468735739294174891256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
377,377_0,FAILED,Sobol,198,0.253834829479455958978206808752,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
378,378_0,FAILED,Sobol,805,0.352112064138054847717285156250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
379,379_0,FAILED,Sobol,952,0.428633083961904082226368473130,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
380,380_0,FAILED,Sobol,544,0.520653901807963892522934656881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
381,381_0,FAILED,Sobol,885,0.241701054573059098684595369377,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
382,382_0,FAILED,Sobol,837,0.595688605122268288738496266888,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
383,383_0,FAILED,Sobol,558,0.536034598574042453478227798769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
384,384_0,FAILED,Sobol,759,0.260598505102098032537583094381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
385,385_0,FAILED,Sobol,318,0.628748911619186445776108485006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
386,386_0,FAILED,Sobol,424,0.423686546273529585082684434383,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
387,387_0,FAILED,Sobol,172,0.444845006242394536144502126263,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
388,388_0,FAILED,Sobol,909,0.318324753828346740380794699377,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
389,389_0,FAILED,Sobol,987,0.322233613021671805309864566880,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
390,390_0,FAILED,Sobol,584,0.318781105428934119494499555003,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
391,391_0,FAILED,Sobol,745,0.330334584414958998266342860006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
392,392_0,FAILED,Sobol,878,0.313403634540736719671372156881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
393,393_0,FAILED,Sobol,977,0.383047811873257204595688563131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
394,394_0,FAILED,Sobol,648,0.478914382122457071844223719381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
395,395_0,FAILED,Sobol,533,0.401335822604596659246567469381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
396,396_0,FAILED,Sobol,854,0.558475293032825059746926399384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
397,397_0,FAILED,Sobol,556,0.426422587223351023943962445628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
398,398_0,FAILED,Sobol,557,0.647543634101748533105080696259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
399,399_0,FAILED,Sobol,665,0.762839140743017285473115407513,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
400,400_0,FAILED,Sobol,527,0.708966699987650050829302017519,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
401,401_0,FAILED,Sobol,175,0.221145479194819943868921541252,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
402,402_0,FAILED,Sobol,102,0.726378015615046113140351735638,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
403,403_0,FAILED,Sobol,101,0.724933554418385028839111328125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
404,404_0,FAILED,Sobol,990,0.771941364556551157249941752525,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
405,405_0,FAILED,Sobol,541,0.444121246784925483019890180003,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
406,406_0,FAILED,Sobol,335,0.313324613869190249371143863755,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
407,407_0,FAILED,Sobol,437,0.250648001395165964666489344381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
408,408_0,FAILED,Sobol,274,0.648525619879364967346191406250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
409,409_0,FAILED,Sobol,247,0.573559374362230367516701790009,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
410,410_0,FAILED,Sobol,462,0.614282726868987216661821548769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
411,411_0,FAILED,Sobol,399,0.764120128005743026733398437500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
412,412_0,FAILED,Sobol,671,0.413480168767273448260368695628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
413,413_0,FAILED,Sobol,313,0.250919624231755733489990234375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
414,414_0,FAILED,Sobol,870,0.769271646812558218542221766256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
415,415_0,FAILED,Sobol,420,0.726798760332167281816850845644,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
416,416_0,FAILED,Sobol,379,0.488678021356463487823162950008,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
417,417_0,FAILED,Sobol,280,0.379358071833848953247070312500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
418,418_0,FAILED,Sobol,512,0.221654379181563859768644420001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
419,419_0,FAILED,Sobol,493,0.238619735091924689562858930003,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
420,420_0,FAILED,Sobol,589,0.353963802568614482879638671875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
421,421_0,FAILED,Sobol,390,0.316136345081031333581478293127,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
422,422_0,FAILED,Sobol,867,0.253717748820781741070362613755,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
423,423_0,FAILED,Sobol,509,0.349882254935801051409782758128,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
424,424_0,FAILED,Sobol,107,0.688102505728602542589555923769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
425,425_0,FAILED,Sobol,410,0.268186766095459494518848941880,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
426,426_0,FAILED,Sobol,984,0.368179101310670442437356086884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
427,427_0,FAILED,Sobol,452,0.289400264434516441003353293127,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
428,428_0,FAILED,Sobol,253,0.650256785750389143530014735006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
429,429_0,FAILED,Sobol,732,0.455026287771761461797837000631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
430,430_0,FAILED,Sobol,936,0.633381798490882053087602798769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
431,431_0,FAILED,Sobol,654,0.449280295893550007946259938763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
432,432_0,FAILED,Sobol,538,0.363167318888008627819630191880,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
433,433_0,FAILED,Sobol,423,0.655564543232321828014619313763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
434,434_0,FAILED,Sobol,846,0.428338846750557444842399945628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
435,435_0,FAILED,Sobol,958,0.324605735205113932195786219381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
436,436_0,FAILED,Sobol,588,0.415633605979383036199692469381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
437,437_0,FAILED,Sobol,636,0.584501751698553562164306640625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
438,438_0,FAILED,Sobol,197,0.512155211344361371850197883759,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
439,439_0,FAILED,Sobol,604,0.681136677600443496416460220644,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
440,440_0,FAILED,Sobol,461,0.420468837581574939044060101878,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
441,441_0,FAILED,Sobol,355,0.458009255677461646349968305003,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
442,442_0,FAILED,Sobol,745,0.662556368671357698296731086884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
443,443_0,FAILED,Sobol,974,0.254125436209142241406055973130,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
444,444_0,FAILED,Sobol,210,0.247401068918406991103964287504,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
445,445_0,FAILED,Sobol,865,0.349843258410692248272511051255,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
446,446_0,FAILED,Sobol,481,0.629728628136217660760109993134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
447,447_0,FAILED,Sobol,774,0.429638045653700895165627571259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
448,448_0,FAILED,Sobol,441,0.595613817311823501299272720644,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
