trial_index,arm_name,trial_status,generation_method,result,n_samples,const,max_depth,threshold
0,0_0,COMPLETED,Sobol,0.335324409068982198789399262751,770,0.860396921634674072265625000000,3,0.652106606960296764086137955019
1,1_0,COMPLETED,Sobol,0.332334780511336247421638745436,764,0.921641307976096890719475140941,4,0.618138791806995935296242805634
2,2_0,COMPLETED,Sobol,0.306536420646406182477505808492,288,0.727556094527244567871093750000,2,0.402172993123531385961655360006
3,3_0,COMPLETED,Sobol,0.314522431259044887852382998972,396,0.965359145682305075375495562184,4,0.791945690102875410332217143150
4,4_0,COMPLETED,Sobol,0.342163531114327068571867584978,991,0.409504476934671401977539062500,3,0.608869461901486053179155533144
5,5_0,COMPLETED,Sobol,0.300268933912204549763202976465,208,0.799999002739787079541144976247,2,0.250995732471346877368034711253
6,6_0,COMPLETED,Sobol,0.290699469368065566143854994152,142,0.263121476583182856145981531881,3,0.489005934819579157757374332505
7,7_0,COMPLETED,Sobol,0.329762421611191514081440345763,645,0.622587921842932656701918858744,3,0.447469019703567116863496266888
8,8_0,COMPLETED,Sobol,0.317889532079112413498478417750,488,0.258142252266407024041683371252,3,0.689469848945736929479721766256
9,9_0,COMPLETED,Sobol,0.317431259044862468243763942155,416,0.580732486862689412099314267834,4,0.569547017663717403124223892519
10,10_0,COMPLETED,Sobol,0.286869271587071872353646995180,123,0.538903581444174051284790039062,2,0.633077400177717297680146657513
11,11_0,COMPLETED,Sobol,0.308865171249397052477547731542,320,0.362202093191444918218735438131,2,0.685902833379805176861054860638
12,12_0,COMPLETED,Sobol,0.294678002894355972607343119307,189,0.884206730127334639135483485006,4,0.708167497813701807274355815025
13,13_0,COMPLETED,Sobol,0.337650747708634790811288439727,841,0.297480103000998474804816851247,2,0.594562431611120767449563118134
14,14_0,COMPLETED,Sobol,0.281863241678726450523129187786,101,0.709933402948081493377685546875,3,0.564544477686286017004135828756
15,15_0,COMPLETED,Sobol,0.336524360829715374343606981711,892,0.496680196840316057205200195312,3,0.289846991375088736120346766256
16,16_0,COMPLETED,Sobol,0.329694886637723061362237331196,608,0.536728464160114548953117719066,2,0.638166392780840530107866470644
17,17_0,COMPLETED,Sobol,0.326584659913169317313474948605,508,0.331185810174792982785163530934,2,0.470261613838374670226727403133
18,18_0,COMPLETED,Sobol,0.326427882296189131317021292489,540,0.958295811433345079421997070312,2,0.552558417618274733129624110006
19,19_0,COMPLETED,Sobol,0.325479980704293292426143580087,577,0.128723281808197503872648326251,4,0.522611335478723182390581314394
20,20_0,COMPLETED,BoTorch,0.281495417269657544068195420550,100,0.609321452868050839057900702755,3,0.681998001668484343795739732741
21,21_0,COMPLETED,BoTorch,0.282891944042450549368084011803,100,0.916864257433731899560314104747,3,0.602872682306803686635987560294
22,22_0,COMPLETED,BoTorch,0.281875301495417285302380605572,100,0.658374398297795204726412521268,3,0.518329805574232138631884936331
23,23_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.960510616683919238312228117138,2,0.612045294538625550551103060570
24,24_0,COMPLETED,BoTorch,0.281360347322720749652091853932,100,0.427829048344285589600133334898,3,0.800000000000000044408920985006
25,25_0,COMPLETED,BoTorch,0.282404727448142822687771058554,100,1.000000000000000000000000000000,3,0.512728388879016172552383068250
26,26_0,COMPLETED,BoTorch,0.281724553786782405673250195832,100,0.815513261488516105757184959657,3,0.756039753695846972192384782829
27,27_0,COMPLETED,BoTorch,0.281499035214664683479668383370,100,0.591968372613341564658639981644,3,0.601047660377892478678063525876
28,28_0,COMPLETED,BoTorch,0.280465508924264361745315454755,100,0.826218872883353050440291553969,4,0.396813813761074718478027989477
29,29_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.934889191570958844046401736705,2,0.800000000000000044408920985006
30,30_0,COMPLETED,BoTorch,0.280631934394597215565170245100,100,0.638608405299725290227286222944,4,0.500001793164955854464892581746
31,31_0,COMPLETED,BoTorch,0.282613362276893376190400886117,100,1.000000000000000000000000000000,3,0.669386791361630484331612933602
32,32_0,COMPLETED,BoTorch,0.281459237819585150752743629710,100,0.451297391615531506836589414888,4,0.800000000000000044408920985006
33,33_0,COMPLETED,BoTorch,0.281081765557163576474408728245,100,0.520289513378968782042477414507,3,0.755362847326083164389842750097
34,34_0,COMPLETED,BoTorch,0.281564158224794969243021114380,100,0.743092763907577502635604105308,3,0.759006378674263348926842809306
35,35_0,COMPLETED,BoTorch,0.282099614085865924018037276255,100,0.821277516312874156234613565175,3,0.498921533968188113394859328764
36,36_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.300650907567350744731271561250,3,0.737926794124446283618112829572
37,37_0,COMPLETED,BoTorch,0.280320791123974899505810753908,100,0.241417225272304747374363387280,4,0.800000000000000044408920985006
38,38_0,COMPLETED,BoTorch,0.282976362759286059755936548754,100,0.181338553898054033464148915300,4,0.732373298136487660414672973275
39,39_0,COMPLETED,BoTorch,0.281845151953690309376554523624,100,0.736124375906407446557011553523,3,0.636220306295257609363602568919
40,40_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.936474834510386489050404179579,2,0.580857640703601130205413483054
41,41_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,1.000000000000000000000000000000,2,0.745025148682936233512918988708
42,42_0,COMPLETED,BoTorch,0.282770139893873562186854542233,100,0.967592878961811897475797650259,3,0.721662735594759796597941203800
43,43_0,COMPLETED,BoTorch,0.283180173661360390369168271718,100,1.000000000000000000000000000000,4,0.200000000000000011102230246252
44,44_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.756360610252465703773339100735,2,0.800000000000000044408920985006
45,45_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,1.000000000000000000000000000000,2,0.800000000000000044408920985006
46,46_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,4,0.800000000000000044408920985006
47,47_0,COMPLETED,BoTorch,0.280959961408586589293179258675,100,0.423004997172923613568684686470,4,0.613820130220930071374141334672
48,48_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,1.000000000000000000000000000000,2,0.497438345472716703099536061927
49,49_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,1.000000000000000000000000000000,2,0.712853337433981826265494419204
50,50_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,3,0.778809502403451592300598349539
51,51_0,COMPLETED,BoTorch,0.308610709117221437836064978910,291,1.000000000000000000000000000000,4,0.736225801117658562588985660113
52,52_0,COMPLETED,BoTorch,0.280622286541244547741769110871,100,0.100000000000000005551115123126,4,0.672758683116077893515694086091
53,53_0,COMPLETED,BoTorch,0.293175349734684065339251901605,178,0.350532550453271474211192071380,4,0.672077814302944442914622413809
54,54_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,3,0.800000000000000044408920985006
55,54_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,3,0.800000000000000044408920985006
56,56_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,1.000000000000000000000000000000,2,0.736860280736264083856212891988
57,57_0,COMPLETED,BoTorch,0.281918716835504068463080784568,100,0.424174431409560570571670723439,4,0.200000000000000011102230246252
58,58_0,COMPLETED,BoTorch,0.283689097925711508629831314465,100,1.000000000000000000000000000000,4,0.249768132809647047665180252807
59,59_0,COMPLETED,BoTorch,0.280510130246020228383940775529,100,0.685293236834761954057171351451,4,0.200000000000000011102230246252
60,60_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.237190732898929723670988778395,3,0.800000000000000044408920985006
61,61_0,COMPLETED,BoTorch,0.282176796912686933538338962535,100,1.000000000000000000000000000000,4,0.396959911196361814322841610192
62,62_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.859361726238822343226786415471,2,0.732696036882744206053530433564
63,63_0,COMPLETED,BoTorch,0.281458031837916067274818487931,100,1.000000000000000000000000000000,3,0.244159263939566606449460550721
64,64_0,COMPLETED,BoTorch,0.292707428847081563283438754297,139,0.142601069644926164992071448978,4,0.305300559641144664269063468964
65,65_0,COMPLETED,BoTorch,0.280762180414857676069573244604,100,0.725144753088975746457833793102,4,0.314615323184019690661017421007
66,66_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,2,0.800000000000000044408920985006
67,67_0,COMPLETED,BoTorch,0.294530873130728454434290597419,159,0.280586955431305740127356784797,4,0.247870311166896950538784949458
68,68_0,COMPLETED,BoTorch,0.280893632416787220051901385887,100,0.963790446769895337020273018425,4,0.477260939328049971219769531672
69,69_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,1.000000000000000000000000000000,2,0.613084317228246300501837140473
70,70_0,COMPLETED,BoTorch,0.281099855282199717620983392408,100,0.751499880482005333526274171163,4,0.299180814121010718587001520063
71,43_0,COMPLETED,BoTorch,0.283180173661360390369168271718,100,1.000000000000000000000000000000,4,0.200000000000000011102230246252
72,72_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,2,0.200000000000000011102230246252
73,73_0,COMPLETED,BoTorch,0.281865653642064617478979471343,100,0.100000000000000005551115123126,4,0.200000000000000011102230246252
74,74_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,3,0.281167377959501085804561171244
75,75_0,COMPLETED,BoTorch,0.283259768451519566845320241555,100,0.921460015735613757748012631055,4,0.200000000000000011102230246252
76,76_0,COMPLETED,BoTorch,0.286892185238784347411922226456,125,0.122797158464674788236337121816,2,0.413839506380008159691641367317
77,77_0,COMPLETED,BoTorch,0.281724553786782405673250195832,100,0.589154859217490334266642548755,4,0.367861167533371835602906685381
78,78_0,COMPLETED,BoTorch,0.289292088760250809542640126892,151,0.404694710294062010014215502451,3,0.566854084895249688003104893141
79,79_0,COMPLETED,BoTorch,0.289357211770381095305992857902,147,0.600271114652549120371816115949,2,0.264892347300024755263336828648
80,80_0,COMPLETED,BoTorch,0.281144476603955584259608713182,100,0.613804671280130054178414411581,4,0.321506352084691693349327579199
81,81_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,2,0.283267553512524083991763745871
82,82_0,COMPLETED,BoTorch,0.281425470332850924393142122426,100,0.835649097619452163598907645792,4,0.800000000000000044408920985006
83,83_0,COMPLETED,BoTorch,0.281669078630004787733298599051,100,0.636749496464390607464167715079,4,0.327822098774013193089871265329
84,84_0,COMPLETED,BoTorch,0.281183068017366144530910787580,100,1.000000000000000000000000000000,2,0.200639529787448450681708322918
85,85_0,COMPLETED,BoTorch,0.281127592860588526590959190798,100,0.685344680141829476482939753623,4,0.259065354137725578631545886310
86,86_0,COMPLETED,BoTorch,0.290693439459720259776531747775,153,0.222805060878411675950871995155,4,0.590236678366413469731810437224
87,87_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.664428766986098984226316588320,2,0.200000000000000011102230246252
88,88_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,2,0.486769040665189500760590135542
89,89_0,COMPLETED,BoTorch,0.281183068017366144530910787580,100,1.000000000000000000000000000000,2,0.200000000000000011102230246252
90,90_0,COMPLETED,BoTorch,0.281234925229136512037086959026,100,0.386834572431698164862723388069,3,0.200000000000000011102230246252
91,91_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.336861597465170303777881599672,2,0.200000000000000011102230246252
92,92_0,COMPLETED,BoTorch,0.288061987457790658062606325984,128,0.627951237362264547137158388068,2,0.730747205408294187023443555518
93,93_0,COMPLETED,BoTorch,0.281484563434635792766869144543,100,0.597232767296283273417145665007,3,0.200000000000000011102230246252
94,94_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,3,0.542488690409693719018946467259
95,95_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.536290908246188302577195372578,2,0.200000000000000011102230246252
96,89_0,COMPLETED,BoTorch,0.281183068017366144530910787580,100,1.000000000000000000000000000000,2,0.200000000000000011102230246252
97,97_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.483373978732424824933389118087,2,0.200000000000000011102230246252
98,98_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,3,0.613342940689883264759885150852
99,99_0,COMPLETED,BoTorch,0.291619633381572596064756908163,152,0.224044626457482520809350035051,2,0.373370982527880257428876120684
100,100_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,3,0.200000000000000011102230246252
101,101_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,2,0.562034653035851317071092125843
102,102_0,COMPLETED,BoTorch,0.281213217559093120456736869528,100,0.970674418385605863868192955124,4,0.800000000000000044408920985006
103,103_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,3,0.425304332013971719828049344869
104,104_0,COMPLETED,BoTorch,0.283771104679208852061833567859,106,0.806552529066070666985410753114,3,0.623962608083840075678949688154
105,105_0,COMPLETED,BoTorch,0.281859623733719200089353762451,100,0.796904512163817413394895083911,3,0.332810063799171995668757517706
106,106_0,COMPLETED,BoTorch,0.307407139411480900825779372099,301,1.000000000000000000000000000000,4,0.800000000000000044408920985006
107,107_0,COMPLETED,BoTorch,0.297351664254703274004043578316,193,0.856877315870694267196938653797,4,0.620863983942546604488654793386
108,108_0,COMPLETED,BoTorch,0.281725759768451489151175337611,100,0.764708521252592032801942423248,4,0.601237841216216817308293229871
109,109_0,COMPLETED,BoTorch,0.281719729860106071761549628718,100,0.761062806205437869522256733035,4,0.589768805844644528058040577889
110,110_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,2,0.432520750019955324550124942107
111,111_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,2,0.626746313255761355875961271522
112,112_0,COMPLETED,BoTorch,0.281383260974433224710367085208,100,0.763807139264614187723623217607,4,0.585539488869372903856458378868
113,113_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.992109520789691834430357175734,2,0.686230971566745395762154657859
114,114_0,COMPLETED,BoTorch,0.281505065123010100869294092263,100,0.758347309919061074445778558584,4,0.583823773272484025653739081463
115,115_0,COMPLETED,BoTorch,0.285226724553786836757751643745,129,0.497986380238492731820088010863,2,0.800000000000000044408920985006
116,116_0,COMPLETED,BoTorch,0.281431500241196341782767831319,100,0.760786013273364702946821580554,4,0.583973937459685732420666681719
117,117_0,COMPLETED,BoTorch,0.281431500241196341782767831319,100,0.761765009526143677121012842690,4,0.585339075287317767148920211184
118,118_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,2,0.646128629360638639944625083444
119,119_0,COMPLETED,BoTorch,0.281530390738060742883419607097,100,0.761483785514172728525750244444,4,0.587471255609660736318744511664
120,120_0,COMPLETED,BoTorch,0.281383260974433224710367085208,100,0.761572241101902025484093883279,4,0.587140205914607249404468802823
121,121_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.956035714961293470182113196643,2,0.691248595321693581894351154915
122,122_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.979301169797443638032063972787,2,0.687755464536077165682570466743
123,123_0,COMPLETED,BoTorch,0.281099855282199717620983392408,100,0.763443554778661548354534716054,4,0.575816919533898352590028935083
124,124_0,COMPLETED,BoTorch,0.281547274481427911574371591996,100,0.764000505055555501066066881322,4,0.588869514431734630832693255797
125,125_0,COMPLETED,BoTorch,0.281511095031355518258919801156,100,0.758651080169266522901239113708,4,0.589415454505437197418871164700
126,126_0,COMPLETED,BoTorch,0.280510130246020228383940775529,100,0.707413678387941557978990658739,4,0.263397108697904391849675675985
127,127_0,COMPLETED,BoTorch,0.296694404245055443070100409386,191,0.732888648318413271631754923874,4,0.678138498042447634972518244467
128,128_0,COMPLETED,BoTorch,0.281517124939700935648545510048,100,0.759633947467053149971150105557,4,0.594096065027543973613433081482
129,129_0,COMPLETED,BoTorch,0.281708876025084431482525815227,100,0.772941140878985355477936991520,4,0.575762446500667657289795897668
130,130_0,COMPLETED,BoTorch,0.281357935359382582696241570375,100,0.999999999903765646180886506045,2,0.336828505003928913019706214982
131,131_0,COMPLETED,BoTorch,0.282821997105644040715333176195,100,0.850839362026055145982184058084,3,0.200000000000000011102230246252
132,132_0,COMPLETED,BoTorch,0.281285576459237796065337988693,100,0.864067689188233956087970000226,4,0.800000000000000044408920985006
133,133_0,COMPLETED,BoTorch,0.281655812831644980498424502002,100,1.000000000000000000000000000000,4,0.800000000000000044408920985006
134,134_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,1.000000000000000000000000000000,2,0.663381660957313323834227958287
135,135_0,COMPLETED,BoTorch,0.289357211770381095305992857902,147,0.625447231970156947156169735536,2,0.200000000000000011102230246252
136,136_0,COMPLETED,BoTorch,0.308977327544621371835376066883,293,0.752633022318367705949526680342,3,0.200000000000000011102230246252
137,137_0,COMPLETED,BoTorch,0.287275687409551339079882836813,122,0.100000000000000005551115123126,2,0.541290418842662379717012299807
138,138_0,COMPLETED,BoTorch,0.282079112397491504893309866020,100,0.769227631307396908511009314680,4,0.482124334895646711185435151492
139,139_0,COMPLETED,BoTorch,0.298818137964302898978985467693,193,0.791687875623532932856107890984,4,0.721277801968501774965147887997
140,140_0,COMPLETED,BoTorch,0.297937771345875512807310769858,190,0.100000000000000005551115123126,2,0.800000000000000044408920985006
141,141_0,COMPLETED,BoTorch,0.300268933912204549763202976465,208,0.100000000000000005551115123126,2,0.800000000000000044408920985006
142,142_0,COMPLETED,BoTorch,0.295141099855282251773758162017,186,0.297017942879134799749607509511,3,0.800000000000000044408920985006
143,143_0,COMPLETED,BoTorch,0.308977327544621371835376066883,293,0.796229089700815850783044425043,2,0.351845961487870728667815001245
144,144_0,COMPLETED,BoTorch,0.288931500241196292932954747812,151,0.141069354642069239025303772905,2,0.590157209553597406070934994204
145,145_0,COMPLETED,BoTorch,0.282519295706705309001449677453,100,0.583591861538787282093210251332,4,0.585931117182778127272513302159
146,146_0,COMPLETED,BoTorch,0.289969850458273059601310706057,135,0.100000000000000005551115123126,4,0.800000000000000044408920985006
147,147_0,COMPLETED,BoTorch,0.280622286541244547741769110871,100,0.100000000000000005551115123126,4,0.527646702591519467517855446204
148,148_0,COMPLETED,BoTorch,0.343461167390255672771104400454,1000,1.000000000000000000000000000000,4,0.800000000000000044408920985006
149,149_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.312585537543322633524667253369,2,0.800000000000000044408920985006
150,150_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.356912916209194741590238209028,2,0.403722327859890262047315445670
151,151_0,COMPLETED,BoTorch,0.298036661842740024930265008152,210,0.100000000000000005551115123126,4,0.800000000000000044408920985006
152,152_0,COMPLETED,BoTorch,0.297257597684515206815092369652,195,0.179399167858704799982660915703,3,0.719124564657684928192793449853
153,153_0,COMPLETED,BoTorch,0.295422093584177480884989108745,172,0.402403803677889637668840805418,4,0.565588693420973398495732453739
154,154_0,COMPLETED,BoTorch,0.296595513748191041969448633608,187,0.308712443362756494558141184825,2,0.614905852238070149695658983546
155,155_0,COMPLETED,BoTorch,0.288061987457790658062606325984,128,0.692484011662490406280312527088,2,0.733804207356910875859057341586
156,156_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.100000000000000005551115123126,2,0.341440062150349166181229065842
157,133_0,COMPLETED,BoTorch,0.281655812831644980498424502002,100,1.000000000000000000000000000000,4,0.800000000000000044408920985006
158,158_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.413666576897602000784104347986,2,0.200000000000000011102230246252
159,159_0,COMPLETED,BoTorch,0.344202846116739014092900106334,992,0.362502074179377853369032891351,3,0.590927285417441550130490668380
160,160_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.216256696673561010779707203255,2,0.200000000000000011102230246252
161,161_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.257378545865637464729047678702,2,0.489471199348137375739753451853
162,162_0,COMPLETED,BoTorch,0.282635069946936767770750975615,100,0.621703206241048467184384662687,4,0.800000000000000044408920985006
163,163_0,COMPLETED,BoTorch,0.284050892426435108717441835324,104,0.348617984923893065030142679461,3,0.416746088186085161808591692534
164,164_0,COMPLETED,BoTorch,0.280324409068982149939586179244,100,0.924691595571182078927563452453,2,0.677674658077331182326474845468
165,165_0,COMPLETED,BoTorch,0.290050651230101319555387817672,144,1.000000000000000000000000000000,4,0.800000000000000044408920985006
166,166_0,COMPLETED,BoTorch,0.283656536420646365748154948960,119,1.000000000000000000000000000000,4,0.800000000000000044408920985006
167,167_0,COMPLETED,BoTorch,0.312005547515677772452136196080,303,0.240065488202822724383977970319,2,0.308074847560504239130096948429
168,168_0,COMPLETED,BoTorch,0.293486493005306270376308930281,196,0.805241348136261136936298044020,4,0.665151427294484398622387288924
169,169_0,COMPLETED,BoTorch,0.286649782923299567549690891610,124,0.880859543457893634510469382803,4,0.725871286748837052371641220816
170,170_0,COMPLETED,BoTorch,0.290756150506512267561731732712,134,0.686723816288070443292212985398,2,0.621855436311953391204099261813
171,171_0,COMPLETED,BoTorch,0.294649059334298080159442179138,162,1.000000000000000000000000000000,2,0.800000000000000044408920985006
