trial_index,arm_name,trial_status,generation_method,result,lr,epochs,width_or_height
0,0_0,COMPLETED,Sobol,1.275182999999999955420548758411,0.000094078660011291513230388683,16,23
1,1_0,RUNNING,Sobol,,0.000032923186477273702719038156,30,79
