anon_user,has_sbatch,run_uuid,git_hash,exit_code,runtime,time
affeaffeaffeaffeaffeaffeaffeaffe,0,771f0cab-e29c-4a5b-8230-08f5c80aa7ea,63d5051ffac90a95225d9d38b6ebe6bb5830fde4,0,31,1718462523
