start_time,end_time,run_time,program_string,lr,epochs,width_height,val_split,VAL_LOSS,RAM_USAGE,RUNTIME,exit_code,signal,hostname
1739369229,1739369279,50,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.06952330628409982 --epochs=40 --validation_split=0.2 --width=15 --height=15,0.06952330628409982,40,15,0.2,1.5307,651.82,50,0,None,arbeitsrechner
1739369285,1739369346,61,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.0905240041203797 --epochs=38 --validation_split=0.2 --width=10 --height=10,0.0905240041203797,38,10,0.2,1.5276,637.25,61,0,None,arbeitsrechner
1739369351,1739369436,85,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.03773707421496511 --epochs=48 --validation_split=0.2 --width=20 --height=20,0.03773707421496511,48,20,0.2,1.5257,667.01,85,0,None,arbeitsrechner
1739369443,1739369510,67,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.042851168848574164 --epochs=38 --validation_split=0.2 --width=5 --height=5,0.042851168848574164,38,5,0.2,1.5248,640.61,67,0,None,arbeitsrechner
1739369517,1739369600,83,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.09163265768438578 --epochs=49 --validation_split=0.2 --width=15 --height=15,0.09163265768438578,49,15,0.2,1.531,648.78,83,0,None,arbeitsrechner
1739369608,1739369664,56,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.07376005705446005 --epochs=30 --validation_split=0.2 --width=10 --height=10,0.07376005705446005,30,10,0.2,1.5259,636.34,56,0,None,arbeitsrechner
1739369670,1739369731,61,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.02342218067497015 --epochs=41 --validation_split=0.2 --width=20 --height=20,0.02342218067497015,41,20,0.2,1.4488,666.04,61,0,None,arbeitsrechner
1739369768,1739369815,47,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.005433621215199059 --epochs=38 --validation_split=0.2 --width=10 --height=10,0.005433621215199059,38,10,0.2,0.3855,637.46,47,0,None,arbeitsrechner
1739369848,1739369918,70,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.0038430075132129464 --epochs=46 --validation_split=0.2 --width=10 --height=10,0.0038430075132129464,46,10,0.2,0.105,636.57,70,0,None,arbeitsrechner
1739369972,1739370088,116,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.005574275526153011 --epochs=50 --validation_split=0.2 --width=5 --height=5,0.005574275526153011,50,5,0.2,0.2956,643.53,116,0,None,arbeitsrechner
1739370141,1739370219,78,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.009849095001218134 --epochs=34 --validation_split=0.2 --width=10 --height=10,0.009849095001218134,34,10,0.2,0.2448,637.03,78,0,None,arbeitsrechner
1739370278,1739370348,70,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.006991562841436698 --epochs=30 --validation_split=0.2 --width=5 --height=5,0.006991562841436698,30,5,0.2,0.5488,640.23,70,0,None,arbeitsrechner
1739370413,1739370520,107,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.0060393558820197165 --epochs=50 --validation_split=0.2 --width=15 --height=15,0.0060393558820197165,50,15,0.2,0.1793,652.3,107,0,None,arbeitsrechner
1739370581,1739370674,93,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.007431387764042925 --epochs=41 --validation_split=0.2 --width=10 --height=10,0.007431387764042925,41,10,0.2,1.523,637.02,93,0,None,arbeitsrechner
1739370724,1739370805,81,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=37 --validation_split=0.2 --width=10 --height=10,0,37,10,0.2,2.0015,637.61,81,0,None,arbeitsrechner
1739370874,1739370979,105,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=50 --validation_split=0.2 --width=10 --height=10,0,50,10,0.2,1.6226,638.31,105,0,None,arbeitsrechner
1739371043,1739371153,110,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.01890271843087367 --epochs=50 --validation_split=0.2 --width=10 --height=10,0.01890271843087367,50,10,0.2,0.8675,638.25,110,0,None,arbeitsrechner
1739371224,1739371298,74,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.008475971962715436 --epochs=32 --validation_split=0.2 --width=15 --height=15,0.008475971962715436,32,15,0.2,0.3148,651.18,74,0,None,arbeitsrechner
1739371346,1739371424,78,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.011190751074674002 --epochs=38 --validation_split=0.2 --width=10 --height=10,0.011190751074674002,38,10,0.2,0.9226,637.15,78,0,None,arbeitsrechner
1739371486,1739371571,85,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004338138322124452 --epochs=37 --validation_split=0.2 --width=10 --height=10,0.004338138322124452,37,10,0.2,0.1019,635.54,85,0,None,arbeitsrechner
1739371625,1739371711,86,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.0036879680360411985 --epochs=38 --validation_split=0.2 --width=10 --height=10,0.0036879680360411985,38,10,0.2,0.5217,636.4,86,0,None,arbeitsrechner
1739371781,1739371851,70,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.017434409786313148 --epochs=30 --validation_split=0.2 --width=10 --height=10,0.017434409786313148,30,10,0.2,0.9084,636.26,70,0,None,arbeitsrechner
1739371913,1739372001,88,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.03316806780216257 --epochs=39 --validation_split=0.2 --width=10 --height=10,0.03316806780216257,39,10,0.2,1.0632,637.3,88,0,None,arbeitsrechner
1739372067,1739372161,94,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004375794397376246 --epochs=44 --validation_split=0.2 --width=10 --height=10,0.004375794397376246,44,10,0.2,0.2307,637.98,94,0,None,arbeitsrechner
1739372230,1739372309,79,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004395536863282607 --epochs=36 --validation_split=0.2 --width=10 --height=10,0.004395536863282607,36,10,0.2,0.4987,636.64,79,0,None,arbeitsrechner
1739372384,1739372475,91,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.010390792809766236 --epochs=46 --validation_split=0.2 --width=10 --height=10,0.010390792809766236,46,10,0.2,0.3261,637.55,91,0,None,arbeitsrechner
1739372537,1739372621,84,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004269449698548517 --epochs=40 --validation_split=0.2 --width=10 --height=10,0.004269449698548517,40,10,0.2,0.2634,636.23,84,0,None,arbeitsrechner
1739372702,1739372793,91,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.01811837391806933 --epochs=43 --validation_split=0.2 --width=10 --height=10,0.01811837391806933,43,10,0.2,1.5229,637.74,91,0,None,arbeitsrechner
1739372863,1739372923,60,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.0332002009845822 --epochs=30 --validation_split=0.2 --width=5 --height=5,0.0332002009845822,30,5,0.2,0.4323,636.55,60,0,None,arbeitsrechner
1739373014,1739373080,66,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.01579210391455151 --epochs=30 --validation_split=0.2 --width=5 --height=5,0.01579210391455151,30,5,0.2,0.8833,642.75,66,0,None,arbeitsrechner
1739373180,1739373264,84,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.025881819435112186 --epochs=40 --validation_split=0.2 --width=5 --height=5,0.025881819435112186,40,5,0.2,0.5405,637.95,84,0,None,arbeitsrechner
1739373363,1739373429,66,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=30 --validation_split=0.2 --width=5 --height=5,0,30,5,0.2,1.699,645.57,66,0,None,arbeitsrechner
1739373504,1739373599,95,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.026693608762824186 --epochs=44 --validation_split=0.2 --width=15 --height=15,0.026693608762824186,44,15,0.2,1.5255,648.42,95,0,None,arbeitsrechner
1739373686,1739373769,83,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004415962198260673 --epochs=39 --validation_split=0.2 --width=15 --height=15,0.004415962198260673,39,15,0.2,0.2294,650.3,83,0,None,arbeitsrechner
1739373860,1739373926,66,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004221260205281655 --epochs=30 --validation_split=0.2 --width=10 --height=10,0.004221260205281655,30,10,0.2,0.1339,636.81,66,0,None,arbeitsrechner
1739374027,1739374131,104,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.05050275665379291 --epochs=50 --validation_split=0.2 --width=5 --height=5,0.05050275665379291,50,5,0.2,1.5258,648.56,104,0,None,arbeitsrechner
1739374222,1739374303,81,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.06631136563913938 --epochs=37 --validation_split=0.2 --width=10 --height=10,0.06631136563913938,37,10,0.2,1.5346,636.98,81,0,None,arbeitsrechner
1739374399,1739374465,66,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.025241550474752916 --epochs=30 --validation_split=0.2 --width=5 --height=5,0.025241550474752916,30,5,0.2,1.0835,638.72,66,0,None,arbeitsrechner
1739374547,1739374613,66,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.025930299168467827 --epochs=30 --validation_split=0.2 --width=10 --height=10,0.025930299168467827,30,10,0.2,0.8578,636.56,66,0,None,arbeitsrechner
1739374720,1739374790,70,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.08160618909336498 --epochs=31 --validation_split=0.2 --width=10 --height=10,0.08160618909336498,31,10,0.2,1.5285,636.86,70,0,None,arbeitsrechner
1739374878,1739374944,66,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.1 --epochs=30 --validation_split=0.2 --width=5 --height=5,0.1,30,5,0.2,1.5321,640.93,66,0,None,arbeitsrechner
1739375051,1739375118,67,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.0040003177607413265 --epochs=30 --validation_split=0.2 --width=15 --height=15,0.0040003177607413265,30,15,0.2,0.1149,649.91,67,0,None,arbeitsrechner
1739375218,1739375286,68,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004478961934017735 --epochs=30 --validation_split=0.2 --width=20 --height=20,0.004478961934017735,30,20,0.2,0.5689,657.36,68,0,None,arbeitsrechner
1739375400,1739375468,68,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.03375628999700002 --epochs=30 --validation_split=0.2 --width=15 --height=15,0.03375628999700002,30,15,0.2,0.9201,650.88,68,0,None,arbeitsrechner
1739375568,1739375637,69,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.010739091508087925 --epochs=30 --validation_split=0.2 --width=20 --height=20,0.010739091508087925,30,20,0.2,0.5611,657.36,69,0,None,arbeitsrechner
1739375756,1739375822,66,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004140367203913436 --epochs=30 --validation_split=0.2 --width=5 --height=5,0.004140367203913436,30,5,0.2,0.1106,637.55,66,0,None,arbeitsrechner
1739375923,1739375990,67,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.017988610104006694 --epochs=30 --validation_split=0.2 --width=15 --height=15,0.017988610104006694,30,15,0.2,0.4582,647.04,67,0,None,arbeitsrechner
1739376100,1739376170,70,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=30 --validation_split=0.2 --width=20 --height=20,0,30,20,0.2,1.9322,663.88,70,0,None,arbeitsrechner
1739376257,1739376326,69,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.00415753339407889 --epochs=31 --validation_split=0.2 --width=10 --height=10,0.00415753339407889,31,10,0.2,0.2896,636.75,69,0,None,arbeitsrechner
1739376417,1739376494,77,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004354369428488793 --epochs=35 --validation_split=0.2 --width=10 --height=10,0.004354369428488793,35,10,0.2,0.0664,636.77,77,0,None,arbeitsrechner
1739376585,1739376675,90,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004038106279175465 --epochs=42 --validation_split=0.2 --width=10 --height=10,0.004038106279175465,42,10,0.2,0.3917,638.18,90,0,None,arbeitsrechner
1739376792,1739376858,66,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.05948829598011899 --epochs=30 --validation_split=0.2 --width=5 --height=5,0.05948829598011899,30,5,0.2,1.4018,644.16,66,0,None,arbeitsrechner
1739376971,1739377042,71,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.07205056969105972 --epochs=32 --validation_split=0.2 --width=5 --height=5,0.07205056969105972,32,5,0.2,1.5257,634.58,71,0,None,arbeitsrechner
1739377163,1739377243,80,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.1 --epochs=37 --validation_split=0.2 --width=10 --height=10,0.1,37,10,0.2,1.5445,636.95,80,0,None,arbeitsrechner
1739377331,1739377426,95,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004173152949174463 --epochs=45 --validation_split=0.2 --width=5 --height=5,0.004173152949174463,45,5,0.2,0.1396,640.39,95,0,None,arbeitsrechner
1739377537,1739377638,101,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.07711200779320691 --epochs=47 --validation_split=0.2 --width=10 --height=10,0.07711200779320691,47,10,0.2,1.5334,637.46,101,0,None,arbeitsrechner
1739377743,1739377809,66,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.017981078820320014 --epochs=30 --validation_split=0.2 --width=5 --height=5,0.017981078820320014,30,5,0.2,0.2451,640.83,66,0,None,arbeitsrechner
1739377923,1739377993,70,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.08790265500828023 --epochs=32 --validation_split=0.2 --width=5 --height=5,0.08790265500828023,32,5,0.2,1.533,633.44,70,0,None,arbeitsrechner
1739378079,1739378158,79,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004244820870343096 --epochs=36 --validation_split=0.2 --width=5 --height=5,0.004244820870343096,36,5,0.2,0.1818,635.38,79,0,None,arbeitsrechner
1739378280,1739378353,73,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.03505462848239198 --epochs=33 --validation_split=0.2 --width=5 --height=5,0.03505462848239198,33,5,0.2,1.0352,643.12,73,0,None,arbeitsrechner
1739378462,1739378566,104,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.033266246193503136 --epochs=50 --validation_split=0.2 --width=5 --height=5,0.033266246193503136,50,5,0.2,1.5273,647.47,104,0,None,arbeitsrechner
1739378681,1739378777,96,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.09377078546995045 --epochs=45 --validation_split=0.2 --width=5 --height=5,0.09377078546995045,45,5,0.2,1.5457,641.71,96,0,None,arbeitsrechner
1739378890,1739378961,71,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.07514856014905796 --epochs=31 --validation_split=0.2 --width=15 --height=15,0.07514856014905796,31,15,0.2,1.5258,651.1,71,0,None,arbeitsrechner
1739379074,1739379153,79,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004091062616496995 --epochs=37 --validation_split=0.2 --width=5 --height=5,0.004091062616496995,37,5,0.2,0.1303,641.83,79,0,None,arbeitsrechner
1739379276,1739379384,108,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.05929024057971634 --epochs=50 --validation_split=0.2 --width=15 --height=15,0.05929024057971634,50,15,0.2,1.527,654.19,108,0,None,arbeitsrechner
1739379495,1739379565,70,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.0042740169835449255 --epochs=31 --validation_split=0.2 --width=5 --height=5,0.0042740169835449255,31,5,0.2,0.1422,642.47,70,0,None,arbeitsrechner
1739379663,1739379737,74,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.010024351614629506 --epochs=34 --validation_split=0.2 --width=5 --height=5,0.010024351614629506,34,5,0.2,0.1602,641,74,0,None,arbeitsrechner
1739379845,1739379936,91,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004017834473747884 --epochs=43 --validation_split=0.2 --width=5 --height=5,0.004017834473747884,43,5,0.2,0.1256,641.91,91,0,None,arbeitsrechner
1739380039,1739380127,88,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004042876663708404 --epochs=40 --validation_split=0.2 --width=15 --height=15,0.004042876663708404,40,15,0.2,1.128,651.59,88,0,None,arbeitsrechner
1739380261,1739380343,82,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.018388421590637628 --epochs=37 --validation_split=0.2 --width=5 --height=5,0.018388421590637628,37,5,0.2,0.3127,641.79,82,0,None,arbeitsrechner
1739380445,1739380532,87,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.005298594285563752 --epochs=41 --validation_split=0.2 --width=5 --height=5,0.005298594285563752,41,5,0.2,0.2318,645.65,87,0,None,arbeitsrechner
1739380649,1739380750,101,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004151619836198207 --epochs=46 --validation_split=0.2 --width=15 --height=15,0.004151619836198207,46,15,0.2,0.1853,650.85,101,0,None,arbeitsrechner
1739380878,1739380947,69,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.02675046826457365 --epochs=30 --validation_split=0.2 --width=15 --height=15,0.02675046826457365,30,15,0.2,1.5252,651.67,69,0,None,arbeitsrechner
1739381075,1739381157,82,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.017854003009658236 --epochs=37 --validation_split=0.2 --width=15 --height=15,0.017854003009658236,37,15,0.2,0.6429,648.71,82,0,None,arbeitsrechner
1739381282,1739381351,69,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.01813310015422037 --epochs=30 --validation_split=0.2 --width=20 --height=20,0.01813310015422037,30,20,0.2,0.9645,659.1,69,0,None,arbeitsrechner
1739381484,1739381582,98,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.06731340061188866 --epochs=46 --validation_split=0.2 --width=5 --height=5,0.06731340061188866,46,5,0.2,1.524,639.81,98,0,None,arbeitsrechner
1739381702,1739381789,87,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.08098243012304283 --epochs=40 --validation_split=0.2 --width=15 --height=15,0.08098243012304283,40,15,0.2,1.5467,652.52,87,0,None,arbeitsrechner
1739381927,1739381995,68,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.09340980816454372 --epochs=30 --validation_split=0.2 --width=10 --height=10,0.09340980816454372,30,10,0.2,1.5298,636.33,68,0,None,arbeitsrechner
1739382112,1739382181,69,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.010090315924567042 --epochs=30 --validation_split=0.2 --width=10 --height=10,0.010090315924567042,30,10,0.2,0.2843,637.03,69,0,None,arbeitsrechner
1739382319,1739382387,68,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.01054894867400469 --epochs=30 --validation_split=0.2 --width=15 --height=15,0.01054894867400469,30,15,0.2,0.8658,653.87,68,0,None,arbeitsrechner
1739382513,1739382584,71,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.03257222642880556 --epochs=30 --validation_split=0.2 --width=20 --height=20,0.03257222642880556,30,20,0.2,1.5235,659.62,71,0,None,arbeitsrechner
1739382698,1739382776,78,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004434013516873897 --epochs=35 --validation_split=0.2 --width=5 --height=5,0.004434013516873897,35,5,0.2,0.1154,636.45,78,0,None,arbeitsrechner
1739382883,1739382984,101,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004167630486968534 --epochs=48 --validation_split=0.2 --width=5 --height=5,0.004167630486968534,48,5,0.2,0.1551,648.25,101,0,None,arbeitsrechner
1739383108,1739383194,86,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.05337594627033147 --epochs=39 --validation_split=0.2 --width=15 --height=15,0.05337594627033147,39,15,0.2,1.5256,651.92,86,0,None,arbeitsrechner
1739383315,1739383392,77,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.06542201090989316 --epochs=34 --validation_split=0.2 --width=15 --height=15,0.06542201090989316,34,15,0.2,1.523,650.46,77,0,None,arbeitsrechner
1739383530,1739383613,83,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.0573064953651107 --epochs=39 --validation_split=0.2 --width=5 --height=5,0.0573064953651107,39,5,0.2,1.5262,638.04,83,0,None,arbeitsrechner
1739383748,1739383837,89,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.03552036416396407 --epochs=41 --validation_split=0.2 --width=15 --height=15,0.03552036416396407,41,15,0.2,1.5251,652.33,89,0,None,arbeitsrechner
1739383977,1739384060,83,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.009964825528525088 --epochs=36 --validation_split=0.2 --width=20 --height=20,0.009964825528525088,36,20,0.2,0.5992,660.01,83,0,None,arbeitsrechner
1739384195,1739384262,67,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.06529378445424164 --epochs=30 --validation_split=0.2 --width=5 --height=5,0.06529378445424164,30,5,0.2,1.5359,642.39,67,0,None,arbeitsrechner
1739384402,1739384477,75,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.018402424241769626 --epochs=34 --validation_split=0.2 --width=10 --height=10,0.018402424241769626,34,10,0.2,1.0445,637.24,75,0,None,arbeitsrechner
1739384618,1739384687,69,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.019256727865895204 --epochs=30 --validation_split=0.2 --width=5 --height=5,0.019256727865895204,30,5,0.2,0.3661,640,69,0,None,arbeitsrechner
1739384844,1739384913,69,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.06781576048662766 --epochs=30 --validation_split=0.2 --width=20 --height=20,0.06781576048662766,30,20,0.2,1.5291,662.18,69,0,None,arbeitsrechner
1739385055,1739385124,69,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.09083134009129078 --epochs=30 --validation_split=0.2 --width=15 --height=15,0.09083134009129078,30,15,0.2,1.5271,649.52,69,0,None,arbeitsrechner
