trial_index,arm_name,trial_status,generation_method,result,n_samples,n_windows,disjoint_training_windows
277,277_0,COMPLETED,BoTorch,0.264511510078202394247171014285,353,163,True
278,278_0,COMPLETED,BoTorch,0.264511510078202394247171014285,100,237,True
279,279_0,COMPLETED,BoTorch,0.264511510078202394247171014285,709,167,True
280,280_0,COMPLETED,BoTorch,0.264511510078202394247171014285,580,250,True
281,281_0,COMPLETED,BoTorch,0.264511510078202394247171014285,550,52,True
282,282_0,COMPLETED,BoTorch,0.264511510078202394247171014285,714,167,True
283,283_0,COMPLETED,BoTorch,0.264511510078202394247171014285,357,162,True
284,284_0,COMPLETED,BoTorch,0.264511510078202394247171014285,353,161,True
285,280_0,COMPLETED,BoTorch,0.264511510078202394247171014285,580,250,True
286,286_0,COMPLETED,BoTorch,0.264511510078202394247171014285,553,53,True
287,280_0,COMPLETED,BoTorch,0.264511510078202394247171014285,580,250,True
288,288_0,COMPLETED,BoTorch,0.264511510078202394247171014285,551,52,True
289,289_0,COMPLETED,BoTorch,0.264511510078202394247171014285,581,250,True
290,290_0,COMPLETED,BoTorch,0.264511510078202394247171014285,473,120,True
291,291_0,COMPLETED,BoTorch,0.264511510078202394247171014285,705,177,True
292,292_0,COMPLETED,BoTorch,0.264511510078202394247171014285,691,176,True
293,293_0,COMPLETED,BoTorch,0.264511510078202394247171014285,304,167,True
294,294_0,COMPLETED,BoTorch,0.264511510078202394247171014285,703,177,True
295,295_0,COMPLETED,BoTorch,0.264511510078202394247171014285,565,50,True
296,296_0,COMPLETED,BoTorch,0.264511510078202394247171014285,708,177,True
297,297_0,COMPLETED,BoTorch,0.264511510078202394247171014285,483,117,True
298,298_0,COMPLETED,BoTorch,0.264511510078202394247171014285,704,177,True
299,299_0,COMPLETED,BoTorch,0.264511510078202394247171014285,567,50,True
300,300_0,COMPLETED,BoTorch,0.264511510078202394247171014285,568,50,True
301,301_0,COMPLETED,BoTorch,0.264511510078202394247171014285,1000,127,True
302,302_0,COMPLETED,BoTorch,0.264511510078202394247171014285,307,166,True
303,303_0,COMPLETED,BoTorch,0.264511510078202394247171014285,698,177,True
304,304_0,COMPLETED,BoTorch,0.264511510078202394247171014285,694,177,True
305,305_0,COMPLETED,BoTorch,0.264511510078202394247171014285,116,71,True
306,306_0,COMPLETED,BoTorch,0.264511510078202394247171014285,306,166,True
307,307_0,COMPLETED,BoTorch,0.264511510078202394247171014285,1000,93,True
308,300_0,COMPLETED,BoTorch,0.264511510078202394247171014285,568,50,True
309,309_0,COMPLETED,BoTorch,0.264511510078202394247171014285,546,50,True
310,310_0,COMPLETED,BoTorch,0.264511510078202394247171014285,346,165,True
311,311_0,COMPLETED,BoTorch,0.264511510078202394247171014285,547,50,True
312,312_0,COMPLETED,BoTorch,0.264511510078202394247171014285,135,72,True
313,309_0,COMPLETED,BoTorch,0.264511510078202394247171014285,546,50,True
314,314_0,COMPLETED,BoTorch,0.264511510078202394247171014285,343,164,True
315,311_0,COMPLETED,BoTorch,0.264511510078202394247171014285,547,50,True
316,316_0,COMPLETED,BoTorch,0.264511510078202394247171014285,340,164,True
317,317_0,COMPLETED,BoTorch,0.264511510078202394247171014285,548,50,True
318,318_0,COMPLETED,BoTorch,0.264511510078202394247171014285,340,163,True
319,311_0,COMPLETED,BoTorch,0.264511510078202394247171014285,547,50,True
320,320_0,COMPLETED,BoTorch,0.264511510078202394247171014285,344,164,True
321,321_0,COMPLETED,BoTorch,0.264511510078202394247171014285,137,72,True
322,322_0,COMPLETED,BoTorch,0.295076550280867988540478563664,461,119,False
323,323_0,COMPLETED,BoTorch,0.264511510078202394247171014285,730,169,True
324,324_0,COMPLETED,BoTorch,0.298656239673972923043265836895,217,88,False
325,321_0,COMPLETED,BoTorch,0.264511510078202394247171014285,137,72,True
326,326_0,COMPLETED,BoTorch,0.264511510078202394247171014285,778,184,True
327,327_0,COMPLETED,BoTorch,0.264511510078202394247171014285,516,42,True
328,328_0,COMPLETED,BoTorch,0.264511510078202394247171014285,1000,223,True
329,329_0,COMPLETED,BoTorch,0.264511510078202394247171014285,259,152,True
330,330_0,COMPLETED,BoTorch,0.264511510078202394247171014285,774,184,True
331,331_0,COMPLETED,BoTorch,0.264511510078202394247171014285,518,42,True
332,332_0,COMPLETED,BoTorch,0.264511510078202394247171014285,517,42,True
333,333_0,COMPLETED,BoTorch,0.264511510078202394247171014285,773,184,True
334,329_0,COMPLETED,BoTorch,0.264511510078202394247171014285,259,152,True
335,335_0,COMPLETED,BoTorch,0.264511510078202394247171014285,260,152,True
336,336_0,COMPLETED,BoTorch,0.264511510078202394247171014285,776,185,True
337,333_0,COMPLETED,BoTorch,0.264511510078202394247171014285,773,184,True
338,330_0,COMPLETED,BoTorch,0.264511510078202394247171014285,774,184,True
339,329_0,COMPLETED,BoTorch,0.264511510078202394247171014285,259,152,True
340,331_0,COMPLETED,BoTorch,0.264511510078202394247171014285,518,42,True
341,329_0,COMPLETED,BoTorch,0.264511510078202394247171014285,259,152,True
342,332_0,COMPLETED,BoTorch,0.264511510078202394247171014285,517,42,True
343,343_0,COMPLETED,BoTorch,0.264511510078202394247171014285,596,151,True
344,344_0,COMPLETED,BoTorch,0.264511510078202394247171014285,561,199,True
345,345_0,COMPLETED,BoTorch,0.264511510078202394247171014285,630,109,True
346,346_0,RUNNING,BoTorch,,584,184,True
347,347_0,COMPLETED,BoTorch,0.264511510078202394247171014285,620,122,True
348,348_0,COMPLETED,BoTorch,0.264511510078202394247171014285,583,191,True
349,349_0,COMPLETED,BoTorch,0.264511510078202394247171014285,561,148,True
350,350_0,COMPLETED,BoTorch,0.264511510078202394247171014285,539,197,True
351,351_0,COMPLETED,BoTorch,0.264511510078202394247171014285,512,164,True
352,352_0,COMPLETED,BoTorch,0.264511510078202394247171014285,531,195,True
353,353_0,COMPLETED,BoTorch,0.264511510078202394247171014285,607,187,True
354,354_0,COMPLETED,BoTorch,0.264511510078202394247171014285,565,194,True
355,355_0,COMPLETED,BoTorch,0.264511510078202394247171014285,603,195,True
356,356_0,COMPLETED,BoTorch,0.264511510078202394247171014285,619,126,True
357,357_0,COMPLETED,BoTorch,0.264511510078202394247171014285,631,125,True
358,358_0,COMPLETED,BoTorch,0.264511510078202394247171014285,592,181,True
359,359_0,COMPLETED,BoTorch,0.264511510078202394247171014285,699,92,True
360,360_0,COMPLETED,BoTorch,0.264511510078202394247171014285,610,107,True
361,361_0,COMPLETED,BoTorch,0.264511510078202394247171014285,782,185,True
362,362_0,COMPLETED,BoTorch,0.264511510078202394247171014285,100,201,True
363,329_0,COMPLETED,BoTorch,0.264511510078202394247171014285,259,152,True
364,364_0,COMPLETED,BoTorch,0.308183720674083061474846090277,241,193,False
365,329_0,COMPLETED,BoTorch,0.264511510078202394247171014285,259,152,True
366,366_0,COMPLETED,BoTorch,0.264511510078202394247171014285,261,152,True
