trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
533,1753409208.000000000000000000000000000000,1753409227.000000000000000000000000000000,19.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 4787 n_reference_samples 1767 recent_samples_proportion 0.7742911147736012 threshold 0.3051640005912632,0.000000000000000000000000000000,,i7184,6.000000000000000000000000000000,708.437500000000000000000000000000,704.864583333333371228945907205343,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.921230769230769186428631201125,5673845.000000000000000000000000000000,533_0,COMPLETED,SOBOL,6.000000000000000000000000000000,11.699999999999999289457264239900,4787,1767,0.774291114773601241161316011130,0.305164000591263195882874015297
534,1753409208.000000000000000000000000000000,1753409220.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 3469 n_reference_samples 2618 recent_samples_proportion 0.37884046745859085 threshold 0.7494575487766415,0.000000000000000000000000000000,,i7183,2.000000000000000000000000000000,705.148437500000000000000000000000,703.093750000000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.000000000000000000000000000000,5673847.000000000000000000000000000000,534_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3469,2618,0.378840467458590846039356847541,0.749457548776641502286111062858
535,1753409208.000000000000000000000000000000,1753409308.000000000000000000000000000000,100.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 297 n_reference_samples 13 recent_samples_proportion 0.6154404233880341 threshold 0.036431307150050996,0.000000000000000000000000000000,,i7182,89.000000000000000000000000000000,784.613281250000000000000000000000,731.704190340909121914592105895281,-1.000000000000000000000000000000,0.640000000000000013322676295502,1.000000000000000000000000000000,5673851.000000000000000000000000000000,535_0,COMPLETED,SOBOL,89.000000000000000000000000000000,1.860000000000000097699626167014,297,13,0.615440423388034063556517594407,0.036431307150050995513623774968
536,1753409239.000000000000000000000000000000,1753409252.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 579 n_reference_samples 4610 recent_samples_proportion 0.4573427525535226 threshold 0.37010805850848555,0.000000000000000000000000000000,,i7183,2.000000000000000000000000000000,707.285156250000000000000000000000,703.514322916666628771054092794657,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.089076923076922998046001112016,5673855.000000000000000000000000000000,536_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.919999999999999928945726423990,579,4610,0.457342752553522580161171617874,0.370108058508485548987465563187
537,1753409237.000000000000000000000000000000,1753409250.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 3186 n_reference_samples 2136 recent_samples_proportion 0.5330398197639734 threshold 0.906500385761261,0.000000000000000000000000000000,,i7182,2.000000000000000000000000000000,707.019531250000000000000000000000,705.686197916666628771054092794657,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.000000000000000000000000000000,5673859.000000000000000000000000000000,537_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3186,2136,0.533039819763973410360335947189,0.906500385761261018302548109205
538,1753409268.000000000000000000000000000000,1753409286.000000000000000000000000000000,18.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 4524 n_reference_samples 3460 recent_samples_proportion 0.18339772962033749 threshold 0.10134443264082074,0.000000000000000000000000000000,,i7183,4.000000000000000000000000000000,707.609375000000000000000000000000,705.070312500000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.847461538461538488320456963265,5673864.000000000000000000000000000000,538_0,COMPLETED,SOBOL,4.000000000000000000000000000000,5.889999999999999680255768907955,4524,3460,0.183397729620337485156866819125,0.101344432640820741875486987738
539,1753409268.000000000000000000000000000000,1753409286.000000000000000000000000000000,18.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 1742 n_reference_samples 1085 recent_samples_proportion 0.826478814760223 threshold 0.684547752611339,0.000000000000000000000000000000,,i7183,4.000000000000000000000000000000,707.945312500000000000000000000000,704.502604166666628771054092794657,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.435076923076923083311129403228,5673868.000000000000000000000000000000,539_0,COMPLETED,SOBOL,4.000000000000000000000000000000,14.939999999999999502620084967930,1742,1085,0.826478814760223001734118497552,0.684547752611339044293004008068
540,1753410362.000000000000000000000000000000,1753410387.000000000000000000000000000000,25.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 2489 n_reference_samples 3060 recent_samples_proportion 0.6683935522157699 threshold 0.5927115571275353,0.000000000000000000000000000000,,i7183,2.000000000000000000000000000000,703.792968750000000000000000000000,703.792968750000000000000000000000,-1.000000000000000000000000000000,0.680000000000000048849813083507,0.191461538461538405275774721304,5674039.000000000000000000000000000000,540_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.540000000000000035527136788005,2489,3060,0.668393552215769903845909993834,0.592711557127535315636635004921
541,1753410362.000000000000000000000000000000,1753410399.000000000000000000000000000000,37.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 3787 n_reference_samples 512 recent_samples_proportion 0.33734066437929866 threshold 0.1301893590129912,0.000000000000000000000000000000,,i7183,17.000000000000000000000000000000,720.457031250000000000000000000000,707.957031250000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.999769230769230854427576105081,5674042.000000000000000000000000000000,541_0,COMPLETED,SOBOL,17.000000000000000000000000000000,49.770000000000003126388037344441,3787,512,0.337340664379298660335848580871,0.130189359012991195951869372038
542,1753410380.000000000000000000000000000000,1753410392.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 2605 n_reference_samples 3873 recent_samples_proportion 0.940381266379729 threshold 0.815210980400443,0.000000000000000000000000000000,,i7184,1.000000000000000000000000000000,705.781250000000000000000000000000,702.703125000000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.000000000000000000000000000000,5674045.000000000000000000000000000000,542_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2605,3873,0.940381266379728963933359864313,0.815210980400443041560265555745
543,1753410379.000000000000000000000000000000,1753410398.000000000000000000000000000000,19.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 1171 n_reference_samples 1268 recent_samples_proportion 0.053655853152275085 threshold 0.3993798523657024,0.000000000000000000000000000000,,i7182,6.000000000000000000000000000000,707.300781250000000000000000000000,705.967447916666628771054092794657,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.900769230769230766497912554769,5674049.000000000000000000000000000000,543_0,COMPLETED,SOBOL,6.000000000000000000000000000000,17.089999999999999857891452847980,1171,1268,0.053655853152275084783084935225,0.399379852365702392447133206588
544,1753410408.000000000000000000000000000000,1753410421.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 1187 n_reference_samples 2916 recent_samples_proportion 0.28772399462386966 threshold 0.06335530009679496,0.000000000000000000000000000000,,i7184,3.000000000000000000000000000000,703.445312500000000000000000000000,703.445312500000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.365230769230769192201790929175,5674054.000000000000000000000000000000,544_0,COMPLETED,SOBOL,3.000000000000000000000000000000,5.839999999999999857891452847980,1187,2916,0.287723994623869661069193170988,0.063355300096794964215263235019
545,1753410421.000000000000000000000000000000,1753410446.000000000000000000000000000000,25.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 2541 n_reference_samples 390 recent_samples_proportion 0.7065416679512709 threshold 0.7225335558298975,0.000000000000000000000000000000,,i7183,6.000000000000000000000000000000,704.632812500000000000000000000000,704.632812500000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.968615384615384766853196651937,5674060.000000000000000000000000000000,545_0,COMPLETED,SOBOL,6.000000000000000000000000000000,38.759999999999998010480339871719,2541,390,0.706541667951270935255081440118,0.722533555829897533584471602808
546,1753410438.000000000000000000000000000000,1753410451.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 3878 n_reference_samples 4055 recent_samples_proportion 0.07231755519285799 threshold 0.2853076953049749,0.000000000000000000000000000000,,i7182,3.000000000000000000000000000000,705.425781250000000000000000000000,703.402343750000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.894923076923076932231992941524,5674066.000000000000000000000000000000,546_0,COMPLETED,SOBOL,3.000000000000000000000000000000,4.629999999999999893418589635985,3878,4055,0.072317555192857985169041512563,0.285307695304974906491679575993
547,1753410475.000000000000000000000000000000,1753410487.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 2348 n_reference_samples 1431 recent_samples_proportion 0.9336454423870891 threshold 0.9912964678723365,0.000000000000000000000000000000,,i7184,2.000000000000000000000000000000,702.585937500000000000000000000000,702.585937500000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.000000000000000000000000000000,5674073.000000000000000000000000000000,547_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2348,1431,0.933645442387089130598099018243,0.991296467872336495297247438430
548,1753410469.000000000000000000000000000000,1753410482.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 1845 n_reference_samples 4417 recent_samples_proportion 0.5923955045025796 threshold 0.7752204046119004,0.000000000000000000000000000000,,i7183,1.000000000000000000000000000000,708.203125000000000000000000000000,706.002604166666628771054092794657,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.000000000000000000000000000000,5674079.000000000000000000000000000000,548_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1845,4417,0.592395504502579606231904563174,0.775220404611900448799133300781
549,1753410500.000000000000000000000000000000,1753410519.000000000000000000000000000000,19.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 4391 n_reference_samples 1964 recent_samples_proportion 0.4172220402918756 threshold 0.43938232710026204,0.000000000000000000000000000000,,i7183,5.000000000000000000000000000000,707.203125000000000000000000000000,703.343750000000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.969923076923076776800769494002,5674085.000000000000000000000000000000,549_0,COMPLETED,SOBOL,5.000000000000000000000000000000,8.199999999999999289457264239900,4391,1964,0.417222040291875595485748817737,0.439382327100262037866684750043
550,1753410544.000000000000000000000000000000,1753410800.000000000000000000000000000000,256.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 3209 n_reference_samples 3613 recent_samples_proportion 0.7980477601643652 threshold 0.5060296733174473,0.000000000000000000000000000000,,i7163,64.000000000000000000000000000000,707.574218750000000000000000000000,706.391927083333371228945907205343,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.493692307692307708055778903145,5674092.000000000000000000000000000000,550_0,COMPLETED,SOBOL,64.000000000000000000000000000000,2.689999999999999946709294817992,3209,3613,0.798047760164365183044310469995,0.506029673317447303837468552956
551,1753410530.000000000000000000000000000000,1753410543.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 528 n_reference_samples 1218 recent_samples_proportion 0.1920755746252835 threshold 0.2168821900021285,0.000000000000000000000000000000,,i7183,4.000000000000000000000000000000,706.457031250000000000000000000000,704.149739583333371228945907205343,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.406153846153846087574379453145,5674097.000000000000000000000000000000,551_0,COMPLETED,SOBOL,4.000000000000000000000000000000,20.890000000000000568434188608080,528,1218,0.192075574625283490570737399139,0.216882190002128494299427075021
552,1753410563.000000000000000000000000000000,1753410576.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 165 n_reference_samples 4161 recent_samples_proportion 0.8491696131303906 threshold 0.37854800080880524,0.000000000000000000000000000000,,i7184,1.000000000000000000000000000000,703.753906250000000000000000000000,703.753906250000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.025384615384615300676118820888,5674104.000000000000000000000000000000,552_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.790000000000000035527136788005,165,4161,0.849169613130390632527166872023,0.378548000808805240602339381439
553,1753410558.000000000000000000000000000000,1753410571.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 3570 n_reference_samples 1635 recent_samples_proportion 0.144852278130129 threshold 0.8360428319573402,0.000000000000000000000000000000,,i7183,4.000000000000000000000000000000,708.292968750000000000000000000000,705.266927083333371228945907205343,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.670307692307692271072028233903,5674110.000000000000000000000000000000,553_0,COMPLETED,SOBOL,4.000000000000000000000000000000,9.689999999999999502620084967930,3570,1635,0.144852278130128991895375634158,0.836042831957340193405059380893
554,1753410591.000000000000000000000000000000,1753410606.000000000000000000000000000000,15.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 4733 n_reference_samples 2810 recent_samples_proportion 0.5091115551739931 threshold 0.1561397092230618,0.000000000000000000000000000000,,i7183,4.000000000000000000000000000000,707.953125000000000000000000000000,704.997395833333371228945907205343,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.974923076923076781241661592503,5674116.000000000000000000000000000000,554_0,COMPLETED,SOBOL,4.000000000000000000000000000000,23.760000000000001563194018672220,4733,2810,0.509111555173993091116813047847,0.156139709223061806664389905563
555,1753410617.000000000000000000000000000000,1753410667.000000000000000000000000000000,50.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 1504 n_reference_samples 185 recent_samples_proportion 0.4966074331495911 threshold 0.5667612069174648,0.000000000000000000000000000000,,i7183,36.000000000000000000000000000000,748.964843750000000000000000000000,718.631510416666628771054092794657,-1.000000000000000000000000000000,0.670000000000000039968028886506,0.994230769230769251265655839234,5674124.000000000000000000000000000000,555_0,COMPLETED,SOBOL,36.000000000000000000000000000000,130.960000000000007958078640513122,1504,185,0.496607433149591104282194464759,0.566761206917464788190841318283
556,1753410656.000000000000000000000000000000,1753410848.000000000000000000000000000000,192.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 2085 n_reference_samples 3172 recent_samples_proportion 0.030941810848191382 threshold 0.6627423624172807,0.000000000000000000000000000000,,i7162,44.000000000000000000000000000000,705.269531250000000000000000000000,703.610491071428555187594611197710,-1.000000000000000000000000000000,0.680000000000000048849813083507,0.641538461538461501909580420033,5674130.000000000000000000000000000000,556_0,COMPLETED,SOBOL,44.000000000000000000000000000000,12.570000000000000284217094304040,2085,3172,0.030941810848191381860816662197,0.662742362417280683750675507326
557,1753410657.000000000000000000000000000000,1753411169.000000000000000000000000000000,512.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 4142 n_reference_samples 719 recent_samples_proportion 0.9789195052608848 threshold 0.12314982283487916,0.000000000000000000000000000000,,i7161,366.000000000000000000000000000000,712.207031250000000000000000000000,703.745492788461547206679824739695,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.995615384615384568789409058809,5674136.000000000000000000000000000000,557_0,COMPLETED,SOBOL,366.000000000000000000000000000000,37.679999999999999715782905695960,4142,719,0.978919505260884781350227967778,0.123149822834879157928966719737
558,1753410617.000000000000000000000000000000,1753410654.000000000000000000000000000000,37.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 2823 n_reference_samples 4858 recent_samples_proportion 0.36126186507381497 threshold 0.9314752938002347,0.000000000000000000000000000000,,i7159,1.000000000000000000000000000000,687.335937500000000000000000000000,685.276041666666628771054092794657,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.000000000000000000000000000000,5674143.000000000000000000000000000000,558_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2823,4858,0.361261865073814969484544690204,0.931475293800234749319599814044
559,1753410635.000000000000000000000000000000,1753410660.000000000000000000000000000000,25.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 903 n_reference_samples 2463 recent_samples_proportion 0.6291054789721966 threshold 0.34513315046951176,0.000000000000000000000000000000,,i7158,3.000000000000000000000000000000,706.156250000000000000000000000000,704.247395833333371228945907205343,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.277846153846153798294693615389,5674149.000000000000000000000000000000,559_0,COMPLETED,SOBOL,3.000000000000000000000000000000,6.349999999999999644728632119950,903,2463,0.629105478972196596743060581503,0.345133150469511762459262627090
560,1753410612.000000000000000000000000000000,1753410625.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 718 n_reference_samples 4786 recent_samples_proportion 0.1678679311107844 threshold 0.540330049874261,0.000000000000000000000000000000,,i7157,2.000000000000000000000000000000,705.171875000000000000000000000000,703.838541666666628771054092794657,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.110461538461538402722261764666,5674155.000000000000000000000000000000,560_0,COMPLETED,SOBOL,2.000000000000000000000000000000,5.769999999999999573674358543940,718,4786,0.167867931110784407433555998068,0.540330049874261031384037323733
561,1753410612.000000000000000000000000000000,1753410625.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 3009 n_reference_samples 2260 recent_samples_proportion 0.8420065907649695 threshold 0.2376439045127481,0.000000000000000000000000000000,,i7157,3.000000000000000000000000000000,702.640625000000000000000000000000,702.640625000000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.753230769230769259259261616535,5674158.000000000000000000000000000000,561_0,COMPLETED,SOBOL,3.000000000000000000000000000000,5.740000000000000213162820728030,3009,2260,0.842006590764969531370809363580,0.237643904512748110890996144917
562,1753410618.000000000000000000000000000000,1753410637.000000000000000000000000000000,19.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 4346 n_reference_samples 3435 recent_samples_proportion 0.4416848149802536 threshold 0.8013267888370902,0.000000000000000000000000000000,,i7156,2.000000000000000000000000000000,706.851562500000000000000000000000,706.184895833333371228945907205343,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.000000000000000000000000000000,5674162.000000000000000000000000000000,562_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4346,3435,0.441684814980253581673252938344,0.801326788837090187023193266214
563,1753410614.000000000000000000000000000000,1753410645.000000000000000000000000000000,31.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 1879 n_reference_samples 810 recent_samples_proportion 0.548699303958565 threshold 0.4829562376718968,0.000000000000000000000000000000,,i7156,12.000000000000000000000000000000,708.058593750000000000000000000000,705.058593750000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.969923076923076776800769494002,5674165.000000000000000000000000000000,563_0,COMPLETED,SOBOL,12.000000000000000000000000000000,25.570000000000000284217094304040,1879,810,0.548699303958565032246497139568,0.482956237671896826402218039220
564,1753410611.000000000000000000000000000000,1753410636.000000000000000000000000000000,25.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 1377 n_reference_samples 2547 recent_samples_proportion 0.9559191549085081 threshold 0.2631406968664378,0.000000000000000000000000000000,,i7155,4.000000000000000000000000000000,703.742187500000000000000000000000,703.742187500000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.423692307692307701394440755394,5674168.000000000000000000000000000000,564_0,COMPLETED,SOBOL,4.000000000000000000000000000000,11.320000000000000284217094304040,1377,2547,0.955919154908508095225272427342,0.263140696866437817647010888322
565,1753410620.000000000000000000000000000000,1753410695.000000000000000000000000000000,75.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 4859 n_reference_samples 94 recent_samples_proportion 0.03811998712830245 threshold 0.9593693222496659,0.000000000000000000000000000000,,i7184,62.000000000000000000000000000000,764.609375000000000000000000000000,727.276041666666628771054092794657,-1.000000000000000000000000000000,0.670000000000000039968028886506,0.995615384615384568789409058809,5674170.000000000000000000000000000000,565_0,COMPLETED,SOBOL,62.000000000000000000000000000000,260.449999999999988631316227838397,4859,94,0.038119987128302453005534999875,0.959369322249665867907708616258
566,1753410653.000000000000000000000000000000,1753410666.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 3678 n_reference_samples 4233 recent_samples_proportion 0.6840433997698129 threshold 0.017280621817335487,0.000000000000000000000000000000,,i7184,2.000000000000000000000000000000,704.925781250000000000000000000000,702.891927083333371228945907205343,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.565846153846153887556624795252,5674172.000000000000000000000000000000,566_0,COMPLETED,SOBOL,2.000000000000000000000000000000,2.279999999999999804600747665972,3678,4233,0.684043399769812876520802547020,0.017280621817335486967159852156
567,1753410652.000000000000000000000000000000,1753410664.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 59 n_reference_samples 1838 recent_samples_proportion 0.3216892702039331 threshold 0.6979447640348225,0.000000000000000000000000000000,,i7183,2.000000000000000000000000000000,704.851562500000000000000000000000,702.255208333333371228945907205343,-1.000000000000000000000000000000,0.680000000000000048849813083507,0.018153846153846100314188660718,5674174.000000000000000000000000000000,567_0,COMPLETED,SOBOL,2.000000000000000000000000000000,6.830000000000000071054273576010,59,1838,0.321689270203933119773864746094,0.697944764034822529019663761574
568,1753410678.000000000000000000000000000000,1753410691.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier D3 recent_samples_size 322 n_reference_samples 3541 recent_samples_proportion 0.7292870005238801 threshold 0.8956682701334358,0.000000000000000000000000000000,,i7184,1.000000000000000000000000000000,706.996093750000000000000000000000,704.764322916666628771054092794657,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.000000000000000000000000000000,5674177.000000000000000000000000000000,568_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,322,3541,0.729287000523880069025040029373,0.895668270133435751034767235979
