trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
194,,,,,,,,,,,,,,,194_0,COMPLETED,SOBOL,8.000000000000000000000000000000,37.130000000000002557953848736361,4811,2624,0.921060881182551360879529056547,16,0.1
195,,,,,,,,,,,,,,,195_0,COMPLETED,SOBOL,13.000000000000000000000000000000,7.269999999999999573674358543940,945,1877,0.324902846308425086174764828684,38,0.005
196,,,,,,,,,,,,,,,196_0,COMPLETED,SOBOL,3.000000000000000000000000000000,9.970000000000000639488462184090,20,3184,0.690055112203583176366805673752,24,0.01
197,,,,,,,,,,,,,,,197_0,COMPLETED,SOBOL,77.000000000000000000000000000000,15.730000000000000426325641456060,3885,1343,0.062709575470536946251165488775,27,0.005
198,,,,,,,,,,,,,,,198_0,COMPLETED,SOBOL,3.000000000000000000000000000000,74.260000000000005115907697472721,3159,4768,0.482360254023224133135272495565,50,0.05
199,,,,,,,,,,,,,,,199_0,COMPLETED,SOBOL,47.000000000000000000000000000000,52.920000000000001705302565824240,2025,359,0.766761309860274242744537787075,4,0.001
200,,,,,,,,,,,,,,,200_0,COMPLETED,SOBOL,3.000000000000000000000000000000,7.910000000000000142108547152020,2226,3081,0.268763974983245113037355622509,7,0.1
201,,,,,,,,,,,,,,,201_0,COMPLETED,SOBOL,6.000000000000000000000000000000,11.710000000000000852651282912120,3593,2421,0.982362917287275205779906173120,47,0.005
202,,,,,,,,,,,,,,,202_0,COMPLETED,SOBOL,4.000000000000000000000000000000,3.250000000000000000000000000000,4076,3971,0.558820389246568072216803102492,31,0.025
203,,,,,,,,,,,,,,,203_0,COMPLETED,SOBOL,6.000000000000000000000000000000,29.320000000000000284217094304040,445,882,0.188165927838534113858415253162,21,0.05
204,,,,,,,,,,,,,,,204_0,COMPLETED,SOBOL,3.000000000000000000000000000000,1.600000000000000088817841970013,745,4688,0.826845312893390693709250172105,34,0.05
