trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
770,1753422602.000000000000000000000000000000,1753422620.000000000000000000000000000000,18.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4765 n_samples 168 n_permutations 246 update_interval 242 n_consecutive_deviations 184,0.000000000000000000000000000000,,i7162,9.000000000000000000000000000000,705.687500000000000000000000000000,705.020833333333371228945907205343,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.842230769230769227284838507330,5677512.000000000000000000000000000000,770_0,COMPLETED,SOBOL,9.000000000000000000000000000000,15.179999999999999715782905695960,4765,168,246,242,184
771,,,,,,,,,,,,,,,771_0,ABANDONED,SOBOL,,,4999,3990,777,112,116
772,,,,,,,,,,,,,,,772_0,ABANDONED,SOBOL,,,671,59,289,146,195
773,,,,,,,,,,,,,,,773_0,ABANDONED,SOBOL,,,2370,2901,587,48,154
774,1753422603.000000000000000000000000000000,1753422665.000000000000000000000000000000,62.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3221 n_samples 1783 n_permutations 105 update_interval 210 n_consecutive_deviations 46,0.000000000000000000000000000000,,i7158,45.000000000000000000000000000000,712.167968750000000000000000000000,706.167968750000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.943615384615384633626433696918,5677514.000000000000000000000000000000,774_0,COMPLETED,SOBOL,45.000000000000000000000000000000,46.350000000000001421085471520200,3221,1783,105,210,46
775,1753422601.000000000000000000000000000000,1753422658.000000000000000000000000000000,57.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2949 n_samples 3364 n_permutations 404 update_interval 233 n_consecutive_deviations 23,0.000000000000000000000000000000,,i7155,44.000000000000000000000000000000,705.964843750000000000000000000000,702.821986607142889624810777604580,-1.000000000000000000000000000000,0.680000000000000048849813083507,0.945615384615384635402790536318,5677516.000000000000000000000000000000,775_0,COMPLETED,SOBOL,44.000000000000000000000000000000,4.269999999999999573674358543940,2949,3364,404,233,23
776,,,,,,,,,,,,,,,776_0,ABANDONED,SOBOL,,,1472,1935,909,9,161
777,,,,,,,,,,,,,,,777_0,ABANDONED,SOBOL,,,4022,1158,732,73,76
778,1753422601.000000000000000000000000000000,1753422626.000000000000000000000000000000,25.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 267 n_samples 1428 n_permutations 626 update_interval 249 n_consecutive_deviations 102,0.000000000000000000000000000000,,i7150,14.000000000000000000000000000000,704.652343750000000000000000000000,704.152343750000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.304999999999999993338661852249,5677518.000000000000000000000000000000,778_0,COMPLETED,SOBOL,14.000000000000000000000000000000,30.660000000000000142108547152020,267,1428,626,249,102
779,1753422602.000000000000000000000000000000,1753422677.000000000000000000000000000000,75.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1695 n_samples 4345 n_permutations 486 update_interval 89 n_consecutive_deviations 59,0.000000000000000000000000000000,,i7149,60.000000000000000000000000000000,736.300781250000000000000000000000,715.411892361111085847369395196438,-1.000000000000000000000000000000,0.680000000000000048849813083507,0.789846153846153864463985883049,5677520.000000000000000000000000000000,779_0,COMPLETED,SOBOL,60.000000000000000000000000000000,8.189999999999999502620084967930,1695,4345,486,89,59
780,1753422603.000000000000000000000000000000,1753422622.000000000000000000000000000000,19.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2717 n_samples 339 n_permutations 951 update_interval 188 n_consecutive_deviations 140,0.000000000000000000000000000000,,i7148,9.000000000000000000000000000000,701.949218750000000000000000000000,701.949218750000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.933230769230769197086772237526,5677521.000000000000000000000000000000,780_0,COMPLETED,SOBOL,9.000000000000000000000000000000,54.960000000000000852651282912120,2717,339,951,188,140
781,,,,,,,,,,,,,,,781_0,ABANDONED,SOBOL,,,3614,4495,559,133,178
782,1753422624.000000000000000000000000000000,1753422799.000000000000000000000000000000,175.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1966 n_samples 803 n_permutations 8 update_interval 97 n_consecutive_deviations 6,0.000000000000000000000000000000,,i7164,161.000000000000000000000000000000,798.640625000000000000000000000000,744.114309210526357674098107963800,-1.000000000000000000000000000000,0.660000000000000031086244689504,0.998846153846153828048670675344,5677523.000000000000000000000000000000,782_0,COMPLETED,SOBOL,161.000000000000000000000000000000,1.320000000000000062172489379009,1966,803,8,97,6
783,1753422621.000000000000000000000000000000,1753422659.000000000000000000000000000000,38.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1245 n_samples 3719 n_permutations 866 update_interval 194 n_consecutive_deviations 93,0.000000000000000000000000000000,,i7157,28.000000000000000000000000000000,706.234375000000000000000000000000,706.234375000000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.616923076923076907362997189921,5677524.000000000000000000000000000000,783_0,COMPLETED,SOBOL,28.000000000000000000000000000000,18.679999999999999715782905695960,1245,3719,866,194,93
784,,,,,,,,,,,,,,,784_0,ABANDONED,SOBOL,,,4416,2215,325,36,232
785,1753422622.000000000000000000000000000000,1753422685.000000000000000000000000000000,63.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4452 n_samples 3753 n_permutations 545 update_interval 211 n_consecutive_deviations 68,0.000000000000000000000000000000,,i7155,51.000000000000000000000000000000,715.109375000000000000000000000000,706.609375000000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.924230769230769189093166460225,5677525.000000000000000000000000000000,785_0,COMPLETED,SOBOL,51.000000000000000000000000000000,31.710000000000000852651282912120,4452,3753,545,211,68
786,,,,,,,,,,,,,,,786_0,ABANDONED,SOBOL,,,1980,2976,846,148,169
787,1753422632.000000000000000000000000000000,1753422720.000000000000000000000000000000,88.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3614 n_samples 1707 n_permutations 341 update_interval 114 n_consecutive_deviations 31,0.000000000000000000000000000000,,i7162,78.000000000000000000000000000000,764.828125000000000000000000000000,724.828125000000000000000000000000,-1.000000000000000000000000000000,0.670000000000000039968028886506,0.993230769230769250377477419534,5677526.000000000000000000000000000000,787_0,COMPLETED,SOBOL,78.000000000000000000000000000000,3.970000000000000195399252334028,3614,1707,341,114,31
788,1753423325.000000000000000000000000000000,1753423451.000000000000000000000000000000,126.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2714 n_samples 3127 n_permutations 168 update_interval 75 n_consecutive_deviations 38,0.000000000000000000000000000000,,i7163,100.000000000000000000000000000000,728.140625000000000000000000000000,709.307291666666628771054092794657,-1.000000000000000000000000000000,0.670000000000000039968028886506,0.959384615384615391242562054686,5677615.000000000000000000000000000000,788_0,COMPLETED,SOBOL,100.000000000000000000000000000000,3.129999999999999893418589635985,2714,3127,168,75,38
789,1753423360.000000000000000000000000000000,1753423435.000000000000000000000000000000,75.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1705 n_samples 2172 n_permutations 649 update_interval 171 n_consecutive_deviations 147,0.000000000000000000000000000000,,i7182,53.000000000000000000000000000000,702.609375000000000000000000000000,702.609375000000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.850384615384615405453416769888,5677622.000000000000000000000000000000,789_0,COMPLETED,SOBOL,53.000000000000000000000000000000,23.010000000000001563194018672220,1705,2172,649,171,147
790,,,,,,,,,,,,,,,790_0,ABANDONED,SOBOL,,,242,4851,477,12,202
791,1753423354.000000000000000000000000000000,1753423404.000000000000000000000000000000,50.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4102 n_samples 1083 n_permutations 964 update_interval 235 n_consecutive_deviations 124,0.000000000000000000000000000000,,i7161,34.000000000000000000000000000000,703.851562500000000000000000000000,702.184895833333371228945907205343,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.931230769230769195310415398126,5677628.000000000000000000000000000000,791_0,COMPLETED,SOBOL,34.000000000000000000000000000000,50.500000000000000000000000000000,4102,1083,964,235,124
792,,,,,,,,,,,,,,,792_0,ABANDONED,SOBOL,,,3987,2697,388,186,224
793,1753423394.000000000000000000000000000000,1753423425.000000000000000000000000000000,31.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 346 n_samples 1352 n_permutations 929 update_interval 87 n_consecutive_deviations 85,0.000000000000000000000000000000,,i7164,16.000000000000000000000000000000,703.886718750000000000000000000000,703.886718750000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.650384615384615338840035292378,5677633.000000000000000000000000000000,793_0,COMPLETED,SOBOL,16.000000000000000000000000000000,53.700000000000002842170943040401,346,1352,929,87,85
794,1753423414.000000000000000000000000000000,1753423489.000000000000000000000000000000,75.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1459 n_samples 4108 n_permutations 195 update_interval 247 n_consecutive_deviations 13,0.000000000000000000000000000000,,i7184,59.000000000000000000000000000000,714.652343750000000000000000000000,704.902343750000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.777846153846153853805844846647,5677640.000000000000000000000000000000,794_0,COMPLETED,SOBOL,59.000000000000000000000000000000,4.769999999999999573674358543940,1459,4108,195,247,13
795,,,,,,,,,,,,,,,795_0,ABANDONED,SOBOL,,,2951,576,746,27,186
796,,,,,,,,,,,,,,,796_0,ABANDONED,SOBOL,,,3225,4571,763,34,132
797,1753423414.000000000000000000000000000000,1753423458.000000000000000000000000000000,44.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2358 n_samples 727 n_permutations 299 update_interval 193 n_consecutive_deviations 51,0.000000000000000000000000000000,,i7160,26.000000000000000000000000000000,705.386718750000000000000000000000,705.386718750000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.975846153846153807620567022241,5677646.000000000000000000000000000000,797_0,COMPLETED,SOBOL,26.000000000000000000000000000000,34.429999999999999715782905695960,2358,727,299,193,51
798,,,,,,,,,,,,,,,798_0,ABANDONED,SOBOL,,,697,3482,564,95,109
799,,,,,,,,,,,,,,,799_0,ABANDONED,SOBOL,,,4728,3629,905,4,19
800,1753423453.000000000000000000000000000000,1753423497.000000000000000000000000000000,44.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 931 n_samples 2324 n_permutations 407 update_interval 227 n_consecutive_deviations 159,0.000000000000000000000000000000,,i7182,28.000000000000000000000000000000,703.089843750000000000000000000000,703.089843750000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.350461538461538379962689759850,5677651.000000000000000000000000000000,800_0,COMPLETED,SOBOL,28.000000000000000000000000000000,8.480000000000000426325641456060,931,2324,407,227,159
801,,,,,,,,,,,,,,,801_0,ABANDONED,SOBOL,,,2280,4406,704,67,245
802,1753423452.000000000000000000000000000000,1753423496.000000000000000000000000000000,44.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3303 n_samples 913 n_permutations 233 update_interval 164 n_consecutive_deviations 72,0.000000000000000000000000000000,,i7164,29.000000000000000000000000000000,731.476562500000000000000000000000,712.276562499999954525264911353588,-1.000000000000000000000000000000,0.680000000000000048849813083507,0.987384615384615416111557806289,5677654.000000000000000000000000000000,802_0,COMPLETED,SOBOL,29.000000000000000000000000000000,18.440000000000001278976924368180,3303,913,233,164,72
803,1753423444.000000000000000000000000000000,1753423513.000000000000000000000000000000,69.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3029 n_samples 4254 n_permutations 278 update_interval 156 n_consecutive_deviations 110,0.000000000000000000000000000000,,i7160,52.000000000000000000000000000000,703.714843750000000000000000000000,703.714843750000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.817846153846153889332981634652,5677659.000000000000000000000000000000,803_0,COMPLETED,SOBOL,52.000000000000000000000000000000,25.769999999999999573674358543940,3029,4254,278,156,110
804,,,,,,,,,,,,,,,804_0,ABANDONED,SOBOL,,,1380,450,789,121,192
805,1753423475.000000000000000000000000000000,1753423638.000000000000000000000000000000,163.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3753 n_samples 1538 n_permutations 606 update_interval 58 n_consecutive_deviations 43,0.000000000000000000000000000000,,i7163,145.000000000000000000000000000000,765.695312500000000000000000000000,727.107077205882319503871258348227,-1.000000000000000000000000000000,0.670000000000000039968028886506,0.994153846153846165734080386756,5677665.000000000000000000000000000000,805_0,COMPLETED,SOBOL,145.000000000000000000000000000000,5.370000000000000106581410364015,3753,1538,606,58,43
806,1753423484.000000000000000000000000000000,1753423509.000000000000000000000000000000,25.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 7 n_samples 1190 n_permutations 508 update_interval 139 n_consecutive_deviations 1,0.000000000000000000000000000000,,i7162,12.000000000000000000000000000000,702.312500000000000000000000000000,702.312500000000000000000000000000,-1.000000000000000000000000000000,0.680000000000000048849813083507,0.105153846153846097788431279696,5677667.000000000000000000000000000000,806_0,COMPLETED,SOBOL,12.000000000000000000000000000000,1.270000000000000017763568394003,7,1190,508,139,1
807,,,,,,,,,,,,,,,807_0,ABANDONED,SOBOL,,,1783,3352,368,42,89
808,,,,,,,,,,,,,,,808_0,ABANDONED,SOBOL,,,2636,1966,823,201,227
809,1753423502.000000000000000000000000000000,1753423533.000000000000000000000000000000,31.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3535 n_samples 2887 n_permutations 685 update_interval 239 n_consecutive_deviations 205,0.000000000000000000000000000000,,i7166,20.000000000000000000000000000000,703.179687500000000000000000000000,702.379687500000045474735088646412,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.000000000000000000000000000000,5677672.000000000000000000000000000000,809_0,COMPLETED,SOBOL,20.000000000000000000000000000000,0.000000000000000000000000000000,3535,2887,685,239,205
810,,,,,,,,,,,,,,,810_0,ABANDONED,SOBOL,,,2058,1815,128,19,96
811,1753423503.000000000000000000000000000000,1753423584.000000000000000000000000000000,81.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 982 n_samples 3977 n_permutations 986 update_interval 178 n_consecutive_deviations 57,0.000000000000000000000000000000,,i7161,64.000000000000000000000000000000,703.183593750000000000000000000000,703.183593750000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.736307692307692329691803934111,5677677.000000000000000000000000000000,811_0,COMPLETED,SOBOL,64.000000000000000000000000000000,4.780000000000000248689957516035,982,3977,986,178,57
812,,,,,,,,,,,,,,,812_0,ABANDONED,SOBOL,,,4687,92,451,80,136
813,,,,,,,,,,,,,,,813_0,ABANDONED,SOBOL,,,4555,3069,210,63,119
814,1753423527.000000000000000000000000000000,1753423558.000000000000000000000000000000,31.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1026 n_samples 1605 n_permutations 731 update_interval 214 n_consecutive_deviations 198,0.000000000000000000000000000000,,i7164,15.000000000000000000000000000000,705.363281250000000000000000000000,704.863281250000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.157846153846153802735585713890,5677683.000000000000000000000000000000,814_0,COMPLETED,SOBOL,15.000000000000000000000000000000,2.799999999999999822364316059975,1026,1605,731,214,198
815,,,,,,,,,,,,,,,815_0,ABANDONED,SOBOL,,,2180,3855,403,125,142
816,1753423525.000000000000000000000000000000,1753423594.000000000000000000000000000000,69.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3481 n_samples 203 n_permutations 913 update_interval 152 n_consecutive_deviations 34,0.000000000000000000000000000000,,i7162,55.000000000000000000000000000000,758.148437500000000000000000000000,721.398437500000000000000000000000,-1.000000000000000000000000000000,0.670000000000000039968028886506,0.998461538461538400390793412953,5677686.000000000000000000000000000000,816_0,COMPLETED,SOBOL,55.000000000000000000000000000000,9.269999999999999573674358543940,3481,203,913,152,34
817,1753423519.000000000000000000000000000000,1753423601.000000000000000000000000000000,82.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2504 n_samples 4944 n_permutations 580 update_interval 160 n_consecutive_deviations 27,0.000000000000000000000000000000,,i7158,64.000000000000000000000000000000,707.164062500000000000000000000000,706.719618055555542923684697598219,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.796230769230769186428631201125,5677692.000000000000000000000000000000,817_0,COMPLETED,SOBOL,64.000000000000000000000000000000,4.019999999999999573674358543940,2504,4944,580,160,27
818,,,,,,,,,,,,,,,818_0,ABANDONED,SOBOL,,,129,3229,780,222,238
819,,,,,,,,,,,,,,,819_0,ABANDONED,SOBOL,,,4282,2079,283,9,63
820,,,,,,,,,,,,,,,820_0,ABANDONED,SOBOL,,,3885,4201,861,84,212
821,1753423520.000000000000000000000000000000,1753423557.000000000000000000000000000000,37.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 537 n_samples 473 n_permutations 326 update_interval 174 n_consecutive_deviations 106,0.000000000000000000000000000000,,i7156,14.000000000000000000000000000000,604.386718750000000000000000000000,594.386718750000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.863538461538461588062887130945,5677699.000000000000000000000000000000,821_0,COMPLETED,SOBOL,14.000000000000000000000000000000,54.469999999999998863131622783840,537,473,326,174,106
822,,,,,,,,,,,,,,,822_0,ABANDONED,SOBOL,,,1258,2800,560,21,48
823,1753423539.000000000000000000000000000000,1753423589.000000000000000000000000000000,50.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3435 n_samples 3575 n_permutations 493 update_interval 197 n_consecutive_deviations 183,0.000000000000000000000000000000,,i7151,27.000000000000000000000000000000,702.558593750000000000000000000000,702.558593750000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.521307692307692360778048623615,5677704.000000000000000000000000000000,823_0,COMPLETED,SOBOL,27.000000000000000000000000000000,6.059999999999999609201495331945,3435,3575,493,197,183
824,1753423519.000000000000000000000000000000,1753423575.000000000000000000000000000000,56.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2236 n_samples 2349 n_permutations 948 update_interval 45 n_consecutive_deviations 10,0.000000000000000000000000000000,,i7150,42.000000000000000000000000000000,732.730468750000000000000000000000,713.016183035714334437216166406870,-1.000000000000000000000000000000,0.660000000000000031086244689504,0.988153846153846160405009868555,5677708.000000000000000000000000000000,824_0,COMPLETED,SOBOL,42.000000000000000000000000000000,1.429999999999999937827510620991,2236,2349,948,45,10
825,1753423521.000000000000000000000000000000,1753423571.000000000000000000000000000000,50.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 809 n_samples 4674 n_permutations 184 update_interval 135 n_consecutive_deviations 81,0.000000000000000000000000000000,,i7148,38.000000000000000000000000000000,703.886718750000000000000000000000,703.220052083333371228945907205343,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.653846153846153854694023266347,5677712.000000000000000000000000000000,825_0,COMPLETED,SOBOL,38.000000000000000000000000000000,4.209999999999999964472863211995,809,4674,184,135,81
826,,,,,,,,,,,,,,,826_0,ABANDONED,SOBOL,,,4782,635,633,108,221
827,1753423518.000000000000000000000000000000,1753423581.000000000000000000000000000000,63.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4860 n_samples 4469 n_permutations 352 update_interval 230 n_consecutive_deviations 47,0.000000000000000000000000000000,,i7145,46.000000000000000000000000000000,714.898437500000000000000000000000,706.612723214285665562783833593130,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.973230769230769232613909025531,5677717.000000000000000000000000000000,827_0,COMPLETED,SOBOL,46.000000000000000000000000000000,48.460000000000000852651282912120,4860,4469,352,230,47
828,,,,,,,,,,,,,,,828_0,ABANDONED,SOBOL,,,731,859,839,17,153
829,,,,,,,,,,,,,,,829_0,ABANDONED,SOBOL,,,3201,2260,524,77,114
830,1753423532.000000000000000000000000000000,1753423656.000000000000000000000000000000,124.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2848 n_samples 2594 n_permutations 971 update_interval 116 n_consecutive_deviations 76,0.000000000000000000000000000000,,i7143,31.000000000000000000000000000000,711.601562500000000000000000000000,705.601562500000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.981846153846153812949637540441,5677723.000000000000000000000000000000,830_0,COMPLETED,SOBOL,31.000000000000000000000000000000,16.780000000000001136868377216160,2848,2594,971,116,76
831,,,,,,,,,,,,,,,831_0,ABANDONED,SOBOL,,,1493,1485,466,145,249
832,,,,,,,,,,,,,,,832_0,ABANDONED,SOBOL,,,458,4307,669,56,162
833,1753424193.000000000000000000000000000000,1753424249.000000000000000000000000000000,56.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3962 n_samples 386 n_permutations 143 update_interval 206 n_consecutive_deviations 22,0.000000000000000000000000000000,,i7166,47.000000000000000000000000000000,751.859375000000000000000000000000,721.002232142857110375189222395420,-1.000000000000000000000000000000,0.670000000000000039968028886506,0.962230769230769222843946408830,5677850.000000000000000000000000000000,833_0,COMPLETED,SOBOL,47.000000000000000000000000000000,6.730000000000000426325641456060,3962,386,143,206,22
834,,,,,,,,,,,,,,,834_0,ABANDONED,SOBOL,,,4204,3416,689,126,140
835,1753424206.000000000000000000000000000000,1753424243.000000000000000000000000000000,37.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 207 n_samples 1912 n_permutations 249 update_interval 101 n_consecutive_deviations 61,0.000000000000000000000000000000,,i7164,20.000000000000000000000000000000,703.742187500000000000000000000000,703.742187500000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.784846153846153860023093784548,5677852.000000000000000000000000000000,835_0,COMPLETED,SOBOL,20.000000000000000000000000000000,9.529999999999999360511537815910,207,1912,249,101,61
