trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,subset_bound,approximation_type
268,,,,,,,,,,,,,,,268_0,FAILED,SOBOL,,,4681,4913,3566,0.971656717455014584672312594193,0.823013207230716914430956876458,6.481729977902025652269912825432,str\(\'t-test\'\),27,str\(\'bounded\'\)
269,,,,,,,,,,,,,,,269_0,FAILED,SOBOL,,,258,1943,523,0.004590471176430582431193805348,0.170875694114714871130189521864,3.935409640479833104365070539643,str\(\'ks-test\'\),18,str\(\'bounded\'\)
270,,,,,,,,,,,,,,,270_0,FAILED,SOBOL,,,1017,3849,1957,0.178389621993526814591746187943,0.075708848683163521009475971368,1.981402501890435763343134567549,str\(\'t-test\'\),36,str\(\'bounded\'\)
271,,,,,,,,,,,,,,,271_0,RUNNING,SOBOL,,,4190,1834,3915,0.833666802419349539654547243117,0.914723679317161475488262567524,9.526936914624645424964910489507,str\(\'ks-test\'\),21,str\(\'bounded\'\)
272,,,,,,,,,,,,,,,272_0,RUNNING,SOBOL,,,3394,3736,740,0.482726321816444370327303658996,0.688194660594686813404052827536,5.792543978739530530219781212509,str\(\'t-test\'\),13,str\(\'bounded\'\)
273,,,,,,,,,,,,,,,273_0,RUNNING,SOBOL,,,1548,775,2687,0.513737406603992030618144326581,0.285801022892817835341361387691,3.323458619292825488855669391342,str\(\'ks-test\'\),44,str\(\'bounded\'\)
274,,,,,,,,,,,,,,,274_0,RUNNING,SOBOL,,,1678,4394,1148,0.808707008328288790011129094637,0.569440957006067005607974351733,4.510644901509397008965152053861,str\(\'t-test\'\),32,str\(\'bounded\'\)
275,,,,,,,,,,,,,,,275_0,RUNNING,SOBOL,,,3583,2344,2949,0.216270725268870589452774311212,0.408754251372069110637141875486,6.958637094604783079887511121342,str\(\'ks-test\'\),25,str\(\'bounded\'\)
276,,,,,,,,,,,,,,,276_0,RUNNING,SOBOL,,,3991,3021,2408,0.598419146554544534311048664676,0.198843031857162705344777009486,8.340934280903079311997316835914,str\(\'t-test\'\),9,str\(\'bounded\'\)
277,,,,,,,,,,,,,,,277_0,RUNNING,SOBOL,,,916,45,4200,0.379778156826272583757031497953,0.796158544559031677856353326206,0.814128158726729500571650532947,str\(\'ks-test\'\),48,str\(\'bounded\'\)
278,,,,,,,,,,,,,,,278_0,RUNNING,SOBOL,,,469,3207,3320,0.298288750173524019881909907781,0.949498113898560425205630508572,2.612778512942604880464614325319,str\(\'t-test\'\),6,str\(\'bounded\'\)
279,,,,,,,,,,,,,,,279_0,RUNNING,SOBOL,,,4794,1187,111,0.704022595459595335043445629708,0.040067532850429417312643209925,5.138615974540822861627020756714,str\(\'ks-test\'\),39,str\(\'bounded\'\)
280,,,,,,,,,,,,,,,280_0,RUNNING,SOBOL,,,2780,4344,4533,0.103626401763409370371249451637,0.313400636544451105525155298892,8.913235340395010197767078352626,str\(\'t-test\'\),29,str\(\'bounded\'\)
281,,,,,,,,,,,,,,,281_0,RUNNING,SOBOL,,,2125,1378,1335,0.883090344343334443522053334164,0.661460024660453171918561565690,1.464846932084299613308076004614,str\(\'ks-test\'\),16,str\(\'bounded\'\)
282,,,,,,,,,,,,,,,282_0,RUNNING,SOBOL,,,2161,4567,4476,0.207554244473576537943770858874,0.852148228270933061345715486823,3.148015402093529591098786113434,str\(\'ks-test\'\),18,str\(\'bounded\'\)
283,,,,,,,,,,,,,,,283_0,RUNNING,SOBOL,,,2736,2210,1434,0.799881527908146372496389631124,0.137879352627322065982795606942,5.694579051144422088270857784664,str\(\'t-test\'\),27,str\(\'bounded\'\)
284,,,,,,,,,,,,,,,284_0,RUNNING,SOBOL,,,4828,2882,3220,0.386622114187106513671920993147,0.473616128301247940601825803242,9.624216978838667557738517643884,str\(\'ks-test\'\),42,str\(\'bounded\'\)
285,,,,,,,,,,,,,,,285_0,RUNNING,SOBOL,,,423,223,168,0.605218824444338721058045393875,0.501756196876987803356939821242,2.157534009395167373668300569989,str\(\'t-test\'\),3,str\(\'bounded\'\)
286,,,,,,,,,,,,,,,286_0,RUNNING,SOBOL,,,870,3381,2314,0.716698445430025476987623278546,0.721388002973049835553354114381,3.798424262292683373232193844160,str\(\'ks-test\'\),45,str\(\'bounded\'\)
287,,,,,,,,,,,,,,,287_0,RUNNING,SOBOL,,,4025,1053,4262,0.310951728982850894578149336667,0.256375727798789754263708573490,6.267190023794770858955871517537,str\(\'t-test\'\),12,str\(\'bounded\'\)
288,,,,,,,,,,,,,,,288_0,RUNNING,SOBOL,,,3540,4205,1085,0.880205756157636631797913651098,0.108787993896752602229760498176,7.804496236143634746440511662513,str\(\'ks-test\'\),22,str\(\'bounded\'\)
289,,,,,,,,,,,,,,,289_0,RUNNING,SOBOL,,,1714,1557,3043,0.100664222262799737950267342512,0.885671462003141618524182376859,0.259367243459448226783337076995,str\(\'t-test\'\),36,str\(\'bounded\'\)
290,,,,,,,,,,,,,,,290_0,RUNNING,SOBOL,,,1512,2675,799,0.333239074822515246587784076837,0.227841950220987188302501635917,1.288715946068055950846087398531,str\(\'ks-test\'\),49,str\(\'bounded\'\)
291,,,,,,,,,,,,,,,291_0,RUNNING,SOBOL,,,3436,314,2591,0.676144908774644171067791376117,0.763026100395247319774227889866,8.815955797669477789213487994857,str\(\'t-test\'\),9,str\(\'bounded\'\)
292,,,,,,,,,,,,,,,292_0,RUNNING,SOBOL,,,4158,4740,2053,0.013309799836948514595302839325,0.598919551050290488447558345797,5.236581423624419251439121580916,str\(\'ks-test\'\),25,str\(\'bounded\'\)
293,,,,,,,,,,,,,,,293_0,RUNNING,SOBOL,,,1062,2077,3855,0.980481253543868613853362603550,0.375614207943901434738620537246,2.788222251630388281995465149521,str\(\'t-test\'\),32,str\(\'bounded\'\)
294,,,,,,,,,,,,,,,294_0,RUNNING,SOBOL,,,302,3988,3667,0.836554238470271216421281224029,0.346701528590172503019317673534,0.677675592777319257820067832654,str\(\'ks-test\'\),16,str\(\'bounded\'\)
295,,,,,,,,,,,,,,,295_0,RUNNING,SOBOL,,,4648,1656,468,0.181350857162848128067977881983,0.632142279233783521696921070543,8.125859130610711744679974799510,str\(\'t-test\'\),29,str\(\'bounded\'\)
296,,,,,,,,,,,,,,,296_0,RUNNING,SOBOL,,,2945,3563,4889,0.501058693896979101545241519489,0.982471612978726649423322214716,7.173177570200525821064729825594,str\(\'ks-test\'\),39,str\(\'bounded\'\)
297,,,,,,,,,,,,,,,297_0,RUNNING,SOBOL,,,2272,910,1681,0.470064302209764695028582082159,0.010909669402986765796015333763,4.647630801185035132050415995764,str\(\'t-test\'\),5,str\(\'bounded\'\)
298,,,,,,,,,,,,,,,298_0,RUNNING,SOBOL,,,2387,3675,2773,0.917219155609607650347925300593,0.546719579404220001883629720396,8.485955172762274401065951678902,str\(\'t-test\'\),40,str\(\'bounded\'\)
299,,,,,,,,,,,,,,,299_0,RUNNING,SOBOL,,,2982,719,659,0.075346194796264170934207982100,0.448160191288217879534983012491,0.954872397996485267057664714230,str\(\'ks-test\'\),5,str\(\'bounded\'\)
300,,,,,,,,,,,,,,,300_0,RUNNING,SOBOL,,,4446,3876,3986,0.738119760474190145238537752448,0.159193244410678752531751456445,4.993139655610547400499399373075,str\(\'t-test\'\),13,str\(\'bounded\'\)
301,,,,,,,,,,,,,,,301_0,RUNNING,SOBOL,,,21,1847,1882,0.270038285924121712611167822615,0.819123825458809684540995021962,7.445437108663842451505843200721,str\(\'ks-test\'\),31,str\(\'bounded\'\)
302,,,,,,,,,,,,,,,302_0,RUNNING,SOBOL,,,1099,4862,599,0.408028141474351291329014657094,0.910898989815264958913587634015,9.085717071034014935548839275725,str\(\'t-test\'\),23,str\(\'bounded\'\)
303,,,,,,,,,,,,,,,303_0,RUNNING,SOBOL,,,4273,1877,3494,0.564320550171658386062745194067,0.064083477113395931334949295888,1.631840666875243206490608827153,str\(\'ks-test\'\),34,str\(\'bounded\'\)
304,,,,,,,,,,,,,,,304_0,RUNNING,SOBOL,,,3155,2553,1863,0.244552356168627749166688545301,0.289628539811819796234715340688,3.062958711413666712530812219484,str\(\'t-test\'\),50,str\(\'bounded\'\)
305,,,,,,,,,,,,,,,305_0,RUNNING,SOBOL,,,1310,514,4749,0.774578669227659721840950624028,0.699815245445817746272609838343,5.594255561491475070567958027823,str\(\'ks-test\'\),8,str\(\'bounded\'\)
306,,,,,,,,,,,,,,,306_0,RUNNING,SOBOL,,,1756,4317,1254,0.542018089454621043721260775783,0.420558555131778144531295993147,6.615140058954247059830322541529,str\(\'t-test\'\),21,str\(\'bounded\'\)
307,,,,,,,,,,,,,,,307_0,RUNNING,SOBOL,,,3659,1366,4619,0.448597034666687266568629866015,0.573452192833647123038076642842,4.063360333052464135050740878796,str\(\'ks-test\'\),37,str\(\'bounded\'\)
308,,,,,,,,,,,,,,,308_0,RUNNING,SOBOL,,,3759,3268,36,0.861917742552235743858091154834,0.784351413382217255154671420314,0.612139817907474959035596384638,str\(\'t-test\'\),47,str\(\'bounded\'\)
309,,,,,,,,,,,,,,,309_0,RUNNING,SOBOL,,,682,1243,3390,0.144291981095448135219427854281,0.194836582748219383498522461196,8.084134222096762911746736790519,str\(\'ks-test\'\),10,str\(\'bounded\'\)
310,,,,,,,,,,,,,,,310_0,RUNNING,SOBOL,,,543,3004,4129,0.038688591675832870175888444919,0.036118161875754596634724435944,5.976639015880413907666479644831,str\(\'t-test\'\),44,str\(\'bounded\'\)
311,,,,,,,,,,,,,,,311_0,RUNNING,SOBOL,,,4870,23,2484,0.943407208690419829544282492861,0.937755674991756715819235523668,3.503248396475799442129073213437,str\(\'ks-test\'\),1,str\(\'bounded\'\)
312,,,,,,,,,,,,,,,312_0,RUNNING,SOBOL,,,2548,4445,2864,0.374213758137077079357624143086,0.665406512450426812499415518687,2.424854139274917663726682803826,str\(\'t-test\'\),18,str\(\'bounded\'\)
313,,,,,,,,,,,,,,,313_0,RUNNING,SOBOL,,,1895,2410,1228,0.654662472445517784613855383213,0.325147806402295846961436609490,9.974665204598569090421733562835,str\(\'ks-test\'\),27,str\(\'bounded\'\)
314,,,,,,,,,,,,,,,314_0,RUNNING,SOBOL,,,1997,2928,2153,0.761765257328748668363971319195,0.903348656849935705004384089989,7.858526466382667940990813804092,str\(\'t-test\'\),37,str\(\'bounded\'\)
315,,,,,,,,,,,,,,,315_0,RUNNING,SOBOL,,,2592,258,3799,0.231782257102429861683745571099,0.118911966087296608329815228444,0.332273568993434353924243396250,str\(\'ks-test\'\),20,str\(\'bounded\'\)
316,,,,,,,,,,,,,,,316_0,RUNNING,SOBOL,,,4992,4680,934,0.582666100135073028454257837438,0.266474901998415614201576318010,4.370593236200511988442940491950,str\(\'t-test\'\),11,str\(\'bounded\'\)
317,,,,,,,,,,,,,,,317_0,RUNNING,SOBOL,,,567,2334,2570,0.426474110288545482649880113968,0.739040399828925775871368841763,6.817955918192864395166452595731,str\(\'ks-test\'\),47,str\(\'bounded\'\)
318,,,,,,,,,,,,,,,318_0,RUNNING,SOBOL,,,706,4085,4949,0.251607069497928048651402832547,0.523078664787113623013681262819,9.708149060970171717599441763014,str\(\'t-test\'\),2,str\(\'bounded\'\)
319,,,,,,,,,,,,,,,319_0,RUNNING,SOBOL,,,3881,1445,1585,0.719759458122774975485924642271,0.486898068867623823319235043527,2.259131141556427024852382601239,str\(\'ks-test\'\),43,str\(\'bounded\'\)
320,,,,,,,,,,,,,,,320_0,RUNNING,SOBOL,,,3703,3347,3684,0.088131046250462530267100191850,0.151155515670776369185901444325,3.690272988319397207135352800833,str\(\'t-test\'\),28,str\(\'bounded\'\)
321,,,,,,,,,,,,,,,321_0,RUNNING,SOBOL,,,1858,1011,329,0.930017815120518176463804138621,0.873464918658137356999304756755,6.216663674704730802034191583516,str\(\'ks-test\'\),17,str\(\'bounded\'\)
322,,,,,,,,,,,,,,,322_0,COMPLETED,SOBOL,736.000000000000000000000000000000,0.000000000000000000000000000000,1364,4785,3203,0.636078973304480266293126078381,0.028569672958925367012295026825,7.237586315325462038572368328460,str\(\'t-test\'\),4,str\(\'bounded\'\)
323,,,,,,,,,,,,,,,323_0,RUNNING,SOBOL,,,3267,2112,307,0.355518433813005685362185204212,0.992578393878415177198348828824,4.690636466800235382379469228908,str\(\'ks-test\'\),41,str\(\'bounded\'\)
324,,,,,,,,,,,,,,,324_0,RUNNING,SOBOL,,,4307,2788,4415,0.955978864343836942651932986337,0.642258644724264748937514468707,1.239468435746617469561670077383,str\(\'t-test\'\),30,str\(\'bounded\'\)
325,,,,,,,,,,,,,,,325_0,RUNNING,SOBOL,,,1230,437,1530,0.051213142300024626363263990925,0.364371116736903810640058054560,8.706528068874963111056786146946,str\(\'ks-test\'\),14,str\(\'bounded\'\)
326,,,,,,,,,,,,,,,326_0,RUNNING,SOBOL,,,153,3442,951,0.131752678083255886365421361006,0.396923291631042951532748475074,5.349195968567394210424481570954,str\(\'t-test\'\),34,str\(\'bounded\'\)
327,,,,,,,,,,,,,,,327_0,RUNNING,SOBOL,,,4480,798,3065,0.849360839286819047089238665649,0.612188107393682012791202851076,2.880663833907805226886011951137,str\(\'ks-test\'\),24,str\(\'bounded\'\)
328,,,,,,,,,,,,,,,328_0,RUNNING,SOBOL,,,3094,3954,2214,0.467277606602758188714119569340,0.776315647661685925839947230997,1.802293453429825609291015098279,str\(\'t-test\'\),7,str\(\'bounded\'\)
329,,,,,,,,,,,,,,,329_0,RUNNING,SOBOL,,,2440,1614,4319,0.560616340983658978380788084905,0.249172024831175814574280025226,9.347198355061001606713944056537,str\(\'ks-test\'\),50,str\(\'bounded\'\)
330,,,,,,,,,,,,,,,330_0,RUNNING,SOBOL,,,2238,3754,135,0.113492854997515685289144471426,0.713828085416927882178583786299,2.520734500451013548882883696933,str\(\'ks-test\'\),9,str\(\'bounded\'\)
331,,,,,,,,,,,,,,,331_0,FAILED,SOBOL,,,2814,1736,3333,0.892960634388029528274444146518,0.311194602439180012520836271506,5.072137562667951904415986064123,str\(\'t-test\'\),48,str\(\'bounded\'\)
332,,,,,,,,,,,,,,,332_0,FAILED,SOBOL,,,4595,3643,1389,0.292560486769303684795318076795,0.085643881188705570095542896070,9.001818364165723451719713921193,str\(\'ks-test\'\),33,str\(\'bounded\'\)
333,,,,,,,,,,,,,,,333_0,FAILED,SOBOL,,,190,676,4598,0.698298168865963853058076438174,0.924906171234324614438548906037,1.530210159450769324962493556086,str\(\'t-test\'\),25,str\(\'bounded\'\)
334,,,,,,,,,,,,,,,334_0,FAILED,SOBOL,,,950,2597,2925,0.623634805163368555191993891640,0.828516779273748449341496780107,4.421013592755422827451639022911,str\(\'ks-test\'\),30,str\(\'bounded\'\)
335,,,,,,,,,,,,,,,335_0,FAILED,SOBOL,,,4104,550,1132,0.404997652245685457739199364369,0.176626725569367398760434184624,6.894628303213045761310695525026,str\(\'t-test\'\),15,str\(\'bounded\'\)
336,,,,,,,,,,,,,,,336_0,COMPLETED,SOBOL,10260.000000000000000000000000000000,0.000000000000000000000000000000,3304,4976,4147,0.787142353832721686224260793097,0.465568993426859367712467019373,8.431967853575944360500216134824,str\(\'ks-test\'\),6,str\(\'bounded\'\)
337,,,,,,,,,,,,,,,337_0,FAILED,SOBOL,,,1478,1999,2345,0.194709907583892338767128649124,0.556087854199111442099479063472,0.881923161409795319798377022380,str\(\'t-test\'\),39,str\(\'bounded\'\)
338,,,,,,,,,,,,,,,338_0,FAILED,SOBOL,,,1592,3147,3968,0.488693478729575858654499143086,0.339147381121292723626936549408,1.911310007176362013581183418864,str\(\'ks-test\'\),26,str\(\'bounded\'\)
339,,,,,,,,,,,,,,,339_0,FAILED,SOBOL,,,3515,1133,2020,0.519708340842276794724341471010,0.686959309825673658522759978950,9.443389271943829044175799936056,str\(\'t-test\'\),19,str\(\'bounded\'\)
340,,,,,,,,,,,,,,,340_0,FAILED,SOBOL,,,3922,4285,2713,0.168763965802267185134510896205,0.959329344319179599942515324074,5.864057846200653401069757819641,str\(\'ks-test\'\),2,str\(\'bounded\'\)
341,,,,,,,,,,,,,,,341_0,FAILED,SOBOL,,,826,1323,755,0.824044923553243324754191689863,0.050138608546927573850204851169,3.410773438935168044849888246972,str\(\'t-test\'\),43,str\(\'bounded\'\)
342,,,,,,,,,,,,,,,342_0,FAILED,SOBOL,,,379,4489,1728,0.992974864305928295316050480324,0.204212464243173602573833136375,0.050389885990880435573391338266,str\(\'ks-test\'\),12,str\(\'bounded\'\)
343,,,,,,,,,,,,,,,343_0,FAILED,SOBOL,,,4726,2446,4770,0.025912395352497698958194050078,0.801767822220921466680465528043,7.503422372779809279563778545707,str\(\'t-test\'\),46,str\(\'bounded\'\)
344,,,,,,,,,,,,,,,344_0,FAILED,SOBOL,,,2712,3118,500,0.657479557674378156661987304688,0.590878067292272990407298038917,6.550774224882014884485670336289,str\(\'ks-test\'\),35,str\(\'bounded\'\)
345,,,,,,,,,,,,,,,345_0,FAILED,SOBOL,,,2039,146,3551,0.314625602457672348677419904561,0.429943902246654019450033956673,4.020311756384559842558701348025,str\(\'t-test\'\),22,str\(\'bounded\'\)
346,,,,,,,,,,,,,,,346_0,COMPLETED,SOBOL,10486.000000000000000000000000000000,0.000000000000000000000000000000,2047,3106,3800,0.932661193583160685882660345669,0.145548619285225860897625693724,9.425105168517678322359643061645,str\(\'ks-test\'\),6,str\(\'bounded\'\)
347,,,,,,,,,,,,,,,347_0,FAILED,SOBOL,,,2702,155,2164,0.090359692256897689022210329313,0.860060894459485969498757640395,1.878331252146512309053605349618,str\(\'t-test\'\),39,str\(\'bounded\'\)
348,,,,,,,,,,,,,,,348_0,FAILED,SOBOL,,,4716,4479,2568,0.721886279935017194375745930301,0.525275885753333615646454290982,3.426663519086316167516770292423,str\(\'ks-test\'\),29,str\(\'bounded\'\)
349,,,,,,,,,,,,,,,349_0,FAILED,SOBOL,,,391,2454,922,0.254354205431416624527685144130,0.496892417646944528630825743676,5.894547220060602832347740331898,str\(\'t-test\'\),15,str\(\'bounded\'\)
350,,,,,,,,,,,,,,,350_0,FAILED,SOBOL,,,838,4293,1599,0.428220269927754970673561274452,0.279879625150933841748468466903,7.536390753913671858299494488165,str\(\'ks-test\'\),32,str\(\'bounded\'\)
351,,,,,,,,,,,,,,,351_0,FAILED,SOBOL,,,3913,1313,4954,0.583844768719747664320607327682,0.744648500794544809799901941005,0.068682687100023037674034753763,str\(\'t-test\'\),25,str\(\'bounded\'\)
352,,,,,,,,,,,,,,,352_0,FAILED,SOBOL,,,3505,3156,316,0.233070393759757271689991853236,0.893355512650683469821899507224,3.989812604615464941559821454575,str\(\'ks-test\'\),9,str\(\'bounded\'\)
353,,,,,,,,,,,,,,,353_0,FAILED,SOBOL,,,1600,1122,3680,0.763400075104087583177658871136,0.116715444074943663910204350032,6.534893438400701803914216725389,str\(\'t-test\'\),48,str\(\'bounded\'\)
354,,,,,,,,,,,,,,,354_0,FAILED,SOBOL,,,1469,4964,299,0.559347061209380602697649464972,0.770707680538296746597382025357,5.046527607590892472444465965964,str\(\'ks-test\'\),36,str\(\'bounded\'\)
355,,,,,,,,,,,,,,,355_0,FAILED,SOBOL,,,3316,2008,3185,0.465624050915241227688312619648,0.235766929894685756119443453827,2.519488487520255226570498052752,str\(\'t-test\'\),21,str\(\'bounded\'\)
356,,,,,,,,,,,,,,,356_0,FAILED,SOBOL,,,4112,2587,1538,0.847573099328205015190462745522,0.399119679801166082899754883329,1.558308452720753800591069193615,str\(\'ks-test\'\),13,str\(\'bounded\'\)
357,,,,,,,,,,,,,,,357_0,FAILED,SOBOL,,,939,557,4433,0.130615708788856865751881741744,0.622181623376905967859329393832,9.005457357394508477455019601621,str\(\'t-test\'\),44,str\(\'bounded\'\)
358,,,,,,,,,,,,,,,358_0,FAILED,SOBOL,,,180,3651,3049,0.049075077740475536725028860019,0.655662535080686170729791228950,6.895863979496994033979717642069,str\(\'ks-test\'\),3,str\(\'bounded\'\)
359,,,,,,,,,,,,,,,359_0,FAILED,SOBOL,,,4603,665,945,0.953242852186784173085243310197,0.369978384906426094325126996409,4.446632282764651833417701709550,str\(\'t-test\'\),41,str\(\'bounded\'\)
360,,,,,,,,,,,,,,,360_0,FAILED,SOBOL,,,2825,3764,4334,0.352924249805510070743252981629,0.018575458021834492100543556603,0.878274427521042566624487335503,str\(\'ks-test\'\),27,str\(\'bounded\'\)
361,,,,,,,,,,,,,,,361_0,RUNNING,SOBOL,,,2228,1724,2220,0.633801013872027363404981770145,0.990380801128223575702236303187,8.403878891224973557427802006714,str\(\'t-test\'\),18,str\(\'bounded\'\)
362,,,,,,,,,,,,,,,362_0,RUNNING,SOBOL,,,2431,3964,3328,0.192111206401139489319263020661,0.456071110092103493283133275327,4.723614979710430539228127599927,str\(\'t-test\'\),28,str\(\'bounded\'\)
363,,,,,,,,,,,,,,,363_0,RUNNING,SOBOL,,,3106,1602,120,0.784867015477269891476908014738,0.554386622793972438927312396117,7.255870176631957768620395654580,str\(\'ks-test\'\),17,str\(\'bounded\'\)
364,,,,,,,,,,,,,,,364_0,RUNNING,SOBOL,,,4488,3451,4603,0.402856498161330844887118018960,0.842401802703738211697270799050,8.676039048882200788170848682057,str\(\'t-test\'\),1,str\(\'bounded\'\)
365,,,,,,,,,,,,,,,365_0,RUNNING,SOBOL,,,143,787,1404,0.620903793500736322918953646877,0.182715097069740289859041126874,1.223578709462657565509857704455,str\(\'ks-test\'\),44,str\(\'bounded\'\)
366,,,,,,,,,,,,,,,366_0,RUNNING,SOBOL,,,1220,2778,1115,0.696507339382544166106470129307,0.087345841290429229730740701143,2.862370790679007903634101239732,str\(\'t-test\'\),10,str\(\'bounded\'\)
367,,,,,,,,,,,,,,,367_0,RUNNING,SOBOL,,,4315,445,2917,0.291428517969325173719852273280,0.934405229406431336869331971684,5.316227345313877528099055780331,str\(\'ks-test\'\),47,str\(\'bounded\'\)
368,,,,,,,,,,,,,,,368_0,RUNNING,SOBOL,,,3279,4774,2363,0.891686837438493973273523351963,0.707740888753905839081426165649,9.363079495409502683855862414930,str\(\'t-test\'\),37,str\(\'bounded\'\)
369,,,,,,,,,,,,,,,369_0,RUNNING,SOBOL,,,1355,2120,4155,0.111841920386999846281916859425,0.297310307705774878872517774653,1.832792959066107840726544964127,str\(\'ks-test\'\),20,str\(\'bounded\'\)
370,,,,,,,,,,,,,,,370_0,RUNNING,SOBOL,,,1866,3356,2024,0.315911118037998650542874656821,0.581379351161420365734500137478,0.333519377053715315728510404369,str\(\'t-test\'\),8,str\(\'bounded\'\)
371,,,,,,,,,,,,,,,371_0,RUNNING,SOBOL,,,3693,1000,3982,0.659118892624974250793457031250,0.428241838045418266034403131926,7.884136216589250345521122653736,str\(\'ks-test\'\),49,str\(\'bounded\'\)
372,,,,,,,,,,,,,,,372_0,RUNNING,SOBOL,,,3872,4093,750,0.027653554497286677443801394816,0.218096416935324666219742084650,6.814317316080444442150110262446,str\(\'t-test\'\),35,str\(\'bounded\'\)
373,,,,,,,,,,,,,,,373_0,RUNNING,SOBOL,,,718,1435,2699,0.994156622415408475212927896791,0.807855122983455631313631783996,4.342495334046893695756352826720,str\(\'ks-test\'\),22,str\(\'bounded\'\)
374,,,,,,,,,,,,,,,374_0,RUNNING,SOBOL,,,579,4669,4782,0.826166744871065006350363546517,0.961030233683064616378999289736,2.233512246676720547355898816022,str\(\'t-test\'\),31,str\(\'bounded\'\)
375,,,,,,,,,,,,,,,375_0,RUNNING,SOBOL,,,4982,2342,1730,0.171514191260561360552472365271,0.059636595981195569815547230519,9.706913179815746417489208397456,str\(\'ks-test\'\),13,str\(\'bounded\'\)
376,,,,,,,,,,,,,,,376_0,COMPLETED,SOBOL,3731.000000000000000000000000000000,0.000000000000000000000000000000,2582,2916,3540,0.522349098227918196002406148182,0.333059351662173874775163540107,6.244753028172069342360828159144,str\(\'t-test\'\),5,str\(\'bounded\'\)
377,,,,,,,,,,,,,,,377_0,RUNNING,SOBOL,,,2005,268,498,0.490926641911268224482967070799,0.673074182296171774630977324705,3.693922113324515699162020609947,str\(\'ks-test\'\),40,str\(\'bounded\'\)
378,,,,,,,,,,,,,,,378_0,RUNNING,SOBOL,,,1883,4435,1438,0.099024723727256055982870464049,0.095391078207641838426766867087,4.101173491233960355373255879385,str\(\'t-test\'\),50,str\(\'bounded\'\)
379,,,,,,,,,,,,,,,379_0,RUNNING,SOBOL,,,2558,2422,4490,0.878920552875846583518182342232,0.880071674127131720055672303715,6.628589274989441726404493238078,str\(\'ks-test\'\),7,str\(\'bounded\'\)
380,,,,,,,,,,,,,,,380_0,RUNNING,SOBOL,,,4880,2996,164,0.309770253429189346139338567809,0.731374231990426726390808198630,8.048715198937802739465041668154,str\(\'t-test\'\),23,str\(\'bounded\'\)
381,,,,,,,,,,,,,,,381_0,RUNNING,SOBOL,,,535,34,3207,0.714957092957571149760553907981,0.258564829003065821400042523237,0.601180094789713681535658906796,str\(\'ks-test\'\),34,str\(\'bounded\'\)
382,,,,,,,,,,,,,,,382_0,RUNNING,SOBOL,,,674,3278,4274,0.602468792313709866625970335008,0.479217120757326475732895687543,3.489809070097282805988925247220,str\(\'t-test\'\),14,str\(\'bounded\'\)
383,,,,,,,,,,,,,,,383_0,RUNNING,SOBOL,,,3769,1236,2316,0.384500010313466200617682488883,0.515153811519965532106368755194,5.938816675776616094140081258956,str\(\'ks-test\'\),31,str\(\'bounded\'\)
384,,,,,,,,,,,,,,,384_0,RUNNING,SOBOL,,,3668,4329,3032,0.797648052427917697571047028759,0.849959826020523889766877800866,9.985635413359851497716590529308,str\(\'t-test\'\),40,str\(\'bounded\'\)
385,,,,,,,,,,,,,,,385_0,COMPLETED,SOBOL,2283.000000000000000000000000000000,0.000000000000000000000000000000,1744,1357,1084,0.204913650672882807768360180489,0.127894328190013756296750102592,2.460264576498419231143088836689,str\(\'ks-test\'\),4,str\(\'bounded\'\)
386,,,,,,,,,,,,,,,386_0,RUNNING,SOBOL,,,1321,2544,2585,0.472339358009397969340170675423,0.969073626551777089765948858258,0.960952851328067514380393276952,str\(\'t-test\'\),16,str\(\'bounded\'\)
387,,,,,,,,,,,,,,,387_0,RUNNING,SOBOL,,,3147,525,784,0.503657588407397271978993558150,0.005308810789138078412019439156,8.506730277697554853943984198850,str\(\'ks-test\'\),28,str\(\'bounded\'\)
388,,,,,,,,,,,,,,,388_0,RUNNING,SOBOL,,,4261,4854,3861,0.184082032410427920421369663018,0.356686924811452643613307600390,7.436868503385223760915323509835,str\(\'t-test\'\),43,str\(\'bounded\'\)
389,,,,,,,,,,,,,,,389_0,RUNNING,SOBOL,,,1107,1887,2068,0.838695080256089520176487894787,0.634330547641962727567488400382,4.969971756623126957208569365321,str\(\'ks-test\'\),2,str\(\'bounded\'\)
390,,,,,,,,,,,,,,,390_0,RUNNING,SOBOL,,,31,3886,450,0.981613534642383434025703081716,0.604519710710272217824012841447,1.611075488845817638150492712157,str\(\'t-test\'\),46,str\(\'bounded\'\)
391,,,,,,,,,,,,,,,391_0,FAILED,SOBOL,,,4434,1838,3659,0.015100465735420585955406380663,0.389010989790782357733434082547,9.079627473029308504237633314915,str\(\'ks-test\'\),11,str\(\'bounded\'\)
392,,,,,,,,,,,,,,,392_0,FAILED,SOBOL,,,2974,3687,1699,0.677795650057494647455769154476,0.225652477232739318013798879292,5.617433983371594052869113511406,str\(\'t-test\'\),19,str\(\'bounded\'\)
