trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,n_windows,disjoint_training_windows
178,,,,,,,,,,,,,,,178_0,COMPLETED,SOBOL,5.000000000000000000000000000000,3.669999999999999928945726423990,2008,3727,838,False
179,,,,,,,,,,,,,,,179_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,3421,769,3857,True
180,,,,,,,,,,,,,,,180_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,3088,2691,2903,True
181,,,,,,,,,,,,,,,181_0,COMPLETED,SOBOL,4.000000000000000000000000000000,1.189999999999999946709294817992,1719,319,2404,False
182,,,,,,,,,,,,,,,182_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,1218,4197,4858,True
183,,,,,,,,,,,,,,,183_0,COMPLETED,SOBOL,6.000000000000000000000000000000,17.050000000000000710542735760100,4839,1548,454,False
184,,,,,,,,,,,,,,,184_0,COMPLETED,SOBOL,14.000000000000000000000000000000,3.189999999999999946709294817992,4402,3281,4492,False
185,,,,,,,,,,,,,,,185_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,796,1219,205,True
186,,,,,,,,,,,,,,,186_0,COMPLETED,SOBOL,11.000000000000000000000000000000,3.000000000000000000000000000000,1271,4862,2693,False
187,,,,,,,,,,,,,,,187_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,2676,1904,1999,True
188,,,,,,,,,,,,,,,188_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,3629,4062,1087,True
189,,,,,,,,,,,,,,,189_0,COMPLETED,SOBOL,9.000000000000000000000000000000,3.089999999999999857891452847980,2190,1690,4223,False
190,,,,,,,,,,,,,,,190_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,499,2832,1788,True
191,,,,,,,,,,,,,,,191_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,4071,185,3517,False
192,,,,,,,,,,,,,,,192_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,4139,3359,1621,True
193,,,,,,,,,,,,,,,193_0,COMPLETED,SOBOL,7.000000000000000000000000000000,2.859999999999999875655021241982,509,985,3701,False
