trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,delta
0,,,,,,,,,,,,,,,0_0,COMPLETED,SOBOL,19.000000000000000000000000000000,17.789999999999999147348717087880,3712,0.017820728193968536634539390207
1,,,,,,,,,,,,,,,1_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,1111,0.646193175012245824007095507113
2,,,,,,,,,,,,,,,2_0,COMPLETED,SOBOL,5.000000000000000000000000000000,1.520000000000000017763568394003,1540,0.345749203946441430179703502290
3,,,,,,,,,,,,,,,3_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,3908,0.974608940580859783864298151457
4,,,,,,,,,,,,,,,4_0,COMPLETED,SOBOL,5.000000000000000000000000000000,1.149999999999999911182158029987,4677,0.401110635949298743874180672719
5,,,,,,,,,,,,,,,5_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,2065,0.778536372810602173011318427598
6,,,,,,,,,,,,,,,6_0,COMPLETED,SOBOL,4.000000000000000000000000000000,2.859999999999999875655021241982,620,0.229490849314257505664471636919
7,,,,,,,,,,,,,,,7_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,2997,0.606429296359419778283950108744
8,,,,,,,,,,,,,,,8_0,COMPLETED,SOBOL,4.000000000000000000000000000000,2.279999999999999804600747665972,2726,0.269806719347834567113153525497
9,,,,,,,,,,,,,,,9_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,261,0.894280713794752935008602889866
10,,,,,,,,,,,,,,,10_0,COMPLETED,SOBOL,5.000000000000000000000000000000,4.200000000000000177635683940025,2410,0.097692043632268910080540536001
11,,,,,,,,,,,,,,,11_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,4952,0.722653357638046167643608441722
12,,,,,,,,,,,,,,,12_0,COMPLETED,SOBOL,7.000000000000000000000000000000,2.819999999999999840127884453977,4275,0.149162655988708148235843964358
13,,,,,,,,,,,,,,,13_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,1802,0.530486845221370462155618952238
14,,,,,,,,,,,,,,,14_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,824,0.477570792550221112637842679760
15,,,,,,,,,,,,,,,15_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,3378,0.858407662224024536889999126288
16,,,,,,,,,,,,,,,16_0,COMPLETED,SOBOL,154.000000000000000000000000000000,0.920000000000000039968028886506,3231,0.452938507607206719551840023996
17,,,,,,,,,,,,,,,17_0,COMPLETED,SOBOL,140.000000000000000000000000000000,0.000000000000000000000000000000,698,0.820602216057479405542096628778
18,,,,,,,,,,,,,,,18_0,COMPLETED,SOBOL,6.000000000000000000000000000000,3.580000000000000071054273576010,1675,0.187451655542477974014659025670
19,,,,,,,,,,,,,,,19_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,4129,0.554628074176609531242831963027
20,,,,,,,,,,,,,,,20_0,COMPLETED,SOBOL,356.000000000000000000000000000000,8.570000000000000284217094304040,4767,0.067748880419880155856482417676
21,,,,,,,,,,,,,,,21_0,COMPLETED,SOBOL,126.000000000000000000000000000000,0.000000000000000000000000000000,2244,0.690288177998736540708080156037
22,,,,,,,,,,,,,,,22_0,COMPLETED,SOBOL,4.000000000000000000000000000000,1.929999999999999937827510620991,95,0.301688464570790515484333127461
23,,,,,,,,,,,,,,,23_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,2540,0.924715051965787959709075494175
24,,,,,,,,,,,,,,,24_0,COMPLETED,SOBOL,4.000000000000000000000000000000,1.379999999999999893418589635985,2830,0.201020984189584861479005439833
25,,,,,,,,,,,,,,,25_0,COMPLETED,SOBOL,134.000000000000000000000000000000,0.000000000000000000000000000000,435,0.572583145011216432251899277617
26,,,,,,,,,,,,,,,26_0,COMPLETED,SOBOL,215.000000000000000000000000000000,0.959999999999999964472863211995,1880,0.435440229149535285024796849029
27,,,,,,,,,,,,,,,27_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,4510,0.806515070412307966130072145461
28,,,,,,,,,,,,,,,28_0,COMPLETED,SOBOL,5.000000000000000000000000000000,1.810000000000000053290705182008,3781,0.319643501944839980577484084279
29,,,,,,,,,,,,,,,29_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,1394,0.938284347152337439013081166195
30,,,,,,,,,,,,,,,30_0,COMPLETED,SOBOL,10.000000000000000000000000000000,17.410000000000000142108547152020,965,0.053661760799586774584035708813
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,3585,0.672789925565943081053887908638
32,,,,,,,,,,,,,,,32_0,COMPLETED,SOBOL,5.000000000000000000000000000000,1.310000000000000053290705182008,3507,0.364450645046308641106236336782
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,1042,0.986975076843053078512468800909
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,17.000000000000000000000000000000,21.940000000000001278976924368180,1316,0.004967302115634083733985981723
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,124.000000000000000000000000000000,0.000000000000000000000000000000,3858,0.627979023728519658575919493160
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,161.000000000000000000000000000000,2.609999999999999875655021241982,4432,0.249654217489063745549771056176
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,126.000000000000000000000000000000,0.000000000000000000000000000000,1958,0.617333505546674099484505404689
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,131.000000000000000000000000000000,1.189999999999999946709294817992,356,0.390693716578185579191284659828
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,2909,0.757885714819654832119510956545
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,5.000000000000000000000000000000,2.490000000000000213162820728030,2618,0.116393499603495001459840807456
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,17,0.735019479028880651227950693283
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,4.000000000000000000000000000000,2.399999999999999911182158029987,2321,0.256953278398141249372343963842
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,4689,0.876066577382385691663557736319
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,4208,0.497734145853668430437011238610
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,1596,0.869311886282637669154382820125
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,4.000000000000000000000000000000,2.560000000000000053290705182008,776,0.138745751488953822372351964987
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,3153,0.509836172359064199177680620778
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,6.000000000000000000000000000000,4.910000000000000142108547152020,3299,0.166803494080901143492567939575
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,903,0.544212465343996920630331715074
50,,,,,,,,,,,,,,,50_0,COMPLETED,SOBOL,5.000000000000000000000000000000,0.890000000000000013322676295502,1724,0.463841406255960486681999555003
51,,,,,,,,,,,,,,,51_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,4354,0.840763087702915079546528431820
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,6.000000000000000000000000000000,2.149999999999999911182158029987,4875,0.283476813534274674211133060453
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,2487,0.911862932708114359847684227134
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.920000000000000039968028886506,183,0.080113709861412640833577825106
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,2803,0.708987118851393427476637043583
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,5.000000000000000000000000000000,1.110000000000000097699626167014,3075,0.414792052816599587927726133785
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,542,0.796099476451054166581400295399
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.750000000000000000000000000000,2144,0.211923897709697495184144599989
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,4598,0.592744001785293184170200220251
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,16.000000000000000000000000000000,14.449999999999999289457264239900,3985,0.035450124634429813763603078769
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,1462,0.659937791436910670128668243706
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,187.000000000000000000000000000000,1.729999999999999982236431605997,1189,0.332008316515013557346236439116
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,3634,0.956983302876353247867768914148
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,5.000000000000000000000000000000,1.260000000000000008881784197001,3608,0.379276487335562684233281061097
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,1220,0.752803082166239589945178067865
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,5.000000000000000000000000000000,2.700000000000000177635683940025,1415,0.239630389958620071411132812500
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,4038,0.612669694973155820605370536214
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,19.000000000000000000000000000000,18.660000000000000142108547152020,4568,0.016514328578487037779698454187
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,128.000000000000000000000000000000,0.000000000000000000000000000000,2169,0.633190739776939182092974078842
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,4.000000000000000000000000000000,1.270000000000000017763568394003,490,0.374345389181748033902152883456
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,3122,0.991509090196341258405254848185
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,5.000000000000000000000000000000,4.990000000000000213162820728030,2759,0.132254853200167415971932882712
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,233,0.501883025402203197806727530406
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,2460,0.490580862369388359667254917440
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,4907,0.859721715012565224078855408152
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,5.000000000000000000000000000000,2.319999999999999840127884453977,4304,0.263558745635673385976360805216
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,1769,0.884133579462766605594481461594
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,5.000000000000000000000000000000,3.129999999999999893418589635985,870,0.123432927964255215180777724981
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,3328,0.744495081350207366099880346155
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,7.000000000000000000000000000000,5.580000000000000071054273576010,3201,0.089527819113805889861268383356
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,724,0.715966273594647595324147459905
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,5.000000000000000000000000000000,2.089999999999999857891452847980,1622,0.291604118974879367165442545229
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,4177,0.918529863271862256901556520461
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,5.000000000000000000000000000000,0.920000000000000039968028886506,4741,0.454311538346111765118706671274
85,,,,,,,,,,,,,,,85_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,2275,0.833671267544850658204325100087
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,4.000000000000000000000000000000,2.120000000000000106581410364015,47,0.158788854055106648521800138951
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,2593,0.537661293437704412845334900339
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,4.000000000000000000000000000000,1.709999999999999964472863211995,2936,0.336602692713960982562326762491
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,324,0.966939569823443867413459429372
90,,,,,,,,,,,,,,,90_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.709999999999999964472863211995,2003,0.040600288128480314930879302437
91,,,,,,,,,,,,,,,91_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,4383,0.671424484796822040877373183321
92,,,,,,,,,,,,,,,92_0,COMPLETED,SOBOL,6.000000000000000000000000000000,2.319999999999999840127884453977,3892,0.207198534581810228649700889036
93,,,,,,,,,,,,,,,93_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,1288,0.582659841151908053369368190033
94,,,,,,,,,,,,,,,94_0,COMPLETED,SOBOL,5.000000000000000000000000000000,1.129999999999999893418589635985,1093,0.409769783008843646587848752461
