trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
12,,,,,,,,,,,,,,,12_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,4747,1617,0.819440816838294283641630499915,0.212151004737243048525741073718,str\(\'intersection\'\),0.063686857260763646282342165250,False
13,,,,,,,,,,,,,,,13_0,COMPLETED,SOBOL,21.000000000000000000000000000000,0.000000000000000000000000000000,2190,3713,0.397862536914646625074709618275,0.766853491837158784960593038704,str\(\'kl\'\),0.045051682153716687828648446157,True
14,,,,,,,,,,,,,,,14_0,COMPLETED,SOBOL,29.000000000000000000000000000000,0.000000000000000000000000000000,568,142,0.645914411390200227103264296602,0.254792235730215921307717508171,str\(\'kl\'\),0.015472296560183167180024810250,False
15,,,,,,,,,,,,,,,15_0,COMPLETED,SOBOL,7.000000000000000000000000000000,0.000000000000000000000000000000,3087,4609,0.068521885288879272324358282731,0.699854640604928190938949228439,str\(\'intersection\'\),0.095987966172397146125128131189,True
16,,,,,,,,,,,,,,,16_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,2817,176,0.915329773630946919027451258444,0.004029685245826840518656997148,str\(\'kl\'\),0.047919915271922949862037910407,True
17,,,,,,,,,,,,,,,17_0,COMPLETED,SOBOL,6.000000000000000000000000000000,0.000000000000000000000000000000,376,4457,0.370219755426049235147445415350,0.946809171451255648932487929414,str\(\'intersection\'\),0.060924679022282372808927419783,False
18,,,,,,,,,,,,,,,18_0,COMPLETED,SOBOL,239.000000000000000000000000000000,0.000000000000000000000000000000,2466,1820,0.617265641959384048220726981526,0.468669191220775271933263184110,str\(\'intersection\'\),0.098935941364616156179501160750,True
19,,,,,,,,,,,,,,,19_0,COMPLETED,SOBOL,1031.000000000000000000000000000000,0.000000000000000000000000000000,4945,3474,0.165354072889313113980946923220,0.522121035715565118273673306248,str\(\'kl\'\),0.012811672119423748311684008172,False
20,,,,,,,,,,,,,,,20_0,COMPLETED,SOBOL,18.000000000000000000000000000000,0.000000000000000000000000000000,3771,2136,0.423634959680959599648275570871,0.656586065985262368194241844321,str\(\'kl\'\),0.042580638341605671348677475407,True
21,,,,,,,,,,,,,,,21_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,1291,2530,0.844364263469353337754341737309,0.353574520420283089361390693739,str\(\'intersection\'\),0.068944694781675947004018212283,False
22,,,,,,,,,,,,,,,22_0,COMPLETED,SOBOL,320.000000000000000000000000000000,0.000000000000000000000000000000,921,1109,0.098283161558210846431293816750,0.870761989697813931776693152642,str\(\'intersection\'\),0.081555514195933945242877882720,True
23,,,,,,,,,,,,,,,23_0,COMPLETED,SOBOL,530.000000000000000000000000000000,0.000000000000000000000000000000,3360,4150,0.674583059180527966347540314018,0.177415976468473679528159436813,str\(\'kl\'\),0.027071949578821662141248083344,False
24,,,,,,,,,,,,,,,24_0,COMPLETED,SOBOL,266.000000000000000000000000000000,0.000000000000000000000000000000,3472,1377,0.014706701895222069192969982510,0.310361429911106823098521090287,str\(\'intersection\'\),0.020583164617419241748663694125,True
25,,,,,,,,,,,,,,,25_0,COMPLETED,SOBOL,19.000000000000000000000000000000,0.000000000000000000000000000000,989,3334,0.717218037696555232862749562628,0.737816536255180843717482730426,str\(\'kl\'\),0.090546459527686237733767882219,False
26,,,,,,,,,,,,,,,26_0,COMPLETED,SOBOL,16.000000000000000000000000000000,0.000000000000000000000000000000,1869,385,0.465295356705784812767490166152,0.220935595426708458743902951937,str\(\'kl\'\),0.058250845121219758937503030438,True
27,,,,,,,,,,,,,,,27_0,COMPLETED,SOBOL,151.000000000000000000000000000000,0.000000000000000000000000000000,4311,4987,0.761762441065162443365466060641,0.789224990978837026567305201752,str\(\'intersection\'\),0.050157055705785755228554023688,False
28,,,,,,,,,,,,,,,28_0,COMPLETED,SOBOL,274.000000000000000000000000000000,0.000000000000000000000000000000,4387,701,0.521026671934872842584240970609,0.904319513065740432367078938114,str\(\'intersection\'\),0.024560164352878929849843814281,True
29,,,,,,,,,,,,,,,29_0,COMPLETED,SOBOL,566.000000000000000000000000000000,0.000000000000000000000000000000,1944,4044,0.193378274060785781962579221727,0.086470713870599860695342897543,str\(\'kl\'\),0.083976675961166619144293576937,False
30,,,,,,,,,,,,,,,30_0,COMPLETED,SOBOL,35.000000000000000000000000000000,0.000000000000000000000000000000,284,2310,0.944328556293621668160653825908,0.564429917862638852454892912647,str\(\'kl\'\),0.076905701775103807449340820312,True
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,8.000000000000000000000000000000,0.000000000000000000000000000000,2766,3027,0.273006148142740157069852102723,0.386408938834443715926170170860,str\(\'intersection\'\),0.034358698343858122548066802437,False
32,,,,,,,,,,,,,,,32_0,COMPLETED,SOBOL,15.000000000000000000000000000000,0.000000000000000000000000000000,2663,794,0.150407723331823950374541709607,0.168041933445259916712899439517,str\(\'kl\'\),0.051083889175206426136455206688,True
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,7.000000000000000000000000000000,0.000000000000000000000000000000,222,3836,0.571862269831821312671138457517,0.845057711215689733030842489825,str\(\'intersection\'\),0.060573033457621938691062268845,False
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,2000,2450,0.323811291355639685463074783911,0.367108080660924318561200152544,str\(\'intersection\'\),0.090146967461332688786868061470,True
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,50.000000000000000000000000000000,0.000000000000000000000000000000,4478,2846,0.901327543444931489347027309122,0.685958162510767577302317477006,str\(\'kl\'\),0.018788317684084177017211914062,False
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,20.000000000000000000000000000000,0.000000000000000000000000000000,4247,1509,0.627489311739802380074593202153,0.508609187658876193971480006439,str\(\'kl\'\),0.033791492776945236675700812157,True
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,7.000000000000000000000000000000,0.000000000000000000000000000000,1767,3164,0.081159132000058892275617949963,0.439321067325770864275824578726,str\(\'intersection\'\),0.074921168684959418837543410064,False
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,13.000000000000000000000000000000,0.000000000000000000000000000000,1084,485,0.828184412768110611580141267041,0.956196360755711793899536132812,str\(\'intersection\'\),0.084719659760594367980957031250,True
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,19.000000000000000000000000000000,0.000000000000000000000000000000,3524,4767,0.375536179782822721051616099430,0.029736045718193056253131345557,str\(\'kl\'\),0.026720475675538181425938688562,False
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,3318,1995,0.809419006235897575685100946430,0.395795886479318126394133514623,str\(\'intersection\'\),0.010387935349717736591146355352,True
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,19.000000000000000000000000000000,0.000000000000000000000000000000,836,2713,0.482008553821593521693245065762,0.590136519994586716819640059839,str\(\'kl\'\),0.097929360456764702469456551626,False
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,14.000000000000000000000000000000,0.000000000000000000000000000000,1403,1015,0.732987108005210719063882152113,0.072958624154329299038579392800,str\(\'kl\'\),0.062821074388921260833740234375,True
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,6.000000000000000000000000000000,0.000000000000000000000000000000,3845,4359,0.063368366444483389954278607092,0.874971630830317703697573961108,str\(\'intersection\'\),0.048399154776707295488868965094,False
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,14.000000000000000000000000000000,0.000000000000000000000000000000,4864,74,0.288485877575352767099303719078,0.802758316995575982311095231125,str\(\'intersection\'\),0.029130565281957392087530678282,True
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,125.000000000000000000000000000000,0.000000000000000000000000000000,2421,4678,0.989289739718660743328371154348,0.250307926176115858041271167167,str\(\'kl\'\),0.082218946693465119746058178407,False
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,15.000000000000000000000000000000,0.000000000000000000000000000000,448,1686,0.239344497378915554985923108688,0.728442259008064918468505766214,str\(\'kl\'\),0.066710300846025347154544249406,True
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,160.000000000000000000000000000000,0.000000000000000000000000000000,2929,3645,0.535562215074896763589151760243,0.284657385652884842297538625644,str\(\'intersection\'\),0.041741427611559633881199715688,False
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,374.000000000000000000000000000000,0.000000000000000000000000000000,3044,1751,0.448454486185684786381244748554,0.980575584432110236576818351750,str\(\'kl\'\),0.079262708956375715896314204656,False
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,196.000000000000000000000000000000,0.000000000000000000000000000000,485,3542,0.776713914735242760833955344424,0.036514819124713542020099765750,str\(\'intersection\'\),0.031804902516305452730982494813,True
50,,,,,,,,,,,,,,,50_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,2300,244,0.025764528501778842517477841056,0.548585529698058960157425190118,str\(\'intersection\'\),0.038881411440670490820004090438,False
51,,,,,,,,,,,,,,,51_0,COMPLETED,SOBOL,20.000000000000000000000000000000,0.000000000000000000000000000000,4822,4388,0.696475898541510152206512884732,0.492877722369506943156380884830,str\(\'kl\'\),0.069458726057782776974747207532,True
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,23.000000000000000000000000000000,0.000000000000000000000000000000,3964,1178,0.952827070370316553393763570057,0.327166455809026979206777241416,str\(\'kl\'\),0.095236908923834573403865988439,False
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,8.000000000000000000000000000000,0.000000000000000000000000000000,1444,4082,0.250922965612262460766146432434,0.632307780727744073168139493646,str\(\'intersection\'\),0.013325895173475146501806953836,True
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,721,2068,0.502846654137596438260970899137,0.143690690230578177466469469437,str\(\'intersection\'\),0.045626961169764404524507028782,False
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,565.000000000000000000000000000000,0.000000000000000000000000000000,3281,2599,0.205772346170619124805512001330,0.838191947795450698066588302027,str\(\'kl\'\),0.065657480414956809200432985563,True
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,3638,453,0.608343972660601139956781935325,0.706040260568261190954331141256,str\(\'intersection\'\),0.072146292869001635295056473751,False
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,18.000000000000000000000000000000,0.000000000000000000000000000000,1121,4919,0.187982054639607681911783743089,0.275842377457767740089877861465,str\(\'kl\'\),0.036636031260713936008599489469,True
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,46.000000000000000000000000000000,0.000000000000000000000000000000,1648,1308,0.934062141580507154792201163218,0.764765877433121188389009148523,str\(\'kl\'\),0.024019677108153704436777076126,False
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,8.000000000000000000000000000000,0.000000000000000000000000000000,4206,3402,0.357394865626469271369103353209,0.194708359103649863985907586539,str\(\'intersection\'\),0.087660430539399383786935970875,True
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,8.000000000000000000000000000000,0.000000000000000000000000000000,4598,2242,0.114701780291274188505745712519,0.110985721418634053492269231356,str\(\'intersection\'\),0.057710206331685193203995254407,False
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,20.000000000000000000000000000000,0.000000000000000000000000000000,2041,3096,0.660175369760021557574702910642,0.930477530648931905332688074850,str\(\'kl\'\),0.053840661421418196941335310157,True
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,25.000000000000000000000000000000,0.000000000000000000000000000000,107,769,0.413128594662994119701693307434,0.418225924866274023639078905035,str\(\'kl\'\),0.015823947489261629140155918094,False
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,8.000000000000000000000000000000,0.000000000000000000000000000000,2626,3976,0.864676585033535949342820003949,0.598864478690549706385581885115,str\(\'intersection\'\),0.092823986904695635069550974094,True
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,13.000000000000000000000000000000,0.000000000000000000000000000000,2614,542,0.404029764724895379401914397022,0.273600490365177417828590478166,str\(\'intersection\'\),0.064618806205689896526855875436,True
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,18.000000000000000000000000000000,0.000000000000000000000000000000,133,4833,0.824999389672651850524687233701,0.717197348847985249875591762247,str\(\'kl\'\),0.043874260121956470959148077782,False
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,32.000000000000000000000000000000,0.000000000000000000000000000000,2105,1531,0.078923016853630539868547089100,0.199281123500317347563282055489,str\(\'kl\'\),0.014385513076558709838481675547,True
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,7.000000000000000000000000000000,0.000000000000000000000000000000,4549,3177,0.654974979180842686865560153819,0.751550117202103185043426947232,str\(\'intersection\'\),0.097010550983250148915360000501,False
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,4160,2462,0.880116046544164420950551175338,0.924938722779974353827014965646,str\(\'intersection\'\),0.070529500944539913476205583720,True
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,18.000000000000000000000000000000,0.000000000000000000000000000000,1718,2868,0.335245397731661787243950811899,0.123231631109490993858379681569,str\(\'kl\'\),0.040644240509718661258364846844,False
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,18.000000000000000000000000000000,0.000000000000000000000000000000,1150,860,0.582296072842553247284058670630,0.602104769332334366360726107814,str\(\'kl\'\),0.030755069311708217727474590220,True
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,7.000000000000000000000000000000,0.000000000000000000000000000000,3633,3892,0.130137520244345078479497601620,0.408063433067873126969260511032,str\(\'intersection\'\),0.077520824251696471285377754157,False
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,15.000000000000000000000000000000,0.000000000000000000000000000000,3209,1664,0.556229423958808144590193478507,0.041704328516498211099072790375,str\(\'kl\'\),0.093883614530786876906098825657,True
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,7.000000000000000000000000000000,0.000000000000000000000000000000,769,3632,0.228333090789616111049298297075,0.968463873883709358558746771450,str\(\'intersection\'\),0.017597601953893902276826466391,False
74,,,,,,,,,,,,,,,74_0,ABANDONED,SOBOL,,,1452,17,0.979286258066073056482991887606,0.489288133250549428510112193180,str\(\'intersection\'\),0.052801975477486856602737930189,True
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,19.000000000000000000000000000000,0.000000000000000000000000000000,3932,4612,0.308204171074554333920048065920,0.558882220638915905297494646220,str\(\'kl\'\),0.055957496231421835486408156157,False
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,14.000000000000000000000000000000,0.000000000000000000000000000000,4793,949,0.034330486049875617859949983313,0.634931326374411630908412007557,str\(\'kl\'\),0.086610587611794478957172316314,True
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,6.000000000000000000000000000000,0.000000000000000000000000000000,2315,4304,0.736594838323071599006652832031,0.315899914328008901698296995164,str\(\'intersection\'\),0.022277779998257758731217137438,False
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,228.000000000000000000000000000000,0.000000000000000000000000000000,537,1983,0.484674982890486716335942674050,0.834000841952860394457047732431,str\(\'intersection\'\),0.037706817882135514052865943313,True
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,486.000000000000000000000000000000,0.000000000000000000000000000000,2978,2691,0.781381436642259341596172816935,0.156796997260302301002710123612,str\(\'kl\'\),0.073909130990505222946751473501,False
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,205.000000000000000000000000000000,0.000000000000000000000000000000,2936,2084,0.203565735800191771609490842820,0.579733231153339190200313169044,str\(\'intersection\'\),0.024946576124057175810611042266,False
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,19.000000000000000000000000000000,0.000000000000000000000000000000,417,2626,0.530361826354637688751836321899,0.399278877697885059561144771578,str\(\'kl\'\),0.083659956026822329677727907438,True
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,12.000000000000000000000000000000,0.000000000000000000000000000000,2351,1239,0.279387045778334119905395027672,0.886976743478328000236388106714,str\(\'kl\'\),0.076674127224832772098395139437,False
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,4908,4133,0.949612542498856737616108603106,0.067662516862154006846985510037,str\(\'intersection\'\),0.034830252816900615642214944501,True
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,14.000000000000000000000000000000,12.349999999999999644728632119950,3895,295,0.706939206328243030519331568939,0.237338673589751136816516918771,str\(\'intersection\'\),0.020530116558074951865764390391,False
85,,,,,,,,,,,,,,,85_0,COMPLETED,SOBOL,21.000000000000000000000000000000,0.000000000000000000000000000000,1338,4449,0.005523830190300941210546081805,0.807086477281525715987697822129,str\(\'kl\'\),0.091196543173864483278201475969,True
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,15.000000000000000000000000000000,0.000000000000000000000000000000,810,1778,0.755472913058474637715278277028,0.296060981577262294361929662045,str\(\'kl\'\),0.058810290219262248423426342470,False
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,8.000000000000000000000000000000,0.000000000000000000000000000000,3328,3559,0.459859087785705944462222305447,0.725955767804756790795295273711,str\(\'intersection\'\),0.050013371780514723208277416688,True
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,22.000000000000000000000000000000,0.000000000000000000000000000000,3592,708,0.854643598604947318797542266111,0.858410525890067166443486712524,str\(\'kl\'\),0.043494395203888425172067400126,False
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,7.000000000000000000000000000000,0.000000000000000000000000000000,1031,3924,0.432817383386194687311387951922,0.163606223491951835447011376345,str\(\'intersection\'\),0.067749072620645153786078651592,True
90,,,,,,,,,,,,,,,90_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,1754,2225,0.680872083419933882275643100002,0.674938128674402837425816414907,str\(\'intersection\'\),0.080445034736767409566660091969,False
91,,,,,,,,,,,,,,,91_0,COMPLETED,SOBOL,22.000000000000000000000000000000,0.000000000000000000000000000000,4274,3069,0.103719878477975729902382795444,0.369487022196874015378398325993,str\(\'kl\'\),0.028070851825177670080257996688,True
92,,,,,,,,,,,,,,,92_0,COMPLETED,SOBOL,15.000000000000000000000000000000,0.000000000000000000000000000000,4512,1282,0.360031789919361466800751259143,0.449376961223781123955234306777,str\(\'kl\'\),0.046636402485892181069004891469,False
93,,,,,,,,,,,,,,,93_0,COMPLETED,SOBOL,226.000000000000000000000000000000,0.000000000000000000000000000000,1990,3385,0.905995067210867977003374562628,0.505262299116700841494775886531,str\(\'intersection\'\),0.061750545259565123301648270626,True
94,,,,,,,,,,,,,,,94_0,COMPLETED,SOBOL,247.000000000000000000000000000000,2.279999999999999804600747665972,175,401,0.158973679021000874334035302127,0.017383538126945496243846989159,str\(\'intersection\'\),0.099671171735972174943185564189,False
95,,,,,,,,,,,,,,,95_0,COMPLETED,SOBOL,782.000000000000000000000000000000,0.000000000000000000000000000000,2734,4858,0.611981207754462963599451086338,0.961628570724278652903649344807,str\(\'kl\'\),0.011437520785257219990693755562,True
96,,,,,,,,,,,,,,,96_0,COMPLETED,SOBOL,656.000000000000000000000000000000,0.000000000000000000000000000000,2777,1462,0.995822890326380716352616673248,0.743349633522331743051836383529,str\(\'intersection\'\),0.028813846688717607846808022032,False
97,,,,,,,,,,,,,,,97_0,COMPLETED,SOBOL,552.000000000000000000000000000000,0.000000000000000000000000000000,258,3245,0.293678464408963946219444096641,0.298106002550572179998766841891,str\(\'kl\'\),0.082605357123538850072641537281,True
98,,,,,,,,,,,,,,,98_0,COMPLETED,SOBOL,12.000000000000000000000000000000,0.000000000000000000000000000000,1880,610,0.545597423842176798558512018644,0.785994218006730083203592585051,str\(\'kl\'\),0.067181856660172331596747596905,False
99,,,,,,,,,,,,,,,99_0,COMPLETED,SOBOL,6.000000000000000000000000000000,0.000000000000000000000000000000,4437,4764,0.248771051170304430266710937758,0.231103797826915979829465186413,str\(\'intersection\'\),0.041509851720184093304411021563,True
100,,,,,,,,,,,,,,,100_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,4357,928,0.475871338272467248042829623955,0.088722118632867927323637502468,str\(\'intersection\'\),0.011038017654791475175013459875,False
101,,,,,,,,,,,,,,,101_0,COMPLETED,SOBOL,22.000000000000000000000000000000,0.000000000000000000000000000000,1799,3823,0.803891397429630116810983508913,0.893168135387823025617137773224,str\(\'kl\'\),0.097876313738524914342953309188,True
102,,,,,,,,,,,,,,,102_0,COMPLETED,SOBOL,16.000000000000000000000000000000,0.000000000000000000000000000000,960,2394,0.052937222618609669488876079413,0.381830463835969580177476245808,str\(\'kl\'\),0.062677389122545723587620614126,False
103,,,,,,,,,,,,,,,103_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,3477,2937,0.723895576186478151292646998627,0.577636160423979139189043507940,str\(\'intersection\'\),0.048958601215854290200635290375,True
104,,,,,,,,,,,,,,,104_0,COMPLETED,SOBOL,14.000000000000000000000000000000,0.000000000000000000000000000000,3433,86,0.087295903267338867403957181068,0.944179915202781550043198421918,str\(\'kl\'\),0.032595869274809959048599949938,False
105,,,,,,,,,,,,,,,105_0,COMPLETED,SOBOL,7.000000000000000000000000000000,0.000000000000000000000000000000,872,4544,0.633017428031191209392147811741,0.015286709057167172792768283784,str\(\'intersection\'\),0.075834926888346670947882444125,True
106,,,,,,,,,,,,,,,106_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,1283,1596,0.385967767890542767794670453441,0.526321659227833138494645481842,str\(\'intersection\'\),0.085718560665845877633017835251,False
107,,,,,,,,,,,,,,,107_0,COMPLETED,SOBOL,29.000000000000000000000000000000,0.000000000000000000000000000000,3803,3700,0.837275437101721808907939248456,0.455568594792857772812766370407,str\(\'kl\'\),0.025609997557476164853351718875,True
108,,,,,,,,,,,,,,,108_0,COMPLETED,SOBOL,14.000000000000000000000000000000,0.000000000000000000000000000000,4973,1915,0.565329563505947541024454494618,0.348394528698176164649424890740,str\(\'kl\'\),0.051909756753593688793912974688,False
109,,,,,,,,,,,,,,,109_0,COMPLETED,SOBOL,251.000000000000000000000000000000,0.000000000000000000000000000000,2452,2759,0.145214629013091317544237313086,0.668703487135469898383632880723,str\(\'intersection\'\),0.059289519330486664672186236658,True
110,,,,,,,,,,,,,,,110_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,324,1017,0.891291890395805253000105494721,0.180999854985624542003108672361,str\(\'intersection\'\),0.088772817468270662222273870157,False
111,,,,,,,,,,,,,,,111_0,COMPLETED,SOBOL,23.000000000000000000000000000000,0.000000000000000000000000000000,2883,4235,0.314385245049372319403602205057,0.860455781087279270025192090543,str\(\'kl\'\),0.019523546714335683616159400344,True
112,,,,,,,,,,,,,,,112_0,COMPLETED,SOBOL,12.000000000000000000000000000000,0.000000000000000000000000000000,3081,1170,0.670485161438584276183405563643,0.437430110841989516767824852650,str\(\'intersection\'\),0.056532785641029481560337899282,True
113,,,,,,,,,,,,,,,113_0,COMPLETED,SOBOL,20.000000000000000000000000000000,0.000000000000000000000000000000,600,4201,0.123914660539478069245511449026,0.615628516335040343321338696114,str\(\'kl\'\),0.054772609025239948898899911001,False
114,,,,,,,,,,,,,,,114_0,COMPLETED,SOBOL,53.000000000000000000000000000000,0.000000000000000000000000000000,2259,2153,0.870935152729973238727723128250,0.097537162147462372341344405413,str\(\'kl\'\),0.016846533641219140625677752610,True
115,,,,,,,,,,,,,,,115_0,COMPLETED,SOBOL,8.000000000000000000000000000000,0.000000000000000000000000000000,4703,2557,0.418534855039790265607280161930,0.915570094790309707555309159943,str\(\'intersection\'\),0.091737202079966662093823970281,False
