trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
26,,,,,,,,,,,,,,,26_0,FAILED,SOBOL,,,2180,0.931858482245355834727718047361,0.155413539839908493300768554946,2910,9,2274
27,,,,,,,,,,,,,,,27_0,COMPLETED,SOBOL,1929.000000000000000000000000000000,0.070000000000000006661338147751,4560,0.109958167217671876070284042726,0.914212437318637993755032766785,1098,2990,4738
28,,,,,,,,,,,,,,,28_0,COMPLETED,SOBOL,5938.000000000000000000000000000000,0.460000000000000019984014443253,3866,0.757646856630221021688953442208,0.606786557519808367189284581400,478,3153,2627
29,,,,,,,,,,,,,,,29_0,COMPLETED,SOBOL,7071.000000000000000000000000000000,1.950000000000000177635683940025,1310,0.215946796400472512678092584792,0.339185022389516255270081046547,3531,830,10
30,,,,,,,,,,,,,,,30_0,COMPLETED,SOBOL,3860.000000000000000000000000000000,0.179999999999999993338661852249,1086,0.597655354492366286400795161171,0.837652788538485792990684331016,2288,1706,1818
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,8347.000000000000000000000000000000,4.400000000000000355271367880050,3465,0.422895727667957521678232524209,0.107340254098176962616051355326,4255,2277,4297
32,,,,,,,,,,,,,,,32_0,COMPLETED,SOBOL,7080.000000000000000000000000000000,2.560000000000000053290705182008,3560,0.793776422411203386175770901900,0.281936418663710330889671240584,2771,551,4806
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,9376.000000000000000000000000000000,2.270000000000000017763568394003,953,0.244401257585734138499944378964,0.522591999568045140200922560325,647,3316,2207
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,10215.000000000000000000000000000000,4.940000000000000390798504668055,1333,0.563376075746491511431202070526,0.024040005760267376538896755278,4389,2440,888
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,7068.000000000000000000000000000000,0.179999999999999993338661852249,3805,0.396535086890682564320087521992,0.781466949744150096712758113426,1495,1427,3350
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,13353.000000000000000000000000000000,0.479999999999999982236431605997,4655,0.736125370901077991092620322888,0.722568222826346806542119338701,2114,1155,4363
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,4572.000000000000000000000000000000,1.169999999999999928945726423990,2046,0.288109636843204508505067451551,0.456334878737106930390865500158,3769,1947,1750
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,4593.000000000000000000000000000000,0.119999999999999995559107901499,551,0.903663786521181511268707708950,0.955871096253395058361945757497,27,2821,80
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,7489.000000000000000000000000000000,0.380000000000000004440892098501,3023,0.074088485868647691034993840731,0.224002924729138602755185161186,3392,281,2558
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,6468.000000000000000000000000000000,0.260000000000000008881784197001,2791,0.549551944024860850035452131124,0.901801645154133413306851707603,4312,3271,3609
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,4854.000000000000000000000000000000,4.400000000000000355271367880050,158,0.474689748395234367706052580616,0.167824332004413018237798382870,2188,726,1216
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,3049.000000000000000000000000000000,0.579999999999999960031971113494,2434,0.841841300258412972290500420058,0.667292048323899544826076635218,3470,1600,1949
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,10157.000000000000000000000000000000,0.869999999999999995559107901499,4891,0.135919530598446719471539267943,0.403304848253726977436173228853,574,2396,4479
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,8886.000000000000000000000000000000,4.389999999999999680255768907955,4198,0.981453891534358247028535515710,0.087101654507219794520977984575,1195,2010,2845
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,3173.000000000000000000000000000000,0.080000000000000001665334536938,1565,0.056732376672327521072158873494,0.857891388129442877819030854880,2850,1001,457
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,3943.000000000000000000000000000000,2.560000000000000053290705182008,716,0.626302574513480037055046523164,0.359392711861059088729319910271,1568,125,1462
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,6607.000000000000000000000000000000,0.309999999999999997779553950750,3173,0.333615243056789023690100748354,0.586578868048265533730045717675,4933,2887,3987
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,7300.000000000000000000000000000000,4.389999999999999680255768907955,3375,0.683663702376186899201115920732,0.126064505074173216492283700063,265,1389,614
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,2367.000000000000000000000000000000,0.059999999999999997779553950750,824,0.352479241121560316063465734260,0.928088713601231574124028611550,3151,2620,2999
50,,,,,,,,,,,,,,,50_0,COMPLETED,SOBOL,9644.000000000000000000000000000000,2.549999999999999822364316059975,1850,0.952318424353375991842085568351,0.429523937860503801644540544658,1894,3497,3829
51,,,,,,,,,,,,,,,51_0,COMPLETED,SOBOL,8495.000000000000000000000000000000,0.170000000000000012212453270877,4224,0.005668139068409800383763208487,0.625599966010078833988927726750,3987,514,1309
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,8272.000000000000000000000000000000,0.440000000000000002220446049250,4782,0.846329810041934305075983502320,0.816070973424240952986963293370,4618,352,1057
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,913.000000000000000000000000000000,3.459999999999999964472863211995,2232,0.179879779554903501681550892499,0.113207565637305385131128332432,1264,2675,3456
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,934.000000000000000000000000000000,0.470000000000000028865798640254,132,0.514812413452193196050643564377,0.612737306676805038030408923078,2522,1799,4637
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,1807.000000000000000000000000000000,0.920000000000000039968028886506,2507,0.464802816370502136500419965159,0.317519527997821571219105862838,894,1226,2102
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,4452.000000000000000000000000000000,0.670000000000000039968028886506,2900,0.909134564429521563333480571600,0.558807876856997620684808225633,1808,2229,1597
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,1656.000000000000000000000000000000,1.290000000000000035527136788005,363,0.117081665229052306331780641813,0.261435286609455919126787648565,4695,1652,4205
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,6051.000000000000000000000000000000,0.270000000000000017763568394003,1994,0.702368138195946789537060794828,0.760911739852279445095462051540,977,778,2711
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,7533.000000000000000000000000000000,4.959999999999999964472863211995,4393,0.277255664965137815780593655290,0.060309719227254393603132598400,3071,3102,239
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,6062.000000000000000000000000000000,0.330000000000000015543122344752,3992,0.621719352763146160256724215287,0.492491473212838148931780324347,3701,3047,2361
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,4303.000000000000000000000000000000,0.260000000000000008881784197001,1458,0.414432134330272650135640333247,0.701884621057659363607683644659,346,68,4964
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,4627.000000000000000000000000000000,4.179999999999999715782905695960,1212,0.765623134126886761841035422549,0.203388376256451008927683687943,4065,943,3197
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,5367.000000000000000000000000000000,0.170000000000000012212453270877,3612,0.192370099099352959148845343407,0.991958403209224348628936240857,2438,2171,730
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,5705.000000000000000000000000000000,4.169999999999999928945726423990,3651,0.893419312639161966593803754222,0.240369516013190148706613058494,4734,3297,2122
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,1511.000000000000000000000000000000,1.000000000000000000000000000000,1173,0.070666307354345925251237758857,0.939504387857392431193659376731,1850,590,4578
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,4691.000000000000000000000000000000,2.549999999999999822364316059975,1417,0.749270808193832626997732404561,0.440036974541842929031787434724,3107,1467,3591
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,5470.000000000000000000000000000000,0.149999999999999994448884876874,4033,0.292483619503676905981848221927,0.738866244133561833606904656335,1011,2420,960
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,5845.000000000000000000000000000000,0.959999999999999964472863211995,4434,0.574572294289246165988060965901,0.797772481087595242144061558065,382,1932,1364
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,5834.000000000000000000000000000000,4.980000000000000426325641456060,1954,0.398959850801154980448615106070,0.007734353587031364725412618810,3736,1191,3813
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,1619.000000000000000000000000000000,0.520000000000000017763568394003,323,0.781582729779183860152613760874,0.506232979664579030298909856356,2480,316,3101
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,2866.000000000000000000000000000000,1.229999999999999982236431605997,2940,0.239029860321432363612359495164,0.298295559396967280285650758742,4105,2806,475
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,2484.000000000000000000000000000000,0.680000000000000048849813083507,2546,0.636517543619498638030052006798,0.571750179752707476943385245249,3193,745,672
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,672.000000000000000000000000000000,2.560000000000000053290705182008,92,0.337007916795089845773958359132,0.374221279326826361533164799766,308,3231,3215
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,1002.000000000000000000000000000000,0.170000000000000012212453270877,2191,0.968277045931667079692317656736,0.872773208072408990254587024538,4026,2357,4865
75,,,,,,,,,,,,,,,75_0,RUNNING,SOBOL,,,4823,0.052326985701918606042060133632,0.072219955394044521579388629107,1931,1619,2499
76,,,,,,,,,,,,,,,76_0,RUNNING,SOBOL,,,4265,0.830613673405721786302535747382,0.388415460648015131717158965330,1301,1017,216
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,4157.000000000000000000000000000000,0.160000000000000003330669073875,1810,0.133463358378037799667481522192,0.682181318817660198305929952767,4656,1974,2774
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,2393.000000000000000000000000000000,4.179999999999999715782905695960,784,0.561716131880879432358710801054,0.182645389433950172675125145361,938,2850,4072
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,2602.000000000000000000000000000000,0.140000000000000013322676295502,3415,0.480031640883535171138163377691,0.886980704836547340086383428570,2563,142,1690
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,3473.000000000000000000000000000000,0.920000000000000039968028886506,3135,0.502649437611922600410707673291,0.333863217389211042185337419141,2232,2582,2615
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,4560.000000000000000000000000000000,0.630000000000000004440892098501,754,0.459462076412513853451713430331,0.596393738115206351046992949705,4355,1408,62
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,5529.000000000000000000000000000000,4.389999999999999680255768907955,1603,0.857556269492954048594413052342,0.096916978150606153397106368175,612,533,1849
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,4268.000000000000000000000000000000,0.089999999999999996669330926125,4160,0.182334724888205540471730614627,0.832361440081149317471442827809,3509,3457,4226
84,,,,,,,,,,,,,,,84_0,RUNNING,SOBOL,,,4853,0.965494102554395827731070767186,0.641882952373474813256848392484,2888,2638,3374
85,,,,,,,,,,,,,,,85_0,COMPLETED,SOBOL,1658.000000000000000000000000000000,2.560000000000000053290705182008,2471,0.010072303151711821389557854900,0.413241068609058848082327131124,1232,367,827
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,1012.000000000000000000000000000000,0.320000000000000006661338147751,197,0.673449945285916284909433215944,0.911737367318943170424461186485,4975,1241,2340
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,2360.000000000000000000000000000000,4.169999999999999928945726423990,2754,0.349087719913572069874163616987,0.142415734244510538974992641670,1611,1763,4711
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,2429.000000000000000000000000000000,0.149999999999999994448884876874,2985,0.777817518277093777889774628420,0.977122398205101494461644051626,688,1692,3968
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,2305.000000000000000000000000000000,1.700000000000000177635683940025,590,0.197742247367277745873082039907,0.218224498372524972067409976262,2810,2210,1522
90,1753434732.000000000000000000000000000000,1753440421.000000000000000000000000000000,5689.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4388 significance 0.19596266713738442 gamma 0.38861735886335375 max_node_size 245 max_tree_depth 1319 max_time_stationary 559,0.000000000000000000000000000000,,i7160,5662.000000000000000000000000000000,749.320312500000000000000000000000,739.376623019366206790436990559101,-1.000000000000000000000000000000,0.660000000000000031086244689504,1.000000000000000000000000000000,5680026.000000000000000000000000000000,90_0,COMPLETED,SOBOL,5662.000000000000000000000000000000,0.869999999999999995559107901499,4388,0.195962667137384416449208401900,0.388617358863353745679347639452,245,1319,559
91,1753434757.000000000000000000000000000000,1753435897.000000000000000000000000000000,1140.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2275 significance 0.9783576755467802 gamma 0.5081103502325713 max_node_size 3276 max_tree_depth 2838 max_time_stationary 3707,0.000000000000000000000000000000,,i7151,1107.000000000000000000000000000000,881.375000000000000000000000000000,768.202710176991104162880219519138,-1.000000000000000000000000000000,0.630000000000000004440892098501,1.000000000000000000000000000000,5680038.000000000000000000000000000000,91_0,COMPLETED,SOBOL,1107.000000000000000000000000000000,1.260000000000000008881784197001,2275,0.978357675546780214403952413704,0.508110350232571339468279347784,3276,2838,3707
92,1753434785.000000000000000000000000000000,1753437636.000000000000000000000000000000,2851.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 928 significance 0.42955637880042197 gamma 0.014945838922634722 max_node_size 1276 max_tree_depth 1752 max_time_stationary 4518,0.000000000000000000000000000000,,i7144,2697.000000000000000000000000000000,754.601562500000000000000000000000,718.212790096507319503871258348227,-1.000000000000000000000000000000,0.650000000000000022204460492503,1.000000000000000000000000000000,5680049.000000000000000000000000000000,92_0,COMPLETED,SOBOL,2697.000000000000000000000000000000,4.940000000000000390798504668055,928,0.429556378800421967412148660515,0.014945838922634721579463246144,1276,1752,4518
93,1753434818.000000000000000000000000000000,1753439443.000000000000000000000000000000,4625.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3666 significance 0.6455967405755073 gamma 0.8856188843138516 max_node_size 4582 max_tree_depth 654 max_time_stationary 1369,0.000000000000000000000000000000,,i7136,4596.000000000000000000000000000000,897.218750000000000000000000000000,760.870857007575750685646198689938,-1.000000000000000000000000000000,0.660000000000000031086244689504,1.000000000000000000000000000000,5680061.000000000000000000000000000000,93_0,COMPLETED,SOBOL,4596.000000000000000000000000000000,2.109999999999999875655021241982,3666,0.645596740575507310744285405235,0.885618884313851606471246213914,4582,654,1369
94,1753434870.000000000000000000000000000000,1753437834.000000000000000000000000000000,2964.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2988 significance 0.25977925019338727 gamma 0.646228869991377 max_node_size 3960 max_tree_depth 383 max_time_stationary 705,0.000000000000000000000000000000,,i7126,2941.000000000000000000000000000000,939.250000000000000000000000000000,775.379288956925620368565432727337,-1.000000000000000000000000000000,0.650000000000000022204460492503,1.000000000000000000000000000000,5680074.000000000000000000000000000000,94_0,COMPLETED,SOBOL,2941.000000000000000000000000000000,0.670000000000000039968028886506,2988,0.259779250193387267753308833562,0.646228869991376964065921129077,3960,383,705
95,1753434900.000000000000000000000000000000,1753435771.000000000000000000000000000000,871.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 238 significance 0.5422662710566074 gamma 0.2699186951033771 max_node_size 1903 max_tree_depth 2463 max_time_stationary 2604,0.000000000000000000000000000000,,i7118,836.000000000000000000000000000000,783.343750000000000000000000000000,756.555595930232584578334353864193,-1.000000000000000000000000000000,0.630000000000000004440892098501,1.000000000000000000000000000000,5680087.000000000000000000000000000000,95_0,COMPLETED,SOBOL,836.000000000000000000000000000000,4.179999999999999715782905695960,238,0.542266271056607407352601057937,0.269918695103377126454091694541,1903,2463,2604
96,1753435178.000000000000000000000000000000,1753438245.000000000000000000000000000000,3067.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1702 significance 0.11621507396921515 gamma 0.7708871843460947 max_node_size 2647 max_tree_depth 3442 max_time_stationary 4373,0.000000000000000000000000000000,,i7111,3025.000000000000000000000000000000,900.648437500000000000000000000000,787.475998975409879676590207964182,-1.000000000000000000000000000000,0.670000000000000039968028886506,0.791461538461538438582465460058,5680098.000000000000000000000000000000,96_0,COMPLETED,SOBOL,3025.000000000000000000000000000000,0.530000000000000026645352591004,1702,0.116215073969215154647827148438,0.770887184346094711528962761804,2647,3442,4373
97,1753435186.000000000000000000000000000000,1753440649.000000000000000000000000000000,5463.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3827 significance 0.8322662196997553 gamma 0.1414223432727158 max_node_size 866 max_tree_depth 1154 max_time_stationary 2472,0.000000000000000000000000000000,,i7101,5369.000000000000000000000000000000,757.500000000000000000000000000000,716.757566094619619434524793177843,-1.000000000000000000000000000000,0.660000000000000031086244689504,1.000000000000000000000000000000,5680112.000000000000000000000000000000,97_0,COMPLETED,SOBOL,5369.000000000000000000000000000000,4.389999999999999680255768907955,3827,0.832266219699755338545799077110,0.141422343272715800299721422562,866,1154,2472
98,1753435160.000000000000000000000000000000,1753439865.000000000000000000000000000000,4705.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4312 significance 0.4591277487464249 gamma 0.8202655647415668 max_node_size 2283 max_tree_depth 2883 max_time_stationary 1860,0.000000000000000000000000000000,,i7092,4665.000000000000000000000000000000,866.710937500000000000000000000000,766.255130597014954219048377126455,-1.000000000000000000000000000000,0.660000000000000031086244689504,1.000000000000000000000000000000,5680125.000000000000000000000000000000,98_0,COMPLETED,SOBOL,4665.000000000000000000000000000000,0.220000000000000001110223024625,4312,0.459127748746424924064513106714,0.820265564741566755024848589528,2283,2883,1860
99,1753435253.000000000000000000000000000000,1753439428.000000000000000000000000000000,4175.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1409 significance 0.7385786924678832 gamma 0.20127682268247007 max_node_size 4356 max_tree_depth 1712 max_time_stationary 4969,0.000000000000000000000000000000,,i7079,4142.000000000000000000000000000000,860.406250000000000000000000000000,751.093327448918216759921051561832,-1.000000000000000000000000000000,0.650000000000000022204460492503,1.000000000000000000000000000000,5680141.000000000000000000000000000000,99_0,COMPLETED,SOBOL,4142.000000000000000000000000000000,4.169999999999999928945726423990,1409,0.738578692467883213268464714929,0.201276822682470074576954743861,4356,1712,4969
100,1753435205.000000000000000000000000000000,1753436159.000000000000000000000000000000,954.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 374 significance 0.1663265119753778 gamma 0.6982260446343571 max_node_size 1131 max_tree_depth 692 max_time_stationary 3223,0.000000000000000000000000000000,,i7071,917.000000000000000000000000000000,779.722656250000000000000000000000,751.430518617021220961760263890028,-1.000000000000000000000000000000,0.650000000000000022204460492503,0.668461538461538440358822299459,5680149.000000000000000000000000000000,100_0,COMPLETED,SOBOL,917.000000000000000000000000000000,0.220000000000000001110223024625,374,0.166326511975377788754570929086,0.698226044634357112528277866659,1131,692,3223
101,1753435173.000000000000000000000000000000,1753437343.000000000000000000000000000000,2170.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2653 significance 0.8854328891579062 gamma 0.32703161719813945 max_node_size 2856 max_tree_depth 2153 max_time_stationary 111,0.000000000000000000000000000000,,i7063,2129.000000000000000000000000000000,833.757812500000000000000000000000,767.893586482558134775899816304445,-1.000000000000000000000000000000,0.640000000000000013322676295502,1.000000000000000000000000000000,5680157.000000000000000000000000000000,101_0,COMPLETED,SOBOL,2129.000000000000000000000000000000,0.959999999999999964472863211995,2653,0.885432889157906188870583719108,0.327031617198139445967797200865,2856,2153,111
102,1753435168.000000000000000000000000000000,1753438664.000000000000000000000000000000,3496.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3216 significance 0.02402499219402671 gamma 0.08203374728746712 max_node_size 3480 max_tree_depth 2315 max_time_stationary 2026,0.000000000000000000000000000000,,i7053,3459.000000000000000000000000000000,772.742187500000000000000000000000,745.456761853448256260890047997236,-1.000000000000000000000000000000,0.640000000000000013322676295502,1.000000000000000000000000000000,5680167.000000000000000000000000000000,102_0,COMPLETED,SOBOL,3459.000000000000000000000000000000,1.699999999999999955591079014994,3216,0.024024992194026709851906176141,0.082033747287467123632254129006,3480,2315,2026
