trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,batch_size,theta,lambida
0,,,,,,,,,,,,,,,0_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2033,1765,0.791665098088979668489173491253,0.769980656981468225552589501604
1,,,,,,,,,,,,,,,1_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4521,2918,0.130163256284501399617781203233,0.341020698314532633155238272593
2,,,,,,,,,,,,,,,2_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3391,715,0.719587548742722682426631308772,0.574994664117693954352716900758
3,,,,,,,,,,,,,,,3_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,682,4602,0.327564444175455715679845525301,0.005935590233653783957812333227
4,,,,,,,,,,,,,,,4_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,272,393,0.064992002953495831008012828534,0.165767717877402909198991665107
5,,,,,,,,,,,,,,,5_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2551,4279,0.980121290010679491189193868195,0.719217813489958612827024353464
6,,,,,,,,,,,,,,,6_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3916,2088,0.382858402346167692176237551394,0.485373301006853608008384526329
7,,,,,,,,,,,,,,,7_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1388,3239,0.536862842601072087767022367188,0.929911754447966809600245596812
8,,,,,,,,,,,,,,,8_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1867,966,0.467321661769784957307649619906,0.649147443879395713572932891111
9,,,,,,,,,,,,,,,9_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4082,4969,0.609621786944568144761547046073,0.204612767763435843271224712225
10,,,,,,,,,,,,,,,10_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3010,1556,0.019684974646195767949974353428,0.937573366073891523164718364569
11,,,,,,,,,,,,,,,11_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,418,2513,0.930913622159324605220831472252,0.384127047786489150826838567809
12,,,,,,,,,,,,,,,12_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1142,2484,0.678092904457449963118165214837,0.286578550513833740787106307835
13,,,,,,,,,,,,,,,13_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3538,3441,0.274361443595029397268802995313,0.855633847072720499227216350846
14,,,,,,,,,,,,,,,14_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4999,37,0.872075927736423950342725675000,0.122787447785958653279081431720
15,,,,,,,,,,,,,,,15_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2198,4042,0.206669850785657749359103263487,0.551743602173402902799637104181
16,,,,,,,,,,,,,,,16_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2488,198,0.579691127849835896590491302049,0.467628141261637209069590426225
17,,,,,,,,,,,,,,,17_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4691,3850,0.495678332730289550323021785516,0.896826966483145970876478259015
18,,,,,,,,,,,,,,,18_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3649,2283,0.898288953672628842639369395329,0.132791312376037251574700803758
19,,,,,,,,,,,,,,,19_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1050,3669,0.053639286605361852222628726850,0.701603878615424059184135785472
20,,,,,,,,,,,,,,,20_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,522,1335,0.308197644904907808172112027023,0.596258506342768668240239549050
21,,,,,,,,,,,,,,,21_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2926,2723,0.645837869462091429539896125789,0.043054918374866246733034813587
22,,,,,,,,,,,,,,,22_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4359,1144,0.235388504465762510298176835022,0.807204771505668716713444155175
23,,,,,,,,,,,,,,,23_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1570,4798,0.842019507220666874047765304567,0.362427424555644417392130662847
24,,,,,,,,,,,,,,,24_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1423,1898,0.163635523109324276802567510458,0.081661061739549040128238743819
25,,,,,,,,,,,,,,,25_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3900,3402,0.758562210784107460170844206004,0.526442245500162275817501722486
26,,,,,,,,,,,,,,,26_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2760,624,0.356399346048012377607960843307,0.261412463720887888740662674536
27,,,,,,,,,,,,,,,27_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,44,4081,0.690138931061141214229337492725,0.814619888499379163349090049451
28,,,,,,,,,,,,,,,28_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,883,927,0.950546940677613028114478765929,0.982248891143128299852094187372
29,,,,,,,,,,,,,,,29_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3170,4383,0.094188917315192521861888508283,0.413432488093152639141436566206
30,,,,,,,,,,,,,,,30_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4545,1596,0.504129543202929242262655407103,0.678591723192483176063660721411
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2029,3099,0.416212528752163024581278705227,0.249389061160385616666701480426
32,,,,,,,,,,,,,,,32_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1886,630,0.003508064365293830314668221959,0.352768054064363234534340563187
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4688,4673,0.918393479352164976425854092668,0.781708024695515590885008805344
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3224,1856,0.446492178022954600002947245230,0.048876734709367153364212299493
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,828,2851,0.600740490348171451984171653748,0.617917758481577039653132032981
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,107,2158,0.853222226021159491082812564855,0.707479040373116707662859425909
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2698,3155,0.191964240471925590147961315779,0.154016538329422469910667814474
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3769,327,0.656034448518883483991714911099,0.886992483882233506697900793370
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1554,4370,0.263767471881303949832187072388,0.442443534979596708733851073703
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1700,1466,0.740483533920347714030185670708,0.224084561983123431438968964358
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4229,2579,0.336508200987614691790383858461,0.668637288210913505182020344364
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2864,1051,0.807900792977772619352094807255,0.434777666427195064180466488324
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,584,4899,0.142738588097318985781214450981,0.988243945796042688733962222614
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,995,104,0.404979318500496454635850795967,0.836155381189659263618807472085
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3704,3951,0.547523315745592098480187814857,0.267110580092295990528583615742
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4834,2414,0.083900893674418330903108653729,0.501069198653101954832322917355
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2345,3526,0.994885669117234638925140188803,0.072125450696796183924774936713
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2341,2197,0.369007124798651775510194283925,0.908505689052864884303062353865
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4856,3740,0.706403477285522995998690021224,0.479317307243123658100358852607
50,,,,,,,,,,,,,,,50_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3483,288,0.172551123518589866190353632192,0.744461433041840758839668978908
51,,,,,,,,,,,,,,,51_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1197,3784,0.779425998343806658574806078832,0.175661206312477585766984589100
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,356,1216,0.518922789460141253847780262731,0.031369516706094141555993815018
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3072,4711,0.435153866410907363970750338922,0.584591221706941777114252545289
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4213,1270,0.961175216204207427672656649520,0.319546092685312033143674170788
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1736,2812,0.116281677066627897598749541430,0.764343452766537700959759149555
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1257,533,0.889440450084954536968950833398,0.545982665464282090894698740158
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4046,4147,0.032838554652221504936981943956,0.101189142193645234546472977399
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2614,1984,0.567142475126497402904135469726,0.865354104625061126832008540077
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,210,3331,0.479469332746043808146652054347,0.312136236434802427641699296146
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,737,1661,0.224823284545727059002828696066,0.393900643326342114747262712626
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3336,3009,0.819993844290822782028271831223,0.962697033245116462474300078611
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4379,855,0.293459944887831780668818737468,0.198676726380363100066261949905
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2175,4469,0.626955657830648105388604562904,0.627861271379515528678894042969
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2127,383,0.268907050831150240544076268634,0.107634306406602264782890188144
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4445,4309,0.684586337888333895662640316004,0.535615851419046551384894883086
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3310,2136,0.212185927896667264613839165577,0.301762148436158894604375291237
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,743,3172,0.865640368151571637511665358033,0.871792054370045699229763158655
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,177,1834,0.619041685219202220125112035021,0.953579290656372924317452088872
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2627,2868,0.456989827599655840106862569883,0.399158362993970505794294467705
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3996,686,0.921551597730722260592983730021,0.633111062753945574854697042610
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1327,4611,0.030078493163455278375240098399,0.189550996012985695227115456873
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1785,2357,0.973688608768209840071961025387,0.470161269046366236956657758128
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4143,3587,0.070507147905789324671133044831,0.913725113112479392363241004205
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3106,126,0.543359109720028876644448700972,0.180888380208984012043060829455
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,343,3934,0.377403032769262791745745744265,0.735313085196539706345220110961
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1221,1072,0.140555842643044881512537358503,0.591059479281306310305410534056
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3476,4882,0.782305967817828018517900545703,0.021025796022266150103741111366
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4905,1409,0.317231633192300799262142163570,0.754007184492424098465335191577
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2274,2641,0.729010280705429614123147530336,0.326021862154826536084328836296
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2417,1326,0.104343572487216443289703704522,0.662405081856995869848958591319
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4781,2751,0.941433797044400111353468219022,0.234177029199898245614974712225
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3714,1194,0.406121939490456107524352091787,0.998344162849709393370289944869
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,964,4729,0.513302942245360438455747953412,0.428553150424733741985505730554
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,593,266,0.752375531994644575206621084362,0.276502669509500254019229714686
