trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
1296,1754873459.000000000000000000000000000000,1754877315.000000000000000000000000000000,3856.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1887 n_samples 168 k_neighbors 51 n_permutations 672 significance_level 0.20111740543320775,0.000000000000000000000000000000,,i7067,3833.000000000000000000000000000000,559.972656250000000000000000000000,537.779880275974051073717419058084,-1.000000000000000000000000000000,0.320000000000000006661338147751,1.622624999999999984012788445398,5780022.000000000000000000000000000000,1296_0,COMPLETED,SOBOL,3833.000000000000000000000000000000,2.069999999999999840127884453977,1887,168,51,672,0.201117405433207746545676286587
1297,,,,,,,,,,,,,,,1297_0,RUNNING,SOBOL,,,199,3109,19,346,0.423953365698456763333012986550
1298,,,,,,,,,,,,,,,1298_0,RUNNING,SOBOL,,,4194,1438,95,926,0.903048429209738934275719657307
1299,,,,,,,,,,,,,,,1299_0,RUNNING,SOBOL,,,4708,3580,66,779,0.789880414519459006505996967462
1300,,,,,,,,,,,,,,,1300_0,RUNNING,SOBOL,,,889,1914,48,450,0.255472580879926691732606514051
1301,,,,,,,,,,,,,,,1301_0,RUNNING,SOBOL,,,1391,4810,84,502,0.119622291896492247142980147601
1302,,,,,,,,,,,,,,,1302_0,RUNNING,SOBOL,,,3042,645,4,205,0.583583803325891548041681744508
1303,,,,,,,,,,,,,,,1303_0,RUNNING,SOBOL,,,2956,4873,57,994,0.496982954479753991083867958878
1304,,,,,,,,,,,,,,,1304_0,RUNNING,SOBOL,,,1482,933,33,291,0.952778695698827449156453894830
1305,,,,,,,,,,,,,,,1305_0,RUNNING,SOBOL,,,653,3603,99,724,0.667873635567724721617821614927
1306,,,,,,,,,,,,,,,1306_0,RUNNING,SOBOL,,,4959,2164,13,52,0.126038721855729812793001087812
1307,,,,,,,,,,,,,,,1307_0,RUNNING,SOBOL,,,4263,2815,46,153,0.052323351513594386352767884318
1308,,,,,,,,,,,,,,,1308_0,RUNNING,SOBOL,,,133,1380,67,573,0.524233968608081357665184896177
1309,,,,,,,,,,,,,,,1309_0,RUNNING,SOBOL,,,2119,4084,3,383,0.847394231270998665728200194280
1310,,,,,,,,,,,,,,,1310_0,RUNNING,SOBOL,,,3456,150,86,835,0.320691969923675046505451291523
1311,,,,,,,,,,,,,,,1311_0,RUNNING,SOBOL,,,3163,3390,11,554,0.929003212014213208824742196157
1312,,,,,,,,,,,,,,,1312_0,RUNNING,SOBOL,,,2449,2407,77,226,0.395082593834027662182961648796
1313,,,,,,,,,,,,,,,1313_0,RUNNING,SOBOL,,,466,4620,42,792,0.228043050030246385873056169658
1314,,,,,,,,,,,,,,,1314_0,RUNNING,SOBOL,,,3972,1138,72,496,0.691517048573121462240465007199
1315,,,,,,,,,,,,,,,1315_0,RUNNING,SOBOL,,,4629,3847,89,334,0.609534764191135725042158810538
1316,,,,,,,,,,,,,,,1316_0,RUNNING,SOBOL,,,947,358,25,879,0.090755371714010837913555462819
1317,,,,,,,,,,,,,,,1317_0,RUNNING,SOBOL,,,1774,2616,57,73,0.282402017673477556680694533497
1318,,,,,,,,,,,,,,,1318_0,RUNNING,SOBOL,,,2624,1628,30,649,0.761984237158671029455092593707
1319,,,,,,,,,,,,,,,1319_0,RUNNING,SOBOL,,,2648,4730,90,61,0.372216075487434849833334737923
1320,,,,,,,,,,,,,,,1320_0,RUNNING,SOBOL,,,1778,716,22,731,0.828045574691146590851076325634
1321,,,,,,,,,,,,,,,1321_0,RUNNING,SOBOL,,,971,3500,59,283,0.543110623128712166618470291723
1322,,,,,,,,,,,,,,,1322_0,RUNNING,SOBOL,,,4634,1985,30,985,0.001301734294742345901876867664
1323,,,,,,,,,,,,,,,1323_0,RUNNING,SOBOL,,,3958,3033,13,843,0.177090289991348986964325717963
1324,,,,,,,,,,,,,,,1324_0,RUNNING,SOBOL,,,432,1524,77,390,0.648967030130326749670643948775
1325,,,,,,,,,,,,,,,1325_0,RUNNING,SOBOL,,,2435,4264,43,566,0.972157422166317730649609529792
1326,,,,,,,,,,,,,,,1326_0,RUNNING,SOBOL,,,3129,254,69,144,0.445428779028356092162255208677
