trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
10,1753865655.000000000000000000000000000000,1753869766.000000000000000000000000000000,4111.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4108 significance 0.9257531871385872 gamma 0.913746071504429 max_node_size 1150 max_tree_depth 581 max_time_stationary 295,0.000000000000000000000000000000,,i7176,4080.000000000000000000000000000000,630.507812500000000000000000000000,606.621789253048746104468591511250,-1.000000000000000000000000000000,0.349999999999999977795539507497,1.625000000000000000000000000000,5694530.000000000000000000000000000000,10_0,COMPLETED,SOBOL,4080.000000000000000000000000000000,4.940000000000000390798504668055,4108,0.925753187138587230187170007412,0.913746071504428991616464372783,1150,581,295
11,1753865666.000000000000000000000000000000,1753866642.000000000000000000000000000000,976.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 333 significance 0.3982749791815877 gamma 0.13820299522206186 max_node_size 4044 max_tree_depth 2158 max_time_stationary 4625,0.000000000000000000000000000000,,i7175,935.000000000000000000000000000000,590.988281250000000000000000000000,572.667480468750000000000000000000,-1.000000000000000000000000000000,0.380000000000000004440892098501,1.625000000000000000000000000000,5694539.000000000000000000000000000000,11_0,COMPLETED,SOBOL,935.000000000000000000000000000000,4.669999999999999928945726423990,333,0.398274979181587718279899945628,0.138202995222061864044604817536,4044,2158,4625
12,1753865669.000000000000000000000000000000,1753867454.000000000000000000000000000000,1785.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 766 significance 0.8597946162726731 gamma 0.3481727502644062 max_node_size 4696 max_tree_depth 2189 max_time_stationary 2586,0.000000000000000000000000000000,,i7174,1695.000000000000000000000000000000,564.308593750000000000000000000000,485.294149709302303108415799215436,-1.000000000000000000000000000000,0.369999999999999995559107901499,1.625000000000000000000000000000,5694544.000000000000000000000000000000,12_0,COMPLETED,SOBOL,1695.000000000000000000000000000000,4.940000000000000390798504668055,766,0.859794616272673062340459182451,0.348172750264406194453670195799,4696,2189,2586
13,1753865647.000000000000000000000000000000,1753870421.000000000000000000000000000000,4774.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4461 significance 0.33083189350552855 gamma 0.5628272984381765 max_node_size 109 max_tree_depth 325 max_time_stationary 2030,0.000000000000000000000000000000,,i7184,4755.000000000000000000000000000000,614.355468750000000000000000000000,595.153545044456109280872624367476,-1.000000000000000000000000000000,0.349999999999999977795539507497,1.625000000000000000000000000000,5694556.000000000000000000000000000000,13_0,COMPLETED,SOBOL,4755.000000000000000000000000000000,4.650000000000000355271367880050,4461,0.330831893505528551457928188029,0.562827298438176470973814957688,109,325,2030
14,1753865999.000000000000000000000000000000,1753868219.000000000000000000000000000000,2220.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3113 significance 0.6522805445548147 gamma 0.022427605628967288 max_node_size 3012 max_tree_depth 1160 max_time_stationary 648,0.000000000000000000000000000000,,i7172,2158.000000000000000000000000000000,616.535156250000000000000000000000,591.459020212156019624671898782253,-1.000000000000000000000000000000,0.359999999999999986677323704498,1.625000000000000000000000000000,5694565.000000000000000000000000000000,14_0,COMPLETED,SOBOL,2158.000000000000000000000000000000,4.940000000000000390798504668055,3113,0.652280544554814656343921797088,0.022427605628967287737518532253,3012,1160,648
15,1753865966.000000000000000000000000000000,1753868768.000000000000000000000000000000,2802.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1801 significance 0.1876103942859918 gamma 0.797975589459762 max_node_size 2184 max_tree_depth 3111 max_time_stationary 3801,0.000000000000000000000000000000,,i7171,2751.000000000000000000000000000000,613.996093750000000000000000000000,586.035142148014415397483389824629,-1.000000000000000000000000000000,0.359999999999999986677323704498,1.625000000000000000000000000000,5694573.000000000000000000000000000000,15_0,COMPLETED,SOBOL,2751.000000000000000000000000000000,0.829999999999999960031971113494,1801,0.187610394285991799456780881883,0.797975589459761991406594461296,2184,3111,3801
16,1753865703.000000000000000000000000000000,1753868644.000000000000000000000000000000,2941.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1668 significance 0.6782062426991761 gamma 0.4392249472271651 max_node_size 4127 max_tree_depth 752 max_time_stationary 2079,0.000000000000000000000000000000,,i7170,2911.000000000000000000000000000000,629.785156250000000000000000000000,602.064326471843060062383301556110,-1.000000000000000000000000000000,0.359999999999999986677323704498,1.625000000000000000000000000000,5694580.000000000000000000000000000000,16_0,COMPLETED,SOBOL,2911.000000000000000000000000000000,4.940000000000000390798504668055,1668,0.678206242699176065080735043011,0.439224947227165096741430261318,4127,752,2079
17,1753865685.000000000000000000000000000000,1753867268.000000000000000000000000000000,1583.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2933 significance 0.1468218046501279 gamma 0.72405803091079 max_node_size 755 max_tree_depth 1768 max_time_stationary 2693,0.000000000000000000000000000000,,i7183,1564.000000000000000000000000000000,619.390625000000000000000000000000,589.791224449685500985651742666960,-1.000000000000000000000000000000,0.369999999999999995559107901499,1.625000000000000000000000000000,5694588.000000000000000000000000000000,17_0,COMPLETED,SOBOL,1564.000000000000000000000000000000,4.389999999999999680255768907955,2933,0.146821804650127896163525065276,0.724058030910790018097600295732,755,1768,2693
18,1753865684.000000000000000000000000000000,1753870237.000000000000000000000000000000,4553.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4633 significance 0.838970814768225 gamma 0.17295577989332378 max_node_size 3614 max_tree_depth 2655 max_time_stationary 4046,0.000000000000000000000000000000,,i7179,4534.000000000000000000000000000000,621.851562500000000000000000000000,597.381224244505460774234961718321,-1.000000000000000000000000000000,0.349999999999999977795539507497,1.625000000000000000000000000000,5694597.000000000000000000000000000000,18_0,COMPLETED,SOBOL,4534.000000000000000000000000000000,4.940000000000000390798504668055,4633,0.838970814768224992796774586168,0.172955779893323779994318556419,3614,2655,4046
19,1753865708.000000000000000000000000000000,1753867333.000000000000000000000000000000,1625.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 907 significance 0.3679805117174983 gamma 0.8939208780303597 max_node_size 1502 max_tree_depth 1608 max_time_stationary 873,0.000000000000000000000000000000,,i7182,1610.000000000000000000000000000000,603.496093750000000000000000000000,574.149036618098193685000296682119,-1.000000000000000000000000000000,0.369999999999999995559107901499,1.625000000000000000000000000000,5694609.000000000000000000000000000000,19_0,COMPLETED,SOBOL,1610.000000000000000000000000000000,2.000000000000000000000000000000,907,0.367980511717498293133843390024,0.893920878030359689070394324517,1502,1608,873
20,1753865722.000000000000000000000000000000,1753866597.000000000000000000000000000000,875.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 475 significance 0.9037259859796614 gamma 0.6216978301890195 max_node_size 2258 max_tree_depth 989 max_time_stationary 1334,0.000000000000000000000000000000,,i7168,863.000000000000000000000000000000,568.558593750000000000000000000000,549.196321980337074819544795900583,-1.000000000000000000000000000000,0.380000000000000004440892098501,1.625000000000000000000000000000,5694624.000000000000000000000000000000,20_0,COMPLETED,SOBOL,863.000000000000000000000000000000,4.940000000000000390798504668055,475,0.903725985979661361469084113196,0.621697830189019473579037367017,2258,989,1334
21,1753866073.000000000000000000000000000000,1753869184.000000000000000000000000000000,3111.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4279 significance 0.43516483389027416 gamma 0.3368714981023222 max_node_size 2626 max_tree_depth 3499 max_time_stationary 3281,0.000000000000000000000000000000,,i7167,3050.000000000000000000000000000000,629.410156250000000000000000000000,605.621768118892532584141008555889,-1.000000000000000000000000000000,0.349999999999999977795539507497,1.625000000000000000000000000000,5694635.000000000000000000000000000000,21_0,COMPLETED,SOBOL,3050.000000000000000000000000000000,4.940000000000000390798504668055,4279,0.435164833890274160843603112880,0.336871498102322197709668216703,2626,3499,3281
22,1753865861.000000000000000000000000000000,1753867732.000000000000000000000000000000,1871.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3126 significance 0.6122404146101326 gamma 0.7622519355602563 max_node_size 504 max_tree_depth 2579 max_time_stationary 4399,0.000000000000000000000000000000,,i7166,1841.000000000000000000000000000000,621.425781250000000000000000000000,594.382245463709637078864034265280,-1.000000000000000000000000000000,0.359999999999999986677323704498,1.625000000000000000000000000000,5694659.000000000000000000000000000000,22_0,COMPLETED,SOBOL,1841.000000000000000000000000000000,4.940000000000000390798504668055,3126,0.612240414610132566153311017842,0.762251935560256277391033563617,504,2579,4399
23,1753865871.000000000000000000000000000000,1753869111.000000000000000000000000000000,3240.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1939 significance 0.07938621413893998 gamma 0.04128222730197013 max_node_size 4613 max_tree_depth 153 max_time_stationary 49,0.000000000000000000000000000000,,i7163,3209.000000000000000000000000000000,623.355468750000000000000000000000,598.909527380030908716435078531504,-1.000000000000000000000000000000,0.359999999999999986677323704498,1.625000000000000000000000000000,5694674.000000000000000000000000000000,23_0,COMPLETED,SOBOL,3209.000000000000000000000000000000,2.229999999999999982236431605997,1939,0.079386214138939981133091805532,0.041282227301970127186780956663,4613,153,49
24,1753866084.000000000000000000000000000000,1753866703.000000000000000000000000000000,619.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2259 significance 0.7999820833895356 gamma 0.8150752272009849 max_node_size 2819 max_tree_depth 2063 max_time_stationary 942,0.000000000000000000000000000000,,i7161,560.000000000000000000000000000000,601.519531250000000000000000000000,576.891702586206861269602086395025,-1.000000000000000000000000000000,0.380000000000000004440892098501,1.625000000000000000000000000000,5694687.000000000000000000000000000000,24_0,COMPLETED,SOBOL,560.000000000000000000000000000000,4.940000000000000390798504668055,2259,0.799982083389535580941753778461,0.815075227200984908648706550593,2819,2063,942
25,1753865835.000000000000000000000000000000,1753869434.000000000000000000000000000000,3599.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3455 significance 0.26662534624151885 gamma 0.10142270339094102 max_node_size 1987 max_tree_depth 456 max_time_stationary 4132,0.000000000000000000000000000000,,i7158,3568.000000000000000000000000000000,614.648437500000000000000000000000,593.734799355849531821149867027998,-1.000000000000000000000000000000,0.359999999999999986677323704498,1.625000000000000000000000000000,5694703.000000000000000000000000000000,25_0,COMPLETED,SOBOL,3568.000000000000000000000000000000,1.780000000000000026645352591004,3455,0.266625346241518845769036261117,0.101422703390941018608550905356,1987,456,4132
26,1753865868.000000000000000000000000000000,1753869508.000000000000000000000000000000,3640.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3983 significance 0.7171873618010431 gamma 0.5492305181920528 max_node_size 4884 max_tree_depth 1343 max_time_stationary 2916,0.000000000000000000000000000000,,i7157,3581.000000000000000000000000000000,630.457031250000000000000000000000,602.835991753472171694738790392876,-1.000000000000000000000000000000,0.349999999999999977795539507497,1.625000000000000000000000000000,5694715.000000000000000000000000000000,26_0,COMPLETED,SOBOL,3581.000000000000000000000000000000,4.940000000000000390798504668055,3983,0.717187361801043143927358869405,0.549230518192052818982062944997,4884,1343,2916
27,1753865900.000000000000000000000000000000,1753866431.000000000000000000000000000000,531.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 170 significance 0.24818458612076938 gamma 0.2726807516571134 max_node_size 312 max_tree_depth 2920 max_time_stationary 2324,0.000000000000000000000000000000,,i7155,494.000000000000000000000000000000,591.390625000000000000000000000000,569.719951923076905586640350520611,-1.000000000000000000000000000000,0.369999999999999995559107901499,1.625000000000000000000000000000,5694730.000000000000000000000000000000,27_0,COMPLETED,SOBOL,494.000000000000000000000000000000,4.650000000000000355271367880050,170,0.248184586120769379302686274968,0.272680751657113418229272383542,312,2920,2324
28,1753865825.000000000000000000000000000000,1753868981.000000000000000000000000000000,3156.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1222 significance 0.5264789972752333 gamma 0.2487433086503297 max_node_size 950 max_tree_depth 3177 max_time_stationary 588,0.000000000000000000000000000000,,i7152,3126.000000000000000000000000000000,616.757812500000000000000000000000,593.226587301587301226390991359949,-1.000000000000000000000000000000,0.359999999999999986677323704498,1.625000000000000000000000000000,5694745.000000000000000000000000000000,28_0,COMPLETED,SOBOL,3126.000000000000000000000000000000,4.940000000000000390798504668055,1222,0.526478997275233284725004523352,0.248743308650329703057835217805,950,3177,588
29,1753865990.000000000000000000000000000000,1753869132.000000000000000000000000000000,3142.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4958 significance 0.05599123090133071 gamma 0.9624064506106078 max_node_size 3858 max_tree_depth 1312 max_time_stationary 4955,0.000000000000000000000000000000,,i7151,3090.000000000000000000000000000000,645.394531250000000000000000000000,612.899366961414784782391507178545,-1.000000000000000000000000000000,0.349999999999999977795539507497,1.625000000000000000000000000000,5694757.000000000000000000000000000000,29_0,COMPLETED,SOBOL,3090.000000000000000000000000000000,1.840000000000000079936057773011,4958,0.055991230901330707458996016612,0.962406450610607810958185837080,3858,1312,4955
30,1753870515.000000000000000000000000000000,1753872022.000000000000000000000000000000,1507.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2633 significance 0.989495015591383 gamma 0.3908183078933507 max_node_size 1775 max_tree_depth 391 max_time_stationary 3661,0.000000000000000000000000000000,,i7176,1494.000000000000000000000000000000,620.945312500000000000000000000000,590.491082442434162658173590898514,-1.000000000000000000000000000000,0.359999999999999986677323704498,1.625000000000000000000000000000,5697759.000000000000000000000000000000,30_0,COMPLETED,SOBOL,1494.000000000000000000000000000000,4.940000000000000390798504668055,2633,0.989495015591382975905787588999,0.390818307893350702642010219279,1775,391,3661
31,1753870517.000000000000000000000000000000,1753872841.000000000000000000000000000000,2324.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1359 significance 0.45855220113322137 gamma 0.6673595977537334 max_node_size 3423 max_tree_depth 2340 max_time_stationary 1736,0.000000000000000000000000000000,,i7172,2305.000000000000000000000000000000,615.031250000000000000000000000000,588.565769179184599124710075557232,-1.000000000000000000000000000000,0.359999999999999986677323704498,1.625000000000000000000000000000,5697760.000000000000000000000000000000,31_0,COMPLETED,SOBOL,2305.000000000000000000000000000000,4.940000000000000390798504668055,1359,0.458552201133221370987769205385,0.667359597753733435610001833993,3423,2340,1736
32,1753870514.000000000000000000000000000000,1753872786.000000000000000000000000000000,2272.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1279 significance 0.5466139407064766 gamma 0.9309298420995474 max_node_size 4596 max_tree_depth 936 max_time_stationary 2264,0.000000000000000000000000000000,,i7171,2258.000000000000000000000000000000,628.539062500000000000000000000000,599.870254248903506777423899620771,-1.000000000000000000000000000000,0.359999999999999986677323704498,1.625000000000000000000000000000,5697763.000000000000000000000000000000,32_0,COMPLETED,SOBOL,2258.000000000000000000000000000000,4.940000000000000390798504668055,1279,0.546613940706476619801890137751,0.930929842099547433242889837857,4596,936,2264
