trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
0,,,,,,,,,,,,,,,0_0,COMPLETED,SOBOL,66.000000000000000000000000000000,97.409999999999996589394868351519,2217,71,0.929765199065208380879710148292,0.965823366522788995247594812099,119,EDFSMode.RANDOM
1,,,,,,,,,,,,,,,1_0,COMPLETED,SOBOL,13.000000000000000000000000000000,10.439999999999999502620084967930,3835,49,0.343422753660008295284455925866,0.295590805906802422953205677914,946,EDFSMode.RANDOM
2,,,,,,,,,,,,,,,2_0,COMPLETED,SOBOL,81.000000000000000000000000000000,18.969999999999998863131622783840,2837,84,0.640089140253141564151917464187,0.543422952337190512395181940519,599,EDFSMode.RANDOM
3,,,,,,,,,,,,,,,3_0,COMPLETED,SOBOL,6.000000000000000000000000000000,44.369999999999997442046151263639,704,11,0.102468975985422733332441680432,0.218564839644357550296760450692,522,EDFSMode.RANDOM
4,,,,,,,,,,,,,,,4_0,COMPLETED,SOBOL,21.000000000000000000000000000000,30.710000000000000852651282912120,449,89,0.429342698751017437519550412617,0.001106229834258556357293179495,420,EDFSMode.RANDOM
5,,,,,,,,,,,,,,,5_0,COMPLETED,SOBOL,10.000000000000000000000000000000,15.400000000000000355271367880050,3200,18,0.827596889993175821587101381738,0.737491009645164008468043448374,716,EDFSMode.RANDOM
6,,,,,,,,,,,,,,,6_0,COMPLETED,SOBOL,9.000000000000000000000000000000,11.419999999999999928945726423990,4820,51,0.126523830229416489601135253906,0.485759713748469934557761007454,841,EDFSMode.RANDOM
7,,,,,,,,,,,,,,,7_0,COMPLETED,SOBOL,23.000000000000000000000000000000,47.219999999999998863131622783840,1320,31,0.600790518568828701972961425781,0.752263922909274684869274096854,238,EDFSMode.RANDOM
8,,,,,,,,,,,,,,,8_0,COMPLETED,SOBOL,11.000000000000000000000000000000,11.039999999999999147348717087880,1836,78,0.226619070015847690058308216976,0.664153796581551381095209762861,888,EDFSMode.RANDOM
9,,,,,,,,,,,,,,,9_0,COMPLETED,SOBOL,27.000000000000000000000000000000,72.250000000000000000000000000000,4547,4,0.500848507687449262526513393823,0.090513078240677710684103374206,177,EDFSMode.RANDOM
10,,,,,,,,,,,,,,,10_0,COMPLETED,SOBOL,22.000000000000000000000000000000,34.479999999999996873611962655559,3706,66,0.453416879255324589692577319511,0.836325170282274488187113092863,467,EDFSMode.RANDOM
11,,,,,,,,,,,,,,,11_0,COMPLETED,SOBOL,13.000000000000000000000000000000,9.830000000000000071054273576010,168,41,0.803674042295664525781262454984,0.416793488625437025252296052713,654,EDFSMode.RANDOM
12,,,,,,,,,,,,,,,12_0,COMPLETED,SOBOL,19.000000000000000000000000000000,22.100000000000001421085471520200,1143,57,0.726145237281918487504128734145,0.365017686242237682225919570556,773,EDFSMode.RANDOM
13,,,,,,,,,,,,,,,13_0,COMPLETED,SOBOL,8.000000000000000000000000000000,26.480000000000000426325641456060,2799,37,0.016261542432010174519252387881,0.880304025167599313306254771305,362,EDFSMode.RANDOM
14,,,,,,,,,,,,,,,14_0,COMPLETED,SOBOL,76.000000000000000000000000000000,39.780000000000001136868377216160,4263,95,0.967090452771633857231847741787,0.130593255825340759379571409227,293,EDFSMode.RANDOM
15,,,,,,,,,,,,,,,15_0,COMPLETED,SOBOL,11.000000000000000000000000000000,16.030000000000001136868377216160,2169,25,0.305944260824471736537333299566,0.616276667781174181115488863725,785,EDFSMode.RANDOM
16,,,,,,,,,,,,,,,16_0,COMPLETED,SOBOL,656.000000000000000000000000000000,22.320000000000000284217094304040,2016,99,0.548051172960549615176262250316,0.452765076890587814251176723701,517,EDFSMode.RANDOM
17,,,,,,,,,,,,,,,17_0,COMPLETED,SOBOL,344.000000000000000000000000000000,27.440000000000001278976924368180,4102,21,0.210465931992977861586524568338,0.808215121403336511640702610748,563,EDFSMode.RANDOM
18,,,,,,,,,,,,,,,18_0,COMPLETED,SOBOL,15.000000000000000000000000000000,9.269999999999999573674358543940,2646,62,0.755373075120151060701800815878,0.062342119993641975650433550982,993,EDFSMode.RANDOM
19,,,,,,,,,,,,,,,19_0,COMPLETED,SOBOL,28.000000000000000000000000000000,111.760000000000005115907697472721,982,33,0.470424726322293262903428967547,0.700064475478604397729043284926,141,EDFSMode.RANDOM
20,,,,,,,,,,,,,,,20_0,COMPLETED,SOBOL,194.000000000000000000000000000000,42.579999999999998294697434175760,14,67,0.061653433870524167181859098719,0.517933998119086025369028902787,244,EDFSMode.RANDOM
21,,,,,,,,,,,,,,,21_0,COMPLETED,SOBOL,701.000000000000000000000000000000,13.650000000000000355271367880050,3546,40,0.712076922494918163053512216720,0.221081985365599392734381467562,877,EDFSMode.RANDOM
22,,,,,,,,,,,,,,,22_0,COMPLETED,SOBOL,15.000000000000000000000000000000,14.220000000000000639488462184090,4394,79,0.259701452538371069245215494448,0.970853664075955746781687594193,667,EDFSMode.RANDOM
23,,,,,,,,,,,,,,,23_0,COMPLETED,SOBOL,14.000000000000000000000000000000,41.869999999999997442046151263639,1676,3,0.982253277264535373802800677367,0.266735925948247298844506758542,397,EDFSMode.RANDOM
24,,,,,,,,,,,,,,,24_0,COMPLETED,SOBOL,13.000000000000000000000000000000,20.660000000000000142108547152020,1479,56,0.358455182360485180570464081029,0.182351495133712876439702199605,620,EDFSMode.RANDOM
25,,,,,,,,,,,,,,,25_0,COMPLETED,SOBOL,614.000000000000000000000000000000,26.039999999999999147348717087880,4972,26,0.883407231623306921086680176813,0.571774742590263507224790373584,459,EDFSMode.RANDOM
26,,,,,,,,,,,,,,,26_0,COMPLETED,SOBOL,649.000000000000000000000000000000,59.609999999999999431565811391920,3359,94,0.088287389775738120412107434731,0.324003505527973190147861259902,196,EDFSMode.RANDOM
27,,,,,,,,,,,,,,,27_0,COMPLETED,SOBOL,659.000000000000000000000000000000,10.669999999999999928945726423990,601,13,0.685352546868845835525974052871,0.929670944392681164458736020606,938,EDFSMode.RANDOM
28,,,,,,,,,,,,,,,28_0,COMPLETED,SOBOL,24.000000000000000000000000000000,15.160000000000000142108547152020,864,85,0.844718008482828741634307334607,0.850848333945497858898932008742,820,EDFSMode.RANDOM
29,,,,,,,,,,,,,,,29_0,COMPLETED,SOBOL,11.000000000000000000000000000000,38.729999999999996873611962655559,2989,9,0.381170216398313665973063280035,0.395029227962717388589197753390,302,EDFSMode.RANDOM
30,,,,,,,,,,,,,,,30_0,COMPLETED,SOBOL,34.000000000000000000000000000000,44.829999999999998294697434175760,3994,73,0.584767776338383504786122557562,0.646699614491313745645584276645,341,EDFSMode.RANDOM
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,155.000000000000000000000000000000,13.289999999999999147348717087880,2369,47,0.173841648152098071644644505795,0.099629731502383953034573949026,723,EDFSMode.RANDOM
32,,,,,,,,,,,,,,,32_0,COMPLETED,SOBOL,795.000000000000000000000000000000,66.400000000000005684341886080801,2444,83,0.439704734442755595935636847571,0.256787526879459604423061591660,216,EDFSMode.RANDOM
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,750.000000000000000000000000000000,15.449999999999999289457264239900,3910,12,0.786061630805954369982657681248,0.989032953176647411375199681061,848,EDFSMode.RANDOM
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,11.000000000000000000000000000000,16.100000000000001421085471520200,3074,70,0.240180778020992885535278560383,0.241773937402293082055138029318,696,EDFSMode.RANDOM
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,15.000000000000000000000000000000,25.570000000000000284217094304040,790,50,0.518306794272735738005053462985,0.504620149193331646308990912075,426,EDFSMode.RANDOM
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,19.000000000000000000000000000000,15.109999999999999431565811391920,520,52,0.949615036239847554178084010346,0.714040638960897977582931162033,544,EDFSMode.RANDOM
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,12.000000000000000000000000000000,21.550000000000000710542735760100,3432,30,0.292369229940697528125070903116,0.040150305904448034544085288644,590,EDFSMode.RANDOM
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,24.000000000000000000000000000000,13.599999999999999644728632119950,4900,90,0.743770975368097442270709507284,0.791307523095980291927276084607,966,EDFSMode.RANDOM
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,32.000000000000000000000000000000,114.420000000000001705302565824240,1561,17,0.029990820908918976173129777862,0.462309818947687745094299316406,114,EDFSMode.RANDOM
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,22.000000000000000000000000000000,16.390000000000000568434188608080,1595,64,0.653666070953011546507127604855,0.113963880194351080410442023094,791,EDFSMode.RANDOM
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,21.000000000000000000000000000000,47.240000000000001989519660128281,4467,44,0.119942485265433787522404429637,0.625109200013801435957816465816,273,EDFSMode.RANDOM
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,39.000000000000000000000000000000,29.890000000000000568434188608080,3474,76,0.916037821333855362126996624283,0.377748416174203183182100929116,370,EDFSMode.RANDOM
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,2.000000000000000000000000000000,18.039999999999999147348717087880,97,6,0.325795115757733566574927408510,0.859776448119431768724041376117,751,EDFSMode.RANDOM
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,11.000000000000000000000000000000,21.010000000000001563194018672220,1057,97,0.144134334467351438169302468850,0.919105921158567040762932265352,648,EDFSMode.RANDOM
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,10.000000000000000000000000000000,23.750000000000000000000000000000,2562,23,0.614504563197493580695152104454,0.341809584865346571813660148109,487,EDFSMode.RANDOM
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,47.000000000000000000000000000000,81.109999999999999431565811391920,4187,60,0.411882512349635354631516293011,0.593068090520799118259276383469,169,EDFSMode.RANDOM
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,25.000000000000000000000000000000,9.480000000000000426325641456060,1942,35,0.814037089239805888851719828381,0.169395627699792383769050729825,911,EDFSMode.RANDOM
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,7.000000000000000000000000000000,28.589999999999999857891452847980,2097,61,0.074681904207915067450684887262,0.769048743277788160455088473100,391,EDFSMode.RANDOM
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,26.000000000000000000000000000000,13.470000000000000639488462184090,4344,34,0.667846675653010590778535515710,0.476337749630212803353401795903,688,EDFSMode.RANDOM
50,,,,,,,,,,,,,,,50_0,COMPLETED,SOBOL,30.000000000000000000000000000000,12.380000000000000781597009336110,2717,98,0.372153998717665690509903697603,0.723637624101713283764070183679,869,EDFSMode.RANDOM
51,,,,,,,,,,,,,,,51_0,COMPLETED,SOBOL,32.000000000000000000000000000000,66.420000000000001705302565824240,1214,21,0.901002507589757417605369482771,0.023175265984609724062570634828,266,EDFSMode.RANDOM
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,39.000000000000000000000000000000,80.269999999999996020960679743439,251,80,0.567185823250561993447149689018,0.197752013202756649068447813988,147,EDFSMode.RANDOM
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,5.000000000000000000000000000000,14.330000000000000071054273576010,3631,2,0.160159961741417639080609092161,0.556857675667852158873927237437,974,EDFSMode.RANDOM
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,104.000000000000000000000000000000,17.739999999999998436805981327780,4621,68,0.862206746034324122973657722468,0.305660079380497329282206919743,571,EDFSMode.RANDOM
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,20.000000000000000000000000000000,32.810000000000002273736754432321,1751,39,0.394762375369668017111024482801,0.947523216029629078427376498439,494,EDFSMode.RANDOM
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,81.000000000000000000000000000000,16.329999999999998294697434175760,1403,92,0.769056668782606700496273788303,0.595106097789481314208615003736,745,EDFSMode.RANDOM
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,20.000000000000000000000000000000,28.250000000000000000000000000000,4745,15,0.488004779594019055810605323131,0.143426345320418480167035113482,334,EDFSMode.RANDOM
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,35.000000000000000000000000000000,45.840000000000003410605131648481,3274,54,0.534460913805291037981248791766,0.890746270462870581852143914148,322,EDFSMode.RANDOM
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,4.000000000000000000000000000000,9.589999999999999857891452847980,364,28,0.192975287189707161994434159169,0.347334384843707100198884063502,814,EDFSMode.RANDOM
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,9.000000000000000000000000000000,11.009999999999999786837179271970,632,75,0.277205423938110484538555056133,0.434195174818858498078100183193,916,EDFSMode.RANDOM
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,36.000000000000000000000000000000,67.319999999999993178789736703038,2918,45,0.995860670084133703383599822700,0.827276181703433421965598881798,205,EDFSMode.RANDOM
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,12.000000000000000000000000000000,27.230000000000000426325641456060,3752,88,0.044056250652298331593748059731,0.076058055143803357522891417375,439,EDFSMode.RANDOM
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,4.000000000000000000000000000000,17.269999999999999573674358543940,2288,7,0.698380005953833427057020344364,0.685865085463970847179382417380,626,EDFSMode.RANDOM
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,4.000000000000000000000000000000,12.050000000000000710542735760100,2311,91,0.004775363992899656073731762262,0.153539052456617364228463884501,859,EDFSMode.RANDOM
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,28.000000000000000000000000000000,56.109999999999999431565811391920,3817,17,0.722692455369979169788052786316,0.608384024947881685285722141998,220,EDFSMode.RANDOM
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,12.000000000000000000000000000000,23.289999999999999147348717087880,2932,54,0.301745282456278796079374160399,0.357688727395609029624523600432,436,EDFSMode.RANDOM
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,12.000000000000000000000000000000,14.669999999999999928945726423990,687,29,0.955345397435128695917683216976,0.903782573359087071374062816176,699,EDFSMode.RANDOM
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,36.000000000000000000000000000000,30.559999999999998721023075631820,349,70,0.512342303980141910990653286717,0.813265392120927521624196288030,580,EDFSMode.RANDOM
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,11.000000000000000000000000000000,22.280000000000001136868377216160,3221,50,0.230064241509884609415692580114,0.424815326388925329492707305690,541,EDFSMode.RANDOM
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,110.000000000000000000000000000000,130.610000000000013642420526593924,4719,82,0.807865402810275523570737732371,0.671612426241859794551203322044,103,EDFSMode.RANDOM
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,6.000000000000000000000000000000,12.669999999999999928945726423990,1341,13,0.465169545009732232632160275898,0.066920072635635735602832596669,962,EDFSMode.RANDOM
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,53.000000000000000000000000000000,40.270000000000003126388037344441,1775,58,0.839494235480204187282993189001,0.477679082067683336010333050581,277,EDFSMode.RANDOM
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,23.000000000000000000000000000000,14.080000000000000071054273576010,4686,36,0.433693952398374660273105973829,0.775504276545718296276277214929,802,EDFSMode.RANDOM
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,23.000000000000000000000000000000,14.529999999999999360511537815910,3644,96,0.604395590631291224070764656062,0.024758460626006128374454462460,755,EDFSMode.RANDOM
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,5.000000000000000000000000000000,32.490000000000001989519660128281,306,23,0.138162283947691311158934013292,0.729851284012198453510222861951,381,EDFSMode.RANDOM
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,18.000000000000000000000000000000,29.359999999999999431565811391920,1198,77,0.331517797755077503474296918284,0.551618502443656288924955788389,484,EDFSMode.RANDOM
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,17.000000000000000000000000000000,18.730000000000000426325641456060,2664,5,0.925421556765213648709789140412,0.195194324439391497794105134744,637,EDFSMode.RANDOM
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,9.000000000000000000000000000000,12.550000000000000710542735760100,4318,64,0.098871514340862637348905650470,0.942042414825409624157259713684,907,EDFSMode.RANDOM
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,23.000000000000000000000000000000,71.349999999999994315658113919199,2035,43,0.628443068681284744414483611763,0.303344022314995520606117906937,158,EDFSMode.RANDOM
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,75.000000000000000000000000000000,18.140000000000000568434188608080,1878,69,0.385377251325175140816980956515,0.639361591551452890236362236465,677,EDFSMode.RANDOM
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,25.000000000000000000000000000000,38.329999999999998294697434175760,4164,39,0.856485396882519123273880268243,0.123102070901542903769154690963,387,EDFSMode.RANDOM
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,14.000000000000000000000000000000,50.750000000000000000000000000000,2507,82,0.185380623633041974329671575106,0.873786970017477848671205720166,256,EDFSMode.RANDOM
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,230.000000000000000000000000000000,11.279999999999999360511537815910,1044,1,0.588259078787639722030178290879,0.387128472803160539328359845967,866,EDFSMode.RANDOM
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,945.000000000000000000000000000000,14.029999999999999360511537815910,149,98,0.879192578842863392551976176037,0.331455034114420399316003340573,984,EDFSMode.RANDOM
85,,,,,,,,,,,,,,,85_0,COMPLETED,SOBOL,846.000000000000000000000000000000,76.769999999999996020960679743439,3490,22,0.346695404378697280556309578969,0.906069885946810260612949150527,151,EDFSMode.RANDOM
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,42.000000000000000000000000000000,26.339999999999999857891452847980,4529,60,0.673821189241483819998279614083,0.159282712364569312146755919457,505,EDFSMode.RANDOM
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,13.000000000000000000000000000000,28.620000000000000994759830064140,1620,35,0.084788476908579463175996693280,0.579790431046858456554105032410,575,EDFSMode.RANDOM
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,38.000000000000000000000000000000,42.520000000000003126388037344441,1497,87,0.708494242981076216558733449347,0.994514022065326575017252253019,330,EDFSMode.RANDOM
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,8.000000000000000000000000000000,11.330000000000000071054273576010,4877,8,0.050023096196353436515558144038,0.259103375745937225538284565118,734,EDFSMode.RANDOM
90,,,,,,,,,,,,,,,90_0,COMPLETED,SOBOL,65.000000000000000000000000000000,12.250000000000000000000000000000,3377,74,0.970394511800259373934807172191,0.509859590101987114607595685811,810,EDFSMode.RANDOM
91,,,,,,,,,,,,,,,91_0,COMPLETED,SOBOL,11.000000000000000000000000000000,40.170000000000001705302565824240,507,45,0.255403055418282731725554413060,0.244331417966634045768614669214,311,EDFSMode.RANDOM
92,,,,,,,,,,,,,,,92_0,COMPLETED,SOBOL,23.000000000000000000000000000000,57.810000000000002273736754432321,842,55,0.214056221924722206439994920402,0.038567319462075831670855308175,208,EDFSMode.RANDOM
93,,,,,,,,,,,,,,,93_0,COMPLETED,SOBOL,12.000000000000000000000000000000,27.260000000000001563194018672220,3090,27,0.559673892781138437868548862753,0.707826711365953098464842696558,927,EDFSMode.RANDOM
94,,,,,,,,,,,,,,,94_0,COMPLETED,SOBOL,24.000000000000000000000000000000,18.129999999999999005240169935860,3972,92,0.482275881368666892168306503663,0.460968694709241399998234101076,630,EDFSMode.RANDOM
95,,,,,,,,,,,,,,,95_0,COMPLETED,SOBOL,8.000000000000000000000000000000,27.379999999999999005240169935860,2469,15,0.759679090093821285378794527787,0.784851722143590446734151555574,450,EDFSMode.RANDOM
96,,,,,,,,,,,,,,,96_0,COMPLETED,SOBOL,36.000000000000000000000000000000,10.070000000000000284217094304040,2387,51,0.617972584534436486514152875316,0.569217661693692256186238864757,956,EDFSMode.RANDOM
97,,,,,,,,,,,,,,,97_0,COMPLETED,SOBOL,42.000000000000000000000000000000,98.939999999999997726263245567679,4044,31,0.155635737460106615692723153188,0.177111740067601192150092970223,123,EDFSMode.RANDOM
98,,,,,,,,,,,,,,,98_0,COMPLETED,SOBOL,49.000000000000000000000000000000,27.809999999999998721023075631820,3017,88,0.825766920022666495171392853081,0.927355736853554879495220575336,533,EDFSMode.RANDOM
99,,,,,,,,,,,,,,,99_0,COMPLETED,SOBOL,11.000000000000000000000000000000,24.589999999999999857891452847980,923,19,0.416066251292824762497701840402,0.318521888257935648081087265382,602,EDFSMode.RANDOM
100,,,,,,,,,,,,,,,100_0,COMPLETED,SOBOL,7.000000000000000000000000000000,22.570000000000000284217094304040,581,84,0.116482081782072782738524097113,0.401485339354723691496218407337,706,EDFSMode.RANDOM
101,,,,,,,,,,,,,,,101_0,COMPLETED,SOBOL,10.000000000000000000000000000000,25.940000000000001278976924368180,3292,10,0.642157057542353859602712873311,0.852189054798334844065266224789,416,EDFSMode.RANDOM
102,,,,,,,,,,,,,,,102_0,COMPLETED,SOBOL,34.000000000000000000000000000000,48.659999999999996589394868351519,4961,72,0.314057667121291184120224215803,0.105844211196526885587765320906,227,EDFSMode.RANDOM
103,,,,,,,,,,,,,,,103_0,COMPLETED,SOBOL,124.000000000000000000000000000000,14.380000000000000781597009336110,1422,47,0.911861692808568435886229508469,0.648281963324174315133063828398,837,EDFSMode.RANDOM
104,,,,,,,,,,,,,,,104_0,COMPLETED,SOBOL,1535.000000000000000000000000000000,72.170000000000001705302565824240,1694,95,0.288033200846984971388309304530,0.798835616873577181173970984673,180,EDFSMode.RANDOM
105,,,,,,,,,,,,,,,105_0,COMPLETED,SOBOL,1094.000000000000000000000000000000,15.960000000000000852651282912120,4444,24,0.937732930177822665562814563600,0.438753917383030045407110719680,899,EDFSMode.RANDOM
106,,,,,,,,,,,,,,,106_0,COMPLETED,SOBOL,210.000000000000000000000000000000,26.440000000000001278976924368180,3574,58,0.018337127765640618554110474747,0.690926595211029059839802357601,657,EDFSMode.RANDOM
107,,,,,,,,,,,,,,,107_0,COMPLETED,SOBOL,12.000000000000000000000000000000,28.719999999999998863131622783840,74,37,0.740150678751990254156112314377,0.048089325070381168381050684957,477,EDFSMode.RANDOM
108,,,,,,,,,,,,,,,108_0,COMPLETED,SOBOL,29.000000000000000000000000000000,36.229999999999996873611962655559,962,65,0.790390049481764389582849617000,0.234360286166891446102411578067,359,EDFSMode.RANDOM
109,,,,,,,,,,,,,,,109_0,COMPLETED,SOBOL,9.000000000000000000000000000000,12.880000000000000781597009336110,2579,43,0.451594458358362316197087693581,0.528046365072950774077753521851,763,EDFSMode.RANDOM
110,,,,,,,,,,,,,,,110_0,COMPLETED,SOBOL,20.000000000000000000000000000000,13.000000000000000000000000000000,4091,78,0.529968097833916518268893014465,0.279772360827773791669415004435,782,EDFSMode.RANDOM
111,,,,,,,,,,,,,,,111_0,COMPLETED,SOBOL,16.000000000000000000000000000000,38.420000000000001705302565824240,1959,5,0.243793456783518186492543122768,0.981207900669425758799491177342,283,EDFSMode.RANDOM
112,,,,,,,,,,,,,,,112_0,COMPLETED,SOBOL,150.000000000000000000000000000000,26.820000000000000284217094304040,2120,79,0.984078042259439844663404528546,0.084298806745558979569565849488,552,EDFSMode.RANDOM
113,,,,,,,,,,,,,,,113_0,COMPLETED,SOBOL,10.000000000000000000000000000000,32.950000000000002842170943040401,4244,3,0.272983164457604288166692185769,0.662571180064231102235794423905,513,EDFSMode.RANDOM
114,,,,,,,,,,,,,,,114_0,COMPLETED,SOBOL,58.000000000000000000000000000000,88.459999999999993747223925311118,2739,66,0.694903928058221986852061036188,0.410337585432454965417292669372,131,EDFSMode.RANDOM
115,,,,,,,,,,,,,,,115_0,COMPLETED,SOBOL,4.000000000000000000000000000000,11.849999999999999644728632119950,1115,41,0.032532514596357940683812870475,0.834984181744977793648843089613,990,EDFSMode.RANDOM
116,,,,,,,,,,,,,,,116_0,COMPLETED,SOBOL,29.000000000000000000000000000000,12.859999999999999431565811391920,235,63,0.499779789565131082884619218021,0.882619500391185307641706003778,887,EDFSMode.RANDOM
117,,,,,,,,,,,,,,,117_0,COMPLETED,SOBOL,30.000000000000000000000000000000,63.780000000000001136868377216160,3727,32,0.773286538681015378493555090245,0.370499095313251036731827525728,248,EDFSMode.RANDOM
118,,,,,,,,,,,,,,,118_0,COMPLETED,SOBOL,21.000000000000000000000000000000,22.670000000000001705302565824240,4605,100,0.196458982938900600379028560383,0.618834016362205141525976159755,408,EDFSMode.RANDOM
119,,,,,,,,,,,,,,,119_0,COMPLETED,SOBOL,10.000000000000000000000000000000,14.169999999999999928945726423990,1847,19,0.545977039443328981960235068982,0.135832802692428228352738983631,671,EDFSMode.RANDOM
120,,,,,,,,,,,,,,,120_0,COMPLETED,SOBOL,14.000000000000000000000000000000,28.289999999999999147348717087880,1270,74,0.171775074861943710669009988123,0.282554162828251742567431392672,455,EDFSMode.RANDOM
121,,,,,,,,,,,,,,,121_0,COMPLETED,SOBOL,16.000000000000000000000000000000,19.800000000000000710542735760100,4801,46,0.570753263339400240816701170843,0.955469410626217707793728095567,609,EDFSMode.RANDOM
122,,,,,,,,,,,,,,,122_0,COMPLETED,SOBOL,100.000000000000000000000000000000,13.500000000000000000000000000000,3140,86,0.399076011914759887222459155964,0.205286330644041309367864300839,935,EDFSMode.RANDOM
123,,,,,,,,,,,,,,,123_0,COMPLETED,SOBOL,14.000000000000000000000000000000,78.040000000000006252776074688882,421,9,0.874080736052244899880747652787,0.533310853067785473058393108658,186,EDFSMode.RANDOM
124,,,,,,,,,,,,,,,124_0,COMPLETED,SOBOL,37.000000000000000000000000000000,36.210000000000000852651282912120,772,93,0.656239172950387028571128666954,0.746628622228279748007651051012,305,EDFSMode.RANDOM
125,,,,,,,,,,,,,,,125_0,COMPLETED,SOBOL,4.000000000000000000000000000000,10.189999999999999502620084967930,2858,14,0.071106846265494821901498312400,0.015359232956543563547446851203,830,EDFSMode.RANDOM
126,,,,,,,,,,,,,,,126_0,COMPLETED,SOBOL,3486.000000000000000000000000000000,13.089999999999999857891452847980,3892,56,0.896681260626763121379667609290,0.761643159754574305964069935726,726,EDFSMode.RANDOM
127,,,,,,,,,,,,,,,127_0,COMPLETED,SOBOL,7.000000000000000000000000000000,37.679999999999999715782905695960,2228,27,0.360287626553326856271297629064,0.499771081455051890962693050824,352,EDFSMode.RANDOM
128,,,,,,,,,,,,,,,128_0,COMPLETED,SOBOL,19.000000000000000000000000000000,18.199999999999999289457264239900,2253,76,0.677357529601082197778794125043,0.841658423440530878423260219279,702,EDFSMode.RANDOM
129,,,,,,,,,,,,,,,129_0,COMPLETED,SOBOL,11.000000000000000000000000000000,32.070000000000000284217094304040,3875,6,0.081267093418166042040340357744,0.419325572626665254993838516384,432,EDFSMode.RANDOM
130,,,,,,,,,,,,,,,130_0,COMPLETED,SOBOL,46.000000000000000000000000000000,43.000000000000000000000000000000,2873,63,0.876874470459297339353099687287,0.671498250454664269426530154306,223,EDFSMode.RANDOM
