trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,max_window_size,min_window_size,min_p_value
27,,,,,,,,,,,,,,,27_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,903,53,475,0.118409971241652964280000048802
28,,,,,,,,,,,,,,,28_0,COMPLETED,SOBOL,112.000000000000000000000000000000,4.370000000000000106581410364015,270,3951,1712,0.216280941138975307813652193545
29,,,,,,,,,,,,,,,29_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3840,1129,2607,0.747094610990863272625972513197
30,,,,,,,,,,,,,,,30_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,2528,3079,823,0.341082314040418721479142050157
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1411,2152,4860,0.872018334840424347298437623976
32,,,,,,,,,,,,,,,32_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,1502,3800,2815,0.502637433397117971978218520235
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2609,958,1308,0.034687981732562184200574506576
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3760,2919,4642,0.877285591625422189743233047921
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,4.000000000000000000000000000000,7.160000000000000142108547152020,180,2010,1237,0.409214741638023404846080666175
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,837,3400,2200,0.257329870292078710658500995123
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4444,1827,3173,0.788228798245452333404159617203
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3252,4882,257,0.132406583682633915977078231663
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2171,204,4371,0.663426913680043028875843447167
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2406,2685,364,0.858045399416889953414511182928
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,2.000000000000000000000000000000,2.399999999999999911182158029987,3487,2401,3759,0.327741443626023809532199493333
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,4836,4347,2171,0.733244220017455483606738653179
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1228,880,3707,0.202817794200312345731518348657
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,570,4491,4729,0.104581373431999247181067858037
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4150,438,644,0.572972305511683210887952100165
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,6.000000000000000000000000000000,3.910000000000000142108547152020,2843,3478,2806,0.479107677491381778178691774883
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1736,1280,1823,0.947621083318535228912082857278
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1648,3701,4001,0.166403304211888453112422325830
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,3067,1542,591,0.634305777681991478367251602322
50,,,,,,,,,,,,,,,50_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,4238,4582,3466,0.291205077141523327455274738895
51,,,,,,,,,,,,,,,51_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,345,490,1944,0.759229071733821148093568353943
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,984,4102,866,0.919866615727823244696992333047
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4904,674,4976,0.389075630265288074927099160050
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,4.000000000000000000000000000000,6.750000000000000000000000000000,3731,2620,1601,0.545339952573366426591405797808
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2338,2297,2559,0.014427449709828942328582179755
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1947,4817,1530,0.443770897871907821219394918444
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3340,100,3062,0.974180414590425813869956073177
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,4669,3155,1015,0.069122142392210664252338858660
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,749,1621,4395,0.599654013780038797065685685084
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,111,3010,3415,0.689076793882716476247196624172
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,59.000000000000000000000000000000,0.000000000000000000000000000000,4004,2062,2427,0.220641265171766270958286781934
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2677,4023,4130,0.814000435866042981736256933800
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1258,1220,30,0.345442556206975115440371837394
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,7.000000000000000000000000000000,1.080000000000000071054273576010,1304,4918,4268,0.982703124055359533706166530465
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2733,162,168,0.451827533560618777030981618736
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,38.000000000000000000000000000000,12.949999999999999289457264239900,4026,3363,3277,0.608176862789690519939256319049
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,143,1868,2289,0.077178921346832074501520537524
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,717,2955,1153,0.230134495125990351516165333123
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4647,1968,4533,0.698121573628298963676286348345
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,3.000000000000000000000000000000,2.450000000000000177635683940025,3283,3763,1392,0.354935866166837532542643884881
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1900,999,2924,0.823045299338456270987762763980
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,2291,3441,1739,0.628200088786240673499605691177
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.239999999999999991118215802999,3674,1321,2697,0.159831541539914884220152657690
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4882,4528,728,0.753123299111239652425808799308
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,952,396,4838,0.284633234463911477529762805716
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,217.000000000000000000000000000000,148.509999999999990905052982270718,377,4311,3604,0.381981856851745404934916905404
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,42.000000000000000000000000000000,0.000000000000000000000000000000,4260,921,2082,0.912324392105638981576021251385
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,52.000000000000000000000000000000,0.000000000000000000000000000000,3123,2721,3863,0.007333533030375838715486658259
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,83.000000000000000000000000000000,0.000000000000000000000000000000,1694,2359,453,0.537797589406464271455377001985
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,56.000000000000000000000000000000,0.000000000000000000000000000000,1762,2583,2631,0.318210147733334447472941519663
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,166.000000000000000000000000000000,0.000000000000000000000000000000,2879,2339,1648,0.849038760033622330603009231709
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,58.000000000000000000000000000000,0.000000000000000000000000000000,4191,4139,4904,0.193286340156942598733635918506
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,43.000000000000000000000000000000,0.000000000000000000000000000000,621,632,819,0.724237426204699996645786086447
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,1177,4546,1997,0.564426712573599109745714486053
85,,,,,,,,,,,,,,,85_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4794,532,3533,0.096547576562128964439146727727
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3450,3738,538,0.939075391768850353813036235806
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2379,1501,3934,0.471073785731103256146923285996
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2144,4060,83,0.041743674322869635251453956926
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3215,1179,4197,0.510217782496847238604686936014
90,,,,,,,,,,,,,,,90_0,COMPLETED,SOBOL,7.000000000000000000000000000000,3.129999999999999893418589635985,4402,2974,2374,0.416270529118739074370125763380
91,,,,,,,,,,,,,,,91_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,785,2104,3348,0.884866039336752119304208008543
92,,,,,,,,,,,,,,,92_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,231,3191,4467,0.794311588783282784831385470170
93,,,,,,,,,,,,,,,93_0,COMPLETED,SOBOL,6.000000000000000000000000000000,3.990000000000000213162820728030,3801,1579,1062,0.263924456898122994363831139708
94,,,,,,,,,,,,,,,94_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,2645,4781,2989,0.669509858647361344452519915649
95,,,,,,,,,,,,,,,95_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1528,141,1483,0.139001328439358612376608448358
96,,,,,,,,,,,,,,,96_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1463,3352,688,0.484543735009618115050500364305
97,,,,,,,,,,,,,,,97_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2570,1721,4724,0.952919248328264800740328155371
98,,,,,,,,,,,,,,,98_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3877,4931,1847,0.109894981390517204600243417190
99,,,,,,,,,,,,,,,99_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,297,313,2742,0.578392845657281551297046462423
100,,,,,,,,,,,,,,,100_0,COMPLETED,SOBOL,47.000000000000000000000000000000,10.220000000000000639488462184090,876,3889,3823,0.737593521878123326018794614356
101,,,,,,,,,,,,,,,101_0,COMPLETED,SOBOL,4.000000000000000000000000000000,2.859999999999999875655021241982,4484,1028,340,0.207244020551908741945013048280
102,,,,,,,,,,,,,,,102_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3134,2832,3713,0.862517165722046064146866228839
103,,,,,,,,,,,,,,,103_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2054,1943,2127,0.332045309726521353788086798886
104,,,,,,,,,,,,,,,104_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,2445,4384,3159,0.152485924331471317527686437643
105,,,,,,,,,,,,,,,105_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3526,391,2254,0.683338830436859279160444202716
106,,,,,,,,,,,,,,,106_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4719,3586,4299,0.277287699121702480020701386820
107,,,,,,,,,,,,,,,107_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,1111,1331,291,0.808262122628092716247749649483
108,,,,,,,,,,,,,,,108_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,531,2754,1274,0.898207250240258825435546441440
109,,,,,,,,,,,,,,,109_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4111,2490,2889,0.430242856127303063829003804130
110,,,,,,,,,,,,,,,110_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2960,4279,1183,0.523680588946398350991273673571
111,,,,,,,,,,,,,,,111_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1853,794,4656,0.055594673711247745429009370355
112,,,,,,,,,,,,,,,112_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,1609,4149,2500,0.836872825444676005091082515719
113,,,,,,,,,,,,,,,113_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3028,780,3381,0.368421877972688494029540606789
114,,,,,,,,,,,,,,,114_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4355,2569,45,0.712071647905837767922321290825
115,,,,,,,,,,,,,,,115_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,463,2189,4076,0.243498226686380797589848157259
116,,,,,,,,,,,,,,,116_0,COMPLETED,SOBOL,7.000000000000000000000000000000,5.940000000000000390798504668055,1023,3611,3115,0.091152690317481757653617080450
117,,,,,,,,,,,,,,,117_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4943,1473,1516,0.621516661500651435012798629032
118,,,,,,,,,,,,,,,118_0,COMPLETED,SOBOL,16.000000000000000000000000000000,14.140000000000000568434188608080,3613,4669,4430,0.465678996237460507412464494337
119,,,,,,,,,,,,,,,119_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2221,558,941,0.996165437446907109375615618774
120,,,,,,,,,,,,,,,120_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1986,3116,4951,0.551640952907875181665531272301
121,,,,,,,,,,,,,,,121_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,3379,2111,930,0.020803945597354323027161626669
122,,,,,,,,,,,,,,,122_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,4552,3914,2516,0.926289112996775632069557104842
123,,,,,,,,,,,,,,,123_0,COMPLETED,SOBOL,2.000000000000000000000000000000,2.120000000000000106581410364015,632,1171,1605,0.395330703642219283278080865784
124,,,,,,,,,,,,,,,124_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.580000000000000071054273576010,72,4747,586,0.298591404195688636669103743770
125,,,,,,,,,,,,,,,125_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3965,11,4045,0.766478935217391743606185627868
126,,,,,,,,,,,,,,,126_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,2794,3221,1881,0.173668119446840130137843516422
127,,,,,,,,,,,,,,,127_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1375,1708,3490,0.641677048791386206438858152978
128,,,,,,,,,,,,,,,128_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1392,4375,508,0.239427918440941717159731183528
129,,,,,,,,,,,,,,,129_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2775,869,3925,0.707360637763515098797029168054
130,,,,,,,,,,,,,,,130_0,COMPLETED,SOBOL,6.000000000000000000000000000000,1.810000000000000053290705182008,3983,2659,2027,0.364229110864549843196158462888
131,,,,,,,,,,,,,,,131_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,53,2414,3542,0.832284303934592739615538903308
132,,,,,,,,,,,,,,,132_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,651,3506,4893,0.985148068452905811831499249820
133,,,,,,,,,,,,,,,133_0,COMPLETED,SOBOL,5.000000000000000000000000000000,1.149999999999999911182158029987,4534,1269,790,0.454265869120322185459315278422
134,,,,,,,,,,,,,,,134_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,3397,4465,2642,0.610621747648157131571622358024
135,,,,,,,,,,,,,,,135_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1968,451,1677,0.079617078289296483450954156069
136,,,,,,,,,,,,,,,136_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2202,2893,2979,0.400041163048055037343431195040
137,,,,,,,,,,,,,,,137_0,COMPLETED,SOBOL,5.000000000000000000000000000000,0.000000000000000000000000000000,3631,2023,1454,0.930359942209161849824283763155
138,,,,,,,,,,,,,,,138_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4924,3828,4478,0.025393017843924461929283609152
139,,,,,,,,,,,,,,,139_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1041,947,1091,0.555833199049066695174303731619
140,,,,,,,,,,,,,,,140_0,COMPLETED,SOBOL,3.000000000000000000000000000000,1.439999999999999946709294817992,444,4856,2344,0.653090726645011443451949162409
141,,,,,,,,,,,,,,,141_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4374,217,3339,0.184684967473894345868501432051
142,,,,,,,,,,,,,,,142_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3010,3428,113,0.778013996509090088871118950919
143,,,,,,,,,,,,,,,143_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1627,1816,4206,0.309486839015129966412587236846
144,,,,,,,,,,,,,,,144_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.849999999999999977795539507497,1871,3126,1383,0.589318303057644543585524843365
145,,,,,,,,,,,,,,,145_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2942,1632,2894,0.121400049870833762200028616007
146,,,,,,,,,,,,,,,146_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4130,4843,1162,0.963967041791975454145813273499
147,,,,,,,,,,,,,,,147_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,513,86,4563,0.495926437657047081142280831045
148,,,,,,,,,,,,,,,148_0,COMPLETED,SOBOL,5.000000000000000000000000000000,0.000000000000000000000000000000,1129,3995,3248,0.336268501304369415993988923219
149,,,,,,,,,,,,,,,149_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4699,1231,2279,0.867075262762419862738738629560
150,,,,,,,,,,,,,,,150_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.439999999999999946709294817992,3543,3036,4297,0.211344872345216566733583363202
151,,,,,,,,,,,,,,,151_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2426,2049,178,0.742273988472577195274482164677
152,,,,,,,,,,,,,,,152_0,COMPLETED,SOBOL,5.000000000000000000000000000000,0.790000000000000035527136788005,2036,4608,3834,0.796757485806103837866487538122
153,,,,,,,,,,,,,,,153_0,COMPLETED,SOBOL,31.000000000000000000000000000000,39.740000000000001989519660128281,3153,477,443,0.266361839832551794415849144571
154,,,,,,,,,,,,,,,154_0,COMPLETED,SOBOL,82.000000000000000000000000000000,2.089999999999999857891452847980,4465,3673,3632,0.671955696131102730994655303220
155,,,,,,,,,,,,,,,155_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,895,1553,2092,0.141438532756548357438575180822
156,,,,,,,,,,,,,,,156_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,278,2646,719,0.051036145012546337007552921250
157,,,,,,,,,,,,,,,157_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3895,2284,4808,0.519457799257338037612896641804
158,,,,,,,,,,,,,,,158_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,2551,4074,1748,0.425562821191176776647324686564
159,,,,,,,,,,,,,,,159_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1480,684,2727,0.894105996558163362841753496468
160,,,,,,,,,,,,,,,160_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1546,2806,4440,0.728307719565369215963812621339
161,,,,,,,,,,,,,,,161_0,COMPLETED,SOBOL,114.000000000000000000000000000000,0.000000000000000000000000000000,2627,2426,970,0.197997335414495323480110755554
162,,,,,,,,,,,,,,,162_0,COMPLETED,SOBOL,150.000000000000000000000000000000,0.000000000000000000000000000000,3819,4224,3105,0.853231542026530953570784276963
163,,,,,,,,,,,,,,,163_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,212,856,1487,0.322798684128187574060575570911
164,,,,,,,,,,,,,,,164_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,805,4437,75,0.482091169609874470314281325045
165,,,,,,,,,,,,,,,165_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4385,326,4085,0.950488533770758703411729584332
166,,,,,,,,,,,,,,,166_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,3234,3531,2470,0.107442475529853254112566673939
167,,,,,,,,,,,,,,,167_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2127,1393,3372,0.575962309717014453447347932524
168,,,,,,,,,,,,,,,168_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,2360,3834,1911,0.880155565046146559637918471708
