trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
453,,,,,,,,,,,,,,,453_0,FAILED,SOBOL,,,1956,4461,1578,0.990803169097751346150459994533,0.3
454,,,,,,,,,,,,,,,454_0,FAILED,SOBOL,,,46,2155,3342,0.166661975441500548322792951694,0.2
455,,,,,,,,,,,,,,,455_0,FAILED,SOBOL,,,3452,2823,1194,0.749071360034868072297342678212,0.7
456,,,,,,,,,,,,,,,456_0,FAILED,SOBOL,,,3222,846,3749,0.878755776360630957988462341746,0.000000001
457,,,,,,,,,,,,,,,457_0,FAILED,SOBOL,,,432,4170,816,0.456061633318662618119532226046,0.000000000001
458,,,,,,,,,,,,,,,458_0,FAILED,SOBOL,,,2195,1863,4102,0.636955919677391624311724172003,0.4
459,,,,,,,,,,,,,,,459_0,FAILED,SOBOL,,,3804,3153,1332,0.214390503117814656963702191206,0.000001
460,,,,,,,,,,,,,,,460_0,FAILED,SOBOL,,,4833,2346,377,0.015104128737002609633721661453,0.0001
461,,,,,,,,,,,,,,,461_0,FAILED,SOBOL,,,1359,2621,2606,0.585817055735737057808876215859,0.001
462,,,,,,,,,,,,,,,462_0,FAILED,SOBOL,,,699,235,2475,0.256717440953478204246351879192,0.00001
463,,,,,,,,,,,,,,,463_0,FAILED,SOBOL,,,2835,4731,4542,0.827545293813571336549728130194,0.6
464,,,,,,,,,,,,,,,464_0,FAILED,SOBOL,,,3077,33,633,0.136511843809857952303232764280,0.00000001
465,,,,,,,,,,,,,,,465_0,FAILED,SOBOL,,,926,4993,3561,0.715875812048092474704219512205,0.7
466,,,,,,,,,,,,,,,466_0,FAILED,SOBOL,,,1430,2299,1515,0.378247456222772615586080746652,0.00001
467,,,,,,,,,,,,,,,467_0,FAILED,SOBOL,,,4919,2725,4290,0.957481746211647943844980090944,0.8
468,,,,,,,,,,,,,,,468_0,FAILED,SOBOL,,,4026,1621,2750,0.751380469387397220693003419001,0.3
469,,,,,,,,,,,,,,,469_0,FAILED,SOBOL,,,2441,3375,526,0.335872717192396530450082536845,0.0000000001
470,,,,,,,,,,,,,,,470_0,FAILED,SOBOL,,,522,761,4398,0.509701961133629088962493369763,0.000000001
471,,,,,,,,,,,,,,,471_0,FAILED,SOBOL,,,3288,4236,2326,0.094080234844237567437552627325,0.001
472,,,,,,,,,,,,,,,472_0,FAILED,SOBOL,,,3674,1952,4801,0.286140783252194497165987741027,0.4
473,,,,,,,,,,,,,,,473_0,FAILED,SOBOL,,,293,3083,1952,0.861475490646436803388041880680,0.1
474,,,,,,,,,,,,,,,474_0,FAILED,SOBOL,,,2046,469,2973,0.044401120252907273766584950181,0.6
475,,,,,,,,,,,,,,,475_0,FAILED,SOBOL,,,4265,4567,274,0.619865981779992525346756337967,0.0001
476,,,,,,,,,,,,,,,476_0,FAILED,SOBOL,,,4679,952,1747,0.670033210618421470883276924724,0.001
477,,,,,,,,,,,,,,,477_0,FAILED,SOBOL,,,1825,4035,4048,0.242717287180945290314681983546,0.8
478,,,,,,,,,,,,,,,478_0,FAILED,SOBOL,,,1155,1341,1026,0.911708151604980199245176208933,0.0000001
479,,,,,,,,,,,,,,,479_0,FAILED,SOBOL,,,2691,3645,3177,0.484505726378411050170313956187,0.3
480,,,,,,,,,,,,,,,480_0,RUNNING,SOBOL,,,2804,1115,4165,0.064157135883346205762478575707,0.001
481,,,,,,,,,,,,,,,481_0,RUNNING,SOBOL,,,1200,3892,1311,0.522143036032095553267140530807,0.00000001
482,,,,,,,,,,,,,,,482_0,RUNNING,SOBOL,,,1781,1506,3610,0.321482423543930029286030958247,0.7
483,,,,,,,,,,,,,,,483_0,RUNNING,SOBOL,,,4567,3499,918,0.779354349598288531630885245249,0.00001
484,,,,,,,,,,,,,,,484_0,RUNNING,SOBOL,,,4300,2077,2375,0.946532151496037865712196435197,0.00000000001
485,,,,,,,,,,,,,,,485_0,RUNNING,SOBOL,,,2168,2898,4683,0.402902467390522378565265171346,0.1
486,,,,,,,,,,,,,,,486_0,RUNNING,SOBOL,,,171,592,400,0.689271582130342674865630669956,0.8
487,,,,,,,,,,,,,,,487_0,RUNNING,SOBOL,,,3639,4385,2546,0.145512219775468104598914464987,0.0000000001
488,,,,,,,,,,,,,,,488_0,COMPLETED,SOBOL,903.000000000000000000000000000000,0.390000000000000013322676295502,3401,1783,12,0.483759088428691030880912649081,0.0001
489,,,,,,,,,,,,,,,489_0,RUNNING,SOBOL,,,566,3232,2944,0.929936817334964915815476160788,0.5
490,,,,,,,,,,,,,,,490_0,RUNNING,SOBOL,,,2398,925,2138,0.226437840200960638359362064875,0.4
491,,,,,,,,,,,,,,,491_0,RUNNING,SOBOL,,,3914,4091,4910,0.672729067318141416009780186869,0.0000001
492,,,,,,,,,,,,,,,492_0,RUNNING,SOBOL,,,4952,159,3364,0.599110317124053826098872832517,0.00001
493,,,,,,,,,,,,,,,493_0,RUNNING,SOBOL,,,1552,4808,1135,0.051451372174546122773008960394,0.6
494,,,,,,,,,,,,,,,494_0,RUNNING,SOBOL,,,804,2423,3787,0.856374457474798012057703999744,0.000001
495,,,,,,,,,,,,,,,495_0,RUNNING,SOBOL,,,3043,2544,1718,0.308845666658133288784426895290,0.4
496,,,,,,,,,,,,,,,496_0,RUNNING,SOBOL,,,2958,2221,3107,0.719055997304618332854886375571,0.7
497,,,,,,,,,,,,,,,497_0,RUNNING,SOBOL,,,733,2806,181,0.179073484219610695733493344051,0.000000001
498,,,,,,,,,,,,,,,498_0,RUNNING,SOBOL,,,1325,112,4746,0.976442441569641217391506415879,0.00000000001
499,,,,,,,,,,,,,,,499_0,RUNNING,SOBOL,,,4711,4913,1970,0.436345478506758810421928274081,0.2
500,,,,,,,,,,,,,,,500_0,RUNNING,SOBOL,,,3848,683,1011,0.353947375129908314850268880036,0.001
501,,,,,,,,,,,,,,,501_0,RUNNING,SOBOL,,,2307,4312,3235,0.808286104258149840084968218434,0.1
502,,,,,,,,,,,,,,,502_0,RUNNING,SOBOL,,,319,1698,1843,0.096747479049488896429842554880,0.0000000001
503,,,,,,,,,,,,,,,503_0,RUNNING,SOBOL,,,3178,3299,3916,0.550957005811855249355346586526,0.00001
504,,,,,,,,,,,,,,,504_0,RUNNING,SOBOL,,,3574,389,1459,0.826830002829432531008535534056,0.00000001
505,,,,,,,,,,,,,,,505_0,RUNNING,SOBOL,,,80,4646,4309,0.275036582171916954564494517399,0.7
506,,,,,,,,,,,,,,,506_0,RUNNING,SOBOL,,,1921,2031,769,0.569447133267298344350137995207,0.001
507,,,,,,,,,,,,,,,507_0,RUNNING,SOBOL,,,4078,3004,3467,0.017768638471141458973212579053,0.0000001
508,,,,,,,,,,,,,,,508_0,RUNNING,SOBOL,,,4481,1265,4495,0.193725313950330019219236987738,0.01
509,,,,,,,,,,,,,,,509_0,RUNNING,SOBOL,,,1710,3722,2192,0.644037518564611666249675181461,0.4
510,,,,,,,,,,,,,,,510_0,FAILED,SOBOL,,,973,1029,2734,0.450929253181442613040985634143,0.0000001
511,,,,,,,,,,,,,,,511_0,FAILED,SOBOL,,,2562,3957,584,0.901370184278115660347907578398,0.00001
512,,,,,,,,,,,,,,,512_0,FAILED,SOBOL,,,2568,1252,2838,0.834064456978812818199742196157,0.01
513,,,,,,,,,,,,,,,513_0,FAILED,SOBOL,,,969,3714,146,0.251174920821562397410531275455,0.00000000001
514,,,,,,,,,,,,,,,514_0,FAILED,SOBOL,,,1717,1017,4935,0.592458033919334381423027480196,0.2
515,,,,,,,,,,,,,,,515_0,FAILED,SOBOL,,,4478,3951,2081,0.009439771279692650562953559756,0.000000001
516,,,,,,,,,,,,,,,516_0,FAILED,SOBOL,,,4081,377,1210,0.215548292314633738175899679845,0.6
517,,,,,,,,,,,,,,,517_0,FAILED,SOBOL,,,1916,4639,3355,0.634825294515118043747747833550,0.000000000001
518,,,,,,,,,,,,,,,518_0,FAILED,SOBOL,,,84,2019,1563,0.457341259840875868913911972413,0.7
519,,,,,,,,,,,,,,,519_0,FAILED,SOBOL,,,3568,2996,3871,0.876503336180001535460348804918,0.00001
520,,,,,,,,,,,,,,,520_0,FAILED,SOBOL,,,3182,672,1346,0.743039624245837360128064119635,0.00001
521,,,,,,,,,,,,,,,521_0,FAILED,SOBOL,,,313,4305,4118,0.171717313574627050698495622783,0.000001
522,,,,,,,,,,,,,,,522_0,FAILED,SOBOL,,,2311,1685,802,0.984649610854685275462827576121,0.9
523,,,,,,,,,,,,,,,523_0,FAILED,SOBOL,,,3842,3291,3734,0.413456502549350235486969040721,0.0001
524,,,,,,,,,,,,,,,524_0,FAILED,SOBOL,,,4717,2208,4537,0.363281319392845025717520002217,0.000000000001
525,,,,,,,,,,,,,,,525_0,FAILED,SOBOL,,,1321,2798,2469,0.786341164020821437041774970567,0.0000001
526,,,,,,,,,,,,,,,526_0,FAILED,SOBOL,,,740,100,2610,0.121492398735135800902362746001,0.5
527,,,,,,,,,,,,,,,527_0,FAILED,SOBOL,,,2954,4906,382,0.544666693340986940441439401184,0.001
528,,,,,,,,,,,,,,,528_0,FAILED,SOBOL,,,3039,170,4286,0.491023993544280501488685786171,0.7
529,,,,,,,,,,,,,,,529_0,FAILED,SOBOL,,,810,4815,1510,0.906166520036757017209083642229,0.00000001
530,,,,,,,,,,,,,,,530_0,FAILED,SOBOL,,,1548,2436,3565,0.249357376800850044640256442108,0.0000000001
531,,,,,,,,,,,,,,,531_0,FAILED,SOBOL,,,4959,2552,639,0.664369749160483524796916299238,0.1
532,,,,,,,,,,,,,,,532_0,FAILED,SOBOL,,,3908,1796,2339,0.621024666976183636890596062585,0.5
533,,,,,,,,,,,,,,,533_0,FAILED,SOBOL,,,2401,3240,4413,0.042269606526941061463986670788,0.3
534,,,,,,,,,,,,,,,534_0,FAILED,SOBOL,,,560,937,511,0.862756005732342567959847201564,0.000000000001
535,,,,,,,,,,,,,,,535_0,FAILED,SOBOL,,,3404,4097,2735,0.283887447072193044306231968221,0.9
536,,,,,,,,,,,,,,,536_0,FAILED,SOBOL,,,3634,2090,289,0.088049387618899341290124027637,0.0000001
537,,,,,,,,,,,,,,,537_0,FAILED,SOBOL,,,174,2907,2987,0.514756403267383588762129420502,0.01
538,,,,,,,,,,,,,,,538_0,FAILED,SOBOL,,,2162,604,1937,0.329720054948702434582941123153,0.8
539,,,,,,,,,,,,,,,539_0,FAILED,SOBOL,,,4303,4392,4787,0.756556748846545779052519264951,0.001
540,,,,,,,,,,,,,,,540_0,FAILED,SOBOL,,,4563,1126,3172,0.955835641074925690396923982917,0.0001
541,,,,,,,,,,,,,,,541_0,FAILED,SOBOL,,,1788,3899,1022,0.380866159383207558697392869362,0.0000001
542,,,,,,,,,,,,,,,542_0,FAILED,SOBOL,,,1196,1519,4054,0.714107869585976051673981146450,0.5
543,,,,,,,,,,,,,,,543_0,FAILED,SOBOL,,,2810,3507,1751,0.139252361988648765134257700993,0.000000000001
544,,,,,,,,,,,,,,,544_0,FAILED,SOBOL,,,2687,940,903,0.310004355572164047583072488123,0.00000001
545,,,,,,,,,,,,,,,545_0,FAILED,SOBOL,,,1162,4026,3596,0.854242947466671509459956723731,0.8
546,,,,,,,,,,,,,,,546_0,FAILED,SOBOL,,,1821,1330,1326,0.052731883542612198456644989619,0.000000000001
547,,,,,,,,,,,,,,,547_0,FAILED,SOBOL,,,4685,3638,4179,0.596856977226212670473159960238,0.7
548,,,,,,,,,,,,,,,548_0,FAILED,SOBOL,,,4259,1940,2552,0.679247330766171164562194917380,0.000000001
549,,,,,,,,,,,,,,,549_0,FAILED,SOBOL,,,2050,3076,405,0.220896204914897670290585551811,0.00001
550,,,,,,,,,,,,,,,550_0,FAILED,SOBOL,,,287,456,4677,0.936576910672709317395856487565,0.4
551,,,,,,,,,,,,,,,551_0,FAILED,SOBOL,,,3678,4559,2371,0.478095630688592787560509123068,0.00000000001
552,,,,,,,,,,,,,,,552_0,FAILED,SOBOL,,,3282,1609,4914,0.143866103485226631830684596025,0.0000001
553,,,,,,,,,,,,,,,553_0,FAILED,SOBOL,,,525,3368,2144,0.691890274137258565190222725505,0.9
554,,,,,,,,,,,,,,,554_0,FAILED,SOBOL,,,2436,748,2940,0.401134536081925008321746872753,0.6
555,,,,,,,,,,,,,,,555_0,COMPLETED,SOBOL,3067.000000000000000000000000000000,1.729999999999999982236431605997,4029,4228,7,0.949272680828347814596668285958,0.000000000001
556,,,,,,,,,,,,,,,556_0,FAILED,SOBOL,,,4915,20,1704,0.773323513526469441536903559609,0.000001
557,,,,,,,,,,,,,,,557_0,FAILED,SOBOL,,,1436,4985,3771,0.326536876831203692894689538662,0.00001
558,,,,,,,,,,,,,,,558_0,FAILED,SOBOL,,,922,2288,1150,0.515990362634882293590976587438,0.7
559,,,,,,,,,,,,,,,559_0,FAILED,SOBOL,,,3083,2718,3379,0.069333404188975697457486546682,0.3
560,,,,,,,,,,,,,,,560_0,FAILED,SOBOL,,,2841,2358,1956,0.902527984628453849857976365456,0.2
561,,,,,,,,,,,,,,,561_0,FAILED,SOBOL,,,695,2628,4731,0.448798639172688140774880594108,0.00001
562,,,,,,,,,,,,,,,562_0,COMPLETED,SOBOL,5042.000000000000000000000000000000,0.770000000000000017763568394003,1365,248,195,0.645317133933305697723881166894,0.4
563,,,,,,,,,,,,,,,563_0,FAILED,SOBOL,,,4829,4739,3123,0.191472862616181377370949689976,0.001
564,,,,,,,,,,,,,,,564_0,FAILED,SOBOL,,,3807,858,3921,0.024287790482863783753098019247,0.9
565,,,,,,,,,,,,,,,565_0,FAILED,SOBOL,,,2189,4178,1848,0.563904601981863429216446093051,0.0001
566,,,,,,,,,,,,,,,566_0,FAILED,SOBOL,,,435,1874,3230,0.281677571509033441987668311413,0.01
567,,,,,,,,,,,,,,,567_0,FAILED,SOBOL,,,3216,3160,1005,0.821165656525641662888403971010,0.2
568,,,,,,,,,,,,,,,568_0,FAILED,SOBOL,,,3455,527,3472,0.549311785520985695896456491027,0.4
569,,,,,,,,,,,,,,,569_0,FAILED,SOBOL,,,40,4469,773,0.099365282492712134199130957768,0.00000001
570,,,,,,,,,,,,,,,570_0,RUNNING,SOBOL,,,1959,2166,4304,0.806519061513245150152329188131,0.00000000001
571,,,,,,,,,,,,,,,571_0,RUNNING,SOBOL,,,4193,2829,1455,0.356687008462846288914249726076,0.0000000001
572,,,,,,,,,,,,,,,572_0,RUNNING,SOBOL,,,4444,1439,568,0.430313746435567745507455583720,0.01
573,,,,,,,,,,,,,,,573_0,RUNNING,SOBOL,,,1594,3586,2720,0.981497783420607450288741802069,0.0000000001
574,,,,,,,,,,,,,,,574_0,RUNNING,SOBOL,,,1091,1206,2207,0.172919922258704894524328210537,0.8
575,,,,,,,,,,,,,,,575_0,RUNNING,SOBOL,,,2602,3820,4509,0.724233161609619813248173159081,0.5
576,,,,,,,,,,,,,,,576_0,RUNNING,SOBOL,,,2628,426,2435,0.107774812864139674095653731456,0.2
577,,,,,,,,,,,,,,,577_0,RUNNING,SOBOL,,,1024,4609,4582,0.558458518894389244202614008827,0.6
578,,,,,,,,,,,,,,,578_0,RUNNING,SOBOL,,,1605,1912,338,0.349513763897120965928877467377,0.000001
579,,,,,,,,,,,,,,,579_0,RUNNING,SOBOL,,,4391,3124,2645,0.800068743444979135759353994217,0.0000001
580,,,,,,,,,,,,,,,580_0,RUNNING,SOBOL,,,4163,1379,4064,0.975035568265244401153779563174,0.9
581,,,,,,,,,,,,,,,581_0,RUNNING,SOBOL,,,2032,3607,1371,0.423114328278228646329495177270,0.8
582,,,,,,,,,,,,,,,582_0,RUNNING,SOBOL,,,34,987,3709,0.733361335527151769753118060180,0.3
583,,,,,,,,,,,,,,,583_0,RUNNING,SOBOL,,,3503,3999,856,0.181325169678777459170149199963,0.00001
584,,,,,,,,,,,,,,,584_0,RUNNING,SOBOL,,,3264,2335,3301,0.439654344702139487921499494405,0.0000000001
585,,,,,,,,,,,,,,,585_0,RUNNING,SOBOL,,,429,2691,1235,0.894108401218429160728362603550,0.000000001
586,,,,,,,,,,,,,,,586_0,RUNNING,SOBOL,,,2261,70,3846,0.197918957218527785668626961524,0.000000000001
587,,,,,,,,,,,,,,,587_0,RUNNING,SOBOL,,,3777,4954,1617,0.652502216100692700173624416493,0.8
588,,,,,,,,,,,,,,,588_0,COMPLETED,SOBOL,5628.000000000000000000000000000000,1.030000000000000026645352591004,4777,720,111,0.571093967100605337527952087839,0.4
589,,,,,,,,,,,,,,,589_0,RUNNING,SOBOL,,,1376,4276,2882,0.030752444541081787321434859450,0.6
590,,,,,,,,,,,,,,,590_0,RUNNING,SOBOL,,,629,1579,2037,0.812772246707230805462529588112,0.001
591,,,,,,,,,,,,,,,591_0,RUNNING,SOBOL,,,2867,3418,4970,0.272545174125581990409727950464,0.0001
592,,,,,,,,,,,,,,,592_0,RUNNING,SOBOL,,,3094,1825,1066,0.700283208072185470172144050593,0.00000000001
593,,,,,,,,,,,,,,,593_0,RUNNING,SOBOL,,,870,3191,3138,0.152998976752161980341426783525,0.01
594,,,,,,,,,,,,,,,594_0,RUNNING,SOBOL,,,1461,811,1785,0.942083791593089747706812886463,0.2
595,,,,,,,,,,,,,,,595_0,RUNNING,SOBOL,,,4848,4205,4010,0.394669406140223166801206389209,0.5
596,,,,,,,,,,,,,,,596_0,RUNNING,SOBOL,,,4024,278,3011,0.320091258112341181529814093665,0.6
597,,,,,,,,,,,,,,,597_0,RUNNING,SOBOL,,,2483,4689,236,0.766137955475598597665509714716,0.0000000001
598,,,,,,,,,,,,,,,598_0,RUNNING,SOBOL,,,495,2386,4840,0.078477222776040439500278012019,0.0000001
599,,,,,,,,,,,,,,,599_0,RUNNING,SOBOL,,,3354,2580,1913,0.524410421928390824142240944639,0.000000001
600,,,,,,,,,,,,,,,600_0,RUNNING,SOBOL,,,3750,1235,4437,0.845115249432623394376662417926,0.0001
601,,,,,,,,,,,,,,,601_0,RUNNING,SOBOL,,,256,3772,2286,0.301598632268607613760025287775,0.0000000001
602,,,,,,,,,,,,,,,602_0,RUNNING,SOBOL,,,2097,1469,2789,0.603318716498091767164169141324,0.00000001
603,,,,,,,,,,,,,,,603_0,RUNNING,SOBOL,,,4253,3536,487,0.059931777583435180689619414807,0.7
604,,,,,,,,,,,,,,,604_0,RUNNING,SOBOL,,,4618,2119,1554,0.228068973597139124098731599588,0.3
605,,,,,,,,,,,,,,,605_0,RUNNING,SOBOL,,,1847,2857,4252,0.685698124717921020376820706588,0.000001
606,,,,,,,,,,,,,,,606_0,RUNNING,SOBOL,,,1109,478,673,0.469686576200649130719000368117,0.1
607,,,,,,,,,,,,,,,607_0,RUNNING,SOBOL,,,2699,4500,3521,0.927429701415821927668048374471,0.00000000001
608,,,,,,,,,,,,,,,608_0,RUNNING,SOBOL,,,2742,1988,3825,0.506121720522642148942793483002,0.00000000001
609,,,,,,,,,,,,,,,609_0,RUNNING,SOBOL,,,1222,3047,1680,0.079162070229649550423545179001,0.8
610,,,,,,,,,,,,,,,610_0,RUNNING,SOBOL,,,1735,349,3404,0.763503889271989422127262514550,0.5
611,,,,,,,,,,,,,,,611_0,RUNNING,SOBOL,,,4574,4686,1096,0.336430740768089875381008369004,0.6
612,,,,,,,,,,,,,,,612_0,RUNNING,SOBOL,,,4375,1067,2178,0.387557333979755613828643845409,0.000000000001
613,,,,,,,,,,,,,,,613_0,RUNNING,SOBOL,,,2131,3920,4870,0.962779450315982110453205677914,0.7
614,,,,,,,,,,,,,,,614_0,COMPLETED,SOBOL,2624.000000000000000000000000000000,0.149999999999999994448884876874,222,1300,51,0.130354099279269580735629574519,0.3
615,,,,,,,,,,,,,,,615_0,RUNNING,SOBOL,,,3627,3686,2905,0.705446061482652986285302176839,0.9
616,,,,,,,,,,,,,,,616_0,COMPLETED,SOBOL,11831.000000000000000000000000000000,0.700000000000000066613381477509,3398,148,439,0.915048662193119533014851185726,0.0000001
617,,,,,,,,,,,,,,,617_0,RUNNING,SOBOL,,,607,4878,2507,0.499671465657651414637996367674,0.4
618,,,,,,,,,,,,,,,618_0,RUNNING,SOBOL,,,2371,2258,2415,0.657662454010918717806077893329,0.00001
619,,,,,,,,,,,,,,,619_0,RUNNING,SOBOL,,,3979,2767,4643,0.242399231569841500100181974631,0.00000001
620,,,,,,,,,,,,,,,620_0,RUNNING,SOBOL,,,4970,1657,3650,0.035338586654514073104316196350,0.5
621,,,,,,,,,,,,,,,621_0,RUNNING,SOBOL,,,1496,3338,878,0.614328317146748292820745973586,0.01
622,,,,,,,,,,,,,,,622_0,RUNNING,SOBOL,,,836,641,4204,0.292538250369951124962852873068,0.000000001
623,,,,,,,,,,,,,,,623_0,RUNNING,SOBOL,,,2972,4356,1272,0.871657659111544469432431014866,0.8
624,,,,,,,,,,,,,,,624_0,RUNNING,SOBOL,,,2901,887,2696,0.163066034393385045353497275755,0.000000001
625,,,,,,,,,,,,,,,625_0,RUNNING,SOBOL,,,750,4128,622,0.734138446750119300077130901627,0.0001
626,,,,,,,,,,,,,,,626_0,RUNNING,SOBOL,,,1254,1748,4455,0.420387998305261134657229149525,0.5
627,,,,,,,,,,,,,,,627_0,RUNNING,SOBOL,,,4742,3268,2231,0.991345484800636778111027069826,0.7
628,,,,,,,,,,,,,,,628_0,RUNNING,SOBOL,,,3889,2466,730,0.793048935053870085454263971769,0.01
629,,,,,,,,,,,,,,,629_0,RUNNING,SOBOL,,,2305,2501,3506,0.370238988740369701080368258772,0.2
630,,,,,,,,,,,,,,,630_0,RUNNING,SOBOL,,,385,199,1421,0.535784075301140583214021262393,0.0000001
631,,,,,,,,,,,,,,,631_0,RUNNING,SOBOL,,,3152,4768,4347,0.112845402505248784685853991050,0.4
632,,,,,,,,,,,,,,,632_0,RUNNING,SOBOL,,,3537,1547,1804,0.260073659414425506497536844108,0.000001
633,,,,,,,,,,,,,,,633_0,RUNNING,SOBOL,,,156,3460,3955,0.842725789198651931144468107959,0.1
634,,,,,,,,,,,,,,,634_0,RUNNING,SOBOL,,,1909,1157,971,0.002748120799660682886389473367,0.6
635,,,,,,,,,,,,,,,635_0,RUNNING,SOBOL,,,4129,3848,3274,0.585514700561761802788396380492,0.4
636,,,,,,,,,,,,,,,636_0,RUNNING,SOBOL,,,4504,556,4707,0.627877678206190448229051526141,0.3
637,,,,,,,,,,,,,,,637_0,RUNNING,SOBOL,,,1649,4420,2009,0.208838082378730166555058644917,0.00000000001
638,,,,,,,,,,,,,,,638_0,FAILED,SOBOL,,,980,2040,3069,0.885138494808226816701335337711,0.00001
639,,,,,,,,,,,,,,,639_0,FAILED,SOBOL,,,2515,2937,219,0.466228101346641776725476802312,0.2
640,,,,,,,,,,,,,,,640_0,FAILED,SOBOL,,,2522,777,4812,0.989697866503149281669493575464,0.000000000001
641,,,,,,,,,,,,,,,641_0,FAILED,SOBOL,,,1016,4250,1884,0.406443803597241637426407123712,0.000001
642,,,,,,,,,,,,,,,642_0,FAILED,SOBOL,,,1674,1634,3042,0.747965812062844626062485531293,0.9
643,,,,,,,,,,,,,,,643_0,FAILED,SOBOL,,,4518,3391,266,0.164826675018295648600386016369,0.4
644,,,,,,,,,,,,,,,644_0,FAILED,SOBOL,,,4112,2284,1777,0.122413610637187961205363251338,0.00000001
645,,,,,,,,,,,,,,,645_0,FAILED,SOBOL,,,1883,2712,4002,0.541811487242579437051404056547,0.0001
646,,,,,,,,,,,,,,,646_0,FAILED,SOBOL,,,121,20,1077,0.364080946782603886990870023510,0.3
647,,,,,,,,,,,,,,,647_0,FAILED,SOBOL,,,3532,4977,3149,0.783607549870386721480031155807,0.6
648,,,,,,,,,,,,,,,648_0,FAILED,SOBOL,,,3136,1367,704,0.587653672274202065750614565331,0.00000001
649,,,,,,,,,,,,,,,649_0,FAILED,SOBOL,,,360,3668,3552,0.016208583664149046887903438119,0.000000001
650,,,,,,,,,,,,,,,650_0,FAILED,SOBOL,,,2269,975,1526,0.829381679845973884823706612224,0.0000001
651,,,,,,,,,,,,,,,651_0,FAILED,SOBOL,,,3883,4060,4224,0.257822141258046033662765239569,0.6
652,,,,,,,,,,,,,,,652_0,FAILED,SOBOL,,,4748,443,2800,0.456176153935492045832233998226,0.0000000001
653,,,,,,,,,,,,,,,653_0,FAILED,SOBOL,,,1289,4544,498,0.879602428846061212830420572573,0.3
654,,,,,,,,,,,,,,,654_0,FAILED,SOBOL,,,777,1929,4429,0.214505254240706572099739446458,0.9
655,,,,,,,,,,,,,,,655_0,FAILED,SOBOL,,,2918,3058,2277,0.637802326785400497399791674979,0.5
656,,,,,,,,,,,,,,,656_0,FAILED,SOBOL,,,3008,2171,3681,0.334783356694504596884343072816,0.7
657,,,,,,,,,,,,,,,657_0,FAILED,SOBOL,,,843,2836,828,0.749559452904388301419658091618,0.0000000001
658,,,,,,,,,,,,,,,658_0,FAILED,SOBOL,,,1511,528,4095,0.092991104852408176806299877626,0.00001
659,,,,,,,,,,,,,,,659_0,FAILED,SOBOL,,,4995,4477,1401,0.507880699273198787935257314530,0.000000000001
660,,,,,,,,,,,,,,,660_0,RUNNING,SOBOL,,,3954,1177,330,0.715014035390689972615518854582,0.0000001
661,,,,,,,,,,,,,,,661_0,RUNNING,SOBOL,,,2354,3798,2636,0.136381752880290141316521612680,0.5
662,,,,,,,,,,,,,,,662_0,RUNNING,SOBOL,,,602,1414,2446,0.956619739048182982088519565878,0.2
663,,,,,,,,,,,,,,,663_0,RUNNING,SOBOL,,,3363,3564,4592,0.378117610670626158597684707274,0.000000001
664,,,,,,,,,,,,,,,664_0,RUNNING,SOBOL,,,3603,261,2067,0.244537485739216214897240320170,0.001
665,,,,,,,,,,,,,,,665_0,RUNNING,SOBOL,,,206,4754,5000,0.671123626982793264339477445901,0.00000000001
666,,,,,,,,,,,,,,,666_0,COMPLETED,SOBOL,8588.000000000000000000000000000000,0.080000000000000001665334536938,2125,2369,83,0.486326170314103356506763020661,0.00001
667,,,,,,,,,,,,,,,667_0,RUNNING,SOBOL,,,4339,2647,2853,0.912798337463289533033616862667,0.000000001
668,,,,,,,,,,,,,,,668_0,RUNNING,SOBOL,,,4609,1837,3858,0.861606429243460314459923665709,0.2
669,,,,,,,,,,,,,,,669_0,RUNNING,SOBOL,,,1741,3130,1628,0.287001474300399406214268083204,0.00000001
670,,,,,,,,,,,,,,,670_0,RUNNING,SOBOL,,,1238,822,3293,0.619996674999594654664747395145,0.000001
671,,,,,,,,,,,,,,,671_0,RUNNING,SOBOL,,,2769,4144,1226,0.045262041807174684115988583244,0.8
672,,,,,,,,,,,,,,,672_0,RUNNING,SOBOL,,,2734,1714,1430,0.404233569262549274903051355068,0.00000001
673,,,,,,,,,,,,,,,673_0,RUNNING,SOBOL,,,1116,3312,4356,0.948107634408399513326060059626,0.0000001
674,,,,,,,,,,,,,,,674_0,RUNNING,SOBOL,,,1862,696,718,0.146843076270073646938385536487,0.00000000001
675,,,,,,,,,,,,,,,675_0,RUNNING,SOBOL,,,4643,4328,3495,0.690847295548766893169556624343,0.0000000001
676,,,,,,,,,,,,,,,676_0,RUNNING,SOBOL,,,4227,96,4483,0.522759234504774239482571829285,0.8
677,,,,,,,,,,,,,,,677_0,RUNNING,SOBOL,,,2081,4899,2260,0.064528983058407901607367307406,0.6
678,,,,,,,,,,,,,,,678_0,RUNNING,SOBOL,,,251,2207,2665,0.779970793448388599600207271578,0.3
679,,,,,,,,,,,,,,,679_0,RUNNING,SOBOL,,,3715,2790,592,0.321854040212929237707584206873,0.000000000001
