trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,delta
20,,,,,,,,,,,,,,,20_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1124,0.774964688807725954333704976307
21,,,,,,,,,,,,,,,21_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.660000000000000031086244689504,3504,0.288523656403645856194373209291
22,,,,,,,,,,,,,,,22_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4366,0.511759553981944947942395174323
23,,,,,,,,,,,,,,,23_0,COMPLETED,SOBOL,3.000000000000000000000000000000,5.099999999999999644728632119950,1669,0.048952678091824054773528729356
24,,,,,,,,,,,,,,,24_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1513,0.938252131141722234275448499830
25,,,,,,,,,,,,,,,25_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3898,0.496619454784318792306407885917
26,,,,,,,,,,,,,,,26_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3350,0.710132792538031965001721346198
27,,,,,,,,,,,,,,,27_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.709999999999999964472863211995,657,0.229759510636329655763887558351
28,,,,,,,,,,,,,,,28_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,281,0.580661990270018524284978411742
29,,,,,,,,,,,,,,,29_0,COMPLETED,SOBOL,2.000000000000000000000000000000,2.700000000000000177635683940025,2589,0.110034476807340977910776302906
30,,,,,,,,,,,,,,,30_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4540,0.816700373945757784888144215074
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.569999999999999951150186916493,1925,0.369219950251281237019185255122
32,,,,,,,,,,,,,,,32_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1985,0.621077299503609570052731214673
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,3.000000000000000000000000000000,5.030000000000000248689957516035,4678,0.064441547833383086563152630788
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2571,0.852851891711354226366381681146
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.599999999999999977795539507497,186,0.335444050272926674871598606842
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,753,0.982748579954728529450846963300
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3368,0.455595029562711695270138534397
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3761,0.743055894441902675673361500230
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.979999999999999982236431605997,1454,0.192267949594184750505831971168
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1611,0.801005565626546789381734470226
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.729999999999999982236431605997,4231,0.260229017712175825227660652672
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3526,0.534023676335811603443914918898
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,4.000000000000000000000000000000,8.220000000000000639488462184090,1223,0.031987971907481552169549843256
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,340,0.663433223476633471271668440750
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.299999999999999822364316059975,3038,0.151651512667536736422846388450
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4833,0.922496751777827750373717208277
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2453,0.387568189142271868341538265668
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2243,0.883502819141373074707246360049
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4848,0.426283796861767760866257503949
50,,,,,,,,,,,,,,,50_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2908,0.655261659942567353809295127576
51,,,,,,,,,,,,,,,51_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.560000000000000053290705182008,591,0.159302035836502903221045812643
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,972,0.525425113333389148806418234017
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,4.000000000000000000000000000000,10.759999999999999786837179271970,3655,0.039211670346558091804212153875
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4215,0.761341661542654035699229098100
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.640000000000000013322676295502,1820,0.298275312041863804868313536645
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1352,0.688700338846072512843932145188
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.760000000000000008881784197001,4060,0.247327374041080488842325735277
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3189,0.959702965833246657290089842718
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,818,0.479101856572553497226607532866
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,120,0.830353560326620887543924709462
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.569999999999999951150186916493,2750,0.359498929612338535832805064274
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4379,0.567026590034365618464562430745
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,1.000000000000000000000000000000,4.900000000000000355271367880050,2086,0.119806119551882153673183495357
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2051,0.740759138541296158209092936886
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.939999999999999946709294817992,4416,0.198036316405981765997879051611
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2792,0.969000779200345330188781645120
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,80,0.465018562609329833001936549408
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,858,0.847326422521844535573620760260
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.589999999999999968913755310496,3146,0.337496934477239829419659145060
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4022,0.611410340901464177676416511531
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.549999999999999822364316059975,1387,0.078433763088658459139423939632
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1858,0.936547649415209848555718963325
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.550000000000000044408920985006,4180,0.377963541533797964255825263535
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3615,0.665545503888279155191298741556
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.359999999999999875655021241982,1015,0.146189544180408109719238041180
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,548,0.543384006107226036341728558909
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,4.000000000000000000000000000000,10.230000000000000426325641456060,2948,0.018180477518588304686186774006
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4883,0.806711442988365834416697452980
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.739999999999999991118215802999,2205,0.257873757885768994935205000729
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2496,0.751743061000481271882733835810
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.609999999999999986677323704498,4793,0.312320177484303740378379643516
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3003,0.519968935381621144564689984691
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,2.000000000000000000000000000000,8.000000000000000000000000000000,378,0.041318145351484418525966901825
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1186,0.641459781350567914692817339528
85,,,,,,,,,,,,,,,85_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.189999999999999946709294817992,3561,0.168656734939664598726949407137
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4271,0.881152948323637219552040278359
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1568,0.431984300086274752850101776858
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1414,0.572785597184672923276593792252
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.979999999999999982236431605997,3804,0.117518738184124227341698087912
90,,,,,,,,,,,,,,,90_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3405,0.839767953064292638210019958933
91,,,,,,,,,,,,,,,91_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.589999999999999968913755310496,717,0.345760254295542857061462882484
92,,,,,,,,,,,,,,,92_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,221,0.961745940135791843594859074074
93,,,,,,,,,,,,,,,93_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2533,0.473586282413452852591007058436
94,,,,,,,,,,,,,,,94_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4635,0.702682893294841015574547782307
95,,,,,,,,,,,,,,,95_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.229999999999999982236431605997,2025,0.237670091116800902275585372081
96,,,,,,,,,,,,,,,96_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1890,0.990467020619660631908232062415
97,,,,,,,,,,,,,,,97_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4578,0.447484486931934932751886435653
98,,,,,,,,,,,,,,,98_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2631,0.719343043344095378621716463385
99,,,,,,,,,,,,,,,99_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.570000000000000062172489379009,241,0.215588654112070787771671120936
100,,,,,,,,,,,,,,,100_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,697,0.597790942247957035604599695944
101,,,,,,,,,,,,,,,101_0,COMPLETED,SOBOL,3.000000000000000000000000000000,4.450000000000000177635683940025,3307,0.088188571454957134787555617095
102,,,,,,,,,,,,,,,102_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3860,0.860996562251821195843604073161
103,,,,,,,,,,,,,,,103_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.599999999999999977795539507497,1548,0.327760031227022408106819284512
104,,,,,,,,,,,,,,,104_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1707,0.686991758201271340844584756269
105,,,,,,,,,,,,,,,105_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.870000000000000106581410364015,4331,0.128667841473594307677430492731
106,,,,,,,,,,,,,,,106_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3464,0.915111567111685841879875624727
107,,,,,,,,,,,,,,,107_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1166,0.395528252210468056482284282538
108,,,,,,,,,,,,,,,108_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,397,0.793072057228535465256413772295
109,,,,,,,,,,,,,,,109_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.719999999999999973354647408996,3099,0.267640939222648754913791435683
110,,,,,,,,,,,,,,,110_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4732,0.557034158730879469523245006712
111,,,,,,,,,,,,,,,111_0,COMPLETED,SOBOL,3.000000000000000000000000000000,18.649999999999998578914528479800,2357,0.008455947238951922600991295553
112,,,,,,,,,,,,,,,112_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2344,0.502419393490999954821063511190
113,,,,,,,,,,,,,,,113_0,COMPLETED,SOBOL,3.000000000000000000000000000000,4.129999999999999893418589635985,4944,0.062738939898088569302458950006
114,,,,,,,,,,,,,,,114_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2851,0.769279932493343920896222698502
115,,,,,,,,,,,,,,,115_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.660000000000000031086244689504,530,0.290858635414391775153575281365
116,,,,,,,,,,,,,,,116_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1034,0.890892766360193544272760846070
117,,,,,,,,,,,,,,,117_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3713,0.418318978676572417185752783553
118,,,,,,,,,,,,,,,118_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4120,0.631707887770608045308051714528
119,,,,,,,,,,,,,,,119_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.060000000000000053290705182008,1720,0.182280951913446176426703004836
120,,,,,,,,,,,,,,,120_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1253,0.822200327601283809109133926540
121,,,,,,,,,,,,,,,121_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.569999999999999951150186916493,3965,0.367191518278792483620520670229
122,,,,,,,,,,,,,,,122_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3244,0.590304385105147932932823096053
123,,,,,,,,,,,,,,,123_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.299999999999999822364316059975,879,0.096067665550857786471716792676
124,,,,,,,,,,,,,,,124_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,60,0.712404627759009589915706328611
125,,,,,,,,,,,,,,,125_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.379999999999999893418589635985,2694,0.224015239143744104843847253505
126,,,,,,,,,,,,,,,126_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4474,0.951975962983444334852833890182
127,,,,,,,,,,,,,,,127_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2186,0.487220968823879940767795915235
128,,,,,,,,,,,,,,,128_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2160,0.537650637179613144489565002004
129,,,,,,,,,,,,,,,129_0,COMPLETED,SOBOL,7.000000000000000000000000000000,9.009999999999999786837179271970,4462,0.027812317406758668009159052303
130,,,,,,,,,,,,,,,130_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2669,0.796836127353832135433719940920
131,,,,,,,,,,,,,,,131_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.429999999999999937827510620991,49,0.263850714094936822373682616671
132,,,,,,,,,,,,,,,132_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,889,0.926671900652348945470748731168
133,,,,,,,,,,,,,,,133_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3270,0.383940782157704219024196845567
134,,,,,,,,,,,,,,,134_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3976,0.659811973234638582397337813745
135,,,,,,,,,,,,,,,135_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.340000000000000079936057773011,1278,0.155821456566452992698046386977
136,,,,,,,,,,,,,,,136_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1747,0.856958513364195817452184655849
137,,,,,,,,,,,,,,,137_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.599999999999999977795539507497,4133,0.331763344338163734814628469394
138,,,,,,,,,,,,,,,138_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3740,0.617387522039934966144869576965
139,,,,,,,,,,,,,,,139_0,COMPLETED,SOBOL,2.000000000000000000000000000000,15.839999999999999857891452847980,1047,0.068558192782104010465360488524
140,,,,,,,,,,,,,,,140_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,516,0.746736154235899451947489069426
141,,,,,,,,,,,,,,,141_0,COMPLETED,SOBOL,2.000000000000000000000000000000,2.830000000000000071054273576010,2823,0.188160822315141557092843527244
142,,,,,,,,,,,,,,,142_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4930,0.978632440632209221753612382599
143,,,,,,,,,,,,,,,143_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2316,0.459285253167152407449691509100
144,,,,,,,,,,,,,,,144_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2380,0.956012712486088322982880072232
145,,,,,,,,,,,,,,,145_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4751,0.483218025637790538073801371866
146,,,,,,,,,,,,,,,146_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3123,0.692807436382398056373688177700
147,,,,,,,,,,,,,,,147_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.419999999999999928945726423990,415,0.243647143989801417962581808752
148,,,,,,,,,,,,,,,148_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1148,0.562909974828362469345677254751
149,,,,,,,,,,,,,,,149_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.870000000000000106581410364015,3441,0.123495867272838955042146835694
150,,,,,,,,,,,,,,,150_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4313,0.834034296004101616262005336466
151,,,,,,,,,,,,,,,151_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.569999999999999951150186916493,1684,0.355392278216779211597042831272
152,,,,,,,,,,,,,,,152_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1528,0.651091745786368858439630002977
153,,,,,,,,,,,,,,,153_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.250000000000000000000000000000,3845,0.162923256335780031189841565720
154,,,,,,,,,,,,,,,154_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3286,0.887130255868658457174547038449
155,,,,,,,,,,,,,,,155_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,682,0.422108618244528777108115491501
156,,,,,,,,,,,,,,,156_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,257,0.757719935417175305403247875802
157,,,,,,,,,,,,,,,157_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.640000000000000013322676295502,2652,0.302444780057296136455136092991
158,,,,,,,,,,,,,,,158_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4594,0.529600738091394296347402814717
159,,,,,,,,,,,,,,,159_0,COMPLETED,SOBOL,4.000000000000000000000000000000,3.580000000000000071054273576010,1911,0.035584739245474339419672560325
160,,,,,,,,,,,,,,,160_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2009,0.787110109938308544208496186911
161,,,,,,,,,,,,,,,161_0,FAILED,SOBOL,,,4614,0.277501283116638686188082374429
162,,,,,,,,,,,,,,,162_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2517,0.547417283147573430213128631294
163,,,,,,,,,,,,,,,163_0,COMPLETED,SOBOL,2.000000000000000000000000000000,19.120000000000000994759830064140,200,0.014174299811944367222249496763
164,,,,,,,,,,,,,,,164_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,738,0.677375315746292505636461100949
165,,,,,,,,,,,,,,,165_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.649999999999999911182158029987,3421,0.134385909631848349254923391527
166,,,,,,,,,,,,,,,166_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3825,0.909149781547486823818360335281
167,,,,,,,,,,,,,,,167_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1430,0.405388523606583450753504394015
168,,,,,,,,,,,,,,,168_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1586,0.607651035187765975464913026372
169,,,,,,,,,,,,,,,169_0,COMPLETED,SOBOL,3.000000000000000000000000000000,6.700000000000000177635683940025,4294,0.082226845376193527514807612988
170,,,,,,,,,,,,,,,170_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3579,0.866714689895510703721015488554
171,,,,,,,,,,,,,,,171_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.609999999999999986677323704498,1208,0.318143410315737118487788848142
172,,,,,,,,,,,,,,,172_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,355,0.996185313707217523493397948187
173,,,,,,,,,,,,,,,173_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2984,0.437867789804935458874979303801
174,,,,,,,,,,,,,,,174_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4769,0.729203565694391708795762951922
175,,,,,,,,,,,,,,,175_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.880000000000000004440892098501,2477,0.209626647336408483690561865842
176,,,,,,,,,,,,,,,176_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2219,0.706442539190873519672209113196
177,,,,,,,,,,,,,,,177_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.790000000000000035527136788005,4912,0.233875679701566696611081397350
178,,,,,,,,,,,,,,,178_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2962,0.942359228678047666782902069826
179,,,,,,,,,,,,,,,179_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,576,0.492939224733039749182239575021
180,,,,,,,,,,,,,,,180_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,987,0.812583758739754524746956576564
181,,,,,,,,,,,,,,,181_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.560000000000000053290705182008,3602,0.372909697972238052265936403273
182,,,,,,,,,,,,,,,182_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4152,0.584342725947499253003059038747
