trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
12267,,,,,,,,,,,,,,,12267_0,ABANDONED,SOBOL,,,3092,0,249,842,1524
12268,,,,,,,,,,,,,,,12268_0,ABANDONED,SOBOL,,,3382,2,101,650,1825
12269,1754253397.000000000000000000000000000000,1754253410.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2295 feature_id 0 p 381 big_windowSize 1253 small_windowSize 295,1.000000000000000000000000000000,,i7181,5756988.000000000000000000000000000000,,,,,,,12269_0,FAILED,SOBOL,,,2295,0,381,1253,295
12270,,,,,,,,,,,,,,,12270_0,ABANDONED,SOBOL,,,467,4,187,449,704
12271,,,,,,,,,,,,,,,12271_0,ABANDONED,SOBOL,,,4054,1,341,1579,1171
12272,1754254452.000000000000000000000000000000,1754254465.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3806 feature_id 4 p 55 big_windowSize 967 small_windowSize 159,1.000000000000000000000000000000,,i7184,5757049.000000000000000000000000000000,,,,,,,12272_0,FAILED,SOBOL,,,3806,4,55,967,159
12273,,,,,,,,,,,,,,,12273_0,ABANDONED,SOBOL,,,523,1,458,1067,1687
12274,,,,,,,,,,,,,,,12274_0,ABANDONED,SOBOL,,,2348,2,234,138,1284
12275,,,,,,,,,,,,,,,12275_0,ABANDONED,SOBOL,,,3131,0,263,1772,816
12276,,,,,,,,,,,,,,,12276_0,ABANDONED,SOBOL,,,2874,3,397,1706,524
12277,,,,,,,,,,,,,,,12277_0,ABANDONED,SOBOL,,,1474,1,116,323,1116
12278,,,,,,,,,,,,,,,12278_0,ABANDONED,SOBOL,,,819,4,325,1377,1895
12279,,,,,,,,,,,,,,,12279_0,ABANDONED,SOBOL,,,4718,2,172,528,490
12280,,,,,,,,,,,,,,,12280_0,ABANDONED,SOBOL,,,4387,2,352,398,1571
12281,,,,,,,,,,,,,,,12281_0,ABANDONED,SOBOL,,,1114,0,137,1512,42
12282,,,,,,,,,,,,,,,12282_0,ABANDONED,SOBOL,,,1766,3,424,693,949
12283,,,,,,,,,,,,,,,12283_0,ABANDONED,SOBOL,,,2540,1,81,1343,1416
12284,,,,,,,,,,,,,,,12284_0,ABANDONED,SOBOL,,,3464,4,199,1152,1249
12285,,,,,,,,,,,,,,,12285_0,ABANDONED,SOBOL,,,2055,2,291,752,656
12286,,,,,,,,,,,,,,,12286_0,ABANDONED,SOBOL,,,228,3,19,1946,374
12287,,,,,,,,,,,,,,,12287_0,ABANDONED,SOBOL,,,4137,0,485,83,1777
12288,,,,,,,,,,,,,,,12288_0,ABANDONED,SOBOL,,,4137,3,20,571,592
12289,,,,,,,,,,,,,,,12289_0,ABANDONED,SOBOL,,,229,0,485,1467,1059
12290,,,,,,,,,,,,,,,12290_0,ABANDONED,SOBOL,,,2056,4,198,272,1967
12291,,,,,,,,,,,,,,,12291_0,ABANDONED,SOBOL,,,3464,2,291,1640,438
12292,1754254540.000000000000000000000000000000,1754254552.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2540 feature_id 4 p 424 big_windowSize 1822 small_windowSize 231,1.000000000000000000000000000000,,i7184,5757053.000000000000000000000000000000,,,,,,,12292_0,FAILED,SOBOL,,,2540,4,424,1822,231
12293,,,,,,,,,,,,,,,12293_0,ABANDONED,SOBOL,,,1766,1,81,205,1635
12294,,,,,,,,,,,,,,,12294_0,ABANDONED,SOBOL,,,1113,3,353,1024,1352
12295,,,,,,,,,,,,,,,12295_0,ABANDONED,SOBOL,,,4387,0,137,878,760
12296,,,,,,,,,,,,,,,12296_0,ABANDONED,SOBOL,,,4718,4,325,16,1177
12297,,,,,,,,,,,,,,,12297_0,ABANDONED,SOBOL,,,819,1,171,1895,709
12298,,,,,,,,,,,,,,,12298_0,ABANDONED,SOBOL,,,1475,3,396,842,306
12299,,,,,,,,,,,,,,,12299_0,ABANDONED,SOBOL,,,2873,0,117,1195,1834
12300,,,,,,,,,,,,,,,12300_0,ABANDONED,SOBOL,,,3131,2,233,1253,1503
12301,1754255379.000000000000000000000000000000,1754255392.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2347 feature_id 0 p 264 big_windowSize 650 small_windowSize 98,1.000000000000000000000000000000,,i7186,5757077.000000000000000000000000000000,,,,,,,12301_0,FAILED,SOBOL,,,2347,0,264,650,98
12302,,,,,,,,,,,,,,,12302_0,ABANDONED,SOBOL,,,522,4,55,1579,877
12303,,,,,,,,,,,,,,,12303_0,ABANDONED,SOBOL,,,3806,1,458,449,1469
12304,,,,,,,,,,,,,,,12304_0,ABANDONED,SOBOL,,,4053,4,188,1067,485
12305,,,,,,,,,,,,,,,12305_0,ABANDONED,SOBOL,,,468,1,341,968,1889
12306,,,,,,,,,,,,,,,12306_0,ABANDONED,SOBOL,,,2295,2,100,1771,1107
12307,,,,,,,,,,,,,,,12307_0,ABANDONED,SOBOL,,,3381,0,381,138,514
12308,,,,,,,,,,,,,,,12308_0,ABANDONED,SOBOL,,,3092,3,279,323,838
12309,,,,,,,,,,,,,,,12309_0,ABANDONED,SOBOL,,,1370,1,249,1707,1305
12310,,,,,,,,,,,,,,,12310_0,ABANDONED,SOBOL,,,717,4,442,528,1713
12311,1754255472.000000000000000000000000000000,1754255629.000000000000000000000000000000,157.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4939 feature_id 2 p 39 big_windowSize 1377 small_windowSize 184,0.000000000000000000000000000000,,i7184,5757081.000000000000000000000000000000,144.000000000000000000000000000000,551.656250000000000000000000000000,551.656250000000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.000000000000000000000000000000,12311_0,COMPLETED,SOBOL,144.000000000000000000000000000000,0.000000000000000000000000000000,4939,2,39,1377,184
12312,,,,,,,,,,,,,,,12312_0,ABANDONED,SOBOL,,,4645,2,470,1513,1756
12313,,,,,,,,,,,,,,,12313_0,ABANDONED,SOBOL,,,1049,0,4,398,352
12314,,,,,,,,,,,,,,,12314_0,ABANDONED,SOBOL,,,1704,3,306,1343,632
12315,,,,,,,,,,,,,,,12315_0,ABANDONED,SOBOL,,,2800,1,214,693,1223
12316,,,,,,,,,,,,,,,12316_0,ABANDONED,SOBOL,,,3673,4,65,752,1423
12317,,,,,,,,,,,,,,,12317_0,ABANDONED,SOBOL,,,1961,2,409,1152,955
12318,,,,,,,,,,,,,,,12318_0,ABANDONED,SOBOL,,,136,3,152,83,52
12319,,,,,,,,,,,,,,,12319_0,ABANDONED,SOBOL,,,4349,0,368,1946,1580
12320,,,,,,,,,,,,,,,12320_0,ABANDONED,SOBOL,,,4248,4,403,1407,798
12321,,,,,,,,,,,,,,,12321_0,ABANDONED,SOBOL,,,22,2,125,558,1330
12322,,,,,,,,,,,,,,,12322_0,ABANDONED,SOBOL,,,1945,3,319,1737,1675
12323,,,,,,,,,,,,,,,12323_0,ABANDONED,SOBOL,,,3670,0,163,354,207
12324,,,,,,,,,,,,,,,12324_0,ABANDONED,SOBOL,,,2671,2,62,170,382
12325,,,,,,,,,,,,,,,12325_0,ABANDONED,SOBOL,,,1579,0,466,1803,1976
12326,,,,,,,,,,,,,,,12326_0,ABANDONED,SOBOL,,,982,3,226,1000,1006
12327,,,,,,,,,,,,,,,12327_0,ABANDONED,SOBOL,,,4574,1,255,1099,599
12328,,,,,,,,,,,,,,,12328_0,ABANDONED,SOBOL,,,4907,3,191,1976,1463
12329,,,,,,,,,,,,,,,12329_0,ABANDONED,SOBOL,,,691,1,282,113,930
12330,1754256763.000000000000000000000000000000,1754256776.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1286 feature_id 4 p 27 big_windowSize 1182 small_windowSize 90,1.000000000000000000000000000000,,i7184,5757193.000000000000000000000000000000,,,,,,,12330_0,FAILED,SOBOL,,,1286,4,27,1182,90
12331,,,,,,,,,,,,,,,12331_0,ABANDONED,SOBOL,,,3001,1,494,782,1558
12332,,,,,,,,,,,,,,,12332_0,ABANDONED,SOBOL,,,3340,4,346,725,1859
12333,1754256855.000000000000000000000000000000,1754256867.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2238 feature_id 1 p 128 big_windowSize 1375 small_windowSize 265,1.000000000000000000000000000000,,i7184,5757200.000000000000000000000000000000,,,,,,,12333_0,FAILED,SOBOL,,,2238,1,128,1375,265
12334,,,,,,,,,,,,,,,12334_0,ABANDONED,SOBOL,,,313,2,431,431,732
12335,,,,,,,,,,,,,,,12335_0,ABANDONED,SOBOL,,,3915,0,90,1545,1138
12336,1754256915.000000000000000000000000000000,1754257209.000000000000000000000000000000,294.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3852 feature_id 2 p 298 big_windowSize 910 small_windowSize 129,0.000000000000000000000000000000,,i7179,5757207.000000000000000000000000000000,286.000000000000000000000000000000,551.542968750000000000000000000000,551.542968750000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.000000000000000000000000000000,12336_0,COMPLETED,SOBOL,286.000000000000000000000000000000,0.000000000000000000000000000000,3852,2,298,910,129
12337,,,,,,,,,,,,,,,12337_0,ABANDONED,SOBOL,,,574,0,207,1056,1722
12338,,,,,,,,,,,,,,,12338_0,ABANDONED,SOBOL,,,2497,4,479,237,1252
12339,,,,,,,,,,,,,,,12339_0,ABANDONED,SOBOL,,,3275,1,10,1854,845
12340,,,,,,,,,,,,,,,12340_0,ABANDONED,SOBOL,,,2910,4,144,1670,552
12341,,,,,,,,,,,,,,,12341_0,ABANDONED,SOBOL,,,1496,2,361,303,1084
12342,,,,,,,,,,,,,,,12342_0,ABANDONED,SOBOL,,,899,3,74,1497,1929
12343,,,,,,,,,,,,,,,12343_0,ABANDONED,SOBOL,,,4813,1,415,601,460
12344,,,,,,,,,,,,,,,12344_0,ABANDONED,SOBOL,,,4521,3,109,481,1605
12345,,,,,,,,,,,,,,,12345_0,ABANDONED,SOBOL,,,1233,1,388,1611,11
12346,,,,,,,,,,,,,,,12346_0,ABANDONED,SOBOL,,,1827,2,179,682,978
12347,,,,,,,,,,,,,,,12347_0,ABANDONED,SOBOL,,,2615,0,334,1285,1384
12348,,,,,,,,,,,,,,,12348_0,ABANDONED,SOBOL,,,3569,3,452,1225,1217
12349,,,,,,,,,,,,,,,12349_0,ABANDONED,SOBOL,,,2165,0,46,872,685
12350,,,,,,,,,,,,,,,12350_0,ABANDONED,SOBOL,,,240,4,270,1926,344
12351,,,,,,,,,,,,,,,12351_0,ABANDONED,SOBOL,,,4145,2,242,47,1811
12352,,,,,,,,,,,,,,,12352_0,ABANDONED,SOBOL,,,4181,3,259,1606,1328
12353,,,,,,,,,,,,,,,12353_0,ABANDONED,SOBOL,,,283,1,230,492,796
12354,1754257002.000000000000000000000000000000,1754257015.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2128 feature_id 3 p 455 big_windowSize 1311 small_windowSize 201,1.000000000000000000000000000000,,i7168,5757216.000000000000000000000000000000,,,,,,,12354_0,FAILED,SOBOL,,,2128,3,455,1311,201
12355,,,,,,,,,,,,,,,12355_0,ABANDONED,SOBOL,,,3526,0,50,661,1669
12356,,,,,,,,,,,,,,,12356_0,ABANDONED,SOBOL,,,2654,3,167,846,1993
12357,,,,,,,,,,,,,,,12357_0,ABANDONED,SOBOL,,,1870,0,323,1246,400
12358,,,,,,,,,,,,,,,12358_0,ABANDONED,SOBOL,,,1195,4,113,52,620
12359,,,,,,,,,,,,,,,12359_0,ABANDONED,SOBOL,,,4479,2,391,1915,1027
12360,,,,,,,,,,,,,,,12360_0,ABANDONED,SOBOL,,,4773,2,86,1036,913
12361,,,,,,,,,,,,,,,12361_0,ABANDONED,SOBOL,,,864,0,427,937,1445
12362,,,,,,,,,,,,,,,12362_0,ABANDONED,SOBOL,,,1537,4,139,1865,1536
12363,,,,,,,,,,,,,,,12363_0,ABANDONED,SOBOL,,,2945,1,358,232,69
12364,,,,,,,,,,,,,,,12364_0,ABANDONED,SOBOL,,,3235,4,490,292,267
12365,,,,,,,,,,,,,,,12365_0,ABANDONED,SOBOL,,,2460,1,23,1675,1861
12366,,,,,,,,,,,,,,,12366_0,ABANDONED,SOBOL,,,614,3,294,621,1144
12367,,,,,,,,,,,,,,,12367_0,ABANDONED,SOBOL,,,3888,1,203,1470,738
12368,,,,,,,,,,,,,,,12368_0,ABANDONED,SOBOL,,,3952,3,411,111,1747
12369,,,,,,,,,,,,,,,12369_0,ABANDONED,SOBOL,,,357,1,70,1990,154
12370,,,,,,,,,,,,,,,12370_0,ABANDONED,SOBOL,,,2201,4,373,811,874
12371,,,,,,,,,,,,,,,12371_0,ABANDONED,SOBOL,,,3297,2,156,1164,1281
12372,,,,,,,,,,,,,,,12372_0,ABANDONED,SOBOL,,,3040,4,6,1346,1074
12373,,,,,,,,,,,,,,,12373_0,ABANDONED,SOBOL,,,1328,1,475,743,543
12374,,,,,,,,,,,,,,,12374_0,ABANDONED,SOBOL,,,653,2,219,1547,447
12375,,,,,,,,,,,,,,,12375_0,ABANDONED,SOBOL,,,4865,0,309,417,1915
12376,1754257817.000000000000000000000000000000,1754257830.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4533 feature_id 4 p 246 big_windowSize 539 small_windowSize 21,1.000000000000000000000000000000,,i7184,5757273.000000000000000000000000000000,,,,,,,12376_0,FAILED,SOBOL,,,4533,4,246,539,21
12377,,,,,,,,,,,,,,,12377_0,ABANDONED,SOBOL,,,947,2,274,1435,1615
12378,,,,,,,,,,,,,,,12378_0,ABANDONED,SOBOL,,,1620,3,34,366,1398
12379,,,,,,,,,,,,,,,12379_0,ABANDONED,SOBOL,,,2706,0,440,1733,992
12380,,,,,,,,,,,,,,,12380_0,ABANDONED,SOBOL,,,3631,2,338,1792,659
12381,,,,,,,,,,,,,,,12381_0,ABANDONED,SOBOL,,,1909,0,183,174,1192
12382,,,,,,,,,,,,,,,12382_0,ABANDONED,SOBOL,,,62,3,376,1118,1782
12383,,,,,,,,,,,,,,,12383_0,ABANDONED,SOBOL,,,4284,1,98,972,315
12384,,,,,,,,,,,,,,,12384_0,ABANDONED,SOBOL,,,4310,3,133,387,1034
12385,,,,,,,,,,,,,,,12385_0,ABANDONED,SOBOL,,,94,0,349,1517,567
12386,,,,,,,,,,,,,,,12386_0,ABANDONED,SOBOL,,,2000,4,93,713,409
12387,,,,,,,,,,,,,,,12387_0,ABANDONED,SOBOL,,,3716,1,435,1316,1938
12388,,,,,,,,,,,,,,,12388_0,ABANDONED,SOBOL,,,2763,4,287,1132,1645
12389,,,,,,,,,,,,,,,12389_0,ABANDONED,SOBOL,,,1661,2,194,779,241
12390,,,,,,,,,,,,,,,12390_0,ABANDONED,SOBOL,,,1086,3,497,1957,774
12391,,,,,,,,,,,,,,,12391_0,ABANDONED,SOBOL,,,4688,0,31,78,1366
12392,,,,,,,,,,,,,,,12392_0,ABANDONED,SOBOL,,,4979,4,462,942,699
12393,,,,,,,,,,,,,,,12393_0,ABANDONED,SOBOL,,,754,1,59,1088,1167
12394,,,,,,,,,,,,,,,12394_0,ABANDONED,SOBOL,,,1331,2,252,144,1820
12395,1754258845.000000000000000000000000000000,1754258858.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3056 feature_id 0 p 221 big_windowSize 1761 small_windowSize 292,1.000000000000000000000000000000,,i7182,5757346.000000000000000000000000000000,,,,,,,12395_0,FAILED,SOBOL,,,3056,0,221,1761,292
12396,1754258931.000000000000000000000000000000,1754258944.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3422 feature_id 3 p 121 big_windowSize 1701 small_windowSize 124,1.000000000000000000000000000000,,i7182,5757353.000000000000000000000000000000,,,,,,,12396_0,FAILED,SOBOL,,,3422,3,121,1701,124
12397,,,,,,,,,,,,,,,12397_0,ABANDONED,SOBOL,,,2330,0,400,333,1528
12398,,,,,,,,,,,,,,,12398_0,ABANDONED,SOBOL,,,427,4,160,1403,1498
12399,,,,,,,,,,,,,,,12399_0,ABANDONED,SOBOL,,,4019,1,314,507,907
12400,,,,,,,,,,,,,,,12400_0,ABANDONED,SOBOL,,,3768,4,43,1883,1891
12401,,,,,,,,,,,,,,,12401_0,ABANDONED,SOBOL,,,480,2,446,20,487
12402,,,,,,,,,,,,,,,12402_0,ABANDONED,SOBOL,,,2385,3,238,1214,520
12403,,,,,,,,,,,,,,,12403_0,ABANDONED,SOBOL,,,3173,1,268,814,1112
12404,,,,,,,,,,,,,,,12404_0,ABANDONED,SOBOL,,,2836,2,385,631,1288
12405,,,,,,,,,,,,,,,12405_0,ABANDONED,SOBOL,,,1431,0,104,1281,821
12406,,,,,,,,,,,,,,,12406_0,ABANDONED,SOBOL,,,857,4,329,461,163
12407,,,,,,,,,,,,,,,12407_0,ABANDONED,SOBOL,,,4761,1,176,1575,1692
12408,,,,,,,,,,,,,,,12408_0,ABANDONED,SOBOL,,,4427,3,364,1438,369
12409,,,,,,,,,,,,,,,12409_0,ABANDONED,SOBOL,,,1149,0,149,589,1774
12410,,,,,,,,,,,,,,,12410_0,ABANDONED,SOBOL,,,1726,4,420,1643,1244
12411,,,,,,,,,,,,,,,12411_0,ABANDONED,SOBOL,,,2505,2,77,259,653
12412,,,,,,,,,,,,,,,12412_0,ABANDONED,SOBOL,,,3505,3,210,202,953
12413,,,,,,,,,,,,,,,12413_0,ABANDONED,SOBOL,,,2091,1,302,1835,1421
12414,,,,,,,,,,,,,,,12414_0,ABANDONED,SOBOL,,,187,2,15,907,1574
12415,1754259018.000000000000000000000000000000,1754259617.000000000000000000000000000000,599.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4102 feature_id 0 p 482 big_windowSize 1006 small_windowSize 46,0.000000000000000000000000000000,,i7186,5757361.000000000000000000000000000000,590.000000000000000000000000000000,552.058593750000000000000000000000,543.889216188524642348056659102440,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.000000000000000000000000000000,12415_0,COMPLETED,SOBOL,590.000000000000000000000000000000,0.000000000000000000000000000000,4102,0,482,1006,46
12416,,,,,,,,,,,,,,,12416_0,ABANDONED,SOBOL,,,4064,4,216,833,1663
12417,,,,,,,,,,,,,,,12417_0,ABANDONED,SOBOL,,,164,1,312,1202,195
12418,,,,,,,,,,,,,,,12418_0,ABANDONED,SOBOL,,,2090,3,6,8,786
12419,,,,,,,,,,,,,,,12419_0,ABANDONED,SOBOL,,,3489,1,476,1903,1318
12420,,,,,,,,,,,,,,,12420_0,ABANDONED,SOBOL,,,2535,2,374,1587,1017
12421,,,,,,,,,,,,,,,12421_0,ABANDONED,SOBOL,,,1752,0,155,442,611
12422,,,,,,,,,,,,,,,12422_0,ABANDONED,SOBOL,,,1157,4,414,1261,394
12423,,,,,,,,,,,,,,,12423_0,ABANDONED,SOBOL,,,4440,1,67,643,1987
12424,,,,,,,,,,,,,,,12424_0,ABANDONED,SOBOL,,,4733,3,379,279,78
12425,,,,,,,,,,,,,,,12425_0,ABANDONED,SOBOL,,,824,0,95,1631,1547
12426,,,,,,,,,,,,,,,12426_0,ABANDONED,SOBOL,,,1420,4,338,578,1450
12427,,,,,,,,,,,,,,,12427_0,ABANDONED,SOBOL,,,2830,2,182,1457,919
12428,,,,,,,,,,,,,,,12428_0,ABANDONED,SOBOL,,,3194,3,33,1018,743
12429,,,,,,,,,,,,,,,12429_0,ABANDONED,SOBOL,,,2421,1,441,887,1151
12430,,,,,,,,,,,,,,,12430_0,ABANDONED,SOBOL,,,498,3,243,1816,1870
12431,,,,,,,,,,,,,,,12431_0,ABANDONED,SOBOL,,,3772,0,277,214,278
12432,,,,,,,,,,,,,,,12432_0,ABANDONED,SOBOL,,,3991,2,110,1335,1271
12433,,,,,,,,,,,,,,,12433_0,ABANDONED,SOBOL,,,394,0,394,701,864
12434,1754260341.000000000000000000000000000000,1754260366.000000000000000000000000000000,25.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2319 feature_id 3 p 166 big_windowSize 1505 small_windowSize 148,1.000000000000000000000000000000,,i7164,5757513.000000000000000000000000000000,,,,,,,12434_0,FAILED,SOBOL,,,2319,3,166,1505,148
12435,,,,,,,,,,,,,,,12435_0,ABANDONED,SOBOL,,,3416,1,324,407,1741
12436,,,,,,,,,,,,,,,12436_0,ABANDONED,SOBOL,,,3077,4,456,90,1909
12437,,,,,,,,,,,,,,,12437_0,ABANDONED,SOBOL,,,1366,2,49,1938,441
12438,,,,,,,,,,,,,,,12438_0,ABANDONED,SOBOL,,,772,3,262,759,533
12439,,,,,,,,,,,,,,,12439_0,ABANDONED,SOBOL,,,4983,0,227,1144,1065
12440,,,,,,,,,,,,,,,12440_0,ABANDONED,SOBOL,,,4650,4,297,1781,997
12441,,,,,,,,,,,,,,,12441_0,ABANDONED,SOBOL,,,1063,1,200,132,1404
12442,,,,,,,,,,,,,,,12442_0,ABANDONED,SOBOL,,,1660,2,491,1077,1624
12443,1754260431.000000000000000000000000000000,1754260444.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2747 feature_id 0 p 22 big_windowSize 961 small_windowSize 32,1.000000000000000000000000000000,,i7112,5757531.000000000000000000000000000000,,,,,,,12443_0,FAILED,SOBOL,,,2747,0,22,961,32
12444,,,,,,,,,,,,,,,12444_0,ABANDONED,SOBOL,,,3746,3,138,519,324
12445,,,,,,,,,,,,,,,12445_0,ABANDONED,SOBOL,,,2026,1,359,1383,1792
12446,,,,,,,,,,,,,,,12446_0,ABANDONED,SOBOL,,,102,4,83,314,1197
12447,,,,,,,,,,,,,,,12447_0,ABANDONED,SOBOL,,,4323,2,430,1713,666
12448,,,,,,,,,,,,,,,12448_0,ABANDONED,SOBOL,,,4273,3,332,1176,1947
12449,,,,,,,,,,,,,,,12449_0,ABANDONED,SOBOL,,,55,0,173,792,419
12450,,,,,,,,,,,,,,,12450_0,ABANDONED,SOBOL,,,1881,4,386,1970,573
12451,,,,,,,,,,,,,,,12451_0,ABANDONED,SOBOL,,,3598,1,103,122,1040
12452,,,,,,,,,,,,,,,12452_0,ABANDONED,SOBOL,,,2724,4,237,437,1371
12453,,,,,,,,,,,,,,,12453_0,ABANDONED,SOBOL,,,1624,1,268,1536,780
12454,,,,,,,,,,,,,,,12454_0,ABANDONED,SOBOL,,,968,2,40,731,251
12455,,,,,,,,,,,,,,,12455_0,ABANDONED,SOBOL,,,4569,0,449,1366,1655
12456,1754261484.000000000000000000000000000000,1754261497.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4863 feature_id 4 p 13 big_windowSize 1745 small_windowSize 285,1.000000000000000000000000000000,,i7181,5757596.000000000000000000000000000000,,,,,,,12456_0,FAILED,SOBOL,,,4863,4,13,1745,285
12457,,,,,,,,,,,,,,,12457_0,ABANDONED,SOBOL,,,637,2,485,346,1815
12458,,,,,,,,,,,,,,,12458_0,ABANDONED,SOBOL,,,1290,3,209,1415,1157
12459,,,,,,,,,,,,,,,12459_0,ABANDONED,SOBOL,,,3017,0,303,551,690
12460,,,,,,,,,,,,,,,12460_0,ABANDONED,SOBOL,,,3305,3,421,992,896
12461,,,,,,,,,,,,,,,12461_0,ABANDONED,SOBOL,,,2214,0,76,1107,1489
12462,,,,,,,,,,,,,,,12462_0,ABANDONED,SOBOL,,,387,3,367,162,1522
12463,1754261574.000000000000000000000000000000,1754261920.000000000000000000000000000000,346.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3978 feature_id 1 p 146 big_windowSize 1811 small_windowSize 118,0.000000000000000000000000000000,,i7181,5757601.000000000000000000000000000000,332.000000000000000000000000000000,550.855468750000000000000000000000,550.855468750000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.000000000000000000000000000000,12463_0,COMPLETED,SOBOL,332.000000000000000000000000000000,0.000000000000000000000000000000,3978,1,146,1811,118
12464,,,,,,,,,,,,,,,12464_0,ABANDONED,SOBOL,,,3887,3,500,673,1118
12465,,,,,,,,,,,,,,,12465_0,ABANDONED,SOBOL,,,598,1,28,1292,526
12466,,,,,,,,,,,,,,,12466_0,ABANDONED,SOBOL,,,2423,2,289,472,496
12467,,,,,,,,,,,,,,,12467_0,ABANDONED,SOBOL,,,3212,0,193,1617,1901
12468,,,,,,,,,,,,,,,12468_0,ABANDONED,SOBOL,,,2953,3,92,1935,1701
12469,,,,,,,,,,,,,,,12469_0,ABANDONED,SOBOL,,,1550,0,436,40,173
