trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
0,,,,,,,,,,,,,,,0_0,ABANDONED,SOBOL,,,4139,2,468,455,1199
1,,,,,,,,,,,,,,,1_0,ABANDONED,SOBOL,,,229,0,61,1573,668
2,,,,,,,,,,,,,,,2_0,ABANDONED,SOBOL,,,2054,4,258,628,322
3,,,,,,,,,,,,,,,3_0,ABANDONED,SOBOL,,,3463,1,224,1274,1790
4,,,,,,,,,,,,,,,4_0,ABANDONED,SOBOL,,,2541,4,122,1216,1622
5,1753865524.000000000000000000000000000000,1753866247.000000000000000000000000000000,723.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1768 feature_id 2 p 406 big_windowSize 820 small_windowSize 29,0.000000000000000000000000000000,,i7186,5694459.000000000000000000000000000000,706.000000000000000000000000000000,553.183593750000000000000000000000,553.183593750000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.000000000000000000000000000000,5_0,COMPLETED,SOBOL,706.000000000000000000000000000000,0.000000000000000000000000000000,1768,2,406,820,29
6,,,,,,,,,,,,,,,6_0,ABANDONED,SOBOL,,,1112,3,162,1889,999
7,,,,,,,,,,,,,,,7_0,ABANDONED,SOBOL,,,4386,1,320,22,1406
8,,,,,,,,,,,,,,,8_0,ABANDONED,SOBOL,,,4719,3,126,899,534
9,,,,,,,,,,,,,,,9_0,ABANDONED,SOBOL,,,820,1,347,1003,1067
10,,,,,,,,,,,,,,,10_0,ABANDONED,SOBOL,,,1473,2,87,199,1907
11,1753865531.000000000000000000000000000000,1753865544.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2873 feature_id 0 p 433 big_windowSize 1828 small_windowSize 439,1.000000000000000000000000000000,,i7186,5694460.000000000000000000000000000000,,,,,,,11_0,FAILED,SOBOL,,,2873,0,433,1828,439
12,1753865531.000000000000000000000000000000,1753865544.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3132 feature_id 3 p 285 big_windowSize 1646 small_windowSize 146,1.000000000000000000000000000000,,i7186,5694462.000000000000000000000000000000,,,,,,,12_0,FAILED,SOBOL,,,3132,3,285,1646,146
13,,,,,,,,,,,,,,,13_0,ABANDONED,SOBOL,,,2349,0,188,267,1740
14,,,,,,,,,,,,,,,14_0,ABANDONED,SOBOL,,,521,4,495,1445,1273
15,,,,,,,,,,,,,,,15_0,ABANDONED,SOBOL,,,3804,2,26,592,867
16,,,,,,,,,,,,,,,16_0,ABANDONED,SOBOL,,,4055,4,362,1956,1868
17,,,,,,,,,,,,,,,17_0,ABANDONED,SOBOL,,,468,2,143,73,275
18,,,,,,,,,,,,,,,18_0,ABANDONED,SOBOL,,,2294,3,418,1126,745
19,,,,,,,,,,,,,,,19_0,ABANDONED,SOBOL,,,3380,0,71,777,1152
20,,,,,,,,,,,,,,,20_0,ABANDONED,SOBOL,,,3093,2,204,718,1453
21,,,,,,,,,,,,,,,21_0,ABANDONED,SOBOL,,,1373,0,301,1318,921
22,1753865540.000000000000000000000000000000,1753865634.000000000000000000000000000000,94.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 716 feature_id 3 p 9 big_windowSize 388 small_windowSize 76,0.000000000000000000000000000000,,i7184,5694466.000000000000000000000000000000,71.000000000000000000000000000000,552.230468750000000000000000000000,465.630468749999977262632455676794,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.000000000000000000000000000000,22_0,COMPLETED,SOBOL,71.000000000000000000000000000000,0.000000000000000000000000000000,716,3,9,388,76
23,,,,,,,,,,,,,,,23_0,ABANDONED,SOBOL,,,4937,1,480,1522,1545
24,,,,,,,,,,,,,,,24_0,ABANDONED,SOBOL,,,4646,3,45,1402,392
25,,,,,,,,,,,,,,,25_0,ABANDONED,SOBOL,,,1050,1,453,503,1986
26,,,,,,,,,,,,,,,26_0,ABANDONED,SOBOL,,,1702,4,240,1697,1019
27,,,,,,,,,,,,,,,27_0,ABANDONED,SOBOL,,,2799,1,273,333,613
28,,,,,,,,,,,,,,,28_0,ABANDONED,SOBOL,,,3674,4,391,148,788
29,,,,,,,,,,,,,,,29_0,ABANDONED,SOBOL,,,1963,1,106,1762,1320
30,,,,,,,,,,,,,,,30_0,ABANDONED,SOBOL,,,136,2,335,942,1661
31,1753866620.000000000000000000000000000000,1753866825.000000000000000000000000000000,205.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4347 feature_id 0 p 178 big_windowSize 1092 small_windowSize 193,0.000000000000000000000000000000,,i7150,5695175.000000000000000000000000000000,166.000000000000000000000000000000,551.773437500000000000000000000000,551.773437500000000000000000000000,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.000000000000000000000000000000,31_0,COMPLETED,SOBOL,166.000000000000000000000000000000,0.000000000000000000000000000000,4347,0,178,1092,193
32,,,,,,,,,,,,,,,32_0,ABANDONED,SOBOL,,,4247,4,80,1554,1413
33,,,,,,,,,,,,,,,33_0,ABANDONED,SOBOL,,,20,1,424,421,945
34,1753866470.000000000000000000000000000000,1753866925.000000000000000000000000000000,455.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1945 feature_id 2 p 134 big_windowSize 1350 small_windowSize 38,0.000000000000000000000000000000,,i7149,5695184.000000000000000000000000000000,420.000000000000000000000000000000,553.535156250000000000000000000000,553.535156250000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.000000000000000000000000000000,34_0,COMPLETED,SOBOL,420.000000000000000000000000000000,0.000000000000000000000000000000,1945,2,134,1350,38
35,,,,,,,,,,,,,,,35_0,ABANDONED,SOBOL,,,3672,0,356,751,1567
36,,,,,,,,,,,,,,,36_0,ABANDONED,SOBOL,,,2669,3,488,807,1766
37,,,,,,,,,,,,,,,37_0,ABANDONED,SOBOL,,,1578,1,17,1157,362
38,,,,,,,,,,,,,,,38_0,ABANDONED,SOBOL,,,984,4,292,103,645
39,,,,,,,,,,,,,,,39_0,ABANDONED,SOBOL,,,4575,2,197,1986,1237
40,,,,,,,,,,,,,,,40_0,ABANDONED,SOBOL,,,4906,2,265,1125,828
41,,,,,,,,,,,,,,,41_0,ABANDONED,SOBOL,,,689,0,232,974,1296
42,,,,,,,,,,,,,,,42_0,ABANDONED,SOBOL,,,1286,3,461,1794,1699
43,,,,,,,,,,,,,,,43_0,ABANDONED,SOBOL,,,3003,1,52,180,171
44,,,,,,,,,,,,,,,44_0,ABANDONED,SOBOL,,,3338,4,169,363,494
45,,,,,,,,,,,,,,,45_0,ABANDONED,SOBOL,,,2238,2,328,1727,1899
46,,,,,,,,,,,,,,,46_0,ABANDONED,SOBOL,,,315,3,116,533,1120
47,,,,,,,,,,,,,,,47_0,ABANDONED,SOBOL,,,3915,0,397,1432,528
48,,,,,,,,,,,,,,,48_0,ABANDONED,SOBOL,,,3851,3,249,52,1520
49,,,,,,,,,,,,,,,49_0,ABANDONED,SOBOL,,,572,0,280,1920,116
50,,,,,,,,,,,,,,,50_0,ABANDONED,SOBOL,,,2497,4,36,851,898
51,,,,,,,,,,,,,,,51_0,ABANDONED,SOBOL,,,3277,2,445,1247,1491
52,,,,,,,,,,,,,,,52_0,ABANDONED,SOBOL,,,2909,4,344,1306,1159
53,,,,,,,,,,,,,,,53_0,ABANDONED,SOBOL,,,1496,1,185,661,692
54,,,,,,,,,,,,,,,54_0,ABANDONED,SOBOL,,,901,3,382,1605,284
55,,,,,,,,,,,,,,,55_0,ABANDONED,SOBOL,,,4814,0,99,487,1813
56,,,,,,,,,,,,,,,56_0,ABANDONED,SOBOL,,,4521,4,409,623,249
57,,,,,,,,,,,,,,,57_0,ABANDONED,SOBOL,,,1231,1,64,1475,1653
58,,,,,,,,,,,,,,,58_0,ABANDONED,SOBOL,,,1828,3,371,297,1373
59,,,,,,,,,,,,,,,59_0,ABANDONED,SOBOL,,,2617,0,150,1676,782
60,,,,,,,,,,,,,,,60_0,ABANDONED,SOBOL,,,3568,2,1,1860,574
61,,,,,,,,,,,,,,,61_0,ABANDONED,SOBOL,,,2164,0,473,231,1042
62,,,,,,,,,,,,,,,62_0,ABANDONED,SOBOL,,,242,4,213,1035,1945
63,,,,,,,,,,,,,,,63_0,ABANDONED,SOBOL,,,4145,1,307,931,417
64,,,,,,,,,,,,,,,64_0,ABANDONED,SOBOL,,,4181,4,193,1495,963
65,,,,,,,,,,,,,,,65_0,ABANDONED,SOBOL,,,281,2,288,596,1430
66,,,,,,,,,,,,,,,66_0,ABANDONED,SOBOL,,,2129,3,29,1665,1589
67,1753866976.000000000000000000000000000000,1753867151.000000000000000000000000000000,175.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3528 feature_id 1 p 500 big_windowSize 301 small_windowSize 59,0.000000000000000000000000000000,,i7168,5695713.000000000000000000000000000000,159.000000000000000000000000000000,552.859375000000000000000000000000,552.859375000000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.000000000000000000000000000000,67_0,COMPLETED,SOBOL,159.000000000000000000000000000000,0.000000000000000000000000000000,3528,1,500,301,59
68,,,,,,,,,,,,,,,68_0,ABANDONED,SOBOL,,,2652,2,352,242,360
69,,,,,,,,,,,,,,,69_0,ABANDONED,SOBOL,,,1869,0,130,1856,1764
70,,,,,,,,,,,,,,,70_0,ABANDONED,SOBOL,,,1196,4,436,911,1231
71,,,,,,,,,,,,,,,71_0,ABANDONED,SOBOL,,,4479,1,92,1062,639
72,,,,,,,,,,,,,,,72_0,ABANDONED,SOBOL,,,4772,3,401,1925,1298
73,,,,,,,,,,,,,,,73_0,ABANDONED,SOBOL,,,863,0,119,42,830
74,1753867019.000000000000000000000000000000,1753867038.000000000000000000000000000000,19.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1537 feature_id 4 p 316 big_windowSize 1221 small_windowSize 177,1.000000000000000000000000000000,,i7167,5695714.000000000000000000000000000000,,,,,,,74_0,FAILED,SOBOL,,,1537,4,316,1221,177
75,,,,,,,,,,,,,,,75_0,ABANDONED,SOBOL,,,2947,2,157,871,1705
76,,,,,,,,,,,,,,,76_0,ABANDONED,SOBOL,,,3233,3,56,687,1881
77,,,,,,,,,,,,,,,77_0,ABANDONED,SOBOL,,,2460,1,465,1286,477
78,,,,,,,,,,,,,,,78_0,ABANDONED,SOBOL,,,616,2,220,482,507
79,,,,,,,,,,,,,,,79_0,ABANDONED,SOBOL,,,3889,0,253,1615,1098
80,1753867019.000000000000000000000000000000,1753867200.000000000000000000000000000000,181.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3952 feature_id 3 p 103 big_windowSize 993 small_windowSize 106,0.000000000000000000000000000000,,i7167,5695716.000000000000000000000000000000,161.000000000000000000000000000000,549.769531250000000000000000000000,549.769531250000000000000000000000,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.000000000000000000000000000000,80_0,COMPLETED,SOBOL,161.000000000000000000000000000000,0.000000000000000000000000000000,3952,3,103,993,106
81,,,,,,,,,,,,,,,81_0,ABANDONED,SOBOL,,,355,0,386,1097,1510
82,,,,,,,,,,,,,,,82_0,ABANDONED,SOBOL,,,2202,4,173,168,1477
83,,,,,,,,,,,,,,,83_0,ABANDONED,SOBOL,,,3298,1,332,1797,885
84,,,,,,,,,,,,,,,84_0,ABANDONED,SOBOL,,,3038,4,449,1739,717
85,,,,,,,,,,,,,,,85_0,ABANDONED,SOBOL,,,1327,2,40,360,1184
86,,,,,,,,,,,,,,,86_0,ABANDONED,SOBOL,,,655,3,268,1413,1842
87,,,,,,,,,,,,,,,87_0,ABANDONED,SOBOL,,,4866,0,237,561,313
88,,,,,,,,,,,,,,,88_0,ABANDONED,SOBOL,,,4532,4,303,423,1628
89,,,,,,,,,,,,,,,89_0,ABANDONED,SOBOL,,,946,1,209,1541,223
90,,,,,,,,,,,,,,,90_0,ABANDONED,SOBOL,,,1621,2,485,722,753
91,,,,,,,,,,,,,,,91_0,ABANDONED,SOBOL,,,2708,0,13,1367,1344
92,,,,,,,,,,,,,,,92_0,ABANDONED,SOBOL,,,3629,3,146,1186,1052
93,,,,,,,,,,,,,,,93_0,ABANDONED,SOBOL,,,1908,0,367,790,584
94,,,,,,,,,,,,,,,94_0,ABANDONED,SOBOL,,,64,4,76,1984,431
95,,,,,,,,,,,,,,,95_0,ABANDONED,SOBOL,,,4284,1,421,116,1959
96,,,,,,,,,,,,,,,96_0,ABANDONED,SOBOL,,,4312,3,324,528,677
97,,,,,,,,,,,,,,,97_0,ABANDONED,SOBOL,,,95,1,166,1381,1209
98,,,,,,,,,,,,,,,98_0,ABANDONED,SOBOL,,,1998,4,394,328,1804
99,1753867261.000000000000000000000000000000,1753867544.000000000000000000000000000000,283.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3715 feature_id 2 p 110 big_windowSize 1707 small_windowSize 336,0.000000000000000000000000000000,,i7186,5695740.000000000000000000000000000000,263.000000000000000000000000000000,551.585937500000000000000000000000,551.585937500000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.000000000000000000000000000000,99_0,COMPLETED,SOBOL,263.000000000000000000000000000000,0.000000000000000000000000000000,3715,2,110,1707,336
100,1753867261.000000000000000000000000000000,1753867286.000000000000000000000000000000,25.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2763 feature_id 4 p 227 big_windowSize 1767 small_windowSize 4,1.000000000000000000000000000000,,i7186,5695741.000000000000000000000000000000,,,,,,,100_0,FAILED,SOBOL,,,2763,4,227,1767,4
101,,,,,,,,,,,,,,,101_0,ABANDONED,SOBOL,,,1663,1,262,138,1597
102,,,,,,,,,,,,,,,102_0,ABANDONED,SOBOL,,,1085,2,49,1067,1377
103,,,,,,,,,,,,,,,103_0,ABANDONED,SOBOL,,,4686,0,456,963,970
104,,,,,,,,,,,,,,,104_0,ABANDONED,SOBOL,,,4981,4,22,84,1092
105,,,,,,,,,,,,,,,105_0,ABANDONED,SOBOL,,,754,2,491,1951,560
106,,,,,,,,,,,,,,,106_0,ABANDONED,SOBOL,,,1329,3,200,758,469
107,,,,,,,,,,,,,,,107_0,ABANDONED,SOBOL,,,3055,0,297,1153,1936
108,,,,,,,,,,,,,,,108_0,ABANDONED,SOBOL,,,3422,2,430,1337,1730
109,1753867260.000000000000000000000000000000,1753867272.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2332 feature_id 0 p 84 big_windowSize 691 small_windowSize 136,1.000000000000000000000000000000,,i7182,5695742.000000000000000000000000000000,,,,,,,109_0,FAILED,SOBOL,,,2332,0,84,691,136
110,,,,,,,,,,,,,,,110_0,ABANDONED,SOBOL,,,426,3,359,1511,853
111,,,,,,,,,,,,,,,111_0,ABANDONED,SOBOL,,,4017,1,138,393,1259
112,,,,,,,,,,,,,,,112_0,ABANDONED,SOBOL,,,3770,3,476,1031,258
113,,,,,,,,,,,,,,,113_0,ABANDONED,SOBOL,,,481,1,6,881,1851
114,,,,,,,,,,,,,,,114_0,ABANDONED,SOBOL,,,2383,3,312,1826,1131
115,,,,,,,,,,,,,,,115_0,ABANDONED,SOBOL,,,3173,0,216,212,724
116,,,,,,,,,,,,,,,116_0,ABANDONED,SOBOL,,,2836,3,67,269,923
117,,,,,,,,,,,,,,,117_0,ABANDONED,SOBOL,,,1433,0,414,1633,1455
118,,,,,,,,,,,,,,,118_0,ABANDONED,SOBOL,,,856,4,155,564,1550
119,1753867259.000000000000000000000000000000,1753867794.000000000000000000000000000000,535.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4759 feature_id 2 p 374 big_windowSize 1463 small_windowSize 82,0.000000000000000000000000000000,,i7181,5695743.000000000000000000000000000000,521.000000000000000000000000000000,552.570312500000000000000000000000,552.533948863636396708898246288300,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.000000000000000000000000000000,119_0,COMPLETED,SOBOL,521.000000000000000000000000000000,0.000000000000000000000000000000,4759,2,374,1463,82
120,,,,,,,,,,,,,,,120_0,ABANDONED,SOBOL,,,4429,2,182,1585,1984
121,,,,,,,,,,,,,,,121_0,ABANDONED,SOBOL,,,1149,0,338,451,390
122,,,,,,,,,,,,,,,122_0,ABANDONED,SOBOL,,,1725,4,95,1256,607
123,,,,,,,,,,,,,,,123_0,ABANDONED,SOBOL,,,2504,1,379,656,1013
124,,,,,,,,,,,,,,,124_0,ABANDONED,SOBOL,,,3505,4,277,839,1338
125,,,,,,,,,,,,,,,125_0,ABANDONED,SOBOL,,,2093,1,243,1188,805
126,,,,,,,,,,,,,,,126_0,ABANDONED,SOBOL,,,187,3,441,10,215
127,,,,,,,,,,,,,,,127_0,ABANDONED,SOBOL,,,4100,1,33,1893,1683
128,,,,,,,,,,,,,,,128_0,ABANDONED,SOBOL,,,4064,3,268,192,50
129,,,,,,,,,,,,,,,129_0,ABANDONED,SOBOL,,,166,1,238,1837,1579
130,,,,,,,,,,,,,,,130_0,ABANDONED,SOBOL,,,2089,2,447,893,1424
131,,,,,,,,,,,,,,,131_0,ABANDONED,SOBOL,,,3487,0,43,1012,957
132,,,,,,,,,,,,,,,132_0,ABANDONED,SOBOL,,,2537,3,176,1451,633
133,,,,,,,,,,,,,,,133_0,ABANDONED,SOBOL,,,1753,0,329,583,1225
134,,,,,,,,,,,,,,,134_0,ABANDONED,SOBOL,,,1155,4,104,1653,1754
135,,,,,,,,,,,,,,,135_0,ABANDONED,SOBOL,,,4440,2,385,257,350
136,,,,,,,,,,,,,,,136_0,ABANDONED,SOBOL,,,4734,2,77,637,1712
137,,,,,,,,,,,,,,,137_0,ABANDONED,SOBOL,,,826,0,420,1267,182
138,,,,,,,,,,,,,,,138_0,ABANDONED,SOBOL,,,1420,4,149,463,840
139,,,,,,,,,,,,,,,139_0,ABANDONED,SOBOL,,,2828,1,364,1566,1307
140,,,,,,,,,,,,,,,140_0,ABANDONED,SOBOL,,,3196,4,482,1881,1109
141,,,,,,,,,,,,,,,141_0,ABANDONED,SOBOL,,,2421,2,15,29,516
142,,,,,,,,,,,,,,,142_0,ABANDONED,SOBOL,,,497,3,302,1208,483
143,,,,,,,,,,,,,,,143_0,ABANDONED,SOBOL,,,3771,1,210,828,1887
144,,,,,,,,,,,,,,,144_0,ABANDONED,SOBOL,,,3992,3,435,1687,879
145,,,,,,,,,,,,,,,145_0,ABANDONED,SOBOL,,,396,0,93,339,1471
146,,,,,,,,,,,,,,,146_0,ABANDONED,SOBOL,,,2318,4,349,1393,1501
147,1753867849.000000000000000000000000000000,1753867961.000000000000000000000000000000,112.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3414 feature_id 1 p 133 big_windowSize 509 small_windowSize 96,0.000000000000000000000000000000,,i7181,5696103.000000000000000000000000000000,97.000000000000000000000000000000,550.875000000000000000000000000000,550.875000000000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.000000000000000000000000000000,147_0,COMPLETED,SOBOL,97.000000000000000000000000000000,0.000000000000000000000000000000,3414,1,133,509,96
148,,,,,,,,,,,,,,,148_0,ABANDONED,SOBOL,,,3079,4,31,951,304
149,,,,,,,,,,,,,,,149_0,ABANDONED,SOBOL,,,1367,1,497,1086,1832
150,,,,,,,,,,,,,,,150_0,ABANDONED,SOBOL,,,770,2,194,157,1179
151,,,,,,,,,,,,,,,151_0,ABANDONED,SOBOL,,,4982,0,287,1755,711
152,,,,,,,,,,,,,,,152_0,ABANDONED,SOBOL,,,4650,4,221,1134,1354
153,,,,,,,,,,,,,,,153_0,ABANDONED,SOBOL,,,1065,2,252,769,762
154,,,,,,,,,,,,,,,154_0,ABANDONED,SOBOL,,,1659,3,59,1963,230
155,,,,,,,,,,,,,,,155_0,ABANDONED,SOBOL,,,2745,0,462,65,1633
156,,,,,,,,,,,,,,,156_0,ABANDONED,SOBOL,,,3748,3,314,381,1965
157,,,,,,,,,,,,,,,157_0,ABANDONED,SOBOL,,,2026,0,160,1530,436
158,,,,,,,,,,,,,,,158_0,ABANDONED,SOBOL,,,101,3,400,711,595
159,,,,,,,,,,,,,,,159_0,ABANDONED,SOBOL,,,4322,1,121,1326,1061
160,1753868093.000000000000000000000000000000,1753868373.000000000000000000000000000000,280.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4271 feature_id 2 p 156 big_windowSize 1786 small_windowSize 342,0.000000000000000000000000000000,,i7161,5696283.000000000000000000000000000000,253.000000000000000000000000000000,551.316406250000000000000000000000,551.316406250000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.000000000000000000000000000000,160_0,COMPLETED,SOBOL,253.000000000000000000000000000000,0.000000000000000000000000000000,4271,2,156,1786,342
161,,,,,,,,,,,,,,,161_0,ABANDONED,SOBOL,,,55,0,373,188,1810
162,,,,,,,,,,,,,,,162_0,ABANDONED,SOBOL,,,1883,3,70,1116,1219
163,,,,,,,,,,,,,,,163_0,ABANDONED,SOBOL,,,3598,1,411,982,687
164,,,,,,,,,,,,,,,164_0,ABANDONED,SOBOL,,,2724,4,309,541,980
165,,,,,,,,,,,,,,,165_0,ABANDONED,SOBOL,,,1622,2,219,1425,1386
166,,,,,,,,,,,,,,,166_0,ABANDONED,SOBOL,,,969,3,475,371,1603
167,1753868071.000000000000000000000000000000,1753869247.000000000000000000000000000000,1176.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4570 feature_id 0 p 6 big_windowSize 1720 small_windowSize 10,0.000000000000000000000000000000,,i7183,5696288.000000000000000000000000000000,1163.000000000000000000000000000000,552.593750000000000000000000000000,552.576943277310874691465869545937,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.000000000000000000000000000000,167_0,COMPLETED,SOBOL,1163.000000000000000000000000000000,0.000000000000000000000000000000,4570,0,6,1720,10
168,,,,,,,,,,,,,,,168_0,ABANDONED,SOBOL,,,4862,4,440,1356,1927
169,,,,,,,,,,,,,,,169_0,ABANDONED,SOBOL,,,636,1,34,741,458
170,,,,,,,,,,,,,,,170_0,ABANDONED,SOBOL,,,1292,2,274,1561,554
171,,,,,,,,,,,,,,,171_0,ABANDONED,SOBOL,,,3017,0,246,411,1086
172,,,,,,,,,,,,,,,172_0,ABANDONED,SOBOL,,,3304,3,98,97,1254
173,,,,,,,,,,,,,,,173_0,ABANDONED,SOBOL,,,2213,1,376,1996,846
174,,,,,,,,,,,,,,,174_0,ABANDONED,SOBOL,,,388,4,183,801,127
175,,,,,,,,,,,,,,,175_0,ABANDONED,SOBOL,,,3980,2,338,1166,1720
176,,,,,,,,,,,,,,,176_0,ABANDONED,SOBOL,,,3885,4,50,290,734
177,,,,,,,,,,,,,,,177_0,ABANDONED,SOBOL,,,597,1,455,1685,1140
178,,,,,,,,,,,,,,,178_0,ABANDONED,SOBOL,,,2424,3,230,615,1857
179,1753868072.000000000000000000000000000000,1753868091.000000000000000000000000000000,19.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3212 feature_id 1 p 259 big_windowSize 1484 small_windowSize 263,1.000000000000000000000000000000,,i7173,5696293.000000000000000000000000000000,,,,,,,179_0,FAILED,SOBOL,,,3212,1,259,1484,263
180,1753869325.000000000000000000000000000000,1753869337.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2953 feature_id 2 p 391 big_windowSize 1042 small_windowSize 88,1.000000000000000000000000000000,,i7179,5697073.000000000000000000000000000000,,,,,,,180_0,FAILED,SOBOL,,,2953,2,391,1042,88
181,,,,,,,,,,,,,,,181_0,ABANDONED,SOBOL,,,1548,0,114,923,1556
182,,,,,,,,,,,,,,,182_0,ABANDONED,SOBOL,,,896,4,323,1867,1465
183,,,,,,,,,,,,,,,183_0,ABANDONED,SOBOL,,,4800,1,167,223,932
184,,,,,,,,,,,,,,,184_0,ABANDONED,SOBOL,,,4466,3,357,860,1008
185,,,,,,,,,,,,,,,185_0,ABANDONED,SOBOL,,,1188,0,139,1240,601
186,,,,,,,,,,,,,,,186_0,ABANDONED,SOBOL,,,1844,4,427,62,381
187,,,,,,,,,,,,,,,187_0,ABANDONED,SOBOL,,,2622,2,86,1913,1973
188,,,,,,,,,,,,,,,188_0,ABANDONED,SOBOL,,,3544,3,203,1596,1674
189,,,,,,,,,,,,,,,189_0,ABANDONED,SOBOL,,,2130,1,294,494,205
190,,,,,,,,,,,,,,,190_0,ABANDONED,SOBOL,,,305,3,23,1297,800
191,,,,,,,,,,,,,,,191_0,ABANDONED,SOBOL,,,4219,0,490,667,1331
192,,,,,,,,,,,,,,,192_0,ABANDONED,SOBOL,,,4176,3,11,1227,1784
